GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
RTCB,752.0,532.0,783.75,686.5
HACD3,4331.0,3361.0,4476.75,3639.0
CTDSPL2,3399.75,2271.25,2265.25,1623.5
NELFCD,741.25,514.25,726.0,607.25
TRIAP1,1633.75,1259.75,1733.25,1406.25
HIKESHI,103.0,71.75,88.0,69.5
CWC15,273.0,135.5,165.25,117.75
TRMT112,1177.5,888.75,1174.5,935.5
UFC1,1508.75,1119.5,1513.75,1316.5
RTF2,1920.25,1429.75,1944.5,1502.0
CHMP5,695.0,371.25,537.0,473.25
GTSE1,983.75,620.75,923.25,615.25
ETV7,7.5,2.75,4.0,2.0
DTL,3215.0,2123.25,3206.5,2177.75
NCKIPSD,354.5,211.5,323.25,251.0
LARS1,2045.25,1277.75,1337.25,1156.25
TMEM14C,711.5,538.25,697.75,544.5
CXXC5,4614.0,2727.75,4502.25,3288.0
TMEM138,783.75,584.25,1000.25,807.5
OSER1,197.0,172.25,325.5,243.5
GSKIP,514.25,343.25,448.75,287.5
JKAMP,1322.5,1000.0,1257.0,1071.5
ANAPC11,355.5,285.75,362.0,296.25
ZC3HC1,213.75,135.75,247.25,189.0
TRMO,69.5,43.0,55.25,40.75
PHF7,40.0,34.75,28.25,23.75
VTA1,2480.0,1831.5,2322.75,1841.5
PPHLN1,1356.25,966.0,1395.25,1141.25
MTFP1,229.0,169.75,178.0,181.25
ZCCHC17,1332.0,794.0,1387.0,1108.75
SCLY,514.5,337.25,430.75,328.5
VPS54,253.0,169.0,227.5,148.5
ZNF581,184.25,125.0,185.5,122.75
SIRT7,629.5,460.25,460.75,322.25
SIRT6,474.75,286.0,455.5,368.0
CINP,251.5,186.5,262.25,214.0
RAB14,6391.75,4320.75,5255.0,4154.75
ACKR4,6.5,4.0,2.25,0.5
PEX5L,112.0,69.25,74.75,52.5
NT5DC3,430.25,237.0,342.5,199.0
RAB6B,84.5,58.5,53.75,55.25
IL23A,66.5,49.75,82.5,60.75
MBIP,277.0,187.0,279.0,197.75
HDAC7,281.5,179.0,278.5,315.25
ARMCX3,309.0,145.0,243.5,189.25
TDP2,1646.25,1182.5,1675.5,1504.0
UFM1,10147.0,7119.25,7084.5,5993.0
CYRIB,22583.25,17536.25,17674.5,15098.5
GDE1,1882.0,1466.0,2025.25,1681.75
LARP7,275.75,168.5,224.5,179.75
ESF1,233.5,71.5,113.0,92.5
AZIN1,9833.25,6979.25,8932.25,7583.5
PCF11,467.0,312.25,310.0,205.75
MED15,599.5,411.75,678.0,567.75
PIAS4,1348.75,636.0,875.75,603.5
TRIM33,2577.5,1529.25,1936.75,1527.25
SRRT,323.25,205.25,338.75,273.0
NBAS,1844.25,1443.25,1343.5,1059.75
CUTA,592.25,441.5,525.25,475.5
LSR,4.5,1.75,2.5,2.0
LIPT1,3.5,1.75,2.75,0.5
NOP58,1467.5,944.0,1212.25,1055.25
EEF1AKNMT,340.5,217.5,443.5,323.25
PIGT,297.75,234.25,326.25,293.75
TRMT6,829.0,581.75,667.75,544.25
ATP6V1H,137.5,92.5,106.5,86.0
GET4,399.25,268.5,312.5,231.25
DPH5,243.75,177.25,268.0,219.5
ERGIC3,493.5,360.25,421.5,344.0
TAF9B,1724.75,1164.25,1167.25,1011.5
UBE2D4,536.5,403.75,523.0,455.0
KLF13,10057.75,6936.5,5313.25,4965.75
CCZ1,515.25,401.75,486.75,421.0
DYNC2LI1,45.5,29.5,35.0,34.0
SLC25A39,772.0,517.5,749.0,656.25
LUC7L2,3171.0,2044.5,2802.25,2199.75
OTUD6B,1253.5,762.0,977.0,811.75
RBMX2,451.75,341.5,445.75,357.25
DHRS7,143.0,110.75,102.75,80.0
RTRAF,1203.75,873.5,1159.5,855.75
SF3B6,1002.75,790.75,980.25,881.5
MRPL48,399.5,321.5,371.75,330.25
TMBIM4,1755.75,1375.25,1496.75,1305.0
PPIL1,3152.25,2462.5,3670.0,3050.75
YPEL5,1575.0,1035.25,926.0,638.75
CIAO2B,823.75,686.5,924.75,706.5
MRPS23,548.75,400.0,574.75,537.25
MRPS33,690.25,510.0,652.5,509.5
PTRH2,230.25,151.25,200.0,154.75
CHMP3,3803.25,2649.0,2755.75,2266.25
CDK5RAP1,106.25,73.5,93.5,66.25
RASD1,8.25,4.75,4.0,3.0
STYXL1,1225.5,959.0,1134.25,945.0
GINS2,1195.5,932.25,1129.0,811.0
MPC1,1248.75,959.75,1350.25,1120.5
FKBP7,236.0,155.0,153.25,135.0
ZFR,8488.0,6119.5,6112.75,4260.0
ASB1,1833.0,935.75,1081.5,671.0
NUB1,752.25,463.75,497.0,496.0
HSPB11,1686.25,1418.25,2043.5,1664.25
SARAF,6487.5,4523.25,4152.75,3756.0
ASB2,60.0,46.0,42.25,55.0
MPP6,459.0,287.25,264.75,229.75
SUFU,258.75,148.75,379.25,280.75
OAZ3,14.75,9.0,7.25,6.75
LSM7,400.5,341.5,422.5,363.75
LSM8,2563.0,1747.0,1476.25,1133.5
CPSF3,267.0,197.0,284.75,251.25
TRAPPC2L,229.75,137.25,238.75,231.0
HECA,1235.0,870.0,1007.5,840.75
VPS29,3418.25,2728.25,3122.75,2457.5
NLK,247.0,133.5,356.25,251.75
ACSL5,583.5,400.0,444.25,315.5
CYB5R1,245.75,170.0,275.75,235.5
SELENOT,3750.25,2729.0,3153.5,2699.25
RAB23,438.5,298.75,415.5,281.5
CES1P1,47.5,39.0,117.5,121.5
CAB39,5105.75,3532.75,4921.0,3895.75
UIMC1,134.25,86.75,148.0,107.25
FBXO40,16.5,11.75,9.25,7.75
DNAJB11,1051.5,721.5,1304.75,1113.0
CMPK1,12261.75,8270.25,8298.5,7569.0
POLR3K,486.0,329.75,546.75,370.25
WBP11,1369.5,864.75,1320.75,971.75
UPB1,129.5,97.25,37.25,34.0
MSRB1,625.25,414.75,981.5,595.0
RAPGEF6,1142.75,749.0,852.75,650.5
GHRL,24.25,18.0,16.5,13.25
WWOX,123.75,95.0,81.75,71.0
ARID4B,6736.75,4577.25,5540.5,4856.75
CD244,299.0,199.0,495.75,252.25
LUC7L3,2703.25,1923.5,2646.25,2194.75
RTEL1,56.5,50.5,63.5,47.75
HIGD1B,31.5,20.25,28.0,21.25
ERAP1,721.75,508.0,472.75,376.0
TMEM8B,17.0,13.75,12.0,4.5
CDK12,3139.0,1989.25,2512.5,1793.25
C9orf78,2358.0,1488.75,2410.0,2106.75
ATP8A2,58.25,37.5,13.5,9.0
RAB8B,818.5,532.25,509.0,385.25
INPP5K,334.5,216.5,306.75,208.0
GNG13,27.75,12.75,18.0,15.75
STK26,4179.75,2837.75,2662.0,2458.0
TM7SF3,810.0,571.75,727.75,550.75
RSF1,271.0,179.0,274.25,197.5
MAP3K20,5548.25,3901.0,4119.0,2946.75
KDM3B,1856.5,1225.0,1836.5,1347.75
COQ3,92.0,49.25,70.0,56.75
TUBA8,14.5,2.0,5.5,2.5
PHAX,1203.0,746.25,1115.0,836.25
GALNT7,1069.25,765.75,882.25,734.0
ADA2,608.0,398.0,279.25,225.25
BCL11A,672.25,354.75,1024.0,553.0
CPXCR1,8.25,8.25,2.25,0.5
BTBD1,4447.5,3243.5,3554.0,3001.5
SPA17,39.75,26.5,29.0,18.25
IL17D,90.5,71.0,121.5,79.75
NUDT9,141.75,106.75,151.5,123.5
ZFYVE1,143.5,86.5,170.5,128.0
PANK1,400.0,294.75,365.0,295.75
SHC3,4.75,2.0,2.75,2.0
NUP54,3243.25,2544.75,2793.25,2110.0
TPCN1,1026.5,634.5,801.0,465.25
CLIC5,3.25,1.5,1.0,1.75
STX18,422.0,266.75,405.75,244.5
MBD3,2344.5,1439.25,1972.0,1493.0
ADAM22,125.5,78.25,89.75,64.75
PTOV1,303.0,231.0,257.75,216.75
S1PR5,7.75,6.5,21.5,16.0
FXYD6,3.5,5.25,6.0,2.5
FXYD5,325.25,230.25,246.0,198.5
GPR84,77.25,29.0,35.25,12.0
IL20RB,28.75,19.25,38.25,21.0
FGFRL1,2051.75,1231.5,1265.75,908.0
C11orf24,245.75,161.5,184.25,167.25
TRIM34,81.5,61.5,53.5,31.0
CLDN22,21.25,11.75,22.25,14.0
DUOX1,2.0,3.25,1.0,0.25
RAB4B,391.5,280.5,290.5,235.5
RAB24,1420.0,960.75,1100.75,934.0
PELO,60.75,32.75,79.25,53.5
PPIL3,526.5,375.25,467.75,356.5
CSNK1G1,1237.5,738.0,1055.5,688.5
A4GALT,291.5,132.25,272.25,165.0
CPSF2,3035.25,2039.25,2515.0,2082.5
BRWD1,1775.75,1111.25,1134.25,759.5
SLC37A1,220.0,177.75,129.5,109.5
PCBP3,60.0,47.75,87.0,62.25
C21orf58,183.75,117.0,158.5,103.5
YBEY,132.25,91.5,108.75,78.5
SMIM11A,76.0,63.75,71.75,63.75
MIS18A,1851.5,1280.0,1681.75,1374.25
LINC00158,29.75,31.5,32.5,27.0
54082,16.5,10.0,9.5,8.0
TSPEAR,2.5,1.5,3.25,1.25
SETD4,327.75,236.25,372.25,253.25
GSAP,83.75,57.5,127.25,72.5
TLR9,19.5,9.25,9.0,6.25
POLE3,12049.25,7978.5,10164.25,7468.5
CHRAC1,4699.5,3375.5,3551.75,2722.25
GPR88,5.25,3.0,3.25,1.5
MRPL39,83.0,41.0,65.5,40.5
C21orf91,2386.0,1688.75,1475.25,1099.25
DCUN1D1,2922.25,1888.0,2397.25,1857.5
NANS,130.0,72.75,152.5,111.25
CYCS,7491.25,4823.5,6317.0,5921.25
ERRFI1,116.5,72.25,131.25,76.75
KCNK10,439.75,337.0,539.75,457.0
TREM2,124.75,95.25,118.75,81.75
TREM1,3257.75,2337.0,1804.75,932.25
GPR85,430.25,329.75,588.0,526.25
GNG2,4756.0,3305.5,1761.25,1040.25
GDAP1,811.75,579.5,787.5,645.0
DPM3,63.0,56.0,46.0,38.5
WNT4,3.25,1.25,3.0,1.0
TERF2IP,2628.75,1858.5,2658.0,1936.5
SLC38A2,3794.5,3151.25,5508.25,3739.25
NLGN3,34.75,15.25,9.0,8.25
SIAE,245.75,179.5,182.75,143.0
TAS2R5,3.5,2.75,1.75,2.25
DNAJC10,1426.75,1005.75,1280.75,1085.5
YIPF1,788.5,589.75,791.25,602.0
GAR1,489.0,248.25,402.0,316.75
SSH1,1072.25,663.25,856.0,633.5
SEMA5B,4.25,2.75,0.25,0.25
GFOD1,39.25,25.75,45.75,35.5
RBM27,1962.0,1165.25,1775.5,1344.5
SASH3,3735.25,2708.0,1952.75,1925.5
KCTD5,2808.25,1723.5,2037.5,1463.75
ANLN,1095.25,734.0,1218.25,765.25
RIN2,4.0,4.5,1.75,2.5
ATAD2B,3053.5,1942.0,1930.25,1277.75
FBXO42,390.25,230.25,446.75,286.5
PRR13,3618.25,2429.5,3793.5,3412.25
MRPS21,749.75,536.5,663.25,558.0
FBXW5,395.5,282.5,323.75,261.75
CCSER2,861.75,536.75,699.75,500.25
RETREG1,200.75,156.25,128.5,90.75
XRN1,1320.25,807.25,999.25,820.0
ETAA1,29.25,14.5,27.25,18.25
ANKIB1,843.75,571.25,745.25,571.75
MIOS,82.0,52.0,67.5,48.5
ZFAND6,579.75,297.0,445.5,350.5
ARMCX6,209.0,148.25,232.25,169.75
MIEF1,5052.5,3043.0,3553.25,2725.0
TOLLIP,1650.25,1056.25,1267.5,996.25
NLE1,409.25,252.75,375.75,294.5
RNF216,958.75,560.25,726.5,543.5
PIMREG,288.0,207.5,269.0,157.25
CHPF2,71.5,54.0,71.5,70.5
TRMT13,591.5,348.25,419.5,355.0
DGCR8,1030.0,688.5,1005.25,812.25
OTULINL,360.0,245.0,497.5,320.5
NEURL1B,6.0,2.25,5.0,1.75
C11orf71,143.75,111.75,121.75,94.25
TMX3,3009.5,2072.5,2470.25,2171.25
PRMT7,231.5,159.0,228.5,162.0
HEATR5B,160.75,91.0,152.75,118.25
SMOX,213.5,159.25,178.0,111.0
TMCO1,6737.5,4940.5,5598.5,4441.25
RBM47,141.25,78.25,122.5,49.5
ZDHHC13,154.0,93.25,175.0,121.5
DHX29,79.5,18.5,45.5,29.5
ADAMTSL4,69.5,47.25,30.75,35.5
RHOF,672.25,407.25,549.25,434.25
EXOSC4,189.25,153.25,162.5,170.0
MTRF1L,838.25,593.5,566.5,439.25
PUS7,756.75,483.25,734.5,680.5
APBB1IP,110.5,92.75,73.25,60.0
CCDC93,1153.75,692.75,1049.5,739.25
WDR44,145.5,86.5,122.75,97.5
ANKRD16,46.5,33.5,27.5,29.0
ASNSD1,39.5,21.0,18.25,18.0
MIER2,275.75,166.5,193.25,136.0
USP53,62.0,44.0,60.25,33.25
MRPL50,581.25,432.0,669.25,493.75
CCHCR1,62.75,43.75,59.0,43.75
EXOC6,276.25,161.0,290.5,211.5
SHLD2,573.75,429.75,551.5,565.75
NDUFB11,546.75,453.75,517.5,499.75
FAM193B,748.5,503.0,735.5,501.5
DDIT4,333.0,261.0,418.5,384.75
RC3H2,105.75,58.5,51.25,24.25
TOMM7,984.5,839.75,1003.25,834.25
MTMR12,1802.25,1211.5,772.0,513.25
SDK2,42.5,21.5,20.5,16.0
NECAB2,8.5,5.25,1.25,1.5
GNL3L,5292.0,3236.75,4063.25,3432.0
MIR4453HG,141.5,88.0,86.75,61.0
WDR5B,236.0,129.5,260.0,140.75
DDX49,431.25,319.25,410.0,352.25
ING3,423.5,293.75,316.25,241.0
SGTB,339.0,200.25,224.75,151.75
SPATA6,16.75,12.0,10.0,6.0
EPB41L4B,2.75,1.5,1.75,6.25
DLL4,13.25,4.0,7.25,2.75
EGLN1,3914.0,2768.25,2937.25,2208.75
GNB1L,38.5,20.0,34.75,27.25
LZTFL1,1813.0,1427.5,1353.5,991.25
MXRA8,217.75,130.5,84.25,58.75
NDFIP2,1660.0,1136.0,878.25,693.0
DDX56,293.0,202.25,313.0,286.5
INO80,2684.0,1788.0,1806.5,1337.0
CCNJ,453.5,242.0,433.5,210.25
FBXL19,708.5,331.0,497.25,400.5
VSIG10,162.0,112.5,189.0,96.75
ARL15,97.0,59.25,75.25,50.25
PAF1,3479.75,2298.0,3675.0,2703.25
PARP14,955.0,635.5,635.25,864.75
HES2,2.75,3.0,2.75,2.75
MAP10,52.75,31.5,48.5,29.0
MINDY2,1260.25,860.25,663.5,513.0
PCDHB18P,6.25,4.25,1.5,0.0
TBC1D13,1237.0,816.25,991.0,929.0
WDR74,116.75,102.75,112.0,153.0
TMEM106B,1304.75,916.0,675.25,564.75
RSBN1,1075.0,668.0,1167.25,649.0
LRRN3,1.25,1.25,2.5,1.75
CRLS1,918.75,654.25,964.75,789.5
GTPBP2,1146.5,775.5,955.5,695.75
CROT,37.25,26.25,57.5,44.75
ZNHIT6,1621.0,1058.5,1559.0,1321.25
P4HTM,54.25,44.5,34.75,31.25
RRN3,2386.75,1471.0,2268.0,1760.25
PDP1,1308.75,722.25,1668.0,861.25
GPN2,171.75,111.25,125.5,86.75
MARCHF5,1212.5,798.25,860.0,659.25
OTUD4,1760.75,1354.5,1518.75,1081.5
TMED9,2526.75,1680.75,2219.0,1818.0
SLC35F2,1104.0,699.25,1353.5,821.0
RAB39A,80.75,48.25,79.25,40.75
MPHOSPH8,740.0,419.5,741.0,595.5
XAF1,7632.5,6384.75,4245.75,4934.0
LEPROT,2150.75,1660.75,1476.75,1109.0
LY6K,2.25,2.5,0.5,0.75
EPDR1,1044.5,788.75,837.0,689.25
FNDC8,26.75,15.75,8.5,8.25
ZNF853,7.25,4.0,4.75,4.0
NUTM2F,3.25,1.25,0.75,0.0
FAM20A,12.0,5.75,3.25,3.5
KLHDC4,132.75,92.5,114.5,94.0
PCSK4,17.75,11.0,6.75,8.5
ZRANB1,799.5,528.0,727.25,496.5
TRIM44,7727.25,5487.0,4840.0,3912.75
PPP1R12C,952.5,606.5,864.75,750.75
RNF111,262.0,171.25,284.5,168.25
NSMCE4A,142.5,105.75,156.75,131.5
ALKBH4,326.0,199.25,343.75,220.5
BORCS6,98.75,60.75,110.25,88.75
DNAJB12,2553.25,1721.0,1393.0,1140.5
TET2,401.5,249.25,381.5,225.0
KCTD9,4104.25,2704.25,2621.0,1761.0
TRPM4,622.5,458.75,335.5,258.5
BNC2,8.75,6.25,7.5,3.0
MED18,157.5,95.75,202.0,146.0
MBTD1,2065.5,1396.0,1332.25,980.5
KLHL24,1062.0,718.25,1181.25,766.0
HAUS6,2312.0,1638.25,1702.75,1241.25
TRIT1,1222.75,928.5,943.0,763.0
CNNM2,68.5,31.75,54.25,38.25
AHI1,233.25,140.5,160.25,89.25
ZNF586,233.75,162.0,227.75,127.75
DYM,264.5,193.75,193.25,170.25
SAMD9,596.0,425.0,526.0,568.75
ZNF562,1944.25,1058.5,1406.5,871.75
AFTPH,772.0,422.25,658.75,586.25
KLHL28,168.5,92.75,143.75,67.75
QPCTL,208.25,147.75,201.25,172.0
GATAD2A,3340.0,1977.75,2510.0,2059.5
AC090517.4,619.25,448.25,593.0,400.0
ZCCHC10,1106.5,721.75,1113.0,818.5
NDE1,914.5,531.5,682.0,514.25
ERCC6L,75.0,42.0,101.0,74.0
TRPM7,1140.25,759.0,1043.5,820.25
SWT1,42.0,33.0,38.0,27.0
GIN1,271.25,197.5,256.75,175.25
BCAS3,89.0,69.75,59.75,44.25
ASPN,5.25,1.0,1.5,0.5
NUP62CL,4.0,3.0,2.0,2.5
VPS13C,1473.5,959.0,969.0,863.5
GDAP2,528.0,316.75,443.25,320.5
BSPRY,15.0,17.5,3.25,4.0
WBP1L,1313.25,866.25,1354.0,966.75
LRRC49,6.75,1.5,4.25,5.75
APTX,1670.75,1194.5,1783.75,1412.25
BIVM,131.0,83.75,110.25,80.0
MFSD6,161.75,107.75,66.5,43.0
SYTL2,2.25,0.75,1.25,2.25
ESRP1,13.5,9.75,1.25,0.25
SIDT1,42.75,33.5,29.5,9.5
ARHGEF38,13.0,6.0,9.5,7.5
DEF8,142.75,97.25,161.75,122.25
FBXL12,533.5,342.25,379.0,264.25
ANKRD49,334.75,195.5,344.5,209.0
PAQR5,3.5,3.0,3.5,3.0
WDR55,991.5,639.5,966.75,770.25
TENT5C,1057.75,547.75,1151.25,463.25
GON4L,286.25,176.75,266.25,196.75
PGPEP1,3066.75,1880.0,1469.25,1157.75
ELP6,254.25,190.25,262.25,194.25
SNRK,789.5,494.25,804.0,440.0
CC2D1A,271.0,163.5,257.5,214.25
TOR4A,684.75,383.5,500.0,405.5
GPATCH4,1782.25,1057.75,1619.25,1413.75
TMEM214,846.0,549.5,812.0,661.75
TMEM104,614.0,428.75,541.75,430.25
EPS8L1,104.5,69.25,62.75,58.25
QRICH1,1461.5,932.25,1401.5,1036.75
PIGG,222.75,135.25,176.5,137.25
FNBP1L,5.25,2.75,4.25,2.0
CNTLN,716.75,513.0,454.25,331.25
DCAF16,3438.25,2022.75,2044.75,1375.0
ZCCHC2,383.5,232.5,386.5,253.5
DPP8,4084.0,2720.5,2753.75,2019.25
ST7L,61.5,36.75,52.25,38.0
BCOR,1064.25,811.25,920.75,666.25
TEX10,62.25,30.75,43.75,48.75
ANKHD1,277.5,158.25,237.0,229.5
CWC25,2909.5,1729.75,2280.0,1543.5
RETSAT,423.0,301.5,474.75,349.75
UHRF1BP1,1500.75,1066.5,1165.75,835.5
NSUN2,8359.0,5777.0,7851.25,5999.75
ALKBH5,2631.0,1588.5,2235.75,1693.0
INO80D,1273.0,718.0,851.0,473.5
NCAPG2,11776.75,8655.0,8321.25,5981.25
MTMR10,963.0,693.75,569.25,409.0
RNF43,1237.5,899.5,702.0,533.25
SLC66A1,871.5,590.25,787.0,568.75
CASZ1,43.25,23.0,28.75,10.75
PXK,2941.25,2300.0,3336.0,2710.25
LAX1,2.5,1.5,1.75,0.75
CDKAL1,452.75,320.75,476.25,323.5
TTC19,2641.5,1989.25,2339.25,2093.0
MKS1,132.0,91.25,130.75,100.5
NSD3,1367.0,872.75,1111.75,823.75
TASOR2,191.5,137.25,173.75,157.5
SPDL1,469.0,334.75,515.75,327.75
SEMA4C,459.25,208.75,434.0,294.25
RPP25,1688.5,1201.0,1375.25,1242.25
FOCAD,67.0,50.5,91.25,72.25
YTHDF1,1372.75,868.25,1299.0,932.5
TMEM260,486.0,337.25,327.25,225.5
CMTM6,6859.5,4920.5,5276.25,4247.5
DNAAF5,716.5,551.25,668.75,598.25
DUS2,58.25,38.25,56.25,51.0
CHTF8,3569.0,2378.5,3096.5,2103.25
LIME1,78.75,43.25,58.5,54.0
ZSCAN32,462.75,294.25,409.25,310.25
UBE2R2,2181.25,1487.5,1252.25,901.25
CHCHD3,3822.75,2957.5,4453.5,3371.75
BPNT2,9170.5,5947.75,5995.5,4873.75
TMEM161A,135.25,101.0,133.75,109.0
HAUS4,277.75,207.0,236.75,172.25
TRMT10C,265.5,158.0,214.75,172.75
EXD3,151.75,84.25,117.5,68.5
KANSL2,423.0,226.25,365.75,249.25
DUSP23,147.0,116.5,128.0,114.25
ADPRS,251.75,158.75,259.5,200.25
SOHLH2,52.0,36.75,27.75,24.75
SARS2,254.0,165.0,232.5,199.25
COMMD4,384.25,291.75,437.0,355.5
OCIAD1,2042.5,1456.75,1703.25,1420.5
RNF125,758.5,524.5,598.75,428.25
ABITRAM,1433.5,1100.25,1141.75,859.75
SLC41A3,379.25,285.25,240.25,219.0
LPCAT2,809.75,599.0,1064.25,890.75
MRPL16,397.5,294.25,448.25,322.25
SDHAF2,580.0,457.0,633.5,519.25
COMMD8,852.0,618.75,807.25,601.5
TRNAU1AP,108.0,66.75,91.25,79.0
ODR4,522.5,336.75,633.5,444.5
FAM120C,323.0,176.25,357.25,291.5
C1orf109,606.0,416.25,676.0,467.75
PARP16,230.0,162.25,215.25,204.25
TXNL4B,713.75,469.25,556.0,422.25
TMEM160,137.75,94.25,135.25,133.0
GEMIN8,207.0,157.25,181.75,153.5
SSH3,266.5,167.25,227.5,170.75
TIPIN,151.25,86.0,114.25,87.75
UCKL1,710.5,558.25,735.5,546.25
C1orf56,1038.75,666.25,698.25,693.0
PIGX,3408.5,2437.75,3245.75,2843.25
TMEM70,1874.25,1531.75,2153.75,1754.25
HPF1,51.5,42.5,48.75,40.75
TTC12,2.25,3.0,2.5,1.0
BANP,45.75,30.25,90.0,76.0
TMEM132A,6.0,2.25,1.25,1.0
INTS11,222.5,139.5,197.25,178.25
THG1L,476.75,318.5,356.5,271.25
C20orf27,2288.5,1630.25,2508.75,2129.0
SLC25A38,497.5,310.25,515.25,407.5
SLC35F6,693.0,445.25,439.0,380.25
C2orf42,86.25,57.25,76.0,47.5
NMRK1,127.25,98.0,71.75,53.75
CLN6,2124.0,1351.25,1671.0,1355.75
PINX1,469.75,286.75,445.0,365.75
HCFC1R1,222.25,156.0,230.75,193.5
ULK4,406.0,309.25,288.5,229.0
CZIB,943.0,730.75,854.5,728.25
ZNF770,1873.5,1183.25,2129.0,1696.0
C1orf159,258.75,183.5,253.75,229.25
ZSCAN2,193.0,115.5,238.5,108.5
GID8,3373.5,2196.25,2586.75,1924.75
OXSM,10.25,7.75,11.75,10.0
TESC,1635.75,1236.25,1249.75,949.5
AURKAIP1,358.0,263.5,380.0,325.0
TMCO3,99.0,65.5,99.0,95.25
PAK1IP1,148.75,104.5,136.75,124.25
LAMTOR1,2189.25,1587.0,2150.25,1681.25
RMND1,203.25,140.5,215.0,142.0
TRMT61B,105.0,51.5,85.5,77.75
FAM118A,1082.5,689.25,1024.0,733.5
HERC6,31.5,26.25,30.75,39.75
FAM174C,986.0,711.5,825.5,652.25
PARPBP,788.25,579.0,965.0,812.75
PIH1D1,157.75,116.5,114.25,98.0
PPP2R3C,1998.75,1537.5,1395.75,1135.5
MCUB,87.5,67.0,65.5,47.5
STX17,1048.5,744.0,833.5,666.0
PRPF39,312.25,177.75,272.5,232.0
MARCHF1,492.0,388.75,335.5,239.25
C14orf119,981.25,699.25,1056.75,820.5
TTC38,259.0,173.25,315.0,244.0
PHIP,2725.5,1626.0,2550.25,1783.5
BANK1,27.5,20.75,5.75,3.5
TMEM255A,373.75,302.75,246.5,290.75
HEATR3,100.5,54.25,94.0,79.0
C17orf80,613.75,418.75,626.0,415.25
FBXO34,694.5,515.5,693.25,490.75
USP47,857.25,593.25,907.0,652.0
SLC35A5,908.25,622.75,817.25,551.75
FKBP14,298.0,192.75,240.5,186.75
NOL8,5846.0,3982.0,5916.75,4854.5
CCDC40,5.25,1.5,0.25,2.0
PTCD3,1313.25,827.25,1048.75,763.75
CDCA4,985.75,732.25,769.0,395.25
TRMT12,313.75,183.0,290.25,219.5
PLEKHB2,8641.0,5912.75,7101.75,5636.5
VPS37C,388.75,258.25,296.5,215.0
REX1BD,242.0,184.75,256.75,216.0
NRDE2,45.25,40.25,63.75,33.25
MRPL20,1262.0,911.5,1455.0,1134.5
ATG16L1,592.75,331.0,520.25,295.0
ZWILCH,1660.25,1139.5,1799.0,1530.75
GABPB1-IT1,733.0,460.5,407.0,298.0
WIPI1,230.75,179.75,99.0,84.75
ZCWPW1,13.25,12.0,10.75,11.75
PDPR,3864.0,2571.5,2407.0,1760.5
ENOX1,2.25,0.5,8.0,4.75
TMEM248,3360.0,2140.0,2816.75,2338.75
DET1,318.75,210.5,233.25,155.5
C9orf40,502.5,317.75,423.25,309.0
RNF31,73.25,52.5,63.0,67.75
55073,729.0,502.0,329.5,231.0
OXR1,1241.5,737.5,848.0,568.75
UACA,38.75,28.0,21.0,20.0
TMEM45A,19.5,12.75,3.0,1.75
TAPBPL,88.0,58.75,61.5,51.25
IFT57,45.5,41.75,58.5,54.5
ARGLU1,805.25,586.25,630.25,528.5
KIF26B,21.5,14.5,13.75,9.75
SOBP,30.75,11.75,20.75,24.0
CCDC186,835.25,546.75,506.25,309.5
MED9,348.75,202.75,301.25,189.25
TMEM51,0.5,1.0,2.5,2.75
NTAQ1,654.5,459.0,489.0,462.75
GPATCH1,59.25,32.0,64.0,55.0
SAMD4B,2286.0,1226.75,1325.25,989.5
EBLN2,32.0,8.25,24.0,12.25
WDR70,48.0,33.25,43.0,31.5
DMAC2,3172.5,2231.5,2439.75,1670.75
ATG2B,710.0,488.25,612.0,502.0
RALGPS2,3.5,2.25,1.25,1.5
GPATCH2,794.25,469.0,512.75,387.75
SLFN12,21.0,9.75,18.0,14.75
BSDC1,1541.25,960.25,1448.0,976.5
AGGF1,718.75,514.0,651.5,469.0
MAGOHB,1589.5,1233.25,1314.25,1066.5
PLEKHJ1,1069.5,776.5,1027.5,779.5
DYNC2I1,54.75,37.5,48.25,45.0
XKR8,57.5,34.5,84.75,55.5
ARHGAP17,968.5,876.75,900.5,947.25
TMEM39B,75.75,42.5,60.75,42.75
PRPF38B,1566.5,934.0,1483.0,1205.5
FANCL,719.5,528.0,783.25,650.5
AKIRIN2,433.5,324.0,549.0,441.0
PIWIL2,2.25,0.25,0.5,0.5
CEP192,33.0,23.25,44.0,39.75
HEATR1,2593.0,1895.25,2171.75,1732.5
TRIM68,205.0,138.75,251.0,146.75
ANO10,16.25,13.75,13.0,12.5
RBM28,324.25,205.5,296.0,249.25
LARP1B,557.0,364.75,407.5,288.75
SRBD1,189.75,128.0,159.75,129.75
WRAP53,11.5,9.25,15.0,11.5
FIGN,0.5,0.25,2.75,0.0
FAM90A1,5.75,3.5,6.0,4.75
ANKZF1,80.75,41.0,86.25,74.0
ELP3,972.0,684.25,1076.25,815.25
HAUS2,1719.75,1140.25,1190.25,943.75
CDCA8,2434.0,1500.0,1983.25,1345.25
LRRC8D,489.25,316.25,419.25,389.5
THAP1,798.25,527.25,668.25,444.25
ZDHHC4,84.75,50.5,67.0,46.25
RBM23,1209.25,836.75,1152.75,844.5
UBR7,3660.75,2573.0,3413.75,2322.0
MTPAP,319.0,217.25,340.75,264.0
C19orf73,26.25,14.75,23.0,17.0
