GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
SBF1,867.0,535.75,569.0,452.75
MSMO1,438.5,573.5,489.5,820.75
SC5D,387.75,325.5,384.0,447.75
ATXN1,1621.25,1055.75,1409.25,1064.0
ATXN2,1883.0,1140.75,1306.75,893.75
ATXN7,933.25,587.75,767.0,436.75
SCD,12003.25,9759.75,6395.5,10695.0
CLEC11A,2297.25,1693.25,2053.25,1732.25
SCML1,189.0,109.75,126.0,101.0
SCN1B,6.5,3.25,2.5,2.0
SCN4A,45.0,36.25,7.25,6.0
SCN4B,1.5,0.75,1.0,0.75
SCN5A,0.25,0.75,1.5,0.0
SCN9A,4.0,0.75,6.5,5.75
SCNN1A,6.5,3.5,0.25,2.25
SCNN1D,12.75,11.75,9.0,8.0
SCO1,1073.75,731.75,1087.0,874.5
SCP2,2217.75,1921.0,2138.5,1928.25
SRL,5.75,3.0,5.25,2.5
CCL1,13.5,9.75,8.25,5.0
CCL2,812.75,329.0,760.25,327.5
CCL3,5.25,9.25,6.25,10.0
CCL3L3,11.0,15.0,10.0,15.75
CCL4,2.5,12.25,1.75,9.5
CCL5,401.75,294.75,248.0,202.0
CCL22,5.5,0.75,7.0,10.25
CCL23,25.75,26.75,23.25,17.0
CCL24,8.5,4.75,4.0,4.0
CCL25,2.25,0.75,0.0,1.25
SDC2,24914.25,19207.0,17197.75,16829.5
SDC4,233.75,119.5,241.0,130.0
SDCBP,2341.0,1522.0,1661.75,1305.75
SDF2,965.0,714.75,1114.75,787.5
SDHA,1685.25,1229.25,1496.5,1233.5
SDHB,245.5,173.0,230.0,211.0
SDHC,1740.0,1101.5,1305.25,1024.25
SDHD,3711.5,2899.0,3180.25,2571.25
SEC13,763.0,566.0,824.5,665.75
SEC14L1,1114.75,576.25,670.75,579.5
TRAPPC2,495.5,334.25,504.75,397.0
SEL1L,6675.75,4797.0,5083.0,4112.5
SELL,9.0,4.25,1.5,0.75
SELPLG,673.5,475.0,428.75,440.0
SEMA3F,17.0,9.5,14.25,7.25
SELENOP,4.25,2.25,1.5,2.75
SELENOW,267.75,200.5,426.75,350.0
MAP2K4,947.75,657.25,989.0,658.75
SET,26594.5,16898.0,19461.5,17037.0
SETMAR,41.0,21.0,24.25,19.25
SFPQ,8123.0,4256.75,5109.0,4274.25
SRSF1,29520.5,19204.5,24226.25,19671.5
SRSF2,18570.25,13978.25,17393.0,15672.25
SRSF3,15080.5,10817.0,10439.25,9406.5
SRSF4,1658.75,1061.0,2010.0,1645.25
SRSF5,2326.0,1492.25,1484.25,1047.0
SRSF6,9929.0,6511.0,6718.75,5680.0
SRSF7,3890.25,2627.75,2600.5,2379.0
SFSWAP,76.0,49.75,91.25,77.0
TRA2B,6400.0,4448.0,6108.5,5493.25
SFTPB,3.5,1.75,2.0,2.0
SGCB,351.5,240.75,204.75,107.5
SGK1,8.25,2.75,8.0,6.75
SCG5,4.25,3.0,5.75,5.0
SGSH,28.5,23.25,17.25,12.75
SGTA,2021.75,1454.25,1877.0,1605.5
SH3BGR,19.25,12.25,11.25,5.25
SH3BGRL,3699.5,2397.0,1762.75,1547.0
SH3BP2,2228.5,1472.75,1093.0,1034.0
ITSN1,104.5,79.0,115.75,90.5
SH3GL1,2227.5,1306.25,1416.75,1078.75
SH3GL3,2.75,2.5,2.75,2.5
SHB,217.0,143.0,98.5,66.75
SHC1,1922.0,1271.0,1332.5,1077.25
FBXW4,132.25,96.5,106.75,82.0
SHH,2.25,0.0,2.0,0.75
SHMT1,388.0,287.75,387.0,277.5
SHMT2,3493.5,2538.0,2201.25,1997.75
SHOX2,340.75,210.75,324.5,186.25
SIAH1,259.75,166.75,308.25,155.25
SIAH2,1573.75,1175.75,1690.0,1261.0
ST6GAL1,1272.0,869.25,963.75,723.0
ST3GAL1,5050.25,3487.0,1888.5,1465.75
ST3GAL2,222.5,133.5,278.75,217.25
ST3GAL4,563.5,367.5,672.75,483.75
ST3GAL3,840.25,637.75,644.25,598.25
STIL,562.75,347.0,614.0,375.0
SIM2,27.25,19.5,18.75,15.25
SIPA1,64.25,44.0,55.75,52.5
SIX1,4.0,4.0,13.5,12.0
SKI,4213.5,2397.0,2675.25,1679.25
SKIL,1899.25,973.5,1375.75,1007.0
SKIV2L,78.75,66.0,92.5,77.25
SKP1,2627.25,1911.5,2939.75,2456.0
SKP2,1596.0,1067.0,1399.75,958.0
SLA,2183.0,1156.0,2377.25,1693.5
SLAMF1,19.75,8.5,8.0,5.75
SLC1A2,6.25,3.75,1.5,0.25
SLC1A3,6.75,5.25,12.75,6.75
SLC4A3,11.5,6.5,8.25,4.75
SLC1A4,7505.25,5433.5,3932.5,3119.75
SLC1A5,7631.0,5307.0,4619.5,4731.25
SLC2A1,2801.25,2023.0,3048.0,2462.0
SLC2A3,848.25,589.75,428.5,322.0
SLC2A4,14.75,11.75,15.25,20.0
SLC2A5,3383.5,2703.0,1222.5,965.0
SLC3A1,220.25,180.25,178.0,129.75
SLC3A2,776.5,515.25,507.75,417.0
SLC4A2,225.75,135.5,194.25,144.75
SLC5A2,268.25,189.25,150.5,109.25
SMTN,165.0,105.75,195.0,136.0
SLC5A3,1712.25,1424.25,1465.75,1670.0
SLC6A4,4.25,1.5,2.0,2.5
SLC6A6,3836.75,2396.5,3254.0,2529.75
SLC6A8,160.5,83.5,94.0,80.75
SLC6A9,987.25,669.5,261.0,250.25
SLC6A12,17.25,13.0,2.5,4.75
SLC6A13,6.5,5.75,2.5,2.25
SLC7A1,22033.0,14237.0,12818.75,9564.75
SLC8A2,5.75,4.25,1.25,1.25
SLC8A1,166.25,108.0,176.5,106.25
SLC9A1,844.0,504.75,849.25,597.25
SLC9A3,1084.25,632.5,733.75,347.0
SLC9A5,34.5,19.5,15.5,13.25
SLC11A1,65.25,50.5,44.0,24.5
SLC12A2,514.25,288.0,338.75,269.5
SLC12A3,112.5,89.5,37.75,20.5
SLC12A4,78.25,41.75,44.0,35.25
SLC14A1,87.75,71.25,36.5,34.0
SLC15A2,335.25,214.75,456.75,269.0
SLC16A1,2850.0,1987.25,2519.25,2043.75
SLC18A2,395.75,259.75,339.0,215.5
SLC19A1,494.75,308.75,445.75,389.75
SLC20A1,1765.5,994.25,1738.0,1447.0
SLC20A2,545.5,380.5,666.75,507.25
SLC25A1,2187.75,1602.0,2042.0,1836.75
SLC22A4,15.25,7.75,30.75,20.25
SLC22A5,9.25,3.5,6.0,6.5
SLIT1,41.0,26.5,15.5,12.5
SLPI,0.25,0.75,7.0,3.75
SMARCA2,820.0,475.75,593.25,491.75
HLTF,3075.5,2175.75,2185.25,1543.75
SMARCA4,1566.0,1054.5,1515.75,1264.25
SMARCB1,875.25,581.0,754.0,512.25
SMARCC1,10646.0,7353.75,8733.25,7064.25
SMARCC2,1893.0,1231.25,1580.5,1257.5
SMARCD1,2143.25,1407.5,1820.5,1274.75
SMARCD2,1829.0,1145.25,1398.5,1126.5
SMARCD3,11.75,5.75,7.0,9.75
SMARCE1,2528.25,1866.5,1899.5,1472.75
SMN1,1731.25,1109.25,1514.0,1081.5
SMN2,1731.25,1109.25,1514.0,1081.5
SMPD1,268.75,183.25,224.25,136.75
SMPD2,18.0,12.75,19.0,15.25
SMS,871.0,522.0,629.0,552.5
SUMO3,9598.25,6653.0,8141.0,6125.25
SUMO2,6778.5,5198.75,5196.5,4642.25
SIGLEC1,4.25,2.0,3.5,3.75
SNAI1,39.0,18.25,19.0,9.25
SNAP25,2.75,1.5,2.75,1.75
SNAPC1,205.0,137.5,183.25,125.5
SNAPC2,267.25,167.75,151.0,112.25
SNAPC3,614.25,419.0,448.75,278.5
SNCB,1.5,1.75,0.25,0.25
SNAPC4,51.75,31.5,37.0,32.5
FSCN1,133.0,71.0,81.5,68.25
SNRNP70,940.25,572.5,830.0,660.5
SNRPA,1179.25,856.25,808.75,701.25
SNRPA1,387.75,253.5,354.25,249.0
SNRPB,1355.75,1035.25,1269.75,1080.75
SNRPB2,1002.5,616.75,766.5,677.75
SNRPC,1896.25,1391.25,1988.0,1676.75
SNRPD1,2770.5,1803.75,2126.75,1767.5
SNRPD2,1985.75,1618.25,2178.75,2015.0
SNRPD3,6054.0,4113.75,4887.75,3874.25
SNRPE,795.25,360.25,492.5,389.0
SNRPF,692.25,472.75,809.0,637.0
SNRPG,416.0,334.75,550.0,467.75
SNRPN,164.5,121.0,90.5,78.0
SNTA1,6.25,5.0,3.75,4.25
SNTB1,3683.5,2775.75,1909.5,1519.5
SNX1,2571.5,1656.0,1661.75,1269.75
SNX2,796.5,608.25,557.0,410.0
SNTB2,2.0,1.75,6.5,3.0
SOAT1,679.5,453.0,509.5,433.5
SOD1,2147.25,1607.25,2615.25,2407.75
SOD2,2304.75,1631.75,2068.25,1719.25
CAPN15,915.0,565.25,708.25,617.25
SON,4468.0,2901.0,3926.0,3351.25
SORD,1768.25,1365.75,1770.75,1710.0
SORL1,1636.25,1135.0,1777.5,1105.75
SOS1,617.25,394.25,707.0,566.75
SOS2,462.0,299.75,431.5,311.5
SOX4,10284.25,5756.0,10146.75,6006.0
SOX5,1.75,1.5,1.5,0.25
SOX10,2.25,2.25,0.5,1.75
SOX15,24.25,13.5,12.0,14.75
SOX12,652.5,412.0,413.0,406.5
SP1,6984.75,4444.5,3629.0,2529.5
SP2,726.25,445.75,391.0,298.25
SP3,2213.5,1329.5,1537.0,1110.0
SP4,395.75,218.75,246.0,154.25
SP100,1133.5,776.75,1008.75,834.25
SPAG1,264.75,158.75,152.5,77.0
UAP1,333.0,228.5,329.0,236.5
SPAG4,12.25,10.0,11.75,9.5
SPAST,1217.75,766.75,1124.0,851.75
SPG7,406.5,278.25,395.75,357.0
SPI1,1281.25,820.0,1339.25,1267.5
SPIB,736.75,460.75,297.0,230.75
SPINT1,78.25,51.75,109.5,88.25
SPN,28938.5,16922.0,12232.0,9454.75
SPOCK1,680.25,502.0,363.0,290.75
SPP1,13.0,6.25,1.25,1.0
SPR,245.75,172.75,388.0,304.5
SPTA1,1.25,1.0,2.75,2.25
SPTAN1,145.75,93.75,160.0,140.25
SPTB,162.25,84.0,113.25,61.0
SPTBN1,97.0,65.75,45.5,26.25
SQLE,470.5,346.25,389.25,682.5
SRC,1141.25,672.25,981.5,1315.0
SRD5A1,173.0,110.75,108.0,70.25
SRD5A2,1.75,1.5,0.5,0.25
SRI,345.5,282.25,280.5,239.75
SREBF1,407.5,309.25,194.25,181.75
SREBF2,3029.0,2001.25,1601.0,1691.5
SRF,4167.5,2456.0,2380.0,1763.25
SRM,728.5,537.25,772.5,609.75
SRP9,13925.0,9133.25,10403.0,9151.0
SRP14,2670.25,1804.25,2344.5,1891.75
SRP19,2366.75,1641.25,2224.5,1840.25
SRP54,635.75,381.5,472.25,366.75
SRP68,3369.0,2385.25,3680.25,2766.5
SRP72,4282.5,2856.75,3396.25,2848.5
SRPK1,12357.75,8240.0,10489.0,8060.25
SRPK2,736.75,516.0,721.0,560.0
SRPRA,4076.25,2903.5,3716.25,2897.75
TRIM21,157.25,99.75,127.5,102.75
RO60,933.25,633.0,670.25,577.75
SSB,1531.25,1188.5,1576.0,1393.5
SSBP1,685.0,419.25,617.0,478.5
ITPRID2,789.0,481.0,566.5,413.75
SSR1,8473.5,6036.25,6135.25,5029.5
SSR2,5564.75,4033.75,4280.75,3446.5
SSR3,10080.0,7269.0,7510.0,6376.25
SSR4,487.25,347.5,506.0,487.75
SSRP1,3302.0,2116.5,2809.25,2410.25
SSTR3,2.5,0.5,0.0,0.0
SS18,2891.0,1768.25,2772.75,2112.5
DENND2B,24.5,14.75,16.75,8.25
ST13,5567.25,4012.5,5089.0,4727.25
ST14,292.0,200.25,310.0,222.75
STAR,1343.5,1011.5,652.75,459.25
STAT1,3263.5,2232.75,2944.75,3050.5
STAT2,1494.75,1016.75,1203.5,1271.25
STAT3,1925.75,1230.25,1171.75,1018.25
STAT5A,80.0,57.25,60.5,54.25
STAT5B,1748.75,1286.5,1214.75,931.0
STAT6,6999.5,4796.25,4058.0,3495.5
STAU1,2103.75,1459.5,2162.75,1761.0
HSPA13,1733.75,1103.75,1229.5,899.25
STIM1,1250.75,807.5,811.0,558.75
NEK4,273.25,143.75,259.0,183.0
STK3,368.75,262.75,597.75,376.75
STK4,4623.0,2976.75,3578.25,2668.75
AURKA,1721.0,1211.5,1913.75,1253.25
6791,845.25,544.25,817.75,510.25
STK10,2379.5,1413.0,1683.75,1243.0
STK11,243.25,170.75,239.0,204.0
STRN,2021.25,1309.5,1503.0,1122.5
STX1A,150.25,91.0,72.75,49.25
STX3,564.5,364.0,598.0,348.75
STX4,138.5,86.25,126.0,115.75
STX5,573.0,365.75,503.25,394.5
STXBP1,779.5,489.25,575.0,463.5
STXBP2,142.25,108.75,129.25,121.25
STXBP3,417.5,210.0,304.25,268.0
STYX,1664.0,1045.0,1092.5,919.25
SULT1A1,30.75,29.5,48.75,47.0
SULT1A3,83.75,50.25,69.75,59.0
SUOX,155.75,101.25,202.5,136.75
SUPT4H1,3145.25,2116.75,2553.75,1847.75
SUPT5H,558.75,367.25,575.5,463.5
SUPT6H,589.25,359.75,591.5,490.5
SUPV3L1,33.75,21.25,57.5,49.0
SURF1,125.75,99.0,108.75,96.75
SURF2,62.75,39.0,64.5,60.25
SURF4,11738.0,7834.5,12105.75,8890.0
MED22,1295.25,741.5,932.5,669.5
SURF6,2780.0,1513.75,1981.5,1583.25
SUV39H1,1134.75,697.75,978.5,729.25
SVIL,51.5,31.5,41.75,28.75
VAMP1,737.25,383.75,454.75,294.75
VAMP2,1219.75,773.75,655.25,514.0
VAMP7,3724.5,2576.75,2668.25,2069.75
SYCP1,2.0,2.0,2.0,1.5
SYK,1677.5,1183.25,1408.75,1076.75
SYN1,12.75,8.0,7.5,8.5
SYP,19.0,13.5,17.5,13.0
SYPL1,1569.25,949.0,842.25,631.75
SYT5,14.25,10.75,14.5,9.25
TACR2,6.25,2.5,3.75,2.0
TACC1,11679.75,7981.25,7097.0,5659.5
ADAM17,1280.5,1109.5,1193.25,1310.75
TACR1,6.5,5.25,1.0,1.75
TADA2A,206.75,150.25,183.5,129.25
TAF1,1390.0,889.5,1358.5,1051.0
TAF2,1353.25,936.25,1539.0,1266.0
TAF4,723.75,490.25,833.75,646.5
TAF4B,661.25,435.5,566.0,434.75
TAGLN,39.5,26.0,24.5,21.0
TAF5,363.0,238.75,440.5,333.25
TAF6,1684.0,1126.25,1423.25,1071.75
TAF7,939.0,588.5,629.75,500.0
TAF9,279.0,120.0,155.25,119.0
TAF10,628.0,470.25,516.5,448.25
TAF11,1824.5,1335.5,1812.0,1423.5
TAF12,490.25,344.25,569.75,493.0
TAF13,272.5,144.0,188.25,140.5
MAP3K7,1591.75,1025.5,1781.0,1402.25
TAL1,13.5,13.0,6.25,2.75
TAL2,1.5,0.25,2.5,0.25
TALDO1,850.0,638.5,1129.0,1049.25
TAP1,276.25,247.0,241.75,348.75
TAP2,1585.25,1186.5,1127.5,1200.0
TAPBP,7286.0,4985.5,6252.75,5108.75
TARBP1,157.0,182.75,178.25,358.0
TARBP2,89.0,69.5,91.25,82.0
TARS1,2803.0,2008.5,2160.0,1879.75
TBX1,183.5,110.75,174.5,131.75
TAZ,356.75,242.5,307.25,242.25
TBCA,685.75,456.75,499.25,384.75
TBCC,262.75,134.25,220.75,101.5
TBCD,108.75,76.75,96.0,92.5
TBCE,812.25,554.0,605.75,527.75
TBL1X,2904.0,2085.75,1818.5,1541.75
TBP,371.5,241.25,332.75,254.5
TBX6,13.5,9.5,7.5,9.25
TBX15,13.25,8.5,8.75,6.25
TBXA2R,9.0,11.0,2.25,3.25
TBXAS1,128.5,97.75,122.5,130.0
TCEA1,11295.25,8300.5,5969.0,5395.25
TCEA2,18.75,13.5,10.25,8.25
TCEA3,12.5,10.5,3.25,1.75
ELOC,1276.5,874.5,925.0,831.75
ELOB,880.0,640.0,899.25,800.0
ELOA,948.0,583.75,788.0,489.75
TCF4,2772.5,1950.25,3105.5,2539.5
TBX3,178.75,68.5,191.75,100.25
HNF1A,48.25,26.25,39.5,37.5
TCF3,6642.75,4366.0,5731.0,4685.75
TCF7,18.5,11.0,17.5,13.25
TCF7L2,77.75,49.5,22.25,12.5
GCFC2,297.25,211.75,208.75,176.5
TCF12,2867.25,2043.0,2483.5,1669.75
ZNF354A,53.25,30.75,60.0,40.75
TCF19,3723.25,2721.5,3518.0,2487.25
TCF20,548.0,302.0,535.25,386.5
VPS72,612.75,405.5,536.25,365.75
MLX,2428.0,1496.0,1836.5,1319.75
TCOF1,606.75,415.75,659.75,578.5
TCP1,2133.75,1538.75,2020.75,2105.0
TCTA,1174.0,883.75,710.5,551.75
DYNLT3,470.5,330.0,287.5,231.25
TCTE3,2.25,1.0,0.0,0.0
PPP1R11,2909.5,1985.5,2182.25,1649.75
DYNLT1,229.75,180.25,187.75,139.25
TDG,2688.25,2094.5,2514.75,1822.5
PRDX2,1649.25,1266.75,2042.25,1747.0
TEAD3,920.5,455.0,397.0,306.5
TEC,361.0,258.0,300.25,201.25
TEF,179.0,94.25,132.75,98.25
TMBIM6,27803.0,20029.0,17987.0,14390.25
TEP1,491.5,280.0,403.25,325.25
7012,5.0,2.25,1.25,1.0
TERF1,1197.25,858.75,1147.5,873.5
TERF2,723.5,465.75,650.75,544.25
TERT,23.5,19.75,20.25,18.25
TESK1,454.5,223.75,158.25,117.5
TFAM,5483.0,3740.25,3419.0,2645.5
TFAP2A,22.5,13.5,21.25,19.5
TFAP2B,0.0,0.0,0.5,1.5
TFAP4,569.5,418.75,550.5,557.25
TFCP2,1614.25,1035.5,1320.0,1073.5
NR2F2,8.5,2.5,12.5,7.0
TFDP1,3261.75,2487.0,3016.25,2535.25
TFDP2,670.5,479.25,305.75,193.25
TFE3,939.25,600.5,901.5,797.75
TFR2,75.0,47.5,55.0,50.0
TFRC,14920.25,11426.0,12616.25,11152.5
TGFA,111.75,81.75,183.0,94.0
TGFB1,239.0,137.25,164.75,167.75
TGFB2,21.5,10.5,18.0,5.25
TGFB3,24.25,13.25,23.0,11.75
TGFBI,9.5,7.5,8.75,9.5
TGFBR1,7654.5,5868.0,6283.0,4651.25
TGM4,3.5,4.0,2.0,2.75
TGFBR2,1374.5,1065.75,1680.75,983.25
TGFBR3,7.75,3.25,3.5,0.75
TGIF1,277.0,208.0,322.0,241.0
TGM2,29.25,16.25,4.5,4.75
THBD,4303.75,7704.5,6627.75,11310.5
THBS1,9.5,3.0,3.5,2.5
THBS2,98.75,79.5,102.5,84.25
THBS3,447.0,326.75,278.75,237.75
THBS4,26.0,20.0,18.5,10.75
THOP1,220.75,173.75,245.75,226.75
THRA,175.75,110.5,123.0,104.25
THRSP,5.75,4.0,4.25,3.75
THY1,0.25,0.0,0.25,1.5
KLF10,1449.5,1083.25,1171.75,735.5
TIA1,3256.25,2195.5,2444.25,1992.25
TIAL1,1698.0,1141.25,1462.75,1312.75
TIAM1,3.25,0.75,8.0,5.5
TIMP1,390.25,293.75,355.0,316.5
TIMP2,871.5,621.5,721.0,604.75
TIMP3,438.25,296.0,307.0,140.25
NKX2-1,14.5,9.25,4.5,2.75
TK1,1833.75,1386.5,1649.75,1251.5
TK2,1009.75,739.5,660.5,467.5
TKT,16759.5,12185.25,13759.5,11640.5
TLE1,37.0,30.25,39.75,24.75
TLE3,3288.25,2519.0,2662.25,2703.0
TLE4,396.75,291.0,292.0,148.0
TLN1,2050.25,1216.75,977.75,756.0
SEC62,4611.5,3232.25,4119.0,3279.5
TLR1,5.0,1.75,4.25,1.75
TLR2,146.5,92.5,102.5,50.0
TLR4,220.25,182.5,348.25,129.25
TLR5,1.75,2.5,2.75,0.25
TSPAN4,24.75,21.0,21.25,15.0
GPR137B,168.25,123.75,211.0,133.5
TM7SF2,62.25,52.5,56.0,72.0
TRAPPC10,55.5,28.75,38.5,33.25
TMF1,820.0,601.0,557.25,448.0
TMOD1,697.5,524.25,745.5,527.5
TMPO,11266.0,6696.25,8187.5,6713.75
TMSB4X,22337.0,18545.0,20402.25,22461.5
CLEC3B,4.5,1.0,1.5,1.5
TNF,2093.75,749.5,941.75,286.0
TNFAIP1,594.75,398.75,541.25,402.25
TNFAIP2,2159.5,1428.5,1869.75,1896.75
TNFAIP3,778.75,427.75,539.0,258.75
TNFRSF1A,753.5,490.75,642.5,623.0
TNFRSF1B,2499.0,2058.75,2434.75,2893.25
TNNC1,4.75,4.5,1.75,1.0
TNNI2,95.25,57.75,22.5,23.5
TNNT1,142.75,114.0,82.0,90.5
TNS1,1209.25,764.75,576.0,484.0
TOP1,4487.25,2816.5,3301.25,2542.25
TOP2A,6612.5,4313.5,5200.25,4158.75
TOP2B,1695.75,875.75,829.75,733.0
TOP3A,1208.0,760.5,1117.5,826.5
TP53,196.5,102.25,127.75,76.25
TP53BP1,205.75,135.75,157.75,108.5
TP53BP2,679.5,451.5,760.75,522.0
TP73,13.25,5.75,26.5,21.75
TPD52,11476.75,8438.25,5572.75,4135.25
TPD52L2,3134.5,2118.25,2525.0,1938.75
TPH1,8.75,7.25,6.25,5.75
TPI1,11662.0,8401.5,9030.0,7780.0
TPM1,169.25,129.5,154.0,106.0
TPM2,38.5,21.75,19.5,12.25
TPM3,22502.75,16434.25,18377.0,15319.5
TPM4,29988.25,20906.25,17049.75,13611.25
TPMT,615.0,411.25,514.0,507.75
TPP2,552.5,413.0,497.5,460.0
TPR,478.5,344.0,406.0,365.25
TPT1,8536.25,5651.5,6081.25,5192.75
NR2C1,168.25,84.25,132.25,86.5
NR2C2,2802.5,1830.0,1697.75,1105.0
HSP90B1,2326.75,1585.0,2931.5,2487.0
TRAF1,141.5,90.0,263.75,170.25
TRAF2,257.5,156.25,224.5,158.25
TRAF3,1511.0,917.0,994.5,819.5
TRAF6,510.5,288.0,427.0,237.5
7190,8023.75,5573.5,9381.0,8158.0
CCT3,15058.0,11422.75,18314.75,14259.5
TRIO,320.0,215.5,325.0,272.5
TRIP6,116.5,77.25,111.25,100.25
TRPC2,7.25,4.25,2.25,2.0
TRPM2,733.5,450.75,496.5,379.5
TRPS1,53.75,22.0,15.0,16.75
TSN,6105.75,4677.25,5999.0,4970.5
TSC1,721.25,473.5,745.5,563.25
TSC2,58.75,49.0,60.0,58.0
TSG101,255.75,191.0,249.5,203.0
TSNAX,2978.25,1975.0,2624.5,2134.0
TSPYL1,1783.25,1122.0,1332.25,962.75
EIPR1,119.75,98.0,126.25,97.75
PHLDA2,67.0,37.5,56.25,66.75
TST,107.75,74.75,110.75,87.5
GFUS,314.0,226.75,428.75,344.75
TTC1,1180.5,920.0,1382.75,1118.75
DNAJC7,7772.0,5766.5,6712.5,5738.25
TTC3,1953.5,1425.0,1735.25,1524.25
TTC4,510.0,357.25,620.25,503.25
TTF1,2334.25,1553.75,2373.25,1734.25
TTK,244.0,97.75,158.5,117.5
TTN,3.0,3.5,1.75,1.25
TUBA4A,348.25,212.75,271.75,201.5
TUBB2A,2.25,3.25,4.0,3.25
TUBG1,183.5,115.5,202.25,146.0
TUFM,1063.75,759.5,980.0,853.25
TUFT1,131.25,77.0,50.5,33.75
TULP1,3.75,4.25,3.75,3.5
TULP3,358.5,240.0,312.0,216.0
HIRA,443.0,274.0,492.25,401.0
TNFSF4,19.25,14.75,27.5,13.75
TNFRSF4,7.75,2.25,4.5,1.25
TXK,20.5,11.25,16.25,23.25
TXN,1562.25,1115.25,1451.0,1400.75
TXNRD1,7270.0,5049.0,7009.5,5848.75
TYK2,862.5,596.0,702.25,539.25
TYMS,5859.25,4357.25,5319.25,4015.25
TYRO3,51.0,25.0,53.75,51.0
7302,5.75,2.75,8.25,4.75
TYROBP,1028.0,786.25,997.75,868.75
U2AF1,355.5,197.0,302.0,228.0
UBA52,7118.5,5557.5,6902.75,6536.0
UBB,1994.75,1497.0,2413.75,2204.0
UBC,892.5,766.25,736.25,765.0
UBA1,971.25,679.0,1003.75,755.75
UBA7,29.75,24.0,27.0,19.25
UBE2A,3389.75,2585.5,3194.25,2695.5
UBE2B,1145.5,734.75,840.0,695.75
UBE2D1,632.75,366.75,432.0,338.0
UBE2D2,3600.75,2505.0,2663.5,2158.75
UBE2D3,9576.25,6415.0,7392.5,6223.25
UBE2E1,2675.25,1593.0,1428.5,1222.0
UBE2E2,200.25,132.25,88.5,74.25
UBE2G1,4483.5,2894.25,3530.0,2778.75
UBE2G2,6759.5,4398.0,5940.0,5027.5
UBE2H,1442.25,1025.5,1261.5,876.0
UBE2I,3622.5,2394.75,2916.25,2268.5
UBE2L3,2766.5,1895.0,2589.75,2146.25
UBE2N,3259.75,2357.75,2885.0,2327.75
UBE2V1,7290.25,5296.0,5737.5,4801.75
UBE2V2,4347.0,3081.25,4055.5,3527.25
UBE3A,4740.5,3270.5,4447.75,3418.25
SUMO1,5456.75,3965.25,4883.5,4060.0
UBP1,4899.0,2886.5,3604.25,2820.5
UBTF,13651.5,7440.0,7888.5,5668.5
UCHL3,77.25,52.5,73.0,49.5
UCN,3.0,2.25,2.75,1.75
UCP2,1553.5,1067.25,1187.25,1060.25
UCP3,34.0,18.0,27.5,21.0
UFD1,211.5,148.0,304.0,221.0
SLC35A2,638.5,366.25,490.75,421.25
UGCG,3525.0,3653.0,2608.5,2622.5
UGDH,230.5,136.0,182.75,191.5
UGP2,939.0,531.0,591.0,468.25
UGT2B17,4.75,3.0,0.75,0.75
UGT8,26.5,18.25,45.25,29.25
UCK2,2937.5,1846.25,2448.0,1590.25
UMPS,1211.25,800.25,748.5,557.5
COL14A1,3.75,1.5,4.0,2.75
UNG,3904.0,2720.25,3275.25,2573.75
USP4,1351.0,891.25,1166.25,993.5
NR1H2,654.25,456.0,502.75,398.5
UPP1,11.25,7.25,10.75,13.5
UPK3A,153.75,130.75,141.75,106.5
UQCRB,6682.5,5266.0,7291.25,6336.0
UQCRC1,583.5,421.25,602.75,513.25
UQCRC2,1351.75,1024.75,1134.25,934.0
UQCRFS1,645.5,458.0,653.25,522.0
UQCRH,1104.0,638.75,939.75,757.0
UROD,81.25,67.5,97.0,82.5
UROS,106.0,76.5,113.5,92.0
USF1,780.25,570.5,901.25,793.0
USF2,1529.75,891.0,836.75,590.75
USP1,1779.0,1006.5,1244.0,906.0
USH2A,8.75,1.0,1.0,1.5
UTRN,579.25,347.5,271.0,204.25
KDM6A,186.25,120.5,175.25,106.5
UTY,1307.25,960.75,960.75,676.25
UVRAG,643.5,431.75,756.75,448.5
VARS1,258.75,188.5,277.0,255.75
VASP,7303.5,4373.75,4380.75,3772.25
VAV1,454.5,292.75,420.75,332.0
VAV2,771.0,435.5,615.0,475.5
VBP1,2562.25,2091.5,2627.25,2131.0
VCL,1743.5,1232.25,1213.0,847.75
VCP,3016.5,1941.25,3798.25,3300.5
VDAC1,10857.0,8040.75,10272.0,8396.75
VDAC2,1045.75,639.25,815.0,644.75
VDAC3,4152.25,3228.5,4590.75,3630.5
VDR,1193.0,629.25,1380.25,989.25
VEGFA,4312.75,2703.5,2262.25,1421.25
VEGFB,33.75,32.75,27.0,28.0
VGF,28.5,22.75,24.25,20.0
VHL,3836.5,2121.75,2726.75,2189.75
EZR,2711.75,2004.0,2519.5,2104.75
VIM,5973.0,4467.0,6081.25,5413.0
VLDLR,1683.25,1442.5,979.25,829.75
BEST1,97.5,90.0,78.25,151.25
TRPV1,68.5,47.0,71.25,73.75
VRK1,683.25,443.75,526.75,506.5
VRK2,709.5,500.75,748.75,578.25
VSNL1,6.0,4.25,4.0,3.0
WARS1,6523.25,4885.5,2915.25,2520.0
WAS,674.75,409.25,494.5,435.25
WIPF1,876.5,564.75,908.0,574.0
EIF4H,14532.0,9624.25,10096.0,7686.75
CLIP2,1137.25,675.75,549.5,328.0
LAT2,8570.75,5597.75,4343.25,2518.25
CORO2A,45.0,30.5,96.25,38.5
