GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
BCCIP,85.75,21.25,14.5,12.75
EIF5A2,36.0,5.25,2.0,2.75
CLDND1,28.0,4.5,2.5,5.25
TWNK,277.25,96.25,63.25,60.0
NPDC1,5.25,1.25,0.75,1.5
POLE4,7.0,2.0,1.5,2.5
TRIM39,32.25,11.75,8.0,7.5
KCNK13,2.0,0.25,0.0,0.0
KCNK12,0.25,0.0,0.0,0.0
VTRNA1-3,1.25,0.25,0.0,0.5
PANX2,0.0,0.5,0.25,1.0
SUCNR1,0.0,0.0,0.5,0.25
AKIP1,7.0,0.75,1.0,1.25
C11orf16,0.0,0.0,0.0,0.0
TMEM9B,43.5,9.0,5.0,6.0
NRIP3,129.25,33.0,25.0,15.5
SAR1A,193.0,44.25,22.0,25.0
CFAP298,60.5,11.5,13.5,14.75
JPH1,0.25,0.0,0.0,0.0
SLC2A4RG,72.75,22.5,15.75,16.5
ZC3HAV1,229.75,74.5,72.75,54.75
SLAMF8,13.75,4.25,3.0,2.75
GPR137,0.25,0.5,0.75,0.25
SPHK2,9.5,3.25,2.75,2.75
GRIPAP1,7.75,2.5,1.25,1.5
EMC7,28.25,6.25,4.75,4.75
RAD18,124.75,28.25,21.75,11.25
CELF4,0.0,0.0,0.0,0.0
CDC42SE1,557.5,136.0,67.5,64.5
FSTL5,0.0,0.25,0.0,0.0
UGGT1,197.75,47.75,43.25,28.0
KCMF1,68.5,11.5,9.0,10.5
TM9SF3,259.0,55.5,27.5,32.0
MDM1,15.0,4.25,2.75,2.0
TCIM,0.0,0.0,0.0,0.0
UBQLN4,113.5,32.5,15.0,16.25
AGPAT3,99.25,21.0,12.0,9.75
AGPAT4,32.75,14.75,3.0,3.5
WRNIP1,10.25,2.0,4.0,5.75
BDH2,4.75,0.75,1.0,2.25
ANKS1B,3.75,3.25,8.25,4.0
TMEM167B,140.75,26.25,21.75,25.5
NDUFA4L2,0.25,0.25,0.25,0.5
PNO1,74.5,18.5,11.0,11.75
SH3GLB2,2.5,0.0,0.0,0.25
C15orf39,273.75,140.5,61.75,83.25
THAP10,4.25,1.0,1.0,0.5
SPIRE1,5.0,1.25,1.0,0.25
STARD7,502.25,124.0,86.75,69.5
MAP3K7CL,4.75,1.5,1.25,0.5
IFT46,4.5,2.0,1.0,0.0
C1GALT1,86.25,12.75,6.25,7.25
EXOSC5,4.0,2.75,1.25,1.25
SMARCAD1,76.5,13.5,17.5,10.0
MEIS3,0.0,0.0,0.0,0.0
DHX33,159.75,48.0,29.0,23.75
SEMA3G,98.75,25.75,10.25,13.25
MCCC1,36.75,10.0,15.0,10.5
PAK6,0.0,0.5,1.0,0.0
LXN,0.0,0.0,0.0,0.0
NCLN,85.75,26.0,12.0,20.75
GPR108,5.25,2.0,1.5,1.25
SPPL2B,17.75,8.0,4.0,6.75
FEM1C,87.0,16.5,10.5,13.0
DUS3L,6.25,3.5,1.0,2.0
SMCO4,2.75,0.25,0.5,0.0
ARNTL2,7.25,3.5,1.75,1.5
DUSP22,13.0,3.75,3.0,2.75
HMCES,17.0,5.25,2.25,2.5
CMC2,31.5,8.25,3.5,3.5
ENY2,94.25,27.25,28.5,13.75
OLFML3,0.25,0.0,0.25,0.25
MRPS22,4.25,0.5,0.75,2.5
EMSY,53.75,11.75,6.0,8.25
MFF,8.0,1.75,2.0,2.5
SDR39U1,8.75,1.5,3.0,1.25
XAB2,1.0,0.5,0.25,0.5
SMYD2,5.5,0.75,0.25,0.75
C5orf15,39.25,5.0,6.5,4.5
NT5M,1.0,1.0,0.0,0.25
NIT2,4.25,2.0,0.75,0.75
OTUD7B,69.25,15.75,6.25,9.5
WDR93,0.25,0.0,0.25,0.5
PARP6,22.5,5.75,3.5,2.75
ATXN7L3,212.25,74.5,29.25,28.5
CEACAM19,4.25,0.5,0.0,1.0
FAM20C,9.25,2.5,1.75,1.75
STOX2,18.25,3.5,7.5,5.25
PRDM8,2.0,0.25,0.75,0.5
PRDM10,26.75,4.75,3.25,4.75
PRDM11,0.75,0.25,0.25,0.25
POGLUT1,90.5,16.75,7.5,14.0
PSMG2,15.25,3.25,4.25,3.0
ADPRM,3.25,0.75,0.25,0.0
DTWD1,14.0,3.0,2.75,3.25
BBX,44.25,11.75,5.5,5.5
CDC42SE2,198.5,35.5,34.5,24.0
KIF15,25.0,4.75,4.75,3.25
TOMM22,182.5,78.75,98.25,80.75
CHPT1,0.75,0.0,0.0,0.0
TULP4,40.5,11.25,7.25,6.5
SLC12A9,7.0,1.25,0.5,1.5
COQ8A,59.0,25.25,29.0,17.75
CTNNBIP1,4.75,2.0,1.25,1.75
GSN-AS1,0.0,0.0,0.0,0.0
SDHAF3,6.0,1.5,3.0,1.0
YAE1,7.5,0.5,1.5,1.0
CCDC47,106.5,29.25,21.5,21.0
ACKR3,0.0,0.0,0.0,0.0
COQ9,29.0,8.75,4.25,6.75
CCNL1,178.25,43.5,53.0,36.5
CIAPIN1,34.75,10.25,6.25,6.75
VPS35L,5.25,2.0,1.5,0.75
PDXP,248.5,87.5,55.75,47.25
SLC17A7,1.25,0.75,0.25,0.25
RSRP1,470.25,150.0,80.0,83.0
ANKMY2,19.25,5.25,5.5,2.75
RARS2,35.5,5.75,5.75,4.0
TWSG1,20.5,4.75,3.75,3.75
PLSCR3,2.5,1.5,0.5,0.75
UTP3,31.0,6.75,6.0,7.0
CHRNA10,5.5,0.5,0.25,0.25
PCBP4,3.0,0.5,1.75,2.0
57061,1.75,0.25,0.0,0.0
DDX24,58.5,27.75,17.75,11.0
KNL1,26.75,6.75,5.0,2.25
AGTRAP,4.5,1.75,1.25,2.5
ENTPD7,58.25,10.25,7.0,7.0
CASS4,0.5,0.0,0.25,0.25
PCNP,78.25,16.75,14.75,9.25
PITHD1,80.25,26.25,21.25,16.5
RPGRIP1,0.0,0.0,0.0,0.0
PARP11,28.25,4.5,2.0,3.5
AVEN,12.75,5.75,3.5,2.75
C12orf4,69.0,16.25,15.0,8.5
TIGAR,57.75,15.5,5.25,8.0
PNPLA2,11.75,3.0,1.5,3.25
CYSLTR2,0.75,0.75,0.0,0.0
NAT14,18.0,7.0,7.5,8.75
PDSS2,12.0,4.25,3.5,4.75
REXO4,91.25,28.25,15.75,21.25
ZNF695,38.0,5.5,6.25,4.0
INTS12,5.75,2.0,2.0,0.25
CAMK1D,11.0,1.75,4.5,2.5
GOPC,103.75,22.75,17.5,10.5
LPAR5,9.5,4.5,3.75,5.25
NUP107,1.75,1.0,1.25,0.75
LYRM4,8.75,0.5,1.5,2.0
MRPL47,10.25,2.75,2.75,1.0
ATP13A1,13.5,5.25,2.75,4.0
CHMP1B,141.5,37.75,41.75,27.75
MAN1C1,10.25,2.0,0.75,1.0
APMAP,25.25,7.5,3.0,2.5
RNPEPL1,10.25,4.75,2.5,3.5
RTN4,121.75,32.0,25.25,21.0
ADCK1,5.25,1.0,1.0,1.0
PAK5,1.5,0.25,1.75,0.25
TMEM159,5.75,1.0,2.25,2.0
SCYL3,10.25,1.5,4.25,3.25
RALGAPB,137.75,33.25,20.75,17.75
LYRM1,12.75,3.0,2.5,2.0
SMIM8,9.5,0.25,0.75,2.0
SLC44A2,6.5,2.5,1.0,0.75
SMURF1,262.25,80.25,36.0,37.25
PHTF2,45.5,9.25,4.75,2.75
JPH2,0.25,0.25,0.25,0.0
PELI2,7.0,1.0,0.5,0.5
PELI1,3.75,1.25,2.25,3.5
GJC2,1.0,0.25,0.0,0.0
SALL4,0.0,0.0,0.0,0.0
ASPHD2,7.25,2.5,2.0,1.25
ZNFX1,154.25,54.0,33.0,33.5
DOLPP1,92.75,25.5,15.25,16.25
CORO1B,2.0,1.25,0.25,0.25
VARS2,3.0,1.5,0.75,1.25
ZMIZ1,1315.25,382.25,171.75,176.25
KIAA1191,117.0,32.0,16.25,11.5
ACTR3B,4.5,0.5,1.0,0.75
SLC39A10,25.75,6.0,2.5,1.75
ANKRD50,13.5,4.0,3.0,1.5
FAM219B,128.25,31.0,24.0,22.25
NIPAL3,15.25,3.75,3.5,2.5
RALGAPA2,33.0,13.0,13.0,9.5
THOC2,16.0,3.5,2.25,2.5
DENND11,185.25,38.5,20.25,18.25
SELENON,9.5,3.75,1.5,2.25
VN1R1,2.0,0.5,0.75,0.5
MCOLN1,1.0,0.25,0.0,0.75
ATP10A,58.75,15.75,7.25,8.5
ATP8B2,4.5,1.25,0.0,0.25
ATP10D,3.5,1.0,1.0,2.25
ZNF248,10.0,2.25,2.0,4.0
SLC45A4,86.5,31.25,25.0,25.0
TP73-AS1,0.0,0.0,0.0,0.0
SPRYD7,7.75,2.75,1.25,1.0
CEMIP,0.0,0.0,0.0,0.0
THAP11,73.75,27.0,17.5,17.5
TTC7A,95.0,51.0,19.5,24.25
ERGIC1,36.25,12.5,8.75,8.0
PPP4R3B,119.25,19.75,13.25,12.75
NHSL1,20.25,6.25,2.25,2.75
LYRM2,275.5,71.0,60.0,57.25
SMAGP,0.25,0.0,0.0,0.0
SNX14,3.25,0.0,1.25,0.75
LINC00869,105.0,29.25,12.25,16.5
DANCR,101.0,24.0,48.75,26.75
KAT14,7.75,2.0,2.75,4.25
PBXIP1,5.75,1.0,3.75,3.0
CBX8,6.5,1.75,0.75,2.5
RCN3,1.75,0.5,0.25,0.25
ZNF286A,261.5,62.25,44.25,36.25
SENP7,14.25,4.0,2.0,2.5
JPH3,0.0,0.0,0.0,0.0
ZNF304,36.5,10.0,4.75,8.5
TTYH1,0.0,0.0,0.0,0.0
MRS2,74.25,18.5,15.5,7.0
CLK4,28.5,2.25,4.0,3.0
RAB22A,177.75,38.75,17.25,19.25
CYP20A1,58.25,11.0,10.25,10.75
SPC25,2.0,0.5,0.75,0.5
ABHD6,3.75,0.5,0.75,0.75
NMRAL1,2.0,0.0,1.0,1.0
MIF4GD,10.25,4.75,3.5,2.25
SCYL1,5.75,3.0,1.5,1.5
AS3MT,0.75,0.0,0.0,0.25
TMIGD3,0.25,0.0,0.0,0.0
RHBDD2,9.25,3.75,5.25,3.25
C3orf14,24.5,3.0,4.0,3.0
WDR18,5.0,2.0,1.5,2.75
SLC24A3,0.0,0.25,0.0,0.0
NDRG3,12.25,7.0,7.5,7.5
NDRG2,0.25,0.0,0.0,0.0
BIRC6,31.25,6.75,4.0,2.5
REXO1,39.0,11.25,5.25,9.25
KIAA1143,143.5,36.75,26.5,20.0
TMCC3,0.5,0.0,0.0,0.0
GATAD2B,259.0,63.5,29.0,24.5
PPM1H,2.0,0.0,0.0,0.25
ISY1,81.75,19.25,13.5,14.75
MYORG,9.5,1.5,2.5,1.25
AMIGO1,0.0,0.75,0.5,0.25
STRIP2,10.0,3.75,1.0,2.25
TBC1D24,71.25,19.75,7.0,10.75
SCAF4,36.25,13.5,6.0,4.5
SLC12A5,4.5,0.75,0.0,0.0
LRRC47,48.5,12.75,7.5,9.5
ERMN,0.5,1.0,0.0,0.0
CNOT6,132.5,19.5,17.5,16.25
ZNF512B,33.75,8.25,6.25,4.25
ZNF490,87.0,21.75,16.75,13.25
PLEKHH1,4.75,1.25,1.0,1.0
GRAMD1B,14.0,3.75,4.0,2.5
USP31,198.5,45.25,18.5,20.5
PRR12,22.75,5.25,2.25,4.5
CRACD,4.0,0.5,0.0,0.0
NLN,81.25,20.5,17.0,12.75
ESYT2,199.25,49.0,23.5,24.75
ODF2L,17.0,3.25,3.25,3.0
AHRR,1937.75,726.75,227.75,293.5
ARID1B,69.25,14.0,13.75,12.25
HEG1,321.5,130.75,53.5,55.25
RIMKLB,3.25,0.75,0.25,0.5
NWD2,0.0,0.0,0.0,0.0
MRTFB,53.75,9.0,6.75,5.75
KIDINS220,61.25,13.5,8.75,6.5
MTA3,2.5,1.0,1.25,0.0
AARS2,56.25,13.75,7.25,8.5
MAVS,226.5,50.0,32.75,36.25
ZNF608,2.0,0.5,1.25,0.25
INTS2,91.25,17.0,15.5,15.25
MTUS1,1.25,0.0,0.0,0.0
XPO5,179.75,57.25,31.0,35.0
COG6,8.25,2.0,0.25,0.75
CASKIN2,0.25,0.0,0.0,0.0
ARHGAP31,11.5,0.75,2.5,0.75
SERINC1,134.75,34.75,30.25,23.0
STARD9,1.75,1.25,0.25,0.5
HECW2,0.75,0.25,0.25,1.5
RPTOR,27.75,11.5,4.75,12.25
SRGAP1,5.0,0.25,0.0,0.0
CASKIN1,0.5,0.5,0.25,0.0
PCDH19,0.0,0.0,0.0,0.0
RTL9,0.0,0.0,0.0,0.0
CGN,0.25,0.0,0.0,0.0
HACE1,17.0,4.75,1.5,0.75
NUFIP2,1241.75,238.25,120.75,102.5
TBC1D14,155.0,52.75,30.75,34.0
MIB1,145.25,26.25,13.5,8.75
KIAA1328,6.75,1.25,1.25,1.75
SORCS2,0.0,0.0,0.0,0.0
ALPK3,1.0,0.0,0.0,0.0
WDR35,28.5,7.75,8.0,5.0
DISP3,0.25,0.0,0.0,0.0
ZNF398,289.25,81.75,49.25,42.75
KLHL42,102.5,16.5,8.0,9.0
TXNDC16,5.5,0.5,1.25,0.25
CC2D2A,0.0,0.0,0.0,0.0
PDP2,184.25,39.0,26.5,24.75
ZNF624,22.25,2.0,6.25,4.0
TAOK1,555.5,112.75,57.75,48.5
NCEH1,55.0,10.75,11.75,11.5
MICAL3,55.75,17.5,10.5,3.5
NLGN2,8.0,2.25,1.25,1.0
SEMA6A,0.0,0.0,0.0,0.0
USP35,3.25,2.0,1.0,2.25
STAMBPL1,0.0,0.0,0.0,0.0
IFT80,20.25,3.0,2.5,3.75
ARRDC3,88.0,32.75,34.5,31.25
CEP126,2.5,0.5,0.5,0.0
KLHL8,162.0,32.0,17.75,20.25
ZNF319,56.5,18.0,13.0,9.75
SIPA1L2,9.25,3.0,3.75,1.25
TRMT5,51.0,12.0,5.0,5.25
CARNS1,1.0,0.0,0.0,0.25
DOCK6,0.25,0.5,0.0,0.0
PCDH10,0.25,0.25,0.0,0.0
KIF17,0.75,0.0,0.25,0.0
CCDC191,0.5,0.25,0.0,0.0
FAM135A,3.0,0.0,0.25,0.5
PREX1,72.5,23.25,17.0,16.75
TMEM181,120.25,29.25,19.75,14.5
ARHGAP21,3.0,0.5,0.25,0.5
CRAMP1,242.25,63.5,35.25,33.75
CFAP97,65.25,10.5,9.5,9.0
RIC1,46.25,13.75,7.25,6.5
WDFY1,98.75,24.75,16.0,12.25
MRTFA,133.25,51.75,40.75,30.5
ZNF687,38.25,12.0,10.5,9.75
EBF4,0.0,0.0,0.0,0.0
HOMEZ,4.25,0.0,0.75,0.5
BEGAIN,0.25,0.5,0.25,0.0
BAHCC1,272.75,65.0,34.75,30.25
WDR48,54.0,13.25,14.25,7.5
FNIP2,5.75,2.0,1.0,0.0
USP36,181.25,53.0,25.25,30.5
PITPNM2,13.75,2.5,1.25,1.75
SLAIN2,94.75,15.25,14.75,14.0
JCAD,1.25,0.0,0.0,0.5
DIP2B,110.0,26.25,21.5,19.0
RANBP10,88.0,32.5,21.75,14.0
FAM234B,12.0,2.75,2.5,2.5
RELCH,44.0,12.5,9.5,6.25
TSHZ3,20.25,3.75,3.5,1.0
VPS18,55.0,15.75,11.0,14.75
STIM2,52.0,12.0,11.0,6.5
ZBTB2,138.0,31.5,28.75,20.75
LRFN1,4.75,0.75,0.5,0.5
ZFAT,18.5,6.25,5.5,5.5
SH3RF1,60.5,10.5,10.5,5.75
EP400,128.5,28.0,15.5,19.0
ARHGAP23,31.25,6.75,5.0,3.75
CCDC146,0.5,0.25,0.5,0.0
MYH7B,0.0,0.0,0.0,0.0
POGK,239.75,52.0,30.5,33.5
USP28,13.25,3.75,3.75,2.25
DHX37,35.25,11.75,7.0,6.5
KIAA1522,0.5,0.0,0.0,0.0
PHF12,77.25,18.75,11.25,11.25
CIP2A,8.5,1.0,1.5,1.0
STRA6LP,13.25,2.0,1.25,3.25
UVSSA,10.75,2.75,1.25,1.75
GRAMD1A,7.25,2.75,0.75,3.0
HCN3,3.75,2.5,1.5,1.25
CALCOCO1,4.5,0.75,2.0,0.25
ZBTB4,84.75,16.5,14.5,14.0
PHRF1,8.5,1.25,2.5,3.75
PLEKHA4,0.0,0.0,0.0,0.25
RDH14,14.75,5.5,4.0,4.0
FBRSL1,41.25,9.0,2.0,6.0
EPB41L5,1.0,0.0,0.0,0.0
BEND3,65.25,14.25,6.0,7.5
RNF213,48.5,17.0,10.75,23.25
ZFP14,21.5,6.5,4.25,4.75
GPAM,36.5,5.0,6.5,5.25
ALS2,21.75,2.75,3.25,2.5
CHD8,34.25,7.75,7.75,9.0
ZDBF2,0.0,0.0,0.0,0.0
ZBTB26,22.25,5.0,1.75,2.25
CACHD1,0.0,0.5,0.0,0.0
VAT1L,16.75,4.25,2.75,0.75
ZSWIM6,32.5,8.0,3.25,2.75
TNRC6C,56.5,10.25,7.0,10.75
KIAA1586,10.75,3.25,1.75,0.5
ZNF317,527.0,144.0,84.5,79.5
USP37,192.5,44.5,22.5,24.0
DDX55,138.5,34.75,33.75,27.0
FANCM,1.5,0.25,0.25,0.0
SHTN1,9.25,1.25,0.25,0.75
CPNE5,3.0,1.25,0.5,0.25
FAM160B1,46.75,6.75,8.25,6.5
NCKAP5L,2.5,0.75,0.75,0.75
CWC22,17.0,5.75,3.5,3.75
GBA2,14.5,5.5,1.0,2.5
WDFY4,10.75,2.5,4.0,5.0
DENND1A,24.75,6.0,5.25,3.75
MEAK7,2.5,1.0,0.0,0.0
MIER1,102.5,20.0,12.5,13.25
KIAA1614,0.25,0.5,0.0,0.0
ZNF529,72.0,13.5,10.25,8.75
SFMBT2,418.0,105.5,69.5,48.75
SEMA4G,0.0,0.25,0.0,0.0
PRX,1.25,0.25,0.25,0.25
ANO8,9.0,1.75,1.25,2.5
GPR107,145.0,39.25,21.0,18.5
METTL14,63.25,12.5,13.0,9.5
EPG5,50.5,11.75,10.75,8.25
NCOA5,127.0,30.25,22.0,20.75
WDR19,2.0,1.75,0.0,0.0
SPTBN4,0.25,0.0,0.0,0.25
ZFYVE28,3.0,1.5,1.0,0.75
TRIB3,92.25,44.5,24.25,23.75
ANKRA2,1.0,0.25,1.0,0.0
RBAK,363.75,75.5,59.0,55.5
MARK4,21.75,6.5,4.75,5.5
SUGP1,6.0,2.0,1.75,1.25
GATAD1,69.75,15.5,17.5,17.0
RAB40C,30.0,9.75,6.75,7.25
HES4,0.0,0.0,0.0,0.0
POLD4,40.25,14.0,14.25,17.5
CCAR2,171.75,64.25,48.5,40.75
LSM2,53.75,16.5,10.75,14.25
CCNB1IP1,10.0,4.0,1.75,3.75
CCDC181,0.0,0.0,0.0,0.0
SLAMF7,2.25,0.5,0.0,1.75
RAP2C,71.75,18.25,7.5,8.25
C6orf47,76.25,20.25,10.5,11.0
SLC4A5,1.5,0.25,0.25,0.0
ZNF410,92.5,19.25,21.75,15.0
SLC46A2,0.0,0.0,0.0,0.0
PTBP2,81.0,17.0,10.0,9.5
NFE4,3.75,1.0,1.25,0.5
CTDSP1,212.0,56.75,25.0,32.25
CXCL16,0.25,0.5,0.25,0.5
SQOR,6.5,1.75,1.75,1.25
MS4A7,34.75,6.25,11.25,9.5
TP53INP2,21.25,8.75,6.0,4.5
SRPRB,155.5,38.0,22.25,27.25
ENOPH1,66.5,10.25,12.5,13.75
RHOU,184.5,46.25,28.25,25.5
NLRC4,0.25,0.0,0.0,0.0
TRAPPC1,38.5,10.5,8.75,8.75
ZBED5,4.0,0.25,0.5,1.25
CREBZF,418.75,110.0,63.5,61.5
PCTP,13.5,3.5,2.75,3.25
ABHD17C,16.0,4.25,2.75,2.25
RPRD1B,173.5,42.5,22.25,19.5
ZNF71,13.75,6.5,3.0,2.25
ZNF77,5.75,3.25,1.25,2.5
INIP,60.5,11.75,6.0,6.75
JAM2,0.25,0.0,0.0,0.0
OVOL2,0.0,0.0,0.0,0.0
LY6G5B,43.25,7.75,4.75,4.5
PRUNE1,34.5,9.75,8.0,6.0
ZNF250,42.5,10.75,6.0,9.5
ARHGAP22,1.5,0.0,0.0,0.25
OSTC,43.0,7.0,6.75,5.5
SCAF1,8.5,3.75,1.5,2.5
KMT2C,79.0,11.75,8.5,14.0
CACTIN,66.25,28.25,13.25,18.5
EPS15L1,111.0,34.75,28.0,18.5
SELENOK,16.5,6.25,3.75,2.5
SINHCAF,402.75,98.5,64.25,50.75
RBM25,187.75,25.5,11.5,21.25
WIZ,122.5,37.0,16.0,21.5
MID1IP1,82.5,30.5,26.5,20.25
ABRACL,16.5,4.75,4.5,3.75
RRAGD,14.0,3.0,1.75,2.5
MYOZ1,0.0,0.0,0.0,0.0
SNX6,39.5,10.0,8.0,5.5
PGAP6,5.75,2.25,0.5,1.75
HIVEP3,89.5,20.25,12.25,14.0
TLNRD1,28.0,8.0,5.0,5.5
CACNG8,0.0,0.0,0.0,0.0
UBL5,14.5,5.0,4.25,2.25
SIGIRR,4.25,2.0,1.0,2.75
PRDM12,2.75,1.75,0.75,1.5
PLEKHA1,0.25,0.0,0.0,0.25
PLEKHA2,109.5,21.5,16.75,20.0
HRH4,0.0,0.0,0.0,0.0
SCPEP1,12.0,1.75,2.75,2.25
SENP2,44.5,8.75,6.75,9.5
GNB4,122.75,25.5,11.5,11.75
ZNF350,41.75,10.25,6.5,7.25
KLHL12,43.5,7.75,11.25,7.0
RXFP1,1.5,0.75,0.0,0.0
AFAP1,2.0,0.5,0.0,0.25
GPBP1L1,111.75,25.25,18.25,18.25
MYG1,0.75,1.5,0.25,0.0
FAM3A,3.5,1.25,1.25,1.75
AVPI1,1.5,0.25,0.75,0.5
SLC25A19,77.5,35.25,17.0,23.25
EXOC4,19.25,3.25,3.25,2.5
TGIF2,297.5,83.5,54.5,50.0
ELOVL5,175.0,43.0,23.0,19.0
SAV1,19.5,4.5,3.75,3.5
TRMT11,5.25,1.0,1.0,2.5
MRPS35,82.25,14.5,12.75,9.5
APOBEC3G,4.5,2.0,1.0,3.0
PPCDC,13.0,8.0,3.75,8.75
NIF3L1,21.5,5.75,3.5,3.75
CCDC90B,10.75,2.25,2.75,0.5
FASTKD5,21.5,6.5,4.25,4.5
AASDHPPT,86.5,17.25,14.75,8.5
AGBL5,0.0,0.25,0.0,0.75
LDAH,74.75,18.5,14.0,15.25
ELAC2,47.5,16.75,12.0,9.0
ALX4,0.75,0.5,0.0,0.0
GUF1,107.75,28.5,20.0,14.75
SPCS3,267.5,55.0,27.25,25.0
NAA35,34.0,6.75,4.5,5.0
RINT1,9.75,0.25,1.25,1.25
SCOC,37.0,4.5,7.0,3.5
DHX35,20.5,5.25,5.0,4.25
RIC8A,57.75,21.5,12.75,14.5
MIIP,3.0,1.0,0.5,1.25
ATG101,18.0,7.5,4.75,6.75
GAS5,569.25,123.25,225.25,107.75
PROK2,22.5,5.5,5.5,2.0
PAPPA2,0.25,0.0,0.0,0.0
CELF6,0.5,0.5,0.0,0.5
EEFSEC,5.25,2.25,2.75,2.25
CELF5,1.25,0.25,0.0,0.25
SMAP1,21.0,3.5,3.75,2.75
TRAPPC11,46.75,7.5,8.25,9.0
ZFAND3,170.5,48.5,31.5,32.5
C14orf93,2.0,0.5,1.0,0.5
SLC22A23,0.0,0.0,0.25,0.0
BCORL1,8.0,1.25,2.75,2.25
SRR,5.0,0.5,0.25,0.0
ABHD4,6.0,2.25,2.75,3.5
MRPL17,104.25,42.0,22.75,20.0
FAM204A,21.75,4.0,2.25,1.25
RNF123,10.75,2.25,2.75,2.0
THADA,60.5,18.0,14.5,15.5
UBE2O,47.25,21.0,9.5,8.5
VIPAS39,16.25,6.0,1.75,2.0
PIEZO2,0.75,0.0,0.0,0.5
HEATR6,21.0,3.5,4.5,6.0
NSUN3,4.75,1.25,2.0,1.5
FAM111A,134.25,26.75,19.75,21.75
MANBAL,49.75,15.25,13.75,13.0
GPATCH3,20.5,3.5,6.75,5.0
NAPB,42.25,14.5,12.5,6.5
SLC17A9,72.0,28.5,9.75,13.5
BLOC1S5,22.25,4.5,4.0,5.75
ELMO2,64.25,21.5,11.0,9.75
GALNT11,12.0,4.5,3.0,1.75
ZBED8,2.0,0.5,0.25,0.0
CHTF18,1.5,0.0,0.0,0.25
TNN,0.0,0.0,0.0,0.0
ZNF335,10.25,2.25,2.75,0.75
ANKEF1,1.5,0.5,0.5,0.0
XPNPEP3,54.75,12.0,9.25,6.25
MRPS14,52.5,12.5,14.0,9.0
CXorf56,15.75,4.5,3.0,5.0
MCUR1,29.75,5.75,4.5,3.0
PCIF1,16.5,9.0,3.75,7.5
FAM217B,99.25,16.25,13.75,16.25
GPSM3,39.75,20.0,9.0,13.5
NECAB3,1.0,0.0,0.25,0.25
FKBPL,1.0,0.25,0.25,0.5
CLSPN,147.25,20.0,21.0,15.0
PRDM15,83.5,25.25,20.0,17.75
FIGNL1,44.0,5.75,4.0,2.25
MYO1G,3.25,1.0,1.0,1.25
TSPYL2,16.0,4.5,1.5,3.0
RBM26,33.25,5.0,4.0,5.0
OXCT2,0.75,0.0,0.0,0.0
PERP,0.5,0.0,0.0,0.0
NPAS3,0.0,0.0,0.0,0.0
CDH23,0.0,0.0,0.0,0.0
C19orf33,0.0,0.0,0.0,0.0
LHPP,1.0,1.25,0.0,1.75
SLC28A3,6.25,2.25,2.75,2.0
RBKS,0.25,0.0,0.0,0.0
PBLD,6.75,2.0,2.25,0.5
GOLPH3,222.0,49.25,31.25,22.5
MCCC2,40.0,10.0,8.5,8.75
SNX16,14.0,3.25,2.25,2.0
POPDC2,2.25,1.25,0.25,0.75
EPB41L4A,0.0,0.0,0.25,0.0
PARVG,52.0,13.75,5.0,3.5
LRRC4,0.0,0.0,0.0,0.0
CENPK,8.5,0.75,1.5,1.0
RTP4,7.5,4.0,2.25,2.0
CRLF2,1.5,1.75,0.25,0.25
MAGEF1,49.5,9.5,12.75,11.0
MOAP1,61.0,19.25,17.5,12.5
TMBIM1,20.25,6.0,5.5,5.5
VSIR,170.75,76.0,24.75,33.25
SLC39A8,61.0,10.5,7.5,7.75
DUS1L,12.25,4.75,3.75,3.5
RRAGC,40.5,8.25,6.25,5.25
NOD2,71.5,20.5,20.75,22.5
LIN7B,1.0,0.25,0.0,0.0
XYLT1,299.75,84.25,58.5,65.75
XYLT2,19.5,5.75,3.75,4.25
RBSN,41.5,11.0,10.0,7.75
PDF,68.0,30.5,19.5,20.5
KIF9,0.0,0.25,0.0,0.0
C17orf75,1.0,0.0,0.75,0.25
NCAPG,43.0,6.0,4.75,4.5
ERAP2,10.25,3.75,1.75,2.0
NECAB1,0.0,0.0,0.0,0.0
CARD9,4.5,1.0,1.0,1.5
OSGEPL1,4.5,1.5,0.75,1.5
DPEP2,0.25,0.0,0.25,0.0
P3H1,13.5,6.0,4.75,4.0
IRF2BPL,10.0,12.75,4.25,13.5
MMS19,19.75,6.0,5.75,2.75
DNAJC1,0.0,0.0,0.0,0.0
TFB2M,30.75,7.5,7.5,5.0
SEMA4A,19.5,4.75,6.75,8.25
PJA1,1.75,0.0,0.0,0.75
ROBO3,0.25,0.0,0.0,0.0
TOR3A,47.75,12.0,12.0,10.75
MLST8,11.25,4.5,3.5,5.25
HERPUD2,20.75,6.75,7.0,2.75
ATL2,148.0,42.0,27.75,19.0
MS4A6A,51.75,14.25,26.25,14.75
PDLIM2,14.5,4.0,4.25,3.5
TENT4B,88.75,14.25,16.0,13.25
RAB17,1.75,0.5,0.5,0.0
RHBDF1,2.25,0.0,0.0,0.0
ZSCAN31,9.25,2.75,1.0,1.75
NOC3L,39.75,5.0,5.25,5.25
FBRS,107.0,32.0,14.75,26.25
RNF25,1.0,0.0,0.0,0.0
NSD1,394.5,110.75,69.0,60.0
COP1,11.5,2.25,2.75,1.0
LMBR1,40.75,7.25,4.25,2.75
XPO4,316.5,58.25,39.75,33.75
NFKBIZ,10.25,2.0,4.75,1.75
