GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
TRAF3,142.5,47.25,20.25,18.0
TRAF6,129.5,23.5,21.0,15.0
7190,112.75,37.0,29.5,18.25
CCT3,393.0,120.75,70.0,70.75
TRIO,23.75,4.5,3.0,3.25
TRIP6,9.25,1.5,1.25,0.5
TRPC2,0.5,0.0,0.0,0.0
TRPM2,50.5,16.25,8.5,6.75
TRPS1,13.25,1.5,0.5,0.0
TSN,171.25,41.0,38.0,26.0
TSC1,69.0,23.25,10.75,12.0
TSC2,0.75,0.25,0.5,0.5
TSG101,10.5,2.5,2.75,2.0
TSNAX,59.0,9.75,8.5,10.25
TSPYL1,126.25,32.5,31.0,19.25
EIPR1,6.0,2.25,1.5,1.5
PHLDA2,3.5,1.75,0.25,1.75
TST,4.25,1.25,1.5,2.25
GFUS,19.75,8.0,5.25,4.5
TTC1,25.0,6.75,7.0,6.25
DNAJC7,176.25,51.75,28.75,35.5
TTC3,52.25,11.75,12.75,12.0
TTC4,64.0,16.75,17.25,12.75
TTF1,310.75,100.25,76.75,70.5
TTK,9.5,0.75,0.5,0.25
TTN,0.25,0.0,0.0,0.5
TUBA4A,17.0,7.75,5.5,2.75
TUBB2A,0.0,0.0,0.0,0.5
TUBG1,8.75,2.25,1.0,2.25
TUFM,32.75,14.5,8.75,6.0
TUFT1,10.5,2.25,2.0,1.0
TULP1,0.0,0.25,0.0,0.0
TULP3,23.25,7.5,3.75,3.75
HIRA,27.75,12.5,9.0,7.75
TNFSF4,1.5,0.75,0.75,0.5
TNFRSF4,0.0,0.0,0.0,0.0
TXK,2.0,0.0,1.0,0.75
TXN,16.75,7.5,3.5,3.5
TXNRD1,420.25,117.75,74.25,59.75
TYK2,39.5,10.75,6.25,6.75
TYMS,105.0,27.5,24.0,18.75
TYRO3,4.25,1.0,0.75,0.0
7302,3.5,1.75,5.75,3.75
TYROBP,15.25,7.5,3.5,6.5
U2AF1,9.25,1.75,1.5,1.25
UBA52,122.25,37.25,35.25,35.5
UBB,28.5,10.0,6.0,2.25
UBC,22.25,11.25,9.25,10.5
UBA1,11.0,5.0,2.0,3.5
UBA7,0.0,0.0,0.0,0.0
UBE2A,77.25,20.0,10.25,10.25
UBE2B,26.75,7.5,2.75,5.0
UBE2D1,15.5,1.75,1.75,2.25
UBE2D2,136.5,28.5,17.5,17.75
UBE2D3,259.75,43.75,35.75,25.5
UBE2E1,32.0,7.0,5.5,4.0
UBE2E2,3.5,1.0,1.0,0.25
UBE2G1,229.25,54.75,32.25,30.75
UBE2G2,226.5,59.5,36.75,34.5
UBE2H,69.5,20.25,15.25,12.5
UBE2I,113.0,29.25,22.25,17.0
UBE2L3,122.5,30.5,16.5,12.5
UBE2N,88.75,23.5,13.0,11.75
UBE2V1,205.5,60.0,29.0,38.75
UBE2V2,104.0,26.0,15.0,13.75
UBE3A,289.25,51.0,42.0,33.5
SUMO1,97.5,25.5,18.75,18.75
UBP1,241.0,47.0,29.5,28.5
UBTF,750.5,250.75,79.25,102.25
UCHL3,1.25,0.75,0.5,0.0
UCN,0.0,0.0,0.0,0.0
UCP2,27.75,8.75,6.0,7.25
UCP3,7.75,1.5,1.75,2.25
UFD1,11.0,4.5,2.25,5.0
SLC35A2,37.25,11.25,9.75,8.75
UGCG,461.0,154.25,63.25,76.25
UGDH,4.25,0.75,0.5,1.25
UGP2,22.75,5.25,4.5,1.75
UGT2B17,0.0,0.0,0.0,0.0
UGT8,1.0,0.0,0.5,0.75
UCK2,253.0,63.0,50.25,40.75
UMPS,89.5,22.5,9.25,12.0
COL14A1,0.25,0.0,0.0,0.0
UNG,150.0,40.25,38.25,34.5
USP4,64.25,19.75,14.5,13.75
NR1H2,30.5,10.0,5.75,8.25
UPP1,0.5,0.5,0.5,0.25
UPK3A,3.5,1.25,0.25,1.25
UQCRB,97.75,30.25,25.0,23.5
UQCRC1,7.25,4.0,3.25,2.75
UQCRC2,22.0,4.5,4.0,2.25
UQCRFS1,25.5,7.25,6.0,5.75
UQCRH,13.25,2.5,1.5,2.75
UROD,2.0,1.0,1.0,1.25
UROS,0.25,0.25,0.25,1.25
USF1,49.5,17.25,18.0,19.5
USF2,20.5,5.25,3.0,3.5
USP1,79.0,10.25,9.5,9.0
USH2A,0.0,0.0,0.0,0.0
UTRN,28.75,7.25,4.25,2.5
KDM6A,26.75,9.0,6.25,4.5
UTY,55.0,14.5,7.25,6.75
UVRAG,94.5,17.25,23.5,14.0
VARS1,4.0,2.25,1.0,2.25
VASP,218.25,69.75,33.25,38.5
VAV1,20.5,8.75,4.75,3.0
VAV2,53.0,8.5,6.5,12.75
VBP1,40.75,8.25,2.75,2.5
VCL,52.0,13.75,6.5,9.25
VCP,162.5,53.0,43.75,40.0
VDAC1,224.5,57.5,37.0,35.0
VDAC2,21.25,4.75,2.5,4.25
VDAC3,83.75,18.25,19.75,18.75
VDR,119.5,23.5,19.5,17.5
VEGFA,583.5,198.25,89.5,76.75
VEGFB,1.5,0.0,0.0,0.0
VGF,2.5,0.5,1.0,1.0
VHL,176.5,31.75,22.25,30.0
EZR,68.5,17.25,14.5,10.0
VIM,104.0,31.75,31.25,35.75
VLDLR,55.75,17.25,25.5,17.0
BEST1,1.25,0.25,0.75,1.0
TRPV1,8.0,3.75,1.0,1.5
VRK1,7.75,4.0,3.5,1.0
VRK2,10.5,3.0,1.75,3.0
VSNL1,0.25,0.0,0.25,0.0
WARS1,60.75,11.0,8.0,12.5
WAS,9.75,3.25,2.25,1.5
WIPF1,25.5,4.0,5.5,6.0
EIF4H,371.25,105.0,73.5,49.5
CLIP2,121.75,35.75,9.5,8.25
LAT2,307.5,80.25,42.75,25.5
CORO2A,3.0,0.0,1.25,0.25
WEE1,139.75,37.5,32.5,24.25
NSD2,302.75,83.5,39.25,34.0
NELFA,23.5,6.5,3.25,5.0
WNT1,0.75,0.0,0.0,0.25
WNT3,1.0,0.0,0.25,0.25
WNT6,9.75,4.0,3.75,2.5
WNT10B,29.0,8.0,4.0,7.75
WNT11,0.75,0.5,0.25,0.25
WNT2B,0.0,0.0,0.0,0.0
GET1,5.0,0.75,1.5,2.75
WRN,21.75,3.5,2.5,2.25
WT1,137.0,23.0,22.25,19.25
XBP1,1594.25,503.0,237.75,161.5
XK,25.75,4.25,2.25,1.25
XPA,35.75,9.0,7.75,6.75
XPC,72.5,21.0,15.0,16.75
XPNPEP1,77.5,21.5,12.75,8.25
XPNPEP2,0.25,0.0,0.0,0.0
XPO1,150.5,35.25,27.25,23.25
XRCC1,1.75,1.0,0.25,0.75
XRCC2,162.0,40.5,10.0,15.5
XRCC3,42.25,8.5,5.5,6.5
XRCC4,9.5,3.0,1.5,1.0
XRCC5,126.25,35.75,30.25,23.25
YES1,160.0,32.75,29.75,18.5
YY1,172.25,35.0,24.25,20.75
YWHAB,248.75,63.75,39.75,46.75
YWHAE,408.0,121.75,71.0,71.75
YWHAG,1132.0,260.0,170.5,147.5
YWHAH,329.75,81.0,47.5,44.75
YWHAZ,915.5,215.5,137.0,122.5
SF1,970.75,312.75,155.25,126.0
ZFP36,378.25,151.5,198.0,115.5
ZFP37,4.0,2.0,0.25,1.5
ZBTB14,39.5,6.75,9.75,9.0
ZFPL1,12.25,4.75,1.5,3.25
ZFX,330.5,86.0,57.25,53.5
ZFY,52.75,9.25,6.5,7.0
ZIC1,0.25,0.0,0.0,0.0
ZIC2,64.25,14.5,15.25,11.0
ZNF2,16.25,4.5,5.0,7.0
ZNF3,264.5,94.5,68.5,58.5
ZNF7,29.75,7.75,8.5,7.0
ZNF8,26.0,5.5,6.5,2.25
CNBP,1294.25,331.0,236.25,230.25
ZNF10,19.0,2.25,1.5,2.0
ZNF12,217.25,49.75,33.25,27.25
ZNF708,104.0,20.25,8.5,10.75
ZNF16,42.5,10.5,10.25,8.75
ZNF17,15.5,2.25,1.5,3.25
ZNF18,24.25,8.5,6.25,4.5
ZNF182,34.25,6.25,4.0,7.5
ZNF22,180.75,42.25,24.0,26.75
ZNF23,17.75,4.75,2.25,4.5
ZNF24,630.0,121.25,81.0,71.0
ZNF26,61.0,9.0,8.25,6.75
ZNF28,78.75,16.0,6.25,6.25
ZSCAN20,7.5,2.75,0.5,1.25
ZNF32,2.5,1.25,1.25,2.0
ZNF33A,82.5,17.75,10.0,8.75
ZNF33B,104.75,19.75,16.0,15.5
ZKSCAN1,371.0,75.75,37.5,44.75
ZNF37A,92.5,27.75,16.5,18.75
ZSCAN21,7.25,3.75,1.0,3.25
ZNF41,26.25,3.25,3.0,3.5
MZF1,8.25,4.5,1.75,2.75
ZNF45,43.25,13.0,9.0,7.75
ZBTB25,2.25,0.75,1.5,0.25
ZNF70,28.25,5.5,1.25,2.5
ZNF74,39.25,16.0,6.75,9.25
ZNF75D,14.0,4.25,2.25,1.75
ZNF75A,60.5,11.0,6.0,7.0
ZNF76,5.25,2.75,3.25,1.5
ZNF79,5.0,2.0,0.75,0.25
ZNF84,123.75,31.5,19.75,18.5
ZNF221,2.25,0.25,0.25,0.25
ZNF85,13.5,2.75,2.25,3.0
ZNF99,0.25,0.0,0.0,0.0
ZNF222,2.0,0.75,1.0,1.5
ZNF121,46.75,9.25,6.25,2.75
ZNF124,327.75,79.75,40.5,35.75
MKRN3,15.5,5.5,5.75,2.5
7686,1.25,0.0,0.0,0.0
ZNF131,83.25,14.5,11.5,10.0
ZNF132,2.0,1.0,0.75,0.5
ZNF133,2.0,1.75,1.0,0.5
ZNF134,205.5,53.75,31.75,23.25
ZNF136,139.25,37.0,18.5,12.5
ZNF138,73.25,11.25,6.5,11.0
ZNF140,86.5,19.75,7.5,9.5
ZNF142,283.0,107.0,34.25,33.75
ZNF143,23.25,4.0,5.5,6.0
PCGF2,0.75,0.5,0.5,0.25
ZBTB16,1.25,0.5,0.0,0.75
ZNF146,753.0,173.25,95.75,113.25
TRIM25,299.0,118.25,97.25,108.5
ZNF148,192.75,35.75,19.25,22.5
ZBTB17,3.5,1.5,0.0,0.5
ZNF154,2.25,0.5,0.75,0.75
ZNF155,51.5,11.0,11.75,9.25
VEZF1,211.75,40.5,30.0,26.25
ZNF165,0.25,0.25,0.0,0.0
TRIM26,142.25,49.25,20.5,30.75
ZNF174,14.75,2.25,3.0,2.75
ZNF175,52.75,6.5,4.75,7.5
ZNF177,3.25,0.5,1.5,1.75
ZNF180,66.0,12.25,15.25,11.25
RNF113A,6.25,1.75,0.25,1.0
ZNF184,20.25,3.0,4.5,4.75
ZNF185,14.5,4.25,3.75,4.0
ZSCAN26,49.25,9.25,7.25,8.75
ZNF189,223.75,56.0,25.25,24.0
ZKSCAN8,416.25,74.25,40.25,27.75
ZSCAN9,24.75,7.75,5.25,6.5
ZNF195,548.25,151.0,88.25,93.25
ZMYM2,87.75,16.0,11.0,6.25
ZNF200,131.25,29.0,21.25,28.0
ZNF202,97.0,27.75,12.5,16.75
7754,0.75,0.5,0.0,0.0
ZNF207,152.75,29.5,16.0,19.75
ZNF213,25.5,9.25,9.5,8.5
ZFAND5,175.5,43.0,29.25,31.0
ZNF217,526.5,134.0,127.0,125.75
ZNF224,71.0,12.75,9.0,11.75
ZNF225,48.0,8.0,8.5,7.0
ZNF226,6.0,1.5,1.0,1.0
ZNF227,50.5,7.0,8.0,16.0
ZNF230,23.0,5.0,3.75,3.0
ZNF232,0.5,0.0,0.0,0.25
ZNF236,39.5,9.75,10.0,5.75
SLC30A1,55.75,11.0,4.5,7.0
SLC30A3,0.75,0.0,0.0,0.0
ZP3,0.5,0.25,0.0,0.0
MAP3K12,0.25,0.75,0.0,0.0
ZXDA,16.75,2.75,5.0,2.0
ZYX,106.25,31.25,25.75,23.75
LUZP1,81.75,21.0,16.75,6.0
PRDM2,84.0,18.5,13.5,9.0
DNALI1,0.0,0.0,0.25,0.0
PTP4A1,223.5,53.25,39.25,25.0
LRP8,389.5,116.0,45.0,57.5
LAPTM5,134.0,35.0,42.5,34.75
CSDE1,171.75,36.25,39.25,30.75
EVI5,23.75,2.5,3.75,3.25
DAP3,34.75,9.0,5.0,7.25
BTG2,570.25,365.25,186.25,249.5
ALMS1,2.75,0.5,0.25,0.0
MOGS,10.0,5.75,2.0,1.5
RNF103,20.25,1.75,2.75,3.25
TUBA1A,4.5,1.75,3.5,1.25
PAX8,5.0,1.5,0.75,1.25
CXCR4,114.5,23.5,41.25,21.5
FZD5,23.25,5.5,2.5,3.5
BRPF1,103.5,34.5,22.0,19.25
IFRD2,47.75,14.75,9.0,10.5
MAPKAPK3,55.25,20.75,7.75,7.5
SEMA3B,0.0,0.0,0.0,0.0
SLMAP,58.25,11.0,11.75,8.25
MANF,33.75,11.75,8.0,7.0
USP7,473.75,152.25,88.25,90.25
RAB7A,365.5,108.25,57.0,51.25
KCNAB1,0.25,0.0,0.0,0.0
SLBP,177.5,39.75,31.0,25.25
ST8SIA4,28.0,7.75,3.5,5.0
REEP5,81.5,20.5,11.75,11.25
DEK,221.5,33.5,37.0,26.5
ALDH5A1,32.25,4.25,3.75,5.0
PRRC2A,29.5,14.25,4.5,9.5
BAG6,9.25,2.0,0.5,2.5
GPANK1,23.5,6.75,6.75,4.25
DDX39B,546.75,169.0,100.25,75.25
ABHD16A,76.25,29.0,19.0,16.75
SLC39A7,92.75,28.5,21.75,19.5
HSD17B8,0.75,0.0,0.5,0.25
NELFE,4.75,1.25,1.25,1.5
LST1,94.5,32.75,25.75,23.25
TFEB,24.5,7.25,3.0,6.0
EPM2A,9.75,2.0,0.75,1.0
AIMP2,8.25,1.5,2.75,3.0
MAFK,157.75,51.75,20.0,23.75
FZD3,41.0,8.0,6.5,4.0
MTERF1,53.5,14.5,9.25,8.5
SEM1,13.5,3.0,3.75,3.75
ST7,4.75,2.25,2.25,2.75
ZNF212,47.5,12.25,5.5,9.5
UBXN8,23.0,4.0,3.0,4.5
KAT6A,221.0,44.25,38.25,24.75
PSCA,0.75,0.0,0.0,0.0
NR4A3,1.0,0.75,0.25,0.75
BRD3,148.5,39.0,26.5,20.25
NUP214,27.25,6.75,6.5,4.25
LHX3,0.25,0.25,0.0,0.0
STAM,13.0,2.75,3.25,2.25
MLLT10,59.5,11.75,11.5,7.75
CUBN,0.5,0.75,0.0,0.25
CCDC6,135.5,24.0,23.5,18.0
NCOA4,125.0,20.0,35.75,19.25
SLC25A16,18.0,1.75,1.75,0.25
SHOC2,96.25,17.5,12.25,11.25
RASSF7,3.0,2.5,1.75,1.25
PDHX,31.25,5.25,3.0,3.5
FOSL1,350.0,196.75,89.0,94.25
CUL5,93.0,22.5,17.0,10.0
PTP4A2,293.25,77.0,48.5,43.0
FGF23,0.0,0.0,0.0,0.0
USP5,15.25,6.0,4.0,6.25
MLF2,167.75,52.5,29.0,26.25
KMT2D,147.75,35.25,17.5,21.25
AAAS,0.75,0.0,0.0,0.0
FXR1,135.5,24.25,22.5,18.5
YEATS4,28.5,6.75,11.5,8.5
CDK2AP1,16.75,4.5,3.25,3.0
IFT88,1.0,0.25,0.0,0.25
PABPN1,102.5,23.75,14.75,13.25
DPF3,24.75,7.25,2.25,1.0
GPR68,43.25,11.5,8.25,9.25
ANP32A,185.75,47.5,36.75,30.5
NPRL3,6.75,2.5,4.0,2.0
GAN,26.0,5.25,1.25,3.25
SLC7A5,804.75,259.5,157.0,173.75
TAF15,16.0,3.25,2.0,2.5
RND2,0.0,0.0,0.0,0.0
COIL,53.25,11.5,15.5,9.25
AKAP1,80.0,20.5,19.75,23.75
SF3A2,2.5,1.0,0.5,1.25
ELL,101.5,29.5,14.75,18.0
SYMPK,1.0,0.25,0.0,0.0
CLPP,12.0,3.5,3.5,3.0
DPF1,0.5,0.0,0.25,0.25
MKKS,26.75,5.75,4.5,5.5
NCOA3,107.0,20.0,9.25,11.5
NRIP1,686.25,104.75,97.25,75.0
CHAF1B,17.0,3.25,3.5,3.0
GATD3A,3.0,1.75,1.0,0.5
DGCR6,0.0,0.5,0.0,0.0
LZTR1,13.0,6.75,1.5,4.0
CLTCL1,7.25,1.75,2.25,1.75
ESS2,71.5,26.75,9.25,14.5
GTPBP6,9.5,2.0,1.5,1.5
PUDP,29.5,11.75,5.0,4.0
AKAP17A,145.0,44.25,21.0,24.0
PNPLA4,0.5,1.25,0.5,0.25
ZRSR2,0.5,0.0,0.0,0.25
USP11,11.25,3.75,1.75,2.5
USP9X,43.25,8.75,7.5,6.75
RBM10,13.25,6.75,3.75,2.75
KDM5C,25.0,10.75,4.5,5.75
SMC1A,152.25,39.75,25.5,24.0
NAA10,5.5,2.0,0.5,1.25
F8A1,105.25,27.5,26.0,13.5
UBL4A,215.5,78.25,46.5,38.75
TMEM187,2.75,1.75,1.25,1.5
LAGE3,2.25,0.75,0.75,1.5
SLC10A3,4.75,1.5,0.5,0.75
TKTL1,1.5,2.0,0.25,0.75
KDM5D,8.5,2.5,2.0,1.0
EPX,0.0,0.0,0.0,0.0
ARID1A,365.5,100.75,66.25,62.75
COLQ,3.25,0.0,0.0,0.75
SERF1A,11.75,0.75,7.5,10.75
H4C9,0.5,0.25,0.0,0.0
TRRAP,43.5,9.75,8.0,8.75
PICALM,115.25,22.5,19.75,18.0
KLRC4,0.25,0.0,0.0,0.0
SNN,75.5,27.25,9.0,13.5
ACOX3,6.75,1.5,1.5,1.5
AXIN1,105.75,38.0,16.5,15.75
AXIN2,11.75,1.5,1.25,0.25
BAP1,52.25,24.25,12.25,7.5
BRAP,106.0,22.5,12.5,13.25
CDC7,65.25,8.75,13.0,7.5
CDC45,3.75,0.0,1.25,0.5
EOMES,0.25,0.5,0.25,0.0
FZD1,36.5,8.0,8.0,5.0
FZD6,11.25,0.5,0.75,0.5
FZD7,29.75,8.0,3.75,3.25
FZD8,0.0,0.0,0.0,0.0
H2AC13,0.5,0.25,0.25,0.25
H2AC15,0.5,0.5,0.5,0.0
H2AC14,0.25,0.25,0.0,0.25
H2AC16,0.0,0.5,0.0,1.5
H2AC6,0.25,0.5,0.0,0.0
H2AC17,1.0,0.25,0.25,0.5
H2AC18,0.5,0.5,0.0,0.0
H2AC20,0.25,0.75,0.25,0.5
H2BC8,0.5,0.0,0.0,0.0
H2BC13,0.25,0.0,0.0,0.0
H2BC15,0.25,0.25,0.0,0.0
H2BC14,0.75,0.0,0.0,0.0
H2BC7,0.25,0.25,0.0,0.0
H2BC9,1.0,0.0,0.5,0.0
H2BC4,0.25,0.0,0.0,0.25
H2BC21,3.5,0.75,0.5,0.5
H3C1,0.0,0.0,0.0,0.0
H3C4,0.5,0.0,0.0,0.0
H3C3,0.25,0.0,0.25,0.0
H3C12,0.0,0.0,0.0,0.0
H3C10,0.0,0.0,0.5,0.25
H3C2,0.0,0.0,0.0,0.0
H4C1,0.5,0.0,0.0,0.0
H4C11,0.25,0.0,0.0,0.0
H4C3,12.25,3.0,1.0,1.25
H4C8,0.25,0.0,0.0,0.0
H4C5,0.0,0.0,0.0,0.0
H4C14,0.0,0.25,0.0,0.0
HYAL3,3.75,0.75,0.75,0.25
MAD1L1,14.25,10.25,5.25,3.25
PIP5K1A,198.5,47.5,22.25,23.5
PIP4K2B,193.5,47.25,23.75,26.5
PLA2G6,0.5,1.0,0.5,1.25
PLA2G10,0.25,0.0,0.0,0.0
SLC25A11,20.5,7.0,3.25,4.75
SPOP,93.5,21.0,17.75,16.5
TAGLN2,241.0,104.0,83.25,58.75
ULK1,42.25,12.0,7.0,7.5
UXT,25.0,4.0,14.75,5.25
EEA1,34.75,7.0,3.75,2.75
BCAR3,0.5,0.0,0.0,0.0
ANXA9,0.25,0.25,0.0,0.0
STX7,31.5,6.0,3.5,4.25
8418,11.0,7.5,4.0,8.5
LTBP4,1.25,1.25,0.25,0.75
ZNF282,85.25,28.0,12.75,16.0
STK24,37.0,10.0,5.0,7.0
UTF1,0.75,0.75,0.0,0.25
RECK,6.75,0.5,0.75,0.25
RAD54L,3.0,1.5,1.25,0.5
NSMAF,101.5,21.0,19.25,18.25
NCK2,140.25,44.25,23.5,19.0
GNPAT,25.75,4.5,5.0,4.5
DYRK3,0.0,0.0,0.25,0.0
DYRK2,135.5,26.0,18.75,12.0
DUSP11,3.0,2.25,0.25,0.5
DOC2A,6.25,1.5,0.75,0.75
DHX16,7.0,1.25,2.25,1.75
CUL4B,21.0,4.0,4.25,3.0
CUL4A,29.0,7.0,3.25,3.0
CUL3,48.5,9.5,9.25,5.5
CUL2,14.75,4.25,3.0,2.25
CUL1,48.25,15.75,14.5,11.0
ATRN,190.5,51.0,32.0,30.25
TTF2,49.0,11.5,4.0,5.5
TPST2,30.25,11.0,4.5,7.75
KLF11,240.0,73.75,54.0,39.5
TEAD2,0.0,0.0,0.0,0.0
SUPT3H,10.0,3.5,1.25,2.0
SMARCA5,40.5,10.0,11.0,6.75
OGT,194.0,43.0,27.5,27.0
GPR65,12.75,2.0,1.5,2.75
HIRIP3,19.75,6.5,4.25,3.5
RAE1,27.0,9.25,8.0,4.75
OFD1,1.75,0.0,0.25,0.0
SEMA7A,45.75,12.5,5.0,8.0
GALR3,0.0,0.25,0.0,0.25
GEMIN2,7.0,2.0,1.75,1.5
RGS5,6.75,0.5,1.0,1.0
MAP4K3,21.0,6.25,3.0,3.5
PRSS12,0.0,0.0,0.0,0.0
PPM1D,38.5,11.25,6.75,5.75
PPFIBP2,4.0,0.0,0.25,0.75
PPFIBP1,13.5,1.25,5.0,2.0
PPFIA4,6.75,3.5,1.0,0.75
RANBP3,72.5,25.25,16.0,16.75
PPFIA1,45.0,9.75,4.0,3.75
SLC43A1,35.5,9.75,10.5,12.75
PKP4,18.25,3.75,4.25,5.25
PIK3R3,43.5,13.75,9.5,7.75
PEX3,5.0,0.5,0.5,0.0
PARG,31.0,4.25,4.5,5.25
CNTNAP1,0.0,0.0,0.0,0.0
ENC1,20.25,3.75,8.75,14.0
NIPSNAP1,25.75,10.75,6.75,7.25
NDST2,12.5,3.25,3.0,3.0
MBL1P,1.0,0.25,0.25,1.25
KCNAB2,387.0,125.0,58.0,65.0
IKBKG,0.75,0.0,0.0,0.25
ELP1,13.25,2.75,2.0,3.25
IFITM1,34.25,15.0,3.0,5.5
HAT1,13.0,6.75,5.75,3.5
GAS7,145.75,58.75,15.25,8.5
DGKZ,15.25,4.5,4.5,4.5
DGKE,86.75,23.25,17.0,16.75
DGKD,75.5,26.25,15.25,19.0
DDO,0.0,0.0,0.0,0.25
CST7,4.25,0.5,2.0,1.25
YBX3,51.25,14.75,8.5,9.25
CPZ,0.0,0.0,0.0,0.0
COPS3,60.5,21.75,16.75,17.25
CBX4,93.25,30.0,24.5,22.5
CAMK1,2.0,0.0,0.0,0.5
BARX2,0.0,0.0,0.0,0.0
API5,68.0,13.5,10.5,8.0
AGPS,66.5,14.75,10.0,9.0
PPFIA3,16.25,5.5,5.75,4.5
APOL1,6.25,3.25,3.0,2.5
LMO4,61.0,10.25,19.5,16.5
PIR,0.5,0.0,0.25,0.25
CGGBP1,169.25,29.75,22.75,16.5
AP3B1,16.75,5.25,2.25,2.25
BLZF1,18.75,1.75,1.75,2.5
MAPKAPK5,13.75,2.0,1.75,1.5
INE2,0.25,0.5,0.0,0.25
INE1,12.5,3.75,1.25,1.0
BHLHE40,831.0,673.0,206.0,311.75
PIAS1,159.5,30.25,20.75,20.75
CDC14B,0.0,0.0,0.0,0.0
CDC14A,51.0,12.25,9.25,6.0
TCAP,0.25,0.25,0.0,0.5
CDK10,22.25,8.25,2.75,7.0
PRPF18,7.0,2.0,1.75,0.5
DEGS1,194.5,45.25,35.5,27.75
DENR,75.5,13.5,9.75,10.5
THOC5,6.0,1.25,2.0,2.25
KMO,4.0,0.5,1.0,0.0
YARS1,78.25,24.5,25.0,27.0
PDXK,156.0,40.5,16.0,20.5
MADD,68.75,28.0,17.5,20.5
RRP1,23.25,11.5,4.75,9.0
MKNK1,106.0,31.25,24.0,18.75
KHSRP,186.75,34.75,24.25,25.25
CASK,8.25,0.75,1.0,1.5
AKR7A2,55.5,13.75,10.75,10.25
PRKRA,28.75,10.25,4.25,6.0
STK16,18.5,6.25,4.5,5.25
TMEFF1,1.75,0.0,0.0,0.25
SCARF1,2.0,0.75,0.5,0.0
RGS20,0.0,0.0,0.0,0.0
NOP14,51.25,17.25,13.5,11.5
FAM193A,38.5,15.75,11.75,8.25
SLC25A12,22.0,5.75,8.5,8.0
PLA2G4C,0.0,0.0,0.0,0.0
RUVBL1,16.25,6.75,6.0,4.75
RDH16,0.25,0.0,0.0,0.25
KLF7,82.5,20.5,23.0,17.75
PLPP1,4.5,0.5,1.5,1.0
STC2,8.5,2.75,4.0,3.75
USO1,19.5,4.5,4.5,4.75
NPFF,2.0,0.25,0.75,0.0
CDK13,85.5,16.75,9.75,8.5
PDE8B,0.0,0.0,0.0,0.0
ASMTL,1.75,2.5,0.25,0.75
PSMG1,51.75,16.5,9.25,13.0
RFXANK,6.0,1.25,1.5,2.5
TP63,0.0,0.0,0.0,0.0
JRK,344.5,109.5,96.0,69.5
HSD17B6,0.5,0.0,0.0,0.0
DNAH17,0.0,0.0,0.0,0.0
UNC5C,118.25,21.5,47.25,37.75
RTCA,35.5,4.0,5.75,4.25
RNASET2,2.25,1.25,0.0,0.75
SSNA1,23.75,12.75,6.75,8.25
EIF4EBP3,7.0,0.75,1.75,3.25
OASL,2.25,1.25,1.25,4.25
AOC3,1.0,0.25,0.0,0.0
PCDHGB4,79.25,22.5,14.5,8.5
DCHS1,0.5,0.0,0.0,0.0
PTCH2,0.25,0.5,0.25,0.0
AKR1C3,0.0,0.0,0.0,0.0
KCNK5,69.5,23.75,22.75,17.5
NCOA1,37.25,10.5,5.75,7.25
LAMTOR3,47.0,9.5,9.0,7.5
NUMB,74.5,19.25,7.25,12.5
SOCS1,195.25,195.75,25.75,48.25
DDX3Y,294.5,64.75,57.5,41.0
PDE5A,1.25,0.25,0.25,0.25
DYNLL1,192.75,47.25,19.25,10.0
TNKS,150.5,41.25,18.5,22.25
ALDH4A1,5.0,1.25,2.0,1.75
IRS2,6.5,2.0,1.25,0.75
EIF3A,164.0,40.75,30.5,21.5
EIF3B,76.0,30.0,18.5,13.5
EIF3C,5.25,4.75,2.25,2.5
EIF3D,22.5,7.5,9.25,5.0
EIF3F,13.0,2.5,2.75,1.25
EIF3G,10.25,6.5,6.0,6.5
EIF3H,57.25,17.75,18.5,10.5
EIF3I,50.75,15.5,10.5,12.0
EIF3J,264.5,60.5,33.0,32.25
SLC4A4,0.5,0.0,0.0,0.0
EIF4G3,33.0,10.0,10.75,7.0
VAMP8,97.5,34.0,29.5,28.25
VAMP4,13.25,4.0,4.5,2.75
STX16,126.0,32.5,19.5,15.25
STX11,5.25,1.75,1.0,2.5
STX10,9.75,10.0,4.75,3.25
BECN1,43.5,11.5,6.0,8.75
JMJD7-PLA2G4B,2.0,0.5,0.0,0.25
PEA15,338.5,107.0,67.5,64.0
SRSF9,42.75,10.25,10.25,9.75
JRKL,17.25,2.5,2.5,3.0
HYAL2,3.5,1.25,1.25,2.25
GALNT4,33.25,5.25,5.75,5.25
DGAT1,6.0,2.0,1.25,2.25
CDC23,66.0,17.25,17.75,7.5
DNAH11,0.75,0.75,0.25,0.0
B4GALT4,42.0,9.0,6.5,5.75
B4GALT3,17.75,4.25,4.25,4.5
B4GALT2,18.0,5.25,4.25,5.25
B3GALT4,1.5,1.75,0.75,1.75
B3GALT2,0.0,0.0,0.0,0.0
TNK1,0.0,0.0,0.0,0.0
TRADD,5.0,2.0,1.25,1.0
MBTPS1,23.0,3.75,3.5,4.75
EDF1,36.75,18.5,9.0,13.75
CTSF,0.25,0.0,0.0,0.0
SNX4,98.75,25.25,17.5,16.0
SNX3,48.5,6.5,7.25,6.0
URI1,51.0,11.75,6.5,8.5
EED,9.0,1.25,1.25,1.75
CTNNAL1,1.75,0.0,0.5,0.25
