,MV4.11_DMSO,K562_DMSO,K562_JQ1,MV4.11_JQ1
3806,7.0,2.0,0.0,5.0
3807,42.0,21.0,8.0,36.0
3808,74.0,54.0,40.0,58.0
3809,9.0,36.0,30.0,5.0
3810,74.0,28.0,19.0,74.0
3811,1.0,1.0,0.0,0.0
3812,34.0,14.0,11.0,37.0
3813,225.0,136.0,113.0,190.0
3814,0.0,0.0,0.0,0.0
3815,345.0,291.0,177.0,211.0
3816,45.0,28.0,27.0,39.0
3817,140.0,190.0,208.0,150.0
3818,61.0,61.0,34.0,73.0
3819,1.0,46.0,17.0,1.0
3820,0.0,0.0,0.0,0.0
3821,28.0,19.0,21.0,35.0
3822,10.0,0.0,0.0,3.0
3823,10.0,7.0,4.0,11.0
3824,56.0,82.0,84.0,44.0
3825,114.0,75.0,75.0,100.0
3826,23.0,0.0,0.0,8.0
3827,7.0,0.0,0.0,9.0
3828,0.0,131.0,53.0,0.0
3829,16.0,27.0,21.0,18.0
3830,186.0,65.0,34.0,98.0
3831,251.0,81.0,76.0,173.0
3832,27.0,31.0,17.0,19.0
3833,0.0,75.0,70.0,1.0
3834,137.0,107.0,76.0,124.0
3835,97.0,56.0,74.0,91.0
3836,1.0,0.0,0.0,0.0
3837,20.0,21.0,23.0,21.0
3838,30.0,33.0,26.0,24.0
3839,97.0,54.0,42.0,77.0
3840,164.0,83.0,83.0,157.0
3841,71.0,54.0,50.0,59.0
3842,52.0,142.0,121.0,46.0
3843,175.0,14.0,13.0,146.0
3844,44.0,27.0,21.0,50.0
3845,37.0,71.0,54.0,44.0
3846,0.0,3.0,6.0,0.0
3847,328.0,266.0,193.0,222.0
3848,0.0,6.0,5.0,0.0
3849,14.0,10.0,9.0,8.0
3850,112.0,104.0,78.0,106.0
3851,82.0,63.0,43.0,74.0
3852,0.0,54.0,60.0,0.0
3853,42.0,0.0,0.0,23.0
3854,61.0,19.0,26.0,55.0
3855,123.0,126.0,137.0,109.0
3856,46.0,11.0,8.0,19.0
3857,55.0,16.0,18.0,37.0
3858,30.0,24.0,16.0,38.0
3859,6.0,2.0,4.0,7.0
3860,30.0,78.0,85.0,26.0
3861,159.0,112.0,137.0,216.0
3862,16.0,1.0,2.0,8.0
3863,6.0,0.0,3.0,7.0
3864,3.0,0.0,0.0,0.0
3865,63.0,44.0,43.0,72.0
3866,74.0,75.0,77.0,88.0
3867,41.0,9.0,7.0,25.0
3868,37.0,34.0,25.0,30.0
3869,27.0,22.0,17.0,23.0
3870,15.0,21.0,18.0,28.0
3871,34.0,44.0,50.0,37.0
3872,0.0,0.0,1.0,0.0
3873,40.0,2.0,3.0,23.0
3874,10.0,5.0,5.0,13.0
3875,19.0,7.0,7.0,11.0
3876,80.0,1.0,0.0,48.0
3877,30.0,18.0,16.0,27.0
3878,14.0,28.0,29.0,17.0
3879,56.0,44.0,19.0,25.0
3880,125.0,167.0,123.0,99.0
3881,7.0,0.0,0.0,8.0
3882,25.0,6.0,3.0,15.0
3883,75.0,39.0,28.0,66.0
3884,64.0,15.0,21.0,46.0
3885,2.0,0.0,0.0,0.0
3886,198.0,134.0,97.0,162.0
3887,0.0,0.0,1.0,0.0
3888,224.0,156.0,155.0,153.0
3889,904.0,469.0,633.0,919.0
3890,0.0,0.0,0.0,1.0
3891,0.0,0.0,0.0,0.0
3892,62.0,56.0,45.0,76.0
3893,67.0,56.0,60.0,71.0
3894,23.0,17.0,16.0,16.0
3895,0.0,17.0,6.0,0.0
3896,400.0,265.0,247.0,255.0
3897,2.0,3.0,7.0,0.0
3898,222.0,103.0,106.0,299.0
3899,56.0,27.0,29.0,50.0
3900,35.0,56.0,38.0,28.0
3901,63.0,61.0,69.0,81.0
3902,145.0,174.0,96.0,49.0
3903,208.0,95.0,90.0,204.0
3904,0.0,9.0,4.0,3.0
3905,51.0,138.0,129.0,42.0
3906,0.0,1.0,0.0,0.0
3907,15.0,16.0,15.0,17.0
3908,27.0,33.0,21.0,19.0
3909,131.0,209.0,178.0,104.0
3910,81.0,48.0,43.0,64.0
3911,20.0,17.0,14.0,17.0
3912,4.0,0.0,0.0,1.0
3913,97.0,93.0,80.0,80.0
3914,76.0,49.0,56.0,81.0
3915,52.0,23.0,26.0,64.0
3916,25.0,19.0,19.0,12.0
3917,58.0,15.0,24.0,38.0
3918,1001.0,619.0,675.0,778.0
3919,0.0,5.0,4.0,0.0
3920,3.0,5.0,5.0,3.0
3921,89.0,33.0,42.0,95.0
3922,73.0,73.0,97.0,71.0
3923,36.0,29.0,38.0,27.0
3924,2.0,2.0,1.0,2.0
3925,3.0,7.0,5.0,7.0
3926,0.0,2.0,0.0,0.0
3927,142.0,110.0,72.0,124.0
3928,94.0,55.0,44.0,81.0
3929,17.0,33.0,23.0,8.0
3930,130.0,81.0,50.0,120.0
3931,0.0,0.0,0.0,0.0
3932,113.0,3.0,4.0,67.0
3933,1.0,0.0,0.0,0.0
3934,0.0,4.0,3.0,0.0
3935,0.0,9.0,4.0,0.0
3936,0.0,17.0,14.0,0.0
3937,36.0,17.0,9.0,38.0
3938,4.0,1.0,2.0,5.0
3939,143.0,55.0,55.0,149.0
3940,8.0,1.0,1.0,9.0
3941,122.0,144.0,112.0,70.0
3942,8.0,13.0,9.0,12.0
3943,88.0,57.0,50.0,56.0
3944,1.0,1.0,0.0,1.0
3945,128.0,0.0,0.0,154.0
3946,74.0,67.0,63.0,89.0
3947,44.0,12.0,8.0,20.0
3948,43.0,30.0,28.0,31.0
3949,26.0,9.0,9.0,25.0
3950,0.0,0.0,0.0,0.0
3951,68.0,0.0,0.0,45.0
3952,1.0,0.0,0.0,0.0
3953,7.0,22.0,35.0,14.0
3954,0.0,7.0,4.0,0.0
3955,51.0,234.0,190.0,39.0
3956,0.0,0.0,0.0,0.0
3957,49.0,116.0,145.0,61.0
3958,88.0,80.0,54.0,71.0
3959,81.0,17.0,23.0,80.0
3960,79.0,60.0,63.0,68.0
3961,262.0,0.0,0.0,222.0
3962,0.0,0.0,0.0,0.0
3963,961.0,493.0,702.0,1572.0
3964,79.0,27.0,33.0,75.0
3965,23.0,6.0,11.0,14.0
3966,199.0,142.0,155.0,212.0
3967,1037.0,425.0,416.0,883.0
3968,84.0,104.0,100.0,71.0
3969,17.0,22.0,19.0,17.0
3970,336.0,204.0,171.0,272.0
3971,85.0,80.0,61.0,76.0
3972,25.0,18.0,13.0,30.0
3973,209.0,149.0,144.0,242.0
3974,123.0,171.0,163.0,104.0
3975,146.0,186.0,170.0,129.0
3976,89.0,26.0,28.0,77.0
3977,311.0,21.0,15.0,257.0
3978,14.0,29.0,24.0,13.0
3979,75.0,52.0,65.0,82.0
3980,18.0,2.0,1.0,15.0
3981,8.0,6.0,2.0,2.0
3982,133.0,72.0,81.0,113.0
3983,5.0,1.0,1.0,5.0
3984,99.0,63.0,51.0,77.0
3985,350.0,188.0,154.0,286.0
3986,35.0,28.0,27.0,42.0
3987,18.0,24.0,18.0,29.0
3988,70.0,54.0,33.0,45.0
3989,1.0,4.0,4.0,5.0
3990,123.0,81.0,89.0,99.0
3991,26.0,22.0,13.0,34.0
3992,81.0,80.0,86.0,57.0
3993,41.0,57.0,32.0,32.0
3994,5.0,1.0,1.0,8.0
3995,1.0,5.0,3.0,0.0
3996,0.0,2.0,2.0,0.0
3997,0.0,7.0,6.0,0.0
3998,11.0,6.0,7.0,10.0
3999,0.0,0.0,0.0,0.0
4000,53.0,54.0,43.0,39.0
4001,29.0,22.0,32.0,32.0
4002,0.0,3.0,1.0,0.0
4003,84.0,67.0,65.0,110.0
4004,88.0,116.0,105.0,73.0
4005,106.0,69.0,58.0,141.0
4006,105.0,125.0,118.0,102.0
4007,5.0,43.0,34.0,8.0
4008,0.0,7.0,6.0,0.0
4009,33.0,28.0,19.0,33.0
4010,139.0,86.0,97.0,156.0
4011,123.0,74.0,77.0,121.0
4012,22.0,12.0,15.0,28.0
4013,0.0,0.0,0.0,0.0
4014,67.0,64.0,73.0,71.0
4015,16.0,27.0,24.0,13.0
4016,0.0,1.0,0.0,0.0
4017,26.0,0.0,0.0,18.0
4018,41.0,0.0,0.0,18.0
4019,0.0,0.0,0.0,0.0
4020,45.0,0.0,0.0,34.0
4021,313.0,100.0,123.0,381.0
4022,0.0,0.0,0.0,0.0
4023,8.0,7.0,3.0,8.0
4024,16.0,33.0,17.0,8.0
4025,16.0,15.0,5.0,21.0
4026,339.0,435.0,487.0,349.0
4027,201.0,292.0,251.0,210.0
4028,8.0,0.0,0.0,5.0
4029,163.0,141.0,128.0,170.0
4030,96.0,41.0,28.0,68.0
4031,6.0,2.0,5.0,7.0
4032,252.0,162.0,172.0,257.0
4033,45.0,37.0,45.0,49.0
4034,53.0,76.0,53.0,57.0
4035,14.0,7.0,10.0,14.0
4036,14.0,29.0,27.0,7.0
4037,0.0,10.0,8.0,0.0
4038,8.0,0.0,0.0,4.0
4039,85.0,101.0,101.0,75.0
4040,1.0,1.0,0.0,0.0
4041,0.0,28.0,9.0,0.0
4042,24.0,23.0,16.0,28.0
4043,267.0,0.0,0.0,297.0
4044,0.0,0.0,0.0,0.0
4045,155.0,31.0,20.0,126.0
4046,6.0,3.0,2.0,4.0
4047,11.0,6.0,2.0,12.0
4048,84.0,53.0,52.0,90.0
4049,12.0,0.0,0.0,9.0
4050,65.0,19.0,19.0,61.0
4051,46.0,46.0,37.0,55.0
4052,37.0,16.0,11.0,22.0
4053,80.0,200.0,168.0,60.0
4054,158.0,237.0,191.0,182.0
4055,0.0,1.0,0.0,0.0
4056,0.0,1.0,0.0,0.0
4057,90.0,53.0,59.0,117.0
4058,110.0,98.0,111.0,102.0
4059,6.0,3.0,2.0,6.0
4060,126.0,112.0,123.0,115.0
4061,89.0,75.0,58.0,69.0
4062,1.0,4.0,10.0,2.0
4063,11.0,15.0,12.0,7.0
4064,29.0,51.0,60.0,26.0
4065,1.0,0.0,0.0,0.0
4066,93.0,63.0,72.0,65.0
4067,137.0,60.0,68.0,157.0
4068,17.0,0.0,0.0,16.0
4069,0.0,2.0,0.0,0.0
4070,23.0,4.0,1.0,7.0
4071,71.0,41.0,36.0,62.0
4072,305.0,141.0,129.0,247.0
4073,141.0,318.0,222.0,135.0
4074,57.0,50.0,52.0,75.0
4075,384.0,62.0,31.0,294.0
4076,92.0,58.0,75.0,75.0
4077,2.0,4.0,6.0,1.0
4078,49.0,32.0,41.0,42.0
4079,42.0,6.0,10.0,46.0
4080,6.0,294.0,183.0,7.0
4081,2.0,26.0,14.0,5.0
4082,309.0,169.0,144.0,296.0
4083,1.0,18.0,30.0,0.0
4084,0.0,127.0,115.0,0.0
4085,0.0,0.0,0.0,0.0
4086,15.0,14.0,13.0,16.0
4087,15.0,60.0,43.0,11.0
4088,4.0,5.0,1.0,2.0
4089,7.0,54.0,37.0,5.0
4090,124.0,65.0,72.0,122.0
4091,25.0,20.0,17.0,22.0
4092,11.0,29.0,13.0,7.0
4093,48.0,197.0,198.0,34.0
4094,138.0,39.0,40.0,78.0
4095,273.0,110.0,103.0,211.0
4096,50.0,24.0,26.0,48.0
4097,3.0,29.0,19.0,1.0
4098,219.0,295.0,430.0,296.0
4099,15.0,13.0,7.0,15.0
4100,115.0,125.0,88.0,63.0
4101,54.0,74.0,54.0,48.0
4102,47.0,46.0,45.0,45.0
4103,108.0,141.0,131.0,105.0
4104,58.0,80.0,53.0,34.0
4105,147.0,127.0,107.0,93.0
4106,198.0,93.0,94.0,205.0
4107,37.0,47.0,38.0,50.0
4108,17.0,26.0,19.0,11.0
4109,11.0,16.0,23.0,9.0
4110,33.0,38.0,35.0,40.0
4111,35.0,30.0,26.0,37.0
4112,396.0,407.0,323.0,391.0
4113,41.0,52.0,56.0,40.0
4114,109.0,82.0,78.0,108.0
4115,28.0,28.0,22.0,29.0
4116,31.0,49.0,39.0,23.0
4117,230.0,221.0,226.0,257.0
4118,46.0,0.0,0.0,25.0
4119,42.0,18.0,23.0,53.0
4120,131.0,8.0,10.0,120.0
4121,2.0,1.0,2.0,1.0
4122,64.0,7.0,8.0,43.0
4123,2.0,2.0,0.0,1.0
4124,24.0,37.0,23.0,31.0
4125,169.0,111.0,100.0,172.0
4126,10.0,4.0,3.0,12.0
4127,67.0,72.0,77.0,67.0
4128,48.0,32.0,37.0,49.0
4129,18.0,0.0,0.0,15.0
4130,0.0,9.0,10.0,3.0
4131,0.0,2.0,0.0,0.0
4132,115.0,95.0,90.0,117.0
4133,65.0,48.0,44.0,53.0
4134,15.0,33.0,29.0,9.0
4135,37.0,16.0,8.0,21.0
4136,87.0,8.0,11.0,80.0
4137,1.0,23.0,26.0,2.0
4138,0.0,0.0,0.0,0.0
4139,101.0,107.0,102.0,149.0
4140,7.0,27.0,31.0,11.0
4141,27.0,2.0,4.0,21.0
4142,174.0,85.0,82.0,162.0
4143,24.0,28.0,17.0,12.0
4144,0.0,6.0,3.0,0.0
4145,231.0,84.0,153.0,307.0
4146,0.0,5.0,4.0,0.0
4147,53.0,21.0,16.0,32.0
4148,57.0,147.0,144.0,75.0
4149,17.0,17.0,15.0,6.0
4150,22.0,9.0,4.0,12.0
4151,25.0,7.0,1.0,19.0
4152,0.0,0.0,2.0,0.0
4153,0.0,6.0,7.0,0.0
4154,163.0,112.0,112.0,201.0
4155,52.0,39.0,30.0,42.0
4156,2.0,4.0,1.0,1.0
4157,0.0,1.0,1.0,0.0
4158,118.0,13.0,12.0,61.0
4159,36.0,34.0,30.0,28.0
4160,27.0,29.0,22.0,29.0
4161,17.0,57.0,49.0,12.0
4162,14.0,13.0,7.0,8.0
4163,93.0,46.0,33.0,37.0
4164,15.0,10.0,13.0,16.0
4165,78.0,105.0,101.0,83.0
4166,97.0,67.0,44.0,75.0
4167,0.0,4.0,7.0,0.0
4168,0.0,0.0,0.0,0.0
4169,161.0,127.0,154.0,183.0
4170,9.0,3.0,2.0,6.0
4171,66.0,18.0,24.0,65.0
4172,113.0,25.0,30.0,87.0
4173,70.0,46.0,54.0,69.0
4174,73.0,25.0,29.0,59.0
4175,378.0,784.0,629.0,303.0
4176,98.0,0.0,0.0,54.0
4177,0.0,8.0,6.0,0.0
4178,17.0,1.0,1.0,11.0
4179,23.0,2.0,6.0,26.0
4180,53.0,27.0,11.0,29.0
4181,0.0,0.0,0.0,0.0
4182,0.0,6.0,7.0,0.0
4183,35.0,25.0,31.0,23.0
4184,270.0,249.0,211.0,214.0
4185,3.0,0.0,0.0,0.0
4186,41.0,44.0,26.0,27.0
4187,0.0,0.0,0.0,0.0
4188,19.0,5.0,7.0,17.0
4189,18.0,10.0,10.0,20.0
4190,0.0,0.0,0.0,0.0
4191,35.0,27.0,23.0,29.0
4192,116.0,148.0,115.0,117.0
4193,0.0,6.0,2.0,0.0
4194,50.0,0.0,0.0,44.0
4195,7.0,0.0,0.0,6.0
4196,32.0,48.0,53.0,32.0
4197,1.0,1.0,0.0,1.0
4198,12.0,8.0,14.0,7.0
4199,138.0,95.0,143.0,138.0
4200,21.0,9.0,17.0,24.0
4201,0.0,0.0,3.0,5.0
4202,0.0,53.0,26.0,0.0
4203,111.0,146.0,139.0,127.0
4204,10.0,55.0,29.0,11.0
4205,114.0,137.0,168.0,130.0
4206,89.0,89.0,75.0,96.0
4207,135.0,55.0,46.0,107.0
4208,86.0,117.0,83.0,58.0
4209,93.0,20.0,12.0,81.0
4210,76.0,39.0,40.0,51.0
4211,189.0,283.0,247.0,199.0
4212,21.0,10.0,18.0,21.0
4213,43.0,90.0,84.0,29.0
4214,18.0,38.0,22.0,7.0
4215,9.0,1.0,0.0,3.0
4216,83.0,0.0,0.0,90.0
4217,168.0,57.0,45.0,102.0
4218,194.0,106.0,75.0,145.0
4219,258.0,103.0,110.0,216.0
4220,0.0,0.0,1.0,0.0
4221,125.0,142.0,128.0,142.0
4222,55.0,62.0,40.0,49.0
4223,2.0,6.0,6.0,2.0
4224,61.0,41.0,33.0,52.0
4225,0.0,6.0,2.0,0.0
4226,194.0,120.0,90.0,190.0
4227,133.0,68.0,77.0,138.0
4228,80.0,55.0,48.0,80.0
4229,43.0,16.0,24.0,29.0
4230,6.0,1.0,1.0,3.0
4231,41.0,23.0,30.0,50.0
4232,135.0,148.0,152.0,175.0
4233,173.0,91.0,81.0,141.0
4234,4.0,112.0,63.0,4.0
4235,80.0,134.0,98.0,81.0
4236,7.0,2.0,1.0,5.0
4237,33.0,22.0,24.0,20.0
4238,70.0,69.0,45.0,68.0
4239,0.0,0.0,0.0,1.0
4240,16.0,5.0,2.0,13.0
4241,200.0,43.0,44.0,151.0
4242,76.0,106.0,106.0,67.0
4243,7.0,5.0,4.0,13.0
4244,35.0,14.0,19.0,30.0
4245,0.0,0.0,2.0,0.0
4246,149.0,112.0,86.0,154.0
4247,175.0,215.0,209.0,171.0
4248,231.0,53.0,86.0,280.0
4249,207.0,77.0,77.0,203.0
4250,7.0,0.0,1.0,10.0
4251,3.0,0.0,0.0,4.0
4252,0.0,0.0,0.0,0.0
4253,4.0,0.0,0.0,8.0
4254,15.0,8.0,5.0,8.0
4255,239.0,70.0,55.0,219.0
4256,33.0,48.0,42.0,46.0
4257,675.0,406.0,333.0,624.0
4258,0.0,0.0,0.0,1.0
4259,7.0,4.0,2.0,3.0
4260,1621.0,2010.0,1638.0,1148.0
4261,199.0,65.0,58.0,181.0
4262,74.0,45.0,37.0,55.0
4263,0.0,0.0,0.0,0.0
4264,1.0,1.0,1.0,1.0
4265,58.0,30.0,37.0,47.0
4266,2.0,1.0,1.0,3.0
4267,69.0,47.0,43.0,46.0
4268,46.0,31.0,17.0,15.0
4269,16.0,7.0,6.0,10.0
4270,50.0,37.0,36.0,43.0
4271,221.0,53.0,37.0,180.0
4272,13.0,16.0,19.0,5.0
4273,302.0,130.0,122.0,244.0
4274,29.0,62.0,75.0,39.0
4275,2.0,0.0,0.0,0.0
4276,98.0,148.0,127.0,93.0
4277,694.0,823.0,691.0,589.0
4278,177.0,106.0,113.0,119.0
4279,25.0,20.0,22.0,14.0
4280,327.0,357.0,371.0,321.0
4281,3.0,35.0,35.0,8.0
4282,0.0,0.0,0.0,0.0
4283,53.0,34.0,20.0,51.0
4284,4.0,35.0,28.0,3.0
4285,181.0,202.0,166.0,213.0
4286,103.0,44.0,23.0,87.0
4287,91.0,96.0,107.0,76.0
4288,60.0,73.0,87.0,54.0
4289,6.0,0.0,0.0,5.0
4290,0.0,0.0,0.0,0.0
4291,1.0,2.0,0.0,0.0
4292,0.0,22.0,14.0,0.0
4293,76.0,15.0,18.0,66.0
4294,38.0,60.0,42.0,36.0
4295,0.0,0.0,1.0,0.0
4296,125.0,101.0,49.0,118.0
4297,4.0,2.0,12.0,3.0
4298,51.0,53.0,37.0,52.0
4299,3.0,1.0,1.0,3.0
4300,236.0,143.0,116.0,186.0
4301,119.0,57.0,65.0,107.0
4302,48.0,51.0,61.0,88.0
4303,23.0,18.0,18.0,18.0
4304,173.0,41.0,36.0,173.0
4305,23.0,29.0,14.0,31.0
4306,39.0,47.0,44.0,47.0
4307,18.0,6.0,7.0,18.0
4308,135.0,128.0,117.0,124.0
4309,86.0,46.0,42.0,94.0
4310,18.0,23.0,19.0,15.0
4311,10.0,7.0,8.0,14.0
4312,65.0,36.0,28.0,64.0
4313,2.0,2.0,2.0,2.0
4314,1.0,3.0,0.0,0.0
4315,4.0,7.0,5.0,3.0
4316,280.0,307.0,261.0,258.0
4317,176.0,148.0,108.0,154.0
4318,0.0,0.0,0.0,0.0
4319,0.0,0.0,0.0,0.0
4320,0.0,0.0,0.0,0.0
4321,0.0,0.0,0.0,0.0
4322,2.0,0.0,1.0,0.0
4323,6.0,4.0,3.0,2.0
4324,76.0,70.0,60.0,88.0
4325,44.0,6.0,2.0,41.0
4326,14.0,7.0,1.0,19.0
4327,0.0,1.0,2.0,0.0
4328,20.0,32.0,12.0,26.0
4329,86.0,2.0,5.0,49.0
4330,131.0,76.0,67.0,157.0
4331,146.0,206.0,146.0,130.0
4332,75.0,138.0,101.0,68.0
4333,165.0,61.0,50.0,140.0
4334,53.0,27.0,26.0,65.0
4335,15.0,49.0,30.0,9.0
4336,77.0,26.0,21.0,72.0
4337,71.0,37.0,32.0,58.0
4338,148.0,142.0,139.0,151.0
4339,37.0,39.0,43.0,42.0
4340,216.0,426.0,360.0,229.0
4341,58.0,37.0,37.0,58.0
4342,11.0,0.0,0.0,10.0
4343,62.0,0.0,0.0,12.0
4344,543.0,257.0,260.0,365.0
4345,328.0,110.0,110.0,292.0
4346,0.0,6.0,2.0,0.0
4347,64.0,47.0,48.0,67.0
4348,60.0,195.0,211.0,86.0
4349,78.0,54.0,52.0,77.0
4350,19.0,10.0,8.0,9.0
4351,782.0,623.0,579.0,866.0
4352,2.0,1.0,2.0,0.0
4353,170.0,103.0,106.0,150.0
4354,0.0,31.0,31.0,0.0
4355,91.0,51.0,43.0,98.0
4356,159.0,186.0,224.0,173.0
4357,76.0,57.0,56.0,60.0
4358,56.0,0.0,0.0,31.0
4359,31.0,24.0,20.0,26.0
4360,4.0,0.0,0.0,0.0
4361,117.0,122.0,95.0,85.0
4362,190.0,24.0,38.0,235.0
4363,41.0,41.0,29.0,40.0
4364,0.0,0.0,2.0,1.0
4365,82.0,33.0,29.0,68.0
4366,1.0,30.0,22.0,0.0
4367,161.0,74.0,66.0,154.0
4368,248.0,203.0,190.0,219.0
4369,1.0,0.0,1.0,0.0
4370,34.0,56.0,61.0,25.0
4371,15.0,18.0,27.0,12.0
4372,0.0,0.0,0.0,1.0
4373,109.0,56.0,71.0,68.0
4374,54.0,65.0,49.0,46.0
4375,116.0,32.0,38.0,122.0
4376,2.0,10.0,13.0,8.0
4377,1.0,0.0,0.0,0.0
4378,7.0,4.0,5.0,5.0
4379,6.0,7.0,11.0,6.0
4380,17.0,17.0,20.0,13.0
4381,0.0,10.0,4.0,0.0
4382,118.0,129.0,119.0,123.0
4383,107.0,2.0,1.0,96.0
4384,134.0,133.0,118.0,140.0
4385,10.0,2.0,2.0,10.0
4386,141.0,114.0,119.0,95.0
4387,59.0,85.0,71.0,64.0
4388,17.0,29.0,15.0,17.0
4389,13.0,1.0,0.0,10.0
4390,167.0,114.0,102.0,137.0
4391,57.0,45.0,54.0,49.0
4392,106.0,12.0,22.0,102.0
4393,39.0,0.0,0.0,21.0
4394,86.0,138.0,112.0,79.0
4395,0.0,3.0,0.0,0.0
4396,15.0,101.0,43.0,9.0
4397,53.0,39.0,46.0,37.0
4398,264.0,221.0,183.0,250.0
4399,305.0,238.0,341.0,349.0
4400,77.0,53.0,61.0,75.0
4401,82.0,26.0,29.0,64.0
4402,393.0,435.0,316.0,309.0
4403,169.0,51.0,53.0,192.0
4404,54.0,40.0,30.0,42.0
4405,216.0,63.0,82.0,157.0
4406,18.0,0.0,0.0,15.0
4407,73.0,29.0,18.0,51.0
4408,0.0,76.0,73.0,0.0
4409,32.0,37.0,41.0,52.0
4410,43.0,4.0,4.0,24.0
4411,29.0,54.0,43.0,20.0
4412,32.0,0.0,0.0,24.0
4413,74.0,3.0,1.0,83.0
4414,1.0,0.0,1.0,0.0
4415,0.0,10.0,7.0,0.0
4416,21.0,2.0,4.0,6.0
4417,7.0,34.0,15.0,3.0
4418,9.0,44.0,33.0,4.0
4419,107.0,57.0,52.0,102.0
4420,30.0,27.0,28.0,19.0
4421,109.0,100.0,83.0,96.0
4422,63.0,50.0,62.0,76.0
4423,0.0,1.0,0.0,0.0
4424,73.0,91.0,87.0,90.0
4425,0.0,2.0,2.0,0.0
4426,245.0,35.0,39.0,129.0
4427,13.0,0.0,0.0,8.0
4428,55.0,34.0,32.0,29.0
4429,3.0,3.0,1.0,4.0
4430,43.0,16.0,7.0,31.0
4431,70.0,40.0,50.0,66.0
4432,57.0,40.0,37.0,66.0
4433,142.0,157.0,146.0,149.0
4434,2.0,2.0,2.0,3.0
4435,72.0,15.0,12.0,41.0
4436,3.0,0.0,0.0,0.0
4437,0.0,5.0,4.0,0.0
4438,2.0,1.0,0.0,1.0
4439,1.0,2.0,1.0,0.0
4440,0.0,42.0,49.0,0.0
4441,53.0,52.0,65.0,42.0
4442,103.0,62.0,74.0,92.0
4443,90.0,25.0,12.0,74.0
4444,432.0,72.0,43.0,348.0
4445,3.0,486.0,313.0,1.0
4446,69.0,161.0,161.0,63.0
4447,93.0,114.0,90.0,99.0
4448,115.0,198.0,186.0,67.0
4449,141.0,29.0,21.0,98.0
4450,9.0,2.0,2.0,14.0
4451,204.0,77.0,74.0,192.0
4452,27.0,28.0,23.0,21.0
4453,235.0,170.0,142.0,226.0
4454,96.0,73.0,66.0,115.0
4455,297.0,152.0,140.0,300.0
4456,252.0,203.0,173.0,274.0
4457,62.0,135.0,123.0,82.0
4458,109.0,227.0,213.0,102.0
4459,250.0,638.0,693.0,256.0
4460,195.0,75.0,58.0,202.0
4461,129.0,1.0,0.0,96.0
4462,3.0,0.0,0.0,0.0
4463,605.0,449.0,408.0,408.0
4464,0.0,0.0,0.0,0.0
4465,62.0,45.0,48.0,64.0
4466,0.0,0.0,0.0,0.0
4467,188.0,6.0,3.0,157.0
4468,3.0,2.0,4.0,3.0
4469,0.0,0.0,0.0,0.0
4470,578.0,404.0,386.0,565.0
4471,87.0,117.0,101.0,98.0
4472,169.0,74.0,58.0,173.0
4473,212.0,102.0,89.0,139.0
4474,37.0,26.0,34.0,31.0
4475,384.0,92.0,80.0,268.0
4476,180.0,142.0,131.0,197.0
4477,51.0,76.0,81.0,50.0
4478,169.0,171.0,157.0,157.0
4479,45.0,82.0,77.0,69.0
4480,6.0,4.0,2.0,11.0
4481,0.0,64.0,54.0,0.0
4482,32.0,18.0,17.0,24.0
4483,0.0,1.0,2.0,0.0
4484,51.0,42.0,43.0,71.0
4485,78.0,71.0,66.0,84.0
4486,11.0,8.0,12.0,6.0
4487,0.0,0.0,0.0,0.0
4488,88.0,87.0,69.0,59.0
4489,0.0,6.0,1.0,0.0
4490,15.0,9.0,10.0,21.0
4491,8.0,9.0,5.0,6.0
4492,5.0,0.0,0.0,2.0
4493,40.0,70.0,62.0,49.0
4494,37.0,36.0,19.0,20.0
4495,25.0,9.0,11.0,37.0
4496,468.0,438.0,385.0,401.0
4497,56.0,35.0,36.0,63.0
4498,0.0,0.0,0.0,0.0
4499,301.0,782.0,647.0,260.0
4500,47.0,207.0,202.0,78.0
4501,526.0,651.0,741.0,653.0
4502,0.0,18.0,14.0,0.0
4503,1281.0,1227.0,1550.0,1407.0
4504,51.0,0.0,0.0,22.0
4505,2.0,2.0,1.0,0.0
4506,172.0,120.0,129.0,210.0
4507,49.0,29.0,16.0,16.0
4508,64.0,99.0,73.0,78.0
4509,0.0,0.0,0.0,1.0
4510,1.0,0.0,0.0,1.0
4511,18.0,0.0,1.0,10.0
4512,63.0,26.0,26.0,74.0
4513,62.0,31.0,30.0,75.0
4514,0.0,5.0,4.0,0.0
4515,189.0,109.0,77.0,156.0
4516,9.0,6.0,11.0,6.0
4517,53.0,124.0,102.0,44.0
4518,0.0,0.0,0.0,0.0
4519,0.0,5.0,7.0,0.0
4520,2.0,0.0,0.0,1.0
4521,16.0,46.0,37.0,29.0
4522,53.0,40.0,33.0,32.0
4523,19.0,15.0,7.0,14.0
4524,2.0,1.0,0.0,1.0
4525,65.0,45.0,38.0,44.0
4526,0.0,1.0,0.0,0.0
4527,253.0,13.0,15.0,157.0
4528,120.0,81.0,95.0,133.0
4529,6.0,0.0,0.0,1.0
4530,321.0,262.0,213.0,307.0
4531,1.0,12.0,7.0,4.0
4532,35.0,26.0,33.0,35.0
4533,66.0,56.0,78.0,87.0
4534,21.0,41.0,64.0,10.0
4535,19.0,12.0,8.0,11.0
4536,0.0,0.0,0.0,1.0
4537,50.0,47.0,43.0,46.0
4538,52.0,37.0,30.0,31.0
4539,73.0,109.0,112.0,48.0
