,MV4.11_DMSO,K562_DMSO,K562_JQ1,MV4.11_JQ1
215,,82.0,69.0,
216,,6.0,12.0,
217,,0.0,0.0,
218,,234.0,279.0,
219,,1255.0,1439.0,
220,,5270.0,5348.0,
221,,883.0,874.0,
222,,31.0,21.0,
223,,23.0,21.0,
224,,1447.0,1479.0,
225,,211.0,213.0,
226,,10483.0,10273.0,
227,,5863.0,6188.0,
228,,591.0,607.0,
229,,922.0,935.0,
230,,2596.0,3243.0,
231,,8337.0,8801.0,
232,,1.0,2.0,
233,,2.0,2.0,
234,,264.0,266.0,
235,,962.0,1217.0,
236,,9653.0,10519.0,
237,,10.0,7.0,
238,,10111.0,11202.0,
239,,73.0,63.0,
240,,2045.0,2222.0,
241,,1.0,2.0,
242,,1.0,1.0,
243,,677.0,787.0,
244,,16153.0,17161.0,
245,,38482.0,45361.0,
246,,9677.0,10323.0,
247,,2301.0,2922.0,
248,,31576.0,31825.0,
249,,31943.0,36578.0,
250,,7700.0,9894.0,
251,,15820.0,17651.0,
252,,119508.0,125734.0,
253,,11749.0,12744.0,
254,,15211.0,15729.0,
255,,3392.0,3551.0,
256,,4987.0,5364.0,
257,,14672.0,18229.0,
258,,2208.0,2266.0,
259,,5519.0,6826.0,
260,,4509.0,6314.0,
261,,8.0,10.0,
262,,2282.0,2938.0,
263,,1759.0,1997.0,
264,,817.0,918.0,
265,,20465.0,19591.0,
266,,479.0,527.0,
267,,572.0,608.0,
268,,722.0,765.0,
269,,2466.0,2630.0,
270,,234.0,220.0,
271,,5036.0,5331.0,
272,,107.0,144.0,
273,,3.0,2.0,
274,,17525.0,17835.0,
275,,14.0,11.0,
276,,729.0,735.0,
277,,157.0,150.0,
278,,3837.0,4183.0,
279,,53.0,43.0,
280,,0.0,0.0,
281,,492.0,452.0,
282,,26.0,26.0,
283,,735.0,783.0,
284,,942.0,876.0,
285,,130.0,182.0,
286,,191.0,257.0,
287,,1445.0,1452.0,
288,,9855.0,10226.0,
289,,607.0,755.0,
290,,759.0,800.0,
291,,143.0,132.0,
292,,97.0,64.0,
293,,92.0,73.0,
294,,2418.0,2388.0,
295,,377.0,340.0,
296,,23.0,12.0,
297,,45.0,46.0,
298,,828.0,831.0,
299,,141.0,152.0,
300,,309.0,337.0,
301,,745.0,792.0,
302,,0.0,0.0,
303,,3.0,2.0,
304,,39.0,52.0,
305,,8.0,5.0,
306,,2026.0,2202.0,
307,,3.0,2.0,
308,,46.0,26.0,
309,,0.0,0.0,
310,,1123.0,1206.0,
311,,5497.0,5652.0,
312,,1313.0,1429.0,
313,,9419.0,9361.0,
314,,4832.0,5087.0,
315,,247.0,317.0,
316,,3.0,4.0,
317,,236.0,232.0,
318,,151.0,145.0,
319,,210.0,190.0,
320,,1096.0,1119.0,
321,,458.0,393.0,
322,,2343.0,2661.0,
323,,4267.0,5190.0,
324,,3384.0,3429.0,
325,,96.0,88.0,
326,,78.0,88.0,
327,,606.0,535.0,
328,,647.0,712.0,
329,,289.0,273.0,
330,,2159.0,2387.0,
331,,140.0,139.0,
332,,46.0,51.0,
333,,1620.0,1025.0,
334,,3878.0,3086.0,
335,,1980.0,2792.0,
336,,2.0,1.0,
337,,1974.0,2253.0,
338,,158.0,170.0,
339,,501.0,382.0,
340,,59.0,64.0,
341,,33224.0,37625.0,
342,,3935.0,4185.0,
343,,582.0,495.0,
344,,2025.0,2103.0,
345,,2068.0,2405.0,
346,,4280.0,4497.0,
347,,1245.0,1383.0,
348,,16711.0,18780.0,
349,,12.0,12.0,
350,,1.0,4.0,
351,,37.0,24.0,
352,,13.0,13.0,
353,,4.0,6.0,
354,,11.0,7.0,
355,,825.0,804.0,
356,,703.0,874.0,
357,,3554.0,4061.0,
358,,302.0,296.0,
359,,732.0,825.0,
360,,10330.0,12557.0,
361,,8.0,6.0,
362,,109.0,147.0,
363,,0.0,0.0,
364,,3025.0,3370.0,
365,,275.0,346.0,
366,,1166.0,1470.0,
367,,0.0,0.0,
368,,90.0,96.0,
369,,18.0,18.0,
370,,10.0,5.0,
371,,1419.0,1569.0,
372,,181.0,178.0,
373,,0.0,0.0,
374,,0.0,0.0,
375,,999.0,1055.0,
376,,28.0,25.0,
377,,22.0,31.0,
378,,2.0,1.0,
379,,518.0,468.0,
380,,1774.0,2030.0,
381,,1787.0,1754.0,
382,,4863.0,5769.0,
383,,25280.0,29636.0,
384,,10226.0,11049.0,
385,,21329.0,23105.0,
386,,5877.0,6903.0,
387,,13.0,12.0,
388,,7.0,2.0,
389,,2.0,5.0,
390,,1427.0,1519.0,
391,,1717.0,1849.0,
392,,1.0,0.0,
393,,21854.0,26891.0,
394,,337.0,395.0,
395,,3271.0,3504.0,
396,,4168.0,4519.0,
397,,2.0,0.0,
398,,3836.0,4765.0,
399,,22.0,21.0,
400,,18944.0,23336.0,
401,,4288.0,4429.0,
402,,3559.0,3781.0,
403,,3873.0,4564.0,
404,,3552.0,3580.0,
405,,0.0,0.0,
406,,3734.0,3866.0,
407,,1517.0,1721.0,
408,,2.0,1.0,
409,,1584.0,1486.0,
410,,49.0,67.0,
411,,502.0,576.0,
412,,527.0,520.0,
413,,431.0,441.0,
414,,3916.0,4528.0,
415,,13.0,19.0,
416,,3609.0,3507.0,
417,,12.0,12.0,
418,,764.0,703.0,
419,,11.0,6.0,
420,,1680.0,1547.0,
421,,2.0,0.0,
422,,3451.0,4061.0,
423,,882.0,1059.0,
424,,103.0,89.0,
425,,2384.0,2498.0,
426,,475.0,442.0,
427,,0.0,0.0,
428,,4522.0,5501.0,
429,,214.0,248.0,
430,,1549.0,1534.0,
431,,9066.0,9389.0,
432,,8367.0,8516.0,
433,,5466.0,5502.0,
434,,7592.0,8053.0,
435,,9086.0,9811.0,
436,,1693.0,1761.0,
437,,1850.0,1934.0,
438,,2491.0,2823.0,
439,,23.0,18.0,
440,,1471.0,1449.0,
441,,1744.0,1816.0,
442,,694.0,752.0,
443,,24825.0,25362.0,
444,,3.0,3.0,
445,,156.0,174.0,
446,,1.0,0.0,
447,,241.0,248.0,
448,,54.0,58.0,
449,,88.0,90.0,
450,,19.0,22.0,
451,,0.0,0.0,
452,,417.0,481.0,
453,,898.0,936.0,
454,,4.0,2.0,
455,,858.0,934.0,
456,,1623.0,1751.0,
457,,1394.0,1529.0,
458,,9.0,15.0,
459,,2.0,4.0,
460,,448.0,516.0,
461,,22.0,20.0,
462,,266.0,261.0,
463,,33.0,32.0,
464,,48.0,40.0,
465,,2139.0,2265.0,
466,,1.0,1.0,
467,,638.0,752.0,
468,,1350.0,1471.0,
469,,4888.0,5500.0,
470,,13220.0,15313.0,
471,,229.0,246.0,
472,,56.0,30.0,
473,,14.0,14.0,
474,,0.0,0.0,
475,,0.0,1.0,
476,,4.0,4.0,
477,,5299.0,6429.0,
478,,904.0,1028.0,
479,,1865.0,2019.0,
480,,0.0,0.0,
481,,13607.0,13774.0,
482,,1211.0,1214.0,
483,,2678.0,2941.0,
484,,3414.0,3766.0,
485,,2179.0,2383.0,
486,,1810.0,2247.0,
487,,2758.0,2860.0,
488,,892.0,923.0,
489,,286.0,325.0,
490,,3857.0,3814.0,
491,,3055.0,3276.0,
492,,12165.0,14489.0,
493,,9.0,6.0,
494,,104.0,135.0,
495,,3146.0,3488.0,
496,,163.0,168.0,
497,,8060.0,10236.0,
498,,1001.0,1263.0,
499,,5281.0,5771.0,
500,,1188.0,964.0,
501,,681.0,631.0,
502,,437.0,431.0,
503,,167.0,162.0,
504,,970.0,886.0,
505,,1031.0,1050.0,
506,,0.0,0.0,
507,,1.0,1.0,
508,,1298.0,1646.0,
509,,279.0,310.0,
510,,1705.0,1655.0,
511,,849.0,962.0,
512,,24.0,13.0,
513,,186.0,204.0,
514,,0.0,0.0,
515,,20.0,17.0,
516,,74.0,73.0,
517,,1459.0,1554.0,
518,,220.0,181.0,
519,,2.0,3.0,
520,,1883.0,1857.0,
521,,6.0,8.0,
522,,1409.0,1234.0,
523,,1150.0,1340.0,
524,,479.0,402.0,
525,,802.0,787.0,
526,,3272.0,3320.0,
527,,0.0,1.0,
528,,779.0,945.0,
529,,1483.0,1706.0,
530,,26111.0,32460.0,
531,,314.0,270.0,
532,,9034.0,8401.0,
533,,35.0,33.0,
534,,5039.0,5027.0,
535,,1712.0,1827.0,
536,,445.0,442.0,
537,,623.0,646.0,
538,,4618.0,4807.0,
539,,3156.0,3472.0,
540,,148.0,147.0,
541,,2.0,3.0,
542,,0.0,0.0,
543,,1530.0,1585.0,
544,,86.0,94.0,
545,,224.0,229.0,
546,,2716.0,2677.0,
547,,13.0,20.0,
548,,72.0,82.0,
549,,257.0,244.0,
550,,3.0,2.0,
551,,128.0,105.0,
552,,1076.0,1103.0,
553,,8011.0,9522.0,
554,,9347.0,10135.0,
555,,1596.0,1452.0,
556,,1412.0,1885.0,
557,,0.0,1.0,
558,,59.0,68.0,
559,,321.0,376.0,
560,,17613.0,18203.0,
561,,3075.0,3462.0,
562,,7805.0,8482.0,
563,,2392.0,2246.0,
564,,5791.0,6319.0,
565,,4157.0,5004.0,
566,,121.0,133.0,
567,,1792.0,1829.0,
568,,130.0,137.0,
569,,268.0,309.0,
570,,169.0,162.0,
571,,934.0,875.0,
572,,14.0,22.0,
573,,30826.0,26706.0,
574,,1839.0,1830.0,
575,,515.0,592.0,
576,,689.0,821.0,
577,,7.0,9.0,
578,,385.0,376.0,
579,,1334.0,1615.0,
580,,886.0,1020.0,
581,,293.0,301.0,
582,,8085.0,9183.0,
583,,1307.0,1570.0,
584,,8325.0,8917.0,
585,,1312.0,1515.0,
586,,19039.0,19411.0,
587,,0.0,0.0,
588,,1.0,0.0,
589,,5.0,3.0,
590,,8.0,8.0,
591,,15.0,6.0,
592,,6.0,8.0,
593,,85.0,95.0,
594,,0.0,0.0,
595,,126.0,145.0,
596,,93.0,91.0,
597,,2934.0,3206.0,
598,,1811.0,2014.0,
599,,10.0,9.0,
600,,12.0,10.0,
601,,249.0,245.0,
602,,205.0,213.0,
603,,30.0,22.0,
604,,9.0,15.0,
605,,6.0,6.0,
606,,0.0,1.0,
607,,8.0,8.0,
608,,7.0,5.0,
609,,9.0,5.0,
610,,147.0,163.0,
611,,8157.0,9131.0,
612,,4211.0,4835.0,
613,,3600.0,4126.0,
614,,831.0,726.0,
615,,2564.0,2597.0,
616,,110.0,87.0,
617,,98.0,112.0,
618,,106.0,80.0,
619,,19698.0,23453.0,
620,,11381.0,13864.0,
621,,18956.0,21595.0,
622,,9591.0,11260.0,
623,,15623.0,15388.0,
624,,15305.0,18005.0,
625,,14846.0,15306.0,
626,,25301.0,24778.0,
627,,22584.0,25288.0,
628,,606.0,748.0,
629,,2392.0,2338.0,
630,,1155.0,1355.0,
631,,1055.0,1208.0,
632,,38.0,33.0,
633,,3.0,5.0,
634,,2319.0,2266.0,
635,,26.0,26.0,
636,,1759.0,1997.0,
637,,41.0,41.0,
638,,774.0,803.0,
639,,18.0,18.0,
640,,93.0,108.0,
641,,841.0,938.0,
642,,1159.0,1311.0,
643,,821.0,853.0,
644,,598.0,635.0,
645,,296.0,281.0,
646,,1460.0,1502.0,
647,,1.0,1.0,
648,,738.0,829.0,
649,,8800.0,9854.0,
650,,1416.0,1630.0,
651,,339.0,404.0,
652,,293.0,268.0,
653,,25.0,26.0,
654,,0.0,2.0,
655,,20.0,24.0,
656,,17.0,14.0,
657,,2732.0,3028.0,
658,,10448.0,10606.0,
659,,2288.0,2491.0,
660,,10276.0,11721.0,
661,,55.0,29.0,
662,,0.0,0.0,
663,,1.0,0.0,
664,,0.0,0.0,
665,,0.0,0.0,
666,,1032.0,1353.0,
667,,3232.0,3453.0,
668,,2540.0,2803.0,
669,,966.0,931.0,
670,,4166.0,4293.0,
671,,616.0,627.0,
672,,2683.0,2880.0,
673,,960.0,1042.0,
674,,14966.0,16810.0,
675,,0.0,1.0,
676,,8.0,6.0,
677,,14.0,20.0,
678,,46.0,61.0,
679,,857.0,973.0,
680,,1296.0,1706.0,
681,,2.0,2.0,
682,,9475.0,11158.0,
683,,1024.0,1091.0,
684,,1115.0,1225.0,
685,,2388.0,2572.0,
686,,407.0,411.0,
687,,4471.0,4438.0,
688,,7.0,3.0,
689,,36.0,39.0,
690,,374.0,437.0,
691,,2601.0,2790.0,
692,,232.0,263.0,
693,,7970.0,8356.0,
694,,1215.0,1422.0,
695,,4363.0,4655.0,
696,,68.0,78.0,
697,,1964.0,2234.0,
698,,1555.0,1738.0,
699,,0.0,0.0,
700,,2795.0,3179.0,
701,,49.0,39.0,
702,,3877.0,4201.0,
703,,56.0,62.0,
704,,4.0,3.0,
705,,11.0,9.0,
706,,3683.0,3668.0,
707,,1335.0,1651.0,
708,,0.0,0.0,
709,,34.0,29.0,
710,,23.0,28.0,
711,,1353.0,1340.0,
712,,700.0,809.0,
713,,103.0,129.0,
714,,5635.0,6169.0,
715,,70.0,95.0,
716,,1.0,0.0,
717,,0.0,1.0,
718,,0.0,2.0,
719,,6.0,4.0,
720,,61.0,52.0,
721,,49.0,45.0,
722,,17.0,11.0,
723,,64.0,89.0,
724,,4189.0,4409.0,
725,,125.0,135.0,
726,,78.0,113.0,
727,,2897.0,3390.0,
728,,2543.0,2503.0,
729,,396.0,476.0,
730,,36.0,52.0,
731,,3.0,1.0,
732,,255.0,280.0,
733,,3669.0,4191.0,
734,,204.0,208.0,
735,,711.0,902.0,
736,,10928.0,12720.0,
737,,1969.0,2037.0,
738,,2665.0,2660.0,
739,,804.0,948.0,
740,,32.0,42.0,
741,,603.0,661.0,
742,,3093.0,3201.0,
743,,707.0,636.0,
744,,2454.0,2778.0,
745,,1377.0,1560.0,
746,,7512.0,7963.0,
747,,79.0,81.0,
748,,6.0,4.0,
749,,1754.0,1969.0,
750,,934.0,936.0,
751,,4037.0,3360.0,
752,,546.0,499.0,
753,,3357.0,3315.0,
754,,3719.0,4712.0,
755,,9210.0,9661.0,
756,,11246.0,12058.0,
757,,17138.0,17664.0,
758,,7785.0,8202.0,
759,,330.0,334.0,
760,,514.0,625.0,
761,,11281.0,12340.0,
762,,3247.0,3232.0,
763,,488.0,520.0,
764,,7599.0,8123.0,
765,,3639.0,3714.0,
766,,986.0,1082.0,
767,,1099.0,1231.0,
768,,652.0,673.0,
769,,1733.0,1682.0,
770,,1.0,2.0,
771,,2784.0,2930.0,
772,,3780.0,4524.0,
773,,3261.0,4054.0,
774,,3787.0,4045.0,
775,,14455.0,16026.0,
776,,671.0,679.0,
777,,1037.0,1257.0,
778,,4935.0,5371.0,
779,,2555.0,3016.0,
780,,5863.0,6687.0,
781,,28.0,35.0,
782,,95.0,112.0,
783,,12723.0,13960.0,
784,,5380.0,5473.0,
785,,10042.0,10298.0,
786,,820.0,831.0,
787,,160.0,177.0,
788,,49.0,52.0,
789,,1965.0,2227.0,
790,,72.0,57.0,
791,,481.0,394.0,
792,,130.0,97.0,
793,,109.0,145.0,
794,,191.0,235.0,
795,,194.0,195.0,
796,,76.0,108.0,
797,,0.0,0.0,
798,,319.0,394.0,
799,,925.0,1029.0,
800,,104.0,103.0,
801,,16.0,17.0,
802,,909.0,859.0,
803,,2240.0,2277.0,
804,,3074.0,3465.0,
805,,2461.0,2469.0,
806,,1597.0,1787.0,
807,,5926.0,6313.0,
808,,398.0,423.0,
809,,694.0,688.0,
810,,2386.0,2382.0,
811,,0.0,0.0,
812,,8.0,10.0,
813,,587.0,596.0,
814,,201.0,218.0,
815,,2461.0,2571.0,
816,,1406.0,1342.0,
817,,3357.0,3328.0,
818,,0.0,0.0,
819,,3.0,4.0,
820,,246.0,253.0,
821,,3.0,3.0,
822,,3309.0,3637.0,
823,,12.0,17.0,
824,,627.0,689.0,
825,,4358.0,4425.0,
826,,3.0,4.0,
827,,630.0,683.0,
828,,546.0,597.0,
829,,746.0,797.0,
830,,1068.0,1223.0,
831,,6.0,2.0,
832,,8.0,10.0,
833,,439.0,471.0,
834,,54.0,51.0,
835,,4.0,7.0,
836,,21.0,26.0,
837,,5112.0,5863.0,
838,,275.0,213.0,
839,,0.0,1.0,
840,,717.0,661.0,
841,,6.0,7.0,
842,,66.0,55.0,
843,,5.0,5.0,
844,,835.0,843.0,
845,,46.0,46.0,
846,,594.0,561.0,
847,,14846.0,16026.0,
848,,2835.0,3076.0,
849,,700.0,789.0,
850,,1194.0,1261.0,
851,,1504.0,1644.0,
852,,2462.0,2481.0,
853,,864.0,1004.0,
854,,714.0,720.0,
855,,4059.0,4231.0,
856,,3707.0,4036.0,
857,,649.0,653.0,
858,,1533.0,1753.0,
859,,761.0,845.0,
860,,41.0,22.0,
861,,418.0,477.0,
862,,48.0,43.0,
863,,2411.0,2904.0,
864,,4546.0,5195.0,
865,,140.0,174.0,
866,,1762.0,1918.0,
867,,2.0,2.0,
868,,32.0,29.0,
869,,69.0,85.0,
870,,677.0,839.0,
871,,350339.0,398067.0,
872,,356.0,394.0,
873,,30888.0,30722.0,
874,,7519.0,8723.0,
875,,30428.0,33121.0,
876,,71134.0,77908.0,
877,,4046.0,4583.0,
878,,128.0,104.0,
879,,54.0,35.0,
880,,376.0,340.0,
881,,123.0,133.0,
882,,55.0,48.0,
883,,44.0,59.0,
884,,31.0,39.0,
885,,16.0,19.0,
886,,458.0,500.0,
887,,0.0,0.0,
888,,180.0,191.0,
889,,298.0,278.0,
890,,861.0,1908.0,
891,,10.0,4.0,
892,,139.0,119.0,
893,,31832.0,34892.0,
894,,5241.0,5710.0,
895,,7087.0,7478.0,
896,,24071.0,24767.0,
897,,16769.0,16862.0,
898,,7613.0,7658.0,
899,,15061.0,17604.0,
900,,8481.0,8528.0,
901,,1336.0,1717.0,
902,,6030.0,6518.0,
903,,6313.0,6269.0,
904,,31349.0,35584.0,
905,,8749.0,8817.0,
906,,5052.0,6494.0,
907,,0.0,0.0,
908,,2130.0,2328.0,
909,,5618.0,6989.0,
910,,666.0,614.0,
911,,911.0,842.0,
912,,981.0,1001.0,
913,,2253.0,2410.0,
914,,128.0,168.0,
915,,730.0,732.0,
916,,5.0,7.0,
917,,4087.0,5320.0,
918,,989.0,1119.0,
919,,9.0,2.0,
920,,344.0,334.0,
921,,456.0,774.0,
922,,0.0,0.0,
923,,15.0,15.0,
924,,3615.0,4195.0,
925,,1248.0,1284.0,
926,,0.0,1.0,
927,,57392.0,66765.0,
928,,162.0,185.0,
929,,57.0,62.0,
930,,7777.0,7987.0,
931,,4977.0,6551.0,
932,,889.0,919.0,
933,,420.0,417.0,
934,,9478.0,9847.0,
935,,134.0,105.0,
936,,2205.0,2367.0,
937,,18.0,9.0,
938,,431.0,458.0,
939,,1880.0,2065.0,
940,,0.0,0.0,
941,,0.0,0.0,
942,,1481.0,1583.0,
943,,55.0,88.0,
944,,499.0,569.0,
945,,391.0,443.0,
946,,753.0,879.0,
947,,388.0,456.0,
948,,736.0,690.0,
949,,7138.0,7315.0,
950,,6.0,4.0,
951,,2168.0,2445.0,
952,,2470.0,2728.0,
953,,64.0,52.0,
954,,21.0,17.0,
955,,925.0,957.0,
956,,91.0,86.0,
957,,148.0,81.0,
958,,1367.0,1469.0,
959,,438.0,413.0,
960,,344.0,341.0,
961,,286.0,271.0,
962,,1750.0,1376.0,
963,,1.0,0.0,
964,,15889.0,17401.0,
965,,190.0,247.0,
966,,30466.0,30464.0,
967,,4771.0,4824.0,
968,,9.0,8.0,
969,,2032.0,2098.0,
970,,313.0,396.0,
971,,9771.0,10317.0,
972,,7871.0,9047.0,
973,,3627.0,3903.0,
974,,422.0,405.0,
975,,19.0,14.0,
976,,1065.0,1097.0,
977,,307.0,333.0,
978,,23.0,18.0,
979,,16.0,13.0,
980,,364.0,436.0,
981,,611.0,618.0,
982,,192.0,220.0,
983,,451.0,414.0,
984,,1.0,2.0,
985,,9.0,7.0,
986,,5733.0,6285.0,
987,,32.0,27.0,
988,,651.0,710.0,
989,,1047.0,1168.0,
990,,398.0,405.0,
991,,8.0,8.0,
992,,1971.0,2098.0,
993,,312.0,295.0,
994,,3788.0,4298.0,
995,,366.0,395.0,
996,,14.0,8.0,
997,,1.0,2.0,
998,,3.0,6.0,
999,,371.0,380.0,
1000,,1.0,0.0,
1001,,8.0,7.0,
1002,,1638.0,1655.0,
1003,,1057.0,1299.0,
1004,,496.0,593.0,
1005,,1707.0,2014.0,
1006,,1227.0,1407.0,
1007,,428.0,481.0,
1008,,2400.0,2388.0,
1009,,388.0,473.0,
1010,,1972.0,2429.0,
1011,,487.0,608.0,
1012,,1064.0,1129.0,
1013,,51.0,67.0,
1014,,316.0,323.0,
1015,,606.0,771.0,
1016,,8166.0,9407.0,
1017,,9032.0,10362.0,
1018,,325.0,340.0,
1019,,29619.0,33671.0,
1020,,21.0,28.0,
1021,,6.0,4.0,
1022,,0.0,0.0,
1023,,2.0,0.0,
1024,,1.0,2.0,
1025,,4.0,6.0,
1026,,1.0,0.0,
1027,,1.0,0.0,
1028,,219.0,241.0,
1029,,6.0,5.0,
1030,,1.0,6.0,
1031,,22.0,21.0,
1032,,276.0,300.0,
1033,,5313.0,5515.0,
1034,,3603.0,3788.0,
1035,,2315.0,2404.0,
1036,,1217.0,1290.0,
1037,,5184.0,5523.0,
1038,,9707.0,9878.0,
1039,,204.0,235.0,
1040,,28.0,31.0,
1041,,1072.0,992.0,
1042,,36.0,24.0,
1043,,52.0,57.0,
1044,,202.0,207.0,
1045,,53.0,54.0,
1046,,856.0,983.0,
1047,,201.0,201.0,
1048,,12.0,48.0,
1049,,0.0,0.0,
1050,,6728.0,5991.0,
1051,,32.0,38.0,
1052,,6.0,6.0,
1053,,99.0,96.0,
1054,,985.0,1207.0,
1055,,8732.0,10744.0,
1056,,106.0,108.0,
1057,,7.0,6.0,
1058,,1692.0,1831.0,
1059,,4415.0,4743.0,
1060,,4650.0,5499.0,
1061,,4029.0,4563.0,
1062,,401.0,374.0,
1063,,37.0,18.0,
1064,,181.0,213.0,
1065,,824.0,955.0,
1066,,82.0,80.0,
1067,,214.0,200.0,
1068,,535.0,590.0,
1069,,337.0,258.0,
1070,,1.0,1.0,
1071,,825.0,818.0,
1072,,3763.0,4242.0,
1073,,510.0,540.0,
1074,,1289.0,1362.0,
1075,,3121.0,3320.0,
