task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	ea/1773c0	13413474520105512266	CHECK_DESIGN (Cobinding_ChIP_paired_end_design.csv)	COMPLETED	0	2020-11-05 23:27:49.502	2m 56s	69ms	55.6%	3.1 MB	5.4 MB	578.7 KB	4.3 KB
4	64/7848a4	11098665798483006461	output_documentation	COMPLETED	0	2020-11-05 23:27:50.296	3m 15s	356ms	78.4%	14.7 MB	20.8 MB	3.2 MB	1.2 MB
3	e9/e562da	4524489008773458125	get_software_versions	COMPLETED	0	2020-11-05 23:27:48.093	3m 37s	5s	91.2%	69 MB	3.9 GB	47.6 MB	38.6 KB
2	ac/81f3ca	17242981766351206456	MAKE_GENOME_FILTER (genome.fa)	COMPLETED	0	2020-11-05 23:27:48.901	4m 36s	17.1s	75.2%	4.5 MB	11.6 MB	2.9 GB	18.7 KB
16	73/c6cb58	51449796849268566	FASTQC (mp324-MV411-MEF2D_R1_T1)	COMPLETED	0	2020-11-05 23:30:54.773	5m 31s	2m 40s	106.9%	1006.2 MB	4.2 GB	984.3 MB	3.5 MB
11	72/605435	4073545999119155534	FASTQC (mp320-MV411-ZEB2_R1_T1)	COMPLETED	0	2020-11-05 23:30:50.437	5m 45s	2m 48s	105.5%	1.1 GB	4.3 GB	1.2 GB	3.5 MB
7	dc/283828	18417017929058644369	FASTQC (mp301-MV411-PU1_R1_T1)	COMPLETED	0	2020-11-05 23:30:47.906	5m 57s	2m 57s	105.5%	1010.8 MB	4.2 GB	1.1 GB	3.6 MB
5	a2/a44e30	6881981722617605992	FASTQC (mp300-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-05 23:30:46.541	6m 18s	3m 12s	105.2%	1007.2 MB	4.2 GB	1.2 GB	3.6 MB
17	dd/3172de	14271842936658261966	FASTQC (mp325-MV411-SP1_R1_T1)	COMPLETED	0	2020-11-05 23:30:53.516	6m 13s	3m 17s	104.2%	1008.3 MB	4.2 GB	1.4 GB	3.6 MB
9	b5/78d689	16860584429732225553	FASTQC (mp319-MV411-FLI1_R1_T1)	COMPLETED	0	2020-11-05 23:30:49.796	6m 45s	3m 37s	104.6%	1006.7 MB	4.2 GB	1.3 GB	3.6 MB
14	8e/bec718	11843908285013278533	FASTQC (mp321-MV411-GFI1_R1_T1)	COMPLETED	0	2020-11-05 23:30:51.617	6m 45s	3m 26s	105.2%	1017 MB	4.2 GB	1.4 GB	3.6 MB
31	ac/6ba991	7954171152403843751	FASTQC (mp879-MV411-FOSL2_R1_T1)	COMPLETED	0	2020-11-05 23:31:03.310	10m 23s	6m 50s	103.2%	1.2 GB	4.3 GB	2.7 GB	4.8 MB
28	44/a11ba7	12195331136056430424	FASTQC (mp877-MV411-PLAGL2_R1_T1)	COMPLETED	0	2020-11-05 23:31:00.296	11m 6s	7m 31s	102.6%	1.2 GB	4.3 GB	3.1 GB	4.7 MB
8	43/7b2916	13728090258385219723	TRIMGALORE (mp301-MV411-PU1_R1_T1)	COMPLETED	0	2020-11-05 23:30:48.546	12m 6s	8m 51s	543.2%	1.7 GB	3 GB	44.5 GB	43.5 GB
21	37/074bf8	17680199491418528574	FASTQC (mp874-MV411_MEF2D_NT_SC_63-FLAG_MEF2D_R1_T1)	COMPLETED	0	2020-11-05 23:30:57.232	12m 18s	8m 34s	102.4%	1.1 GB	4.2 GB	3.5 GB	4.7 MB
33	a5/0b78b2	731648740249239956	FASTQC (mp880-MV411-RARA_R1_T1)	COMPLETED	0	2020-11-05 23:31:03.925	12m 22s	8m 39s	102.3%	1.1 GB	4.2 GB	3.5 GB	4.7 MB
26	5b/ebda15	990300626288365080	FASTQC (mp876-MV411-ZFP281_R1_T1)	COMPLETED	0	2020-11-05 23:30:59.007	12m 46s	9m 5s	102.0%	1.1 GB	4.2 GB	3.8 GB	4.7 MB
6	43/07949f	15349024633800474731	TRIMGALORE (mp300-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-05 23:30:47.220	13m 7s	9m 53s	561.5%	1.9 GB	3 GB	48.7 GB	47.5 GB
12	25/873108	10190176312640251303	TRIMGALORE (mp320-MV411-ZEB2_R1_T1)	COMPLETED	0	2020-11-05 23:30:51.018	13m 7s	10m 2s	559.4%	1.9 GB	3 GB	50.4 GB	49.2 GB
15	e7/640cc2	6797703503387082719	TRIMGALORE (mp324-MV411-MEF2D_R1_T1)	COMPLETED	0	2020-11-05 23:30:52.271	13m 22s	9m 52s	564.5%	1.7 GB	3.1 GB	40.4 GB	39.4 GB
24	b8/fc89fa	381853746283171331	FASTQC (mp875-MV411_MEF2C_NT-FLAG_MEF2C_R1_T1)	COMPLETED	0	2020-11-05 23:30:58.376	14m 7s	10m 20s	102.0%	1.1 GB	4.2 GB	4.2 GB	4.8 MB
13	f7/8f2ddd	9796462791090044855	TRIMGALORE (mp321-MV411-GFI1_R1_T1)	COMPLETED	0	2020-11-05 23:30:52.851	14m 42s	11m 36s	558.1%	2.5 GB	3.2 GB	57.5 GB	56.1 GB
37	92/61d702	15480553348243790153	FASTQC (mp914-MV411-RXRA_R1_T1)	COMPLETED	0	2020-11-05 23:31:06.640	14m 33s	10m 31s	102.2%	1.1 GB	4.3 GB	4.2 GB	4.7 MB
40	9b/10a95b	15730473043427116235	FASTQC (mp915-MV411_MEF2C_NT-MEF2C_R1_T1)	COMPLETED	0	2020-11-05 23:31:08.233	14m 33s	10m 45s	102.1%	1.1 GB	4.2 GB	4.7 GB	4.7 MB
10	f6/f5cea7	10229200572562298479	TRIMGALORE (mp319-MV411-FLI1_R1_T1)	COMPLETED	0	2020-11-05 23:30:49.244	15m 35s	12m 3s	569.0%	2.4 GB	3.1 GB	55.4 GB	54.1 GB
19	e8/78e7ba	7414343165663832471	FASTQC (mp845-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-05 23:30:56.000	15m 39s	11m 45s	101.7%	1 GB	4.3 GB	4.8 GB	4.2 MB
18	6b/886f44	16726272150366834282	TRIMGALORE (mp325-MV411-SP1_R1_T1)	COMPLETED	0	2020-11-05 23:30:54.169	16m 31s	13m 1s	564.2%	2.6 GB	3.4 GB	59.8 GB	58.3 GB
32	d7/2c8f8d	17981262075985834134	TRIMGALORE (mp879-MV411-FOSL2_R1_T1)	COMPLETED	0	2020-11-05 23:31:02.704	22m 13s	18m 27s	561.8%	3.3 GB	4.3 GB	94 GB	91.2 GB
27	d7/ba9cf3	17453543157149564283	TRIMGALORE (mp877-MV411-PLAGL2_R1_T1)	COMPLETED	0	2020-11-05 23:31:01.008	23m 44s	19m 50s	533.4%	3.6 GB	4.6 GB	108.6 GB	105.4 GB
34	af/89af0b	17910858297449663407	TRIMGALORE (mp880-MV411-RARA_R1_T1)	COMPLETED	0	2020-11-05 23:31:04.622	26m 1s	22m 7s	536.4%	3.6 GB	4.6 GB	123.9 GB	120.3 GB
22	66/3bb37b	5010392815454415175	TRIMGALORE (mp874-MV411_MEF2D_NT_SC_63-FLAG_MEF2D_R1_T1)	COMPLETED	0	2020-11-05 23:30:56.618	28m 38s	24m 22s	553.3%	3.7 GB	4.7 GB	122 GB	118.4 GB
