,LYL1,IKZF1,MYB,LMO2,GFI1,MAX,MYC,SP1,ELF2,MEF2D_FLAG,RUNX2,MEIS1,RUNX1,FLI1,ETV6,CEBPA,PU1,IRF8,FOXP1,ZMYND8,ZEB2,GATA2,LDB1,MYBL2,IRF2BP2,mediator,cohesin,CTCF,POLII,H3K27ac,H3K79me2,H3K4me3,open regions,promoters,super_enhancer,regular_enhancer,activation,repression,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8
RUNX2,0.19286447296849205,0.15384296219706234,0.18504771593196515,0.13311801069799375,0.130373957805076,0.3984732110316772,0.23476389490934713,0.09398546933725081,0.16704011123376103,0.10792289029032316,1.0,0.17798921369350415,0.7634511375568555,0.3599881156918213,0.09277994606209221,0.25252794995483385,0.1964722621740612,0.055547916458463055,0.353902625656942,0.3931682029495045,-0.017333108930103796,0.1200148385619636,0.05287215800993147,0.1111285246221456,0.221914762256796,0.06564852432344236,-0.14243895643655935,-0.1614897504786957,0.05797005058303621,0.223885334199852,-0.013637308400174184,0.05912689872116142,0.3469394941547469,0.012368450214400759,0.05212222751267689,0.003753369791277355,0.13411493851622647,-0.05323701298683587,0.006736070808136638,0.004977505705658404,-0.007194909013139063,0.002390400511441994,0.07415522271049702,0.003528820716007621,-0.003683073947641981,-0.02016412114695546
MEIS1,0.09807884668737049,0.0887550907647689,0.10097733895677105,0.017651951172013996,0.09170293462010125,0.13633958663079176,0.04391561290781517,-0.08750174458647561,0.02917586826986182,0.03471108358637206,0.28532863641786094,1.0,0.19512766465858541,0.17410777713247072,0.024207606459429286,0.20169466739933534,0.15284779814383673,0.07211929511000773,0.1908821570619092,0.10611731840047157,-0.014433788710139353,0.06731995389677939,-0.10762456081353623,-0.1230371446615883,0.14402375881799245,-0.03759565485271238,-0.1307831629644189,-0.08896017236441019,0.07184538337109328,0.00943781907864504,0.00011278999794745112,0.05074161459836376,0.2013062550308409,0.007610457694743507,-0.013506361101804271,-0.0006653951502200254,-0.013527592176795592,-0.07344068435486892,0.005047355561533709,0.0034106825922530677,-0.004092639377684041,0.001835348055111267,0.03269944060798032,0.010086492785212982,0.006623790464965936,0.019589097718401664
RUNX1,0.20087960200689814,0.15823144952058954,0.16713067465626336,0.12877631143624013,0.12927916073104015,0.4310514939564419,0.2550418483059598,0.2575785201445229,0.1860744447020657,0.07316004500941407,0.8120116254467182,0.12081619684445627,1.0,0.36120159409393593,0.08486584922229298,0.2136673383320289,0.1579640090022566,0.022753466182516956,0.2968904596296504,0.3882486198962785,-0.012156969117487287,0.10774375953594122,-0.07379755377494296,-0.05345887271107196,0.13488325909883783,0.07697018088963424,-0.14794919251736682,-0.18201163592306926,0.015606871549414493,0.24564386509896746,-0.030869542871097815,0.04945272528531241,0.29613937872856483,0.012990567121297623,0.02292327001219724,0.0030208398009950676,0.16349818622912796,-0.03595771364343455,0.004305146336944157,0.004427777378114309,0.0028192088433980998,0.001648342890188009,-0.033587222061208274,0.003806883114952517,0.0069904831796345325,0.014794283887396592
FLI1,0.3078192978486356,0.18318912581077174,0.11069633837540381,0.16154563810062106,0.11894355488953492,0.36851056051727477,0.2340838119013763,0.07428313501327306,0.37664248235357495,0.0896284047043558,0.3957874664372466,0.09196874998191647,0.3170349862090356,1.0,0.43138695157308965,0.19194086008768435,0.16954235849491434,0.0005290721710742602,0.22223641602369534,0.3036141642953554,0.001188550126162681,0.0845486250023916,-0.08663327480089499,-0.1266724373260766,0.12642561942913713,0.09674175110181435,-0.12711679810147794,-0.1428391759614245,0.002996527918014988,0.22196589608230538,-0.0036973305750150703,0.06234863671474666,0.21938627221868445,0.008837655364999574,0.043806544369312465,0.0028986296010770373,0.183863439248608,-0.030802269710359938,0.004903734557303317,0.0038517127339947072,0.0028570740437758625,0.001730273613240939,0.07468603817960413,0.012201071063366072,0.006504023973740067,0.014041977887919832
ETV6,0.10905307043478146,0.19556518327816397,0.06670303004692196,0.08312846737736383,0.03146031473586646,0.2858318156781698,0.18846877773557869,0.04904076554612951,0.29459671673681054,0.0734174122380184,0.3004546680172943,0.028773747709023814,0.23882681832849278,0.4845951725226461,1.0,0.10195601453879848,0.13900495116190614,0.014946588696931965,0.187193512268893,0.3745339256744998,0.005789731759661727,0.04558627164472251,0.3111420599174987,-0.10902431476335196,0.125596653935066,0.08221701802126477,-0.06960659921195958,-0.10075578099457194,0.004120340635409842,0.15771600947765937,0.02247060283091175,0.02613721000312646,0.13868928215397625,0.003926170828340775,0.048300112472540596,0.0010135595850724807,0.15895147740855461,-0.020872676245230908,-0.02927940999513632,-0.003167991891231839,0.000855123172814693,0.0004949396947782537,0.022516072498388644,0.005033874766783672,0.0024888767157611592,0.005127287708499343
CEBPA,0.0592182645229644,0.07239830474280172,0.10241104962881385,-0.028370505137635366,0.06730584462843271,0.039014763569561246,-0.01528606059068537,-0.19989564819824904,-0.03634978530108264,0.024148738696664545,0.20785403354363313,0.1512301067125688,0.11313872674644185,0.12352533031824087,-0.011054624507588198,1.0,0.08003096061572848,0.03283795223201251,0.1609634824213901,0.05726778813508922,-0.0313534441076125,0.08176472192580794,0.0706022494417176,0.06848545217656563,0.11196333528278447,-0.08926286796838973,-0.17823027306748251,-0.1494069695610999,0.03684196895697516,-0.07708286457075933,0.002447297420011772,0.05372049036769865,0.07558847748820985,-0.01544200513139528,-0.008002237570336506,0.0008549993080209841,-0.08895291843148612,-0.04699954775305383,0.005067442195521544,0.003782271649510808,0.0048222998029859325,0.0031467422114832932,0.04136812404056496,0.00961848777054908,0.008998041537737237,-0.0006055516084709178
PU1,0.07573713085998815,0.16803345318799506,0.03771467809878122,-0.003150279116322557,0.060948662310892576,0.1398880529584969,0.07327800358307422,-0.09812086261125728,0.05760256064733618,-0.0072716136356512796,0.23429774010336132,0.08705680757281072,0.14643304720314695,0.1652246965650861,0.1486657892124139,0.06566373435128445,1.0,0.3826819163061362,0.11537008063411931,0.10241864967472748,-0.04271941423222672,0.1142047591873789,0.05192575636689998,-0.0966081503518236,0.043549753356606484,-0.04408967666637935,-0.22717558358836862,-0.18597112766111973,-0.041050834231314094,-0.013779933815070502,-0.0196206736885859,0.05203743158323329,0.2216106631804301,0.013323657101754099,-0.04248311873446298,0.005354615599285237,-0.0327770457605921,-0.04877203944780965,-0.0003487339831954647,0.0031789813682267538,-0.003032481130452522,0.0005939502437825271,0.1151193435530313,0.019010600637103303,-0.003716428958125434,-0.04209620877965965
IRF8,0.05179269697128429,0.10930170847740207,0.024031021502653672,-0.01995140091965075,0.06040530192306746,0.05619924111228182,0.01333223210113082,-0.1268231858542981,-0.020726303588840703,0.013344292346916125,0.15951575222433742,0.08959851007900495,0.07188151987617299,0.07995584967233325,0.052551034874622454,0.07310596721223872,0.4651364459290591,1.0,0.08761166007026028,0.060546684384375465,-0.014848350510302658,0.07675847059893838,-0.058900790760785526,-0.08024043558088176,0.13305783673629348,-0.0607859339160095,-0.11281071910945978,-0.10013889578253028,0.02196988694332661,-0.03911587991099126,-0.01758365193581069,0.0424339289839914,0.17863455011698537,0.0046823541023382565,-0.03162897843050236,0.002367548318576901,-0.04808308435256707,-0.04048684406947822,0.003720401021766559,0.002178276224667451,-0.0004328001893941665,0.0005283211832866313,-0.10145694681983768,0.007464108186288311,-0.016790490224851587,-0.0037787507217838766
FOXP1,0.12978222178151588,0.14767789741106652,0.2837084914149399,0.14442725694929645,0.06148882108396521,0.4287998353381071,0.25454049349404645,0.23456655775147217,0.18429703610867196,0.0986091595599707,0.4903762670202337,0.19343826366353972,0.3281062242745253,0.30152516404041796,0.1092016313320434,0.3142386072011717,0.18009848935733375,0.06979233991758664,1.0,0.3196246383971657,-0.0040837322592975405,0.09605507029264738,0.2098653027785819,0.09443172983335665,0.20364478132483455,0.09427732902828745,-0.16599348494079663,-0.17793457834335416,0.10494200771963239,0.2458689042528036,0.015657005452277783,0.07778860288196325,0.32886581505679663,0.010301555150510271,0.09155750805832694,0.0032394202785331204,0.18629102106826337,-0.017427691429538938,0.004421944567483288,0.004392523999635597,0.003040318367311996,0.0017899532057973353,0.07060595353778394,0.001819516884319293,0.007563090864648261,0.014569280875620537
ZMYND8,0.15138804459401053,0.19519496006532314,0.15665841701899208,0.205384870596853,0.06804624105469373,0.5886050850885086,0.40549964933428545,0.3145175542207351,0.30543450363446556,0.12318276737239305,0.5359350751843548,0.06096171897621151,0.4366100124672065,0.40624713015616026,0.2612036648769384,0.18385703070109322,0.13080399176850455,0.012442489765538871,0.3365140158029596,1.0,0.02488114092829218,0.0762011433376027,0.027056991768477024,-0.08075551581452334,0.19098285181178637,0.20445629137034277,-0.12398996851198205,-0.1792978941749904,0.028931960415058022,0.3811885787692805,0.017787376956018806,0.06464117904631211,0.3145379320247886,0.012500556646392207,0.09662206998501698,0.0020953052616853123,0.32280452263099263,-0.039732524524274074,0.0026563710530783905,0.003625847439783475,0.0017673846296098728,0.0009001472774548919,0.06483366113122448,0.013684144534660964,0.0046478234876678615,0.010611764462406654
ZEB2,0.09505408624134369,0.12905129910509458,0.07611894806501775,0.06419579571193226,0.052412925262793966,0.18787444435629427,0.1009796156526398,-0.0012155264029582694,0.08948655745801871,0.06828269263972118,0.19159076411852186,0.023123133977822324,0.1336564026991453,0.13289539422094046,0.047391562091265174,0.1329869394243768,0.1359447235581504,0.07252567782900884,0.11436882835913621,0.11950507403091781,1.0,0.04476829257799818,0.4423755456862679,0.01147931064623906,0.07471237898385649,0.055828398585766055,0.01392416443253361,-0.06245731973567718,0.14606934981692707,0.09650626617523451,-0.02560414803961352,0.03656328204846496,0.07595079916057007,0.004782732843273508,0.004269003678503937,0.0014559459744806623,0.07908959177559065,-0.013019003191008353,0.002684821290425379,0.002047070178617977,0.0013740860521623325,0.0006469955553882918,0.04443785725448071,0.005914734099124066,0.0038567066387967482,0.009742103017987558
GATA2,0.15426328098406536,0.02001172404831494,0.054531192901008975,-0.010192513171991642,0.005568924245264735,0.015658053011025595,-0.013741457415302537,-0.05977777366869941,-0.0211204796332118,0.012771402658187775,0.09648716642819136,0.04855985925020257,0.0694414350023678,0.054102852451355425,-0.010842968057906268,0.06331743412880653,0.06243742825786761,0.04606985464434223,0.04072555328779268,0.02623710388961975,-0.013066433074235885,1.0,0.5439108304262898,0.014473797091498037,0.03470450600462323,-0.02609899187925662,-0.05128220295259335,-0.04552927690282395,-0.0007684423229721571,-0.01844410491714277,-0.009164364486810824,0.00809568093161818,0.045257933790029625,0.0016684677988809341,0.006072845130704764,0.0010288321700540292,-0.020797109637046382,-0.017576282328637654,0.001483529269004891,-0.0008639596133958508,0.0012309887225542089,0.000819183492484813,0.02619634567079988,0.003065221315737872,0.002466770849714647,0.006242293645688514
LDB1,-0.024003392956995252,-0.014207571865732318,-0.005195558231837663,-0.013096217840204547,-0.013256645806892592,-0.0028991838247704837,-0.01351507835978592,-0.0033199049591904548,-0.01445733160502269,0.008619386785987195,-0.006048828262340064,0.0077209028890611875,-0.004427692565313476,0.0016935280973410917,-0.05237443278426638,-0.0010935360374661977,-0.01649055869029262,-0.007404412269594239,-0.0023592711690627586,-0.003219075161658128,-0.0034555249670263806,-0.015644643975654276,1.0,0.0029931407804281453,0.04769199282432687,0.010845219824701944,-0.003979587437007463,-0.049028679193403736,-0.04462986902741609,-0.00389342692853833,0.007605278656109315,-0.010916644975823906,0.0007025081994708767,0.00023898925097191735,0.00760546955448161,0.00010366180502557518,-0.0019827339474562935,-0.008574483471449519,0.00023951835930422923,0.00014606267659401784,0.00015169248909977003,0.00011576875302710325,0.0,0.0,0.00018289865348559994,0.0
MYBL2,-0.01067297067904597,0.0016615893637436693,0.08471960302981044,0.052968211552934956,-0.013734959559816308,0.08774910452663369,0.05675790877678241,0.056883848793727945,0.04414595610987472,0.043070888603245226,0.03619003405014056,-0.01702500796822924,0.015984600851871592,0.022630629648296572,-0.026533027994311974,0.0009742730625690373,-0.010356588949944451,-0.021873385652220384,0.03871902741414026,0.04010296800993293,0.020733823127549532,-0.010686209560592715,0.3344806742652887,1.0,0.03517895197394285,0.05659179177374204,-0.015531235779669476,-0.03165248296726482,0.010802807734166722,0.10495131578908116,0.03543057846757224,-0.01247145562105659,0.028284014331787323,0.001232550957224285,0.0998155611083864,0.00013860029378645467,0.09174208240438284,-0.06786723081346226,0.0002722370969468499,0.00035251971888775643,0.0002061044997241521,0.00014006889900184693,0.0,0.0012147860759307877,0.0002179816167978406,0.0016420361247947378
IRF2BP2,0.13677646853929695,0.14919019077200604,0.16951155100458792,0.2486522930980339,0.006684976712374552,0.49014090490383944,0.3410743913089411,0.12047135206190866,0.24263729012034452,0.40478869812467216,0.4595740198977034,0.10986572495991569,0.29372224024971366,0.3188259075337483,0.11817375749380242,0.19053788932135085,0.082537721470908,0.053079516977201646,0.34002778729425326,0.37716329741972165,0.012770641146141298,0.06597801152111693,0.07967993161347939,-0.014904471653354547,1.0,0.22295415885433265,-0.0947526589616532,-0.17362853533674502,0.17061785798402904,0.41037364872365867,0.04382643908549068,0.058906194522753745,0.2571570344604927,0.01020422796806779,0.14702677623494875,0.0018582619735306165,0.32727559396506184,0.004461750984601965,0.001956054878291575,0.0032242985397765113,0.001587286566982646,0.000734384198803992,0.042704607858283984,0.012172283776900602,0.003979347144018088,0.009629407074580409
mediator,0.08352584004067068,0.12893840777239846,0.12177942416260028,0.38410726032045556,-0.02569362874564265,0.5152304955004043,0.36568163415284927,0.22124922155161997,0.27336512048012157,0.08584689514104572,0.25577929902997565,-0.002045239023024493,0.13932939122280905,0.24837187300063102,0.10626188611467166,0.15862527281713185,0.01875983887430859,-0.06248193346195474,0.22335791769381808,0.19124491696247017,0.02310928822499394,0.04651324054389212,0.17926558337841098,-0.12504944083958644,0.062102733283213314,1.0,-0.11180015853764218,-0.1800477828205457,0.181592296234225,0.5556488666460577,0.1000695449568455,0.0783868381844817,0.20077611540166587,0.004884644841820699,0.38495934951592997,0.0025975357321928096,0.47358852193022577,-0.06405554933836406,0.0030258042492497354,0.004643714791184495,-0.013614449698170002,0.0007996132669354845,-0.05308251514637128,-0.007786968065242135,0.006160106429347098,0.01575874980642481
cohesin,0.0717077528350583,0.04965608173233187,0.01603967743741621,0.0942017285159137,0.02018823726740717,0.2313513697718037,0.14527627757481515,0.0774041315688635,0.1202166776087316,0.0520366047961636,0.07733418499609704,-0.06489599966282142,0.07760000199347389,0.09195703943143757,0.06356517111578792,0.03803309534177537,-0.042584976488374865,-0.10688427724579222,0.10004699350538862,0.13417136847792105,0.12493320449431172,0.02898009247523803,-0.12308884812126705,-0.045334137072654795,0.05555357232039956,0.08217445946213557,1.0,0.47171196834314916,-0.038133842067961006,0.25021761738679377,-0.060541489071145274,0.01258154747065495,0.05651032454570812,0.011652747352446705,-0.008146519528019034,0.0021478410204229938,0.23738955053160904,0.039671797683674105,0.014085645114155767,0.0036962344403379025,-0.004006536696917923,0.0011174900755496176,0.010040739213346101,0.013144077920704695,0.004926490857840556,0.012100968463847
CTCF,0.0003157125416799358,-0.00011504986108976758,-0.02893329977585095,0.0393607833165759,-0.006499884075938508,0.036925238701369226,0.028647784848833183,-0.04465003733161367,0.025405612365554806,0.013721598244462632,-0.03425529910241003,-0.07030307595314042,-0.02170780757425193,-0.0016091545345753616,0.018245622911725684,-0.038040707434816926,-0.07884489951401259,-0.10308816932376184,-0.00461640839339814,0.04887141537165202,-0.007128576061544547,-0.0006941953451812055,0.2330342929672415,-0.10515874048627924,-0.0048407644338821125,0.021913590044377085,0.665577767125851,1.0,-0.020446072060063894,0.12879061187975618,-0.027193290999013596,-0.01856024827019536,-0.024574915245119323,0.004826670817968699,0.003314665357982158,0.0012188191849668364,0.11779245427175977,0.022498947580141693,0.006311722429556075,-0.0074033184381482485,0.0015065012492314434,0.0009774451670695387,0.04898154797747962,0.005882876172456993,0.002036252547093215,0.0073949545086656465
POLII,-0.004893956532127103,0.06199903255673164,0.06971695886091388,0.33625564575357814,-0.03546219784640115,0.33960064645683324,0.3079693463688266,0.1814057377152064,0.19020782986235885,0.07986531073394391,0.13856246739233505,-0.052234955186554556,0.050153248025244644,0.15374522407419874,0.054036426725487356,-0.005175450125790039,-0.04889348487040395,-0.08086672838202964,0.14426525885996616,0.10671035799285214,0.03718197169009724,-0.012836569487329133,0.27316171821390883,-0.11690103037133599,0.046125287445382836,0.3593275573487371,-0.06364500278299774,-0.13708069365739445,1.0,0.48858749211508645,0.12457691825258486,-0.01046183320219384,0.07453237578145787,0.006675449221540047,0.3946537427602367,0.0007093209665599824,0.4199665188471181,0.02231371473113107,-0.13604830452668276,-0.007932612117122715,0.0008648582076875768,0.00021407086652657154,0.015873015873015855,0.006659349509992441,0.001160179148294959,0.0072937301387953546
H3K27ac,0.07548566199140877,0.09570064335839144,0.16383030476558352,0.49886473716269497,-0.06869114620906044,0.5179091475020311,0.4103854092759843,0.2768442901330377,0.3277159322475955,0.09361479768754553,0.20603877195971348,-0.05325823834318818,0.0920464980050967,0.26021149174189495,0.12207281230547308,0.07037276240737524,-0.016041707316322262,-0.08323292747851592,0.19009729184632143,0.15883646578615052,-0.0008210202985490459,0.0450710724572412,0.14681542175659393,-0.050585262504067315,-0.00889462136839603,0.4152698900493394,-0.14568598427831211,-0.21906525697552423,0.06319952089836454,1.0,0.08757900405054535,0.08573138486848376,0.1625735591002644,0.007417372757021913,0.3225209087946842,0.0033211694071556826,0.6385260906368695,-0.04730873729606675,0.0020228473397456265,0.0050415708817284,0.002651210703025057,0.000567450014890628,0.09704436661339932,-0.003269965698870658,0.006474199793854682,0.018918832217988343
H3K79me2,-0.020000886202613956,0.030025786171802585,0.07193770352085314,0.247581779420378,-0.04427651450933159,0.23935072160054313,0.26577835201376665,0.2073274062649127,0.22080698742014776,0.03716108295649861,0.044608856234197226,-0.06079524330360047,0.016585255459586893,0.11597972332382075,0.10914008227740146,-0.028478515887633164,-0.050105016543069286,-0.07337324145376532,0.077445152493492,0.13390140831093192,-0.005078102617975938,-0.022387424885845136,0.1079134302550962,-0.02354479500915172,-0.06088632549890357,0.26031182427077926,-0.1203022333042447,-0.16237928738015076,-0.044940316434605415,0.43693923091505193,1.0,0.03197309971217946,0.020403245609545314,0.009367362878399524,0.34151717704428514,-0.0024509133664664135,0.6418879088600699,-0.026377210178449538,0.0015243742642667227,0.0029972845302187784,0.003271287335570583,0.0005169221099697114,0.02055609296508603,-0.0018108719758031288,0.004438090995388414,0.019621133869111976
