,LYL1,IKZF1,MYB,LMO2,GFI1,MAX,MYC,SP1,ELF2,MEF2D_FLAG,RUNX2,MEIS1,RUNX1,FLI1,ETV6,CEBPA,PU1,IRF8,FOXP1,ZMYND8,ZEB2,GATA2,LDB1,MYBL2,IRF2BP2,mediator,cohesin,CTCF,POLII,H3K27ac,H3K79me2,H3K4me3,open regions,promoters,super_enhancer,regular_enhancer,activation,repression,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8
LYL1,0.0,1.2487746535680266,1.7307868553708292,1.5691472048765194,1.604386478378333,0.6015575537197593,1.140280379733313,1.179047703807634,1.004799118619063,1.456298937906642,0.7771637398556895,0.9720711836856213,1.389886407502946,1.0626177931604435,2.1242601026808403,0.4633729632192583,0.36454548675230697,0.7144400456256395,1.2132778980487489,1.718128030556535,1.5948889747047712,1.3755944986748516,1.9330992963792533,1.716352112488795,1.7887985278256469,1.2848577453118857,0.875398724352711,-0.578184329899323,0.5556512154080337,1.0005043565026273,-0.28415882923665087,0.9406688842760363,0.4758707896673887,-0.6915195146536592,1.079468448229505,0.6427724513685505,0.6599179116682025,-0.9159161030107179,-1.6221502812274455,1.034655429904455,-0.616316038255906,-0.8603423775884504,-0.8846973723999977,0.2611726311225307,0.8160246281285309,-2.0218855874303103
IKZF1,1.2487746535680269,0.0,1.1400030622351436,1.3951134751317729,0.8354036024752837,0.45671419385022977,0.9527891814027621,1.2519643925417065,0.9906214490629508,1.2883664543452686,0.4945538968955795,0.5705800080573439,0.9433468516868224,0.8178276597872015,1.6761125663582725,0.1144490597426569,0.35824237911115253,0.5722501736937652,0.8227130860522732,1.4130613025732066,1.2008740231347232,0.2708888039680153,0.14739114883514237,0.9988154675862634,1.4149034996617693,1.2290075011047379,0.9049081017352811,0.42021522041187925,1.4973818771172882,1.0371289890444062,0.5052339241161203,0.45956674043803764,0.3190602852712889,1.2199354362271326,0.7845897366309793,0.36112484352632834,0.6251944825519595,0.04017825901386157,-0.32673676597752305,0.8796268073833684,-0.28593514604431486,-0.9004402004089683,0.17205320306941144,1.0111494345004575,0.3816729965593157,-0.5887591330511623
MYB,1.7307868553708297,1.1400030622351436,0.0,1.8290090686538942,1.2544400295651505,0.565202526454439,1.13035856999959,1.5458191581822887,1.0778152935988037,1.7184096696824942,0.7488732390367332,0.9670280732344804,1.2923931370302324,0.9640732335161631,1.9117407434308773,0.3653194581433915,0.3471153854320124,0.6966000999106671,1.2968334235196295,1.7929860255324348,1.3620908590564722,0.5913299909002571,-0.32754879511473495,1.7655362786776128,1.9084785689843051,1.52250362651304,0.9814114662283461,0.23934283865787556,1.9064110011494575,1.2903212674420332,0.7728881324810365,0.48464961863770595,0.46504512760573613,1.5822699419762378,0.7986186643735337,0.4297158602959851,0.772880188540208,-0.4976853807148693,-1.1239237650348182,1.0694149972335176,-0.5550605978543158,-1.0957225509704884,0.3745220086052853,1.2331222557356054,0.43077534002877416,-0.8077540959535652
LMO2,1.5691472048765194,1.395113475131773,1.8290090686538942,0.0,0.8912786205199912,0.6223525376529223,1.4555215012304499,2.1032932772405366,1.5290667917301404,2.2500746794049156,0.7987593308080022,0.8513834771800731,1.4311072248373444,1.1434588311299652,2.319693857485462,0.05359155032369313,0.4229029508268142,0.7149004210493327,1.3313158504698188,2.243620750879023,1.5384614612709995,0.4290643481222342,0.4949106115840592,2.4559594215096787,2.355337097594252,2.1251428939850943,1.4177829887048663,0.6411111385445031,2.873596675072859,1.9652550576550798,1.7156440213801836,0.0031676558107070424,0.4991220459921271,2.606954065744241,1.2988371459043688,0.15668611477474234,1.1477362000127693,-0.9624477884952596,-2.698339054230575,1.435028827588471,-0.8988251326374527,-2.708928260058629,1.129626147502315,2.1525794396057725,-0.16293168506500222,-0.26505828982036145
GFI1,1.604386478378333,0.8354036024752834,1.2544400295651503,0.891278620519991,0.0,0.34372824912087113,0.6721810159769444,0.9762359284375648,0.6061210411106356,1.166839511786456,0.5826564507642376,0.7742834660708077,1.0606079926206182,0.78747234622056,1.737714189879529,0.4626107683668377,0.24646551133675515,0.6049584242654789,0.9798520669377793,1.3725802289167661,1.1401152045928293,0.6637169967700369,0.37397575892748774,0.6810795614547985,1.4153544513205791,0.8630711097884355,0.5010545246522262,-0.029665073896889105,0.7376093805947062,0.14230964375494573,0.041422763779098974,0.3971545044953796,0.28688423198446317,0.2936553265380618,0.13769442231990203,0.18731038108952486,0.21541421321357127,0.9584175053180903,-0.5032889513658148,0.40767968223367,-0.261111624516287,-0.15827092264006756,1.034226386952881,-0.17274128708788383,0.36571457781569056,-0.48147345133116126
MAX,0.6015575537197594,0.45671419385022954,0.565202526454439,0.6223525376529225,0.34372824912087113,0.0,0.6246194082968224,0.6182209072412636,0.4602576640777602,0.6114990053916983,0.33253630788920324,0.30495955602566494,0.4971453510626444,0.3715429803159796,0.591875899518457,-0.008373897695513792,0.06157874372573801,0.14908519489721858,0.4812579532664694,0.6505297442148457,0.47949749825927185,-0.014066007685065132,0.11144609358659704,0.43768913994197906,0.6250435129178024,0.5708734697189821,0.5384461307982721,0.43895308291244706,0.532364151445727,0.5051977587574668,0.18296647091597118,0.22265681517116315,0.2708791077168104,0.6350457994138894,0.3566908366751827,0.17501199564900305,0.28672937336796556,0.36530787483692856,0.4047348731101244,0.4374660992844477,-0.10274049266011621,-0.4301692113531551,0.49004663761084977,0.5618988455043944,0.21299735980221315,-0.631089172134097
MYC,1.140280379733313,0.952789181402762,1.13035856999959,1.4555215012304497,0.6721810159769444,0.6246194082968222,0.0,1.3798548645778566,0.9843746878942251,1.337911215488029,0.5593953210373249,0.5800984748586396,0.9629622393699885,0.7254750148039117,1.3736904668434218,-0.01208090645240833,0.20361168595042373,0.4114914601441665,0.8610822943362112,1.4403542153722588,1.0471085280563432,0.0697947590704066,0.42357347783380206,1.1693876086243242,1.4005997657105445,1.2872311434927226,1.094004011861061,0.7097356440363396,1.4739053023943585,1.0803863239218128,0.6198673693193295,0.16148523598519482,0.40149073809255365,1.5075070307293013,0.6531674121256011,0.2115624249494198,0.5709056947354387,0.7880943111067581,0.3038931384197146,0.8837278127379844,-0.4103745657695942,-0.9494643110915989,1.3886786873876162,1.160626875240306,0.10752081884355523,-0.9895176271464913
SP1,1.179047703807634,1.2519643925417065,1.5458191581822884,2.1032932772405366,0.9762359284375648,0.6182209072412636,1.3798548645778568,0.0,1.3643804891059488,1.964153722049259,0.7284548485256954,0.7316994386474089,1.3325349739115597,0.9962557143501248,2.06491881083787,-0.0772536442544193,0.2811033138625479,0.5469798380692286,1.1800876336045873,2.0239179748470977,1.4053080809503058,0.14187072538839923,-0.17849938041109717,1.9754877083604552,2.0305314362887574,1.769741119818488,1.4251941750479418,0.9117544007734365,2.307430827884981,1.4855135183518426,1.1167156243467404,-0.2279494345145693,0.49588839354491393,2.367396764084435,0.6930040168332756,0.018893129762072313,0.7851775249700123,1.0040236191189718,-0.050743833212724625,1.1366917117539503,-0.7224878604171109,-1.3734178737975447,1.704143668950744,1.6856992211559692,-0.2934324163554373,-0.6960789519133626
ELF2,1.004799118619063,0.9906214490629508,1.0778152935988032,1.5290667917301404,0.6061210411106356,0.46025766407776,0.9843746878942253,1.3643804891059483,0.0,1.3416395002636476,0.4529318135205061,0.5087282255919191,0.8746125118107666,1.0059593372299573,1.6136370677429446,-0.1202913422660384,0.40144780657220624,0.47558426870934045,0.8154471647144439,1.4394342166957783,1.0255933454698771,0.048939833905252986,-0.0015378459607001346,1.3481373403182464,1.4084261947452803,1.2516601922387713,0.9768960512688737,0.5261537201844348,1.654628591271269,1.1281634339174385,0.7427040050547751,0.12029040340743682,0.36618953625224715,1.6032585133908568,0.56197777921305,0.22353074644582868,0.6075955914611916,0.10308651851963918,-0.12255367515370293,0.8548784625941197,-0.33477939774839227,-0.8433492613465093,0.7390861985287133,1.257376036599078,0.04281668855501534,-0.3942803055491909
MEF2D_FLAG,1.456298937906642,1.2883664543452686,1.7184096696824942,2.250074679404916,1.1668395117864563,0.6114990053916985,1.3379112154880295,1.9641537220492593,1.3416395002636479,0.0,0.8112449450337978,0.8651497919958221,1.4353008766603548,1.0625896677615387,2.176569891158795,0.2108722361420221,0.35326858505374326,0.7049875117989064,1.3385399283654145,2.0898103764749663,1.570453432771378,0.527883327249019,0.7673792161068268,2.355769129024154,2.3124165750976604,1.8301285771497517,1.2899490176188768,0.7916641803069948,2.4553086327338094,1.5773286245197822,1.2572296727758943,0.02131300543277433,0.48168413071897825,2.280772307888564,0.8165714641472075,0.19738519871735818,0.8949905537225584,-0.09740349914146104,-0.9487460347775184,1.1713219613387293,-0.6971546775201181,-1.3920210401393796,0.7431316698601494,1.7697531435504674,-0.04273708991519968,-0.7546462604266305
RUNX2,0.7771637398556895,0.49455389689557927,0.7488732390367328,0.7987593308080022,0.5826564507642376,0.33253630788920324,0.5593953210373247,0.7284548485256951,0.4529318135205061,0.8112449450337976,0.0,0.419656736116521,0.8679026583085483,0.46690832314947583,0.8047643861013197,0.14407721166486184,0.06886949768726837,0.2501616961326333,0.6801489450349018,0.8628833665775992,0.5894673085504271,0.15315073145472818,-0.4885064138823744,0.7159845115650132,0.8515300587872553,0.6974216053992407,0.44015559808952753,0.15150444897073556,0.7768977317345546,0.5114033967175758,0.2614814485456346,0.2859760017754224,0.29859933429747254,0.747344428162472,0.2163855504587206,0.22993446540272658,0.33904941373230224,-0.11030066549862642,-0.31784337039277644,0.4650989705524815,-0.18929427916574254,-0.291951708892927,-0.06529498315783053,0.5059191284539851,0.2590570264233504,-0.42921716670981996
MEIS1,0.9720711836856214,0.5705800080573437,0.9670280732344803,0.8513834771800731,0.7742834660708078,0.30495955602566494,0.5800984748586394,0.7316994386474089,0.5087282255919191,0.8651497919958221,0.4196567361165212,0.0,0.6875078852329074,0.5148485725706128,1.0131207312244175,0.2650208160967846,0.11665515352232977,0.33718991096511086,0.7821385519374678,0.9727616216149705,0.6376650433358931,0.2478968480805054,-0.9172620352203867,0.5608350361367279,1.0181571393860958,0.7511226417761487,0.43940465324500394,0.06280279749763572,0.8882861072758529,0.5021239001144794,0.24399146241743946,0.3169940501706026,0.2607373174673445,0.6044767049755309,0.24734594608126026,0.23581009459904484,0.3268108365196006,-0.6505493355202148,-0.33076070119804074,0.48758786165031764,-0.23912529928463044,-0.289092196965745,-0.8711202535756659,0.4321137873153294,0.30482004414346525,-0.5132880931976207
RUNX1,1.3898864075029458,0.9433468516868224,1.2923931370302324,1.4311072248373444,1.0606079926206178,0.4971453510626444,0.9629622393699885,1.3325349739115593,0.8746125118107666,1.4353008766603548,0.8679026583085483,0.6875078852329072,0.0,0.826659243723294,1.5335403463085195,0.2002419379312922,0.23043327293531415,0.5082822639939993,1.0448610233032483,1.5536488437022042,1.0964294836514175,0.4095208137744535,-0.7257836655378592,1.192754849071799,1.5393318470941395,1.2009896415017243,0.8379003597683428,0.1811210758305646,1.489005509061383,0.9708286273924197,0.5450280092370425,0.39195215451321785,0.4427383893904325,1.4326608113507286,0.45152211494540423,0.31429511077990946,0.5963066183065866,0.1310071629630771,-0.8160420991653602,0.830264024706252,-0.45600490358490214,-0.6409765625219073,0.15685938382398193,1.005894488779418,0.36084310126794417,-0.9803288312063305
FLI1,1.062617793160444,0.8178276597872015,0.9640732335161631,1.1434588311299652,0.78747234622056,0.3715429803159794,0.7254750148039117,0.996255714350125,1.0059593372299576,1.0625896677615383,0.46690832314947606,0.514848572570613,0.8266592437232942,0.0,1.3144868424601193,0.12615804849853737,0.3001646229907552,0.4049941333873634,0.7729995833578148,1.1791561479268762,0.8125492340402614,0.18907904009303395,-1.1306500103567063,0.7207743083944149,1.1521359892954792,0.9657493969389086,0.6115216875829548,0.14298465283548728,1.1428139050541744,0.7935638497137534,0.39873309200772855,0.3632192349337081,0.2890154131877098,1.047957105002809,0.35487852355576904,0.3171818056814161,0.489253401015731,-0.228167091162901,-0.4547309286015135,0.671626890361446,-0.3137593996938429,-0.4880278303320176,0.003531806001099511,0.8027992543374687,0.31205884842059783,-0.7031652573438567
ETV6,2.1242601026808408,1.6761125663582725,1.9117407434308773,2.319693857485462,1.737714189879529,0.5918758995184572,1.3736904668434222,2.06491881083787,1.6136370677429446,2.176569891158795,0.8047643861013201,1.0131207312244175,1.53354034630852,1.3144868424601193,0.0,0.31484791745975776,0.547226802100644,0.9828048774463676,1.4283683209251508,2.4004437332617266,1.9338155106893706,0.7961972659146651,2.5485372932662265,2.5572013538285443,2.461988918064326,1.840217610677056,1.2979017740465786,0.5373489878085761,2.562845342058228,1.557045671040645,1.1578685519469039,0.2966599442642309,0.4764358135446301,2.1047046132686384,0.9288723094481149,0.2243683916783288,0.8794794267209673,-0.9742227200014386,-1.8052325490233148,1.242919503438229,-0.9540071029283177,-1.3469193856565593,-0.6132137767303858,1.5708226400635772,0.2151807381883841,-1.406447590543337
CEBPA,0.46337296321925875,0.1144490597426569,0.3653194581433915,0.05359155032369313,0.4626107683668379,-0.008373897695513631,-0.01208090645240833,-0.0772536442544193,-0.12029134226603823,0.2108722361420221,0.14407721166486184,0.2650208160967848,0.20024193793129247,0.12615804849853737,0.31484791745975776,0.0,-0.1039977344593559,0.006413781881503917,0.3915124594879642,0.20213403205947209,0.2712498661109073,0.39172777490923466,-0.11422008432346846,-0.23108690584500913,0.26458248904681136,0.11445107705572703,-0.31757877704262927,-0.6555838519707528,-0.12014297235706516,-0.07089739075621057,-0.0702780808744558,0.29748364440026687,-0.07568352183946732,-0.6465983865068262,0.0012181965863542407,0.19259158754185773,0.08935234768660422,-1.217514886271481,-1.0918064638509184,0.02101644276792989,0.02469052832991092,0.06205048206848453,-1.6645364422377333,-0.3284969319987205,0.25570582850860657,-0.015128295377239248
PU1,0.36454548675230697,0.35824237911115275,0.3471153854320122,0.4229029508268142,0.24646551133675515,0.061578743725738315,0.203611685950424,0.2811033138625476,0.40144780657220647,0.35326858505374326,0.06886949768726869,0.11665515352232977,0.23043327293531415,0.3001646229907552,0.547226802100644,-0.1039977344593559,0.0,0.41158288371917373,0.2555784574717712,0.4503268718052307,0.30441854329000867,-0.01834932786520592,-0.6258280672422872,0.0571426372831897,0.4361983273087344,0.31948821797012655,0.0942367644969893,-0.2704521834935194,0.4267882337480193,0.2602828777935068,0.0900215381354192,0.18607334805458575,0.1502476637091986,0.29754693025994167,0.08318790549937051,0.13036118037341257,0.17033260703532488,-0.4548842884073454,-0.5540941502271036,0.2307259871035698,-0.09661002353015102,-0.07818180718590201,-0.35789486199565423,0.243148603926922,0.1660159346241318,-0.24861652071066137
IRF8,0.7144400456256397,0.5722501736937652,0.6966000999106671,0.7149004210493329,0.6049584242654791,0.14908519489721858,0.4114914601441667,0.5469798380692286,0.4755842687093407,0.7049875117989064,0.25016169613263356,0.33718991096511086,0.5082822639939996,0.4049941333873634,0.9828048774463676,0.006413781881503917,0.41158288371917373,0.0,0.5829649566822042,0.8072047526206613,0.6951174100240808,0.10177393090910924,-0.8042909616704806,0.39358377110207166,0.8945532639487265,0.5947637964824227,0.25778025468817095,-0.03736998216562703,0.7156517247430212,0.3815891882938156,0.11784987937446555,0.2750715772245201,0.28881875543231184,0.4153939954483388,0.14167034504102413,0.19611661584084641,0.25023752448922737,-0.7078661599158271,-0.5116306705214707,0.4000559004110131,-0.2609065471062501,-0.15480156879039322,-0.40707473947888106,0.2895362930262158,0.22299459891114962,-0.5304571549841633
FOXP1,1.2132778980487493,0.8227130860522734,1.2968334235196295,1.331315850469819,0.9798520669377793,0.48125795326646964,0.8610822943362113,1.1800876336045878,0.815447164714444,1.3385399283654147,0.6801489450349022,0.782138551937468,1.0448610233032485,0.7729995833578149,1.4283683209251508,0.3915124594879642,0.2555784574717712,0.5829649566822042,0.0,1.4342765471478545,0.9819600228121728,0.46275849170989386,0.09172695255952246,1.443953324367801,1.4712092514203365,1.160368975910443,0.6519857410660871,0.10478271938905664,1.3626692817178814,0.872499732688356,0.5092392382328883,0.4306259163456276,0.3970271738913147,1.1820508191498145,0.41269690412587984,0.36725169332142016,0.5610734827459627,-0.8810811590732129,-0.8797791316151812,0.7733430229716705,-0.36499089486130215,-0.5735393996621254,-0.17763309152368628,0.8469516550574726,0.40089425373931376,-0.8188638118915876
ZMYND8,1.7181280305565354,1.4130613025732064,1.7929860255324348,2.2436207508790234,1.3725802289167663,0.6505297442148457,1.4403542153722588,2.0239179748470977,1.4394342166957785,2.0898103764749663,0.8628833665775992,0.9727616216149706,1.5536488437022045,1.1791561479268762,2.4004437332617266,0.20213403205947209,0.45032687180523046,0.8072047526206612,1.4342765471478545,0.0,1.569809793670361,0.4924059761601456,-0.05793600243101101,2.0227344086976204,2.290227298588901,1.88628794384625,1.33693547429005,0.5092009895383703,2.3588182857074487,1.5612286198278087,1.1230644349525454,0.25424766387470465,0.5382822934713902,2.2093430676691224,0.8706015843144671,0.25696812918018036,0.9043194872220806,-0.28381740984733894,-1.3292282236306194,1.2409650267086179,-0.8779740720271807,-1.4854520729020348,0.5616726410970363,1.689440838244254,0.18232226550899494,-1.0129208862405745
ZEB2,1.5948889747047716,1.200874023134723,1.362090859056472,1.5384614612709997,1.1401152045928293,0.47949749825927185,1.0471085280563432,1.4053080809503058,1.0255933454698771,1.570453432771378,0.5894673085504271,0.6376650433358931,1.0964294836514175,0.8125492340402614,1.9338155106893704,0.271249866110907,0.30441854329000845,0.6951174100240808,0.9819600228121727,1.569809793670361,0.0,0.5357244561065303,2.3762661150854405,2.3838096357538436,1.6384844409771127,1.3080468950372848,1.0148007631283626,0.6223549312888533,1.5990818767676054,1.0438869649557476,0.5960949665944114,0.42785532512327024,0.3546978918197042,1.3599070895668486,0.8641366869162974,0.257146296553955,0.6129594564598299,-0.24773500117618139,-0.37641095934321267,0.8956020269730305,-0.2080355845300796,-0.9805922827273243,0.45155424238967756,1.040739874098036,0.37274285298030635,-0.4791830951732088
GATA2,1.3755944986748516,0.2708888039680153,0.5913299909002566,0.4290643481222342,0.6637169967700369,-0.014066007685065293,0.0697947590704066,0.14187072538839923,0.04893983390525329,0.5278833272490192,0.15315073145472818,0.2478968480805054,0.40952081377445376,0.18907904009303395,0.7961972659146647,0.39172777490923466,-0.01834932786520592,0.10177393090910924,0.46275849170989364,0.4924059761601456,0.5357244561065301,0.0,2.7260635632098444,1.4182892871117116,0.6368317473228935,0.2851896119502403,-0.23326204491615893,-0.5882517514533917,0.07411389798013997,0.1313152346168015,-0.09065411348887999,0.3184203189091017,0.0011685813051550992,-0.633862315914583,0.20057560597782026,0.18066812699499188,0.12757163531842688,-0.6510967757594991,-1.3010010439304627,0.1277543404186571,-0.06575574204648044,0.03969202001690679,-0.8724200771649306,-0.22935025726544,0.29151401671831356,-0.3524960057182518
LDB1,1.9330992963792533,0.14739114883514237,-0.32754879511473517,0.4949106115840594,0.373975758927488,0.11144609358659734,0.42357347783380206,-0.17849938041109736,-0.0015378459606999744,0.7673792161068268,-0.4885064138823744,-0.9172620352203864,-0.7257836655378592,-1.1306500103567063,2.5485372932662265,-0.11422008432346846,-0.6258280672422876,-0.8042909616704806,0.09172695255952246,-0.05793600243101101,2.3762661150854405,2.7260635632098444,0.0,6.227843253606938,-0.10479899251187431,-0.2590501823256723,-0.6794834536872036,1.319335863427517,2.3070931492469287,-0.43840518419113356,-0.6426345874757906,-0.8939199499937158,-0.4286858505516682,-0.28111449864983074,-1.8187050769950093,-0.4281235661760373,-0.5913699472484748,1.7042812975499249,-0.4363055232427753,-0.01781847434748277,-0.3905254091967509,0.31669524722786546,4.18867265632626,-1.7279532658849757,-1.7277666662545161,0.9360072238760113
