mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
0,0,0,3,1,1
0,0,0,0,5,0
0,0,0,0,3,1
1,3,1,17,24,18
2,1,0,7,6,6
4,1,4,11,21,9
0,1,0,1,2,1
0,0,0,0,0,0
0,0,0,5,7,5
0,0,0,1,1,0
0,0,0,0,0,0
1,1,0,10,4,1
0,0,0,0,0,0
0,2,0,1,0,0
0,0,1,2,5,1
2,4,4,25,24,14
0,0,0,1,0,0
0,0,0,0,2,2
0,0,0,0,0,0
7,8,5,15,35,15
7,7,2,29,40,26
0,0,0,0,0,0
1,0,1,6,8,3
5,9,2,7,18,12
0,0,1,2,0,1
9,22,4,47,57,42
0,0,0,0,0,0
0,0,1,1,0,0
5,3,0,3,8,6
4,8,2,33,72,44
2,0,0,6,11,2
0,0,0,2,3,1
0,1,0,2,2,2
0,0,0,1,0,0
5,9,6,14,27,11
4,0,0,4,2,0
0,0,0,0,0,0
2,3,0,14,14,6
4,4,2,5,10,7
0,0,0,0,0,0
2,5,2,1,2,2
7,8,6,10,11,5
5,7,10,7,23,7
0,0,0,0,0,0
2,0,0,3,1,1
0,0,0,0,0,0
0,0,2,4,5,6
0,0,0,2,3,1
0,0,0,0,1,0
0,0,0,0,0,0
1,2,0,1,7,7
3,3,2,1,3,1
0,0,0,0,1,6
0,0,0,0,0,2
0,0,0,3,5,1
0,0,0,1,0,0
3,1,2,3,2,2
0,0,0,1,0,0
1,2,2,6,17,11
2,6,2,14,13,14
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
4,5,4,8,8,10
0,0,0,2,2,1
0,0,0,0,1,0
1,1,0,1,2,1
0,1,0,13,20,8
4,3,1,9,9,4
0,0,0,0,1,0
0,1,1,16,12,7
0,0,2,0,0,0
3,4,5,6,13,9
0,1,0,3,8,2
1,3,4,14,23,9
0,0,0,2,3,1
1,2,1,7,2,1
4,11,3,15,42,27
1,1,1,10,11,8
0,0,0,0,0,0
0,0,0,0,0,0
6,10,5,23,19,19
4,4,4,17,26,16
0,0,0,0,1,1
8,12,5,8,12,6
8,4,4,17,16,5
3,6,3,3,9,7
0,0,0,0,0,0
1,0,0,0,5,3
1,3,3,1,11,3
0,0,0,0,0,0
0,1,0,8,16,6
5,4,3,24,64,22
0,0,0,0,0,0
2,0,1,13,23,11
0,0,0,0,0,0
3,1,0,13,23,7
2,0,1,0,0,0
0,0,0,0,1,0
0,1,0,0,0,0
5,15,7,6,18,11
0,0,0,1,1,1
2,3,1,13,22,11
0,0,0,0,1,2
0,0,0,0,1,0
0,0,0,0,0,0
3,0,0,1,1,1
56,68,24,53,138,73
1,9,2,22,41,38
6,3,2,4,10,10
0,0,0,0,0,0
0,1,0,3,2,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,4,5,4
0,0,0,0,0,0
15,18,14,38,55,42
7,5,1,14,32,6
0,0,0,0,3,0
10,10,9,29,53,20
0,2,2,0,3,5
0,0,0,0,0,0
26,28,7,33,51,20
4,1,3,5,12,5
2,3,1,8,15,7
0,0,0,4,0,1
0,0,0,0,0,0
2,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,2,0
5,18,4,4,4,3
0,0,0,0,0,0
5,5,4,21,30,14
1,2,2,18,24,9
3,2,0,0,0,2
0,0,0,5,7,4
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,1,0,0,1,0
0,1,0,0,1,1
3,8,1,13,25,15
2,5,2,17,15,5
2,0,0,0,1,0
9,14,6,28,30,26
1,0,1,3,5,3
2,2,2,2,5,4
8,4,3,3,13,9
9,8,11,63,92,42
1,2,2,7,14,6
0,0,0,0,0,0
0,0,0,1,0,2
0,0,0,1,1,0
2,3,4,37,64,21
7,4,0,4,11,4
0,2,0,0,0,0
3,6,1,43,36,22
0,0,0,2,5,4
3,4,3,5,18,5
0,1,0,0,1,1
11,13,4,16,33,26
2,2,2,13,25,11
1,0,0,0,3,4
5,8,2,9,12,0
5,8,7,5,3,1
1,3,3,19,21,15
1,1,0,3,10,1
15,15,11,14,17,19
0,0,1,0,1,0
1,0,5,2,9,7
8,9,1,4,5,5
6,4,7,11,18,11
0,0,0,0,0,0
0,0,0,0,0,0
2,6,1,24,48,18
0,0,1,0,2,1
1,2,3,6,11,4
0,0,0,0,0,0
3,0,1,4,15,5
3,1,0,0,0,0
0,0,0,4,3,1
0,0,0,4,2,0
0,0,0,2,4,0
1,0,0,1,1,0
5,1,2,28,37,17
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,7,6
3,2,0,4,4,2
0,0,0,0,0,1
0,0,0,0,0,0
0,2,4,7,8,7
4,7,0,7,6,4
3,0,0,4,9,2
1,2,2,2,4,4
2,0,3,4,4,2
2,5,1,4,7,6
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,3,2,1
2,0,1,0,4,2
5,3,0,10,9,4
0,0,0,2,2,3
19,24,9,48,97,51
8,14,5,20,29,11
7,4,5,19,21,13
0,0,0,0,1,1
0,0,0,1,2,0
0,0,0,3,0,0
5,4,1,4,8,0
0,0,0,0,3,0
1,0,0,5,6,1
0,0,0,0,3,3
4,1,1,4,7,2
1,1,0,8,12,7
0,0,0,0,1,1
19,8,6,7,15,13
0,0,0,0,0,0
2,2,0,2,14,3
7,23,17,39,69,29
0,0,0,0,0,0
0,2,0,2,1,0
0,0,0,0,0,0
5,15,5,22,23,10
4,2,4,7,8,6
0,0,0,0,0,0
3,5,1,5,6,4
2,8,5,17,33,8
0,0,0,1,0,1
0,0,0,0,0,0
0,1,0,0,0,0
12,21,10,22,32,17
0,0,0,0,1,0
20,23,13,55,77,30
1,2,2,6,8,4
0,0,3,1,0,1
3,2,0,20,25,12
0,2,2,12,16,12
0,0,0,0,0,0
3,2,1,13,16,10
13,7,8,23,33,33
0,0,0,0,0,0
0,1,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
2,13,7,7,8,3
0,0,0,0,0,0
0,0,2,0,0,0
12,9,12,14,19,16
0,0,0,1,0,0
5,2,2,2,5,4
1,12,6,33,55,29
0,0,0,0,0,0
3,2,1,1,0,2
0,0,0,0,0,0
3,3,0,4,7,1
2,0,0,4,6,1
3,1,5,18,26,11
0,0,0,2,4,4
2,3,3,22,42,19
0,0,0,0,0,0
0,1,0,7,17,4
0,0,0,0,0,0
15,15,11,55,75,40
0,0,0,3,5,3
2,2,1,4,2,3
1,4,1,8,24,9
0,1,0,4,0,2
0,4,0,3,3,5
3,4,6,2,9,1
0,0,0,0,0,0
0,0,0,0,0,0
3,2,4,5,17,6
0,0,0,5,2,3
0,0,0,1,1,0
1,0,0,5,11,3
0,0,0,3,7,1
10,4,3,10,12,5
7,1,2,16,22,14
0,0,0,0,2,0
4,8,4,18,29,13
3,4,0,5,3,2
0,1,1,2,1,1
10,5,3,2,14,5
8,5,1,20,35,18
10,12,6,38,45,24
0,1,0,2,2,0
0,2,2,1,4,2
0,0,0,0,0,0
2,5,3,6,9,3
0,0,0,1,0,1
5,2,4,7,20,17
0,2,1,8,8,4
1,2,0,3,4,3
0,1,0,4,3,0
0,0,0,3,3,2
0,0,0,1,1,0
1,0,0,0,1,1
6,3,7,11,22,17
0,0,0,0,0,1
1,1,1,0,0,1
2,1,1,1,9,2
4,1,1,5,13,4
8,3,5,5,14,3
3,1,3,11,8,5
0,0,0,0,1,0
0,0,0,0,0,0
1,3,0,1,4,1
9,9,6,15,19,12
0,0,0,0,0,0
0,0,0,2,3,1
0,2,0,3,3,1
0,0,0,0,0,0
2,4,5,39,44,38
2,0,0,2,2,4
1,9,4,41,67,22
0,0,0,0,0,0
0,0,0,0,0,0
12,13,7,5,14,14
8,7,4,8,2,2
0,2,0,0,0,0
6,2,3,7,19,5
1,1,0,1,0,1
0,3,1,3,8,2
0,0,1,2,5,5
0,2,0,6,4,3
3,0,1,3,11,1
9,6,0,11,13,8
0,0,0,0,0,1
3,1,0,12,14,7
0,2,0,13,13,9
0,0,0,0,0,0
4,2,3,11,15,6
5,13,1,14,28,10
0,0,0,4,1,2
1,0,0,0,0,0
5,1,0,2,4,5
0,0,0,0,0,0
2,0,0,4,13,7
2,2,1,12,16,6
1,0,0,2,3,0
0,1,6,4,9,1
21,23,8,37,70,30
0,1,1,3,0,2
0,0,0,0,0,0
0,0,0,0,1,1
2,0,0,4,0,4
0,0,0,1,0,0
0,2,0,7,6,4
2,2,3,6,10,7
5,10,7,18,24,21
0,0,0,1,3,0
0,0,0,0,0,0
0,3,0,1,7,4
0,0,0,3,0,1
4,1,0,1,2,1
2,2,7,38,41,34
1,3,2,2,3,3
0,0,0,1,3,1
0,2,5,12,22,10
2,5,4,4,13,12
0,0,1,5,3,2
0,0,0,0,0,0
5,0,0,8,2,2
0,0,1,1,0,2
3,5,1,7,16,8
0,2,2,8,20,6
0,2,1,2,5,4
2,3,1,3,6,5
0,1,1,6,22,8
0,0,0,0,1,0
0,1,1,7,10,8
1,6,1,7,9,2
2,0,0,0,1,3
0,0,0,0,1,0
0,0,2,0,1,1
1,0,0,0,3,4
0,0,0,0,0,0
4,1,0,5,8,2
2,1,3,9,13,4
0,5,0,6,4,4
1,3,0,2,9,0
0,5,0,7,19,7
3,3,3,11,25,23
0,1,0,1,4,3
8,4,6,5,18,7
0,0,0,0,0,0
0,2,1,4,2,2
1,1,4,17,35,16
0,4,2,3,8,0
0,0,0,0,2,1
0,2,0,0,0,0
4,4,1,3,9,2
0,1,1,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,1
0,0,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
15,17,14,23,30,17
0,0,0,0,0,0
2,2,0,5,11,3
0,0,1,2,1,0
0,0,0,1,0,0
0,3,0,3,0,0
0,0,0,0,0,0
0,2,0,1,6,3
0,0,0,0,0,0
0,0,0,1,1,1
1,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
1,0,2,8,6,4
1,7,1,13,17,10
1,2,0,31,54,30
2,1,1,1,13,4
0,0,0,3,5,1
1,2,5,8,19,5
0,0,0,0,0,0
5,11,11,6,14,14
0,0,0,0,0,0
6,12,9,52,105,52
0,2,0,6,9,2
0,0,0,0,0,0
4,3,0,6,11,7
4,3,8,19,28,26
0,0,0,0,0,0
0,0,0,0,1,0
3,0,1,2,3,5
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,6,5,2
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,2,6,6
3,2,0,3,9,5
0,0,0,0,0,0
3,0,2,5,7,4
0,0,0,0,0,0
0,2,0,1,2,2
2,3,1,4,16,6
0,0,0,0,1,0
0,0,0,1,0,0
1,1,2,13,21,10
0,0,1,4,9,11
1,1,0,5,2,6
13,17,4,16,34,10
1,3,0,14,28,19
0,0,0,9,5,5
15,10,9,10,19,13
0,0,0,0,1,0
0,0,0,0,0,0
1,0,0,1,1,0
1,1,0,5,11,3
5,5,5,26,33,20
0,0,0,0,0,0
8,14,8,47,59,39
1,1,0,2,2,4
1,1,0,5,4,1
6,10,0,5,17,8
9,12,10,2,2,0
0,0,0,3,2,2
0,0,0,0,3,4
1,6,7,2,2,4
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,2
0,1,0,4,18,9
13,1,1,23,27,7
0,0,0,3,3,1
1,1,1,0,7,4
0,0,1,2,3,6
6,4,7,5,2,2
16,14,15,26,35,22
1,3,1,6,3,3
0,0,0,2,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,1,0,0,2
0,0,0,1,1,0
4,1,1,17,14,9
0,0,0,1,5,3
5,4,2,2,13,7
2,5,1,12,14,6
0,0,0,1,2,1
10,6,5,29,45,19
0,0,0,1,3,3
0,0,0,11,6,12
0,0,0,7,11,4
1,7,2,10,15,10
1,1,0,5,3,2
0,0,0,6,7,1
2,1,0,3,4,1
0,0,1,2,3,2
2,0,1,0,1,0
3,3,0,30,49,25
5,3,0,8,19,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
4,5,2,18,37,14
0,0,0,0,0,0
0,0,0,0,0,2
5,13,3,12,18,10
22,25,23,8,18,11
0,0,0,2,3,2
3,3,1,8,9,14
2,4,0,3,10,8
12,14,12,41,33,22
2,5,5,14,26,13
0,0,0,0,0,0
8,10,6,13,29,11
0,0,0,0,1,0
2,6,0,4,22,6
4,2,3,5,12,12
1,2,1,11,17,14
0,0,1,0,3,0
0,0,0,0,1,0
1,2,0,5,12,6
1,1,2,7,13,11
1,2,0,2,7,1
0,0,0,0,0,0
7,10,4,26,21,21
1,0,0,9,14,8
0,0,0,0,1,0
0,1,1,1,4,2
1,7,7,11,29,14
2,4,4,15,26,10
1,0,1,5,5,2
3,2,1,4,14,10
4,6,2,12,12,9
0,0,0,0,4,0
10,16,7,20,26,14
0,1,2,7,11,3
0,0,0,0,0,0
0,0,0,1,1,0
2,0,0,3,8,0
36,37,14,16,26,19
0,0,3,7,8,10
0,0,0,0,1,0
4,3,0,23,23,9
5,10,11,46,71,45
1,2,1,2,14,7
1,7,3,12,16,12
1,2,2,10,20,14
1,1,2,2,3,3
0,0,0,0,2,1
0,0,0,0,0,0
0,2,2,2,3,1
1,0,0,2,2,0
10,8,3,13,24,19
3,9,2,11,46,6
13,12,8,19,28,14
1,0,0,8,5,0
0,0,0,0,0,0
0,1,0,4,4,2
0,0,1,1,1,2
1,3,2,13,22,12
0,0,0,5,2,1
0,0,0,2,0,0
0,0,0,0,0,0
2,4,0,10,17,7
4,3,3,10,20,8
15,19,4,14,51,14
0,0,0,0,2,2
2,1,1,0,6,6
0,0,0,0,1,0
0,0,1,0,0,0
0,2,0,2,0,1
2,2,2,1,12,5
1,6,2,2,17,7
0,0,0,1,6,5
1,0,1,2,9,2
3,4,6,22,27,16
3,0,0,4,8,6
0,0,0,2,1,2
0,1,0,1,0,0
3,2,1,10,13,3
5,5,2,3,9,4
5,4,2,19,33,13
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
2,2,1,0,3,3
0,0,0,0,0,0
0,12,0,4,11,2
0,1,0,0,6,5
0,0,0,0,0,0
0,1,1,2,2,0
1,1,1,6,12,3
0,4,1,2,4,6
0,0,0,1,1,3
0,0,0,0,2,1
0,0,0,10,21,9
1,2,1,4,10,4
0,0,0,1,0,1
5,4,0,2,13,1
0,0,0,3,3,1
0,1,2,4,6,8
7,5,6,22,23,17
0,0,1,0,7,1
0,1,0,0,2,0
2,0,1,6,9,1
0,0,0,11,13,8
3,8,5,29,42,28
3,1,1,8,7,8
2,2,1,13,14,15
8,1,3,18,52,31
0,1,0,0,2,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,4,14,3
0,0,0,0,0,0
8,8,3,6,14,10
0,0,0,0,1,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
1,4,2,9,7,6
0,0,0,0,2,3
7,2,1,37,34,22
0,1,1,4,3,0
0,2,0,4,11,4
0,2,2,27,49,19
13,13,14,25,47,26
4,1,2,6,8,4
0,0,0,0,3,0
50,62,43,62,144,51
0,0,0,0,0,0
4,5,3,16,32,13
0,1,2,8,12,8
0,0,0,0,0,0
0,1,0,5,1,0
4,3,1,3,9,2
0,0,0,0,0,0
0,2,0,3,2,0
3,0,1,5,3,4
3,6,1,24,32,26
0,0,0,0,0,0
7,13,10,16,35,25
6,8,14,43,61,27
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,8,5
3,2,2,10,19,5
1,3,0,36,59,22
0,0,0,0,0,0
2,4,0,4,3,4
0,0,1,0,8,4
14,14,6,12,24,13
0,0,0,0,0,0
1,3,2,21,19,12
0,0,0,0,0,0
0,0,0,0,0,0
1,2,1,7,8,1
1,1,1,3,6,0
2,3,5,30,45,27
3,10,9,21,41,21
1,1,0,1,1,2
2,2,0,5,10,4
0,0,0,2,0,1
0,0,0,1,0,0
0,0,0,2,5,4
2,2,0,2,5,2
0,0,0,0,0,0
8,11,4,14,21,5
0,0,0,0,0,0
5,4,6,36,57,35
0,0,0,3,4,2
0,3,1,6,8,2
2,0,0,1,0,0
2,0,0,2,5,2
7,3,9,19,46,17
0,0,0,0,0,0
0,3,0,2,1,0
0,0,0,3,6,0
1,3,0,3,7,1
1,0,3,6,2,5
11,4,4,28,58,38
8,14,8,20,47,16
0,0,0,0,4,1
0,1,1,3,1,3
2,0,0,4,4,4
1,0,1,1,2,3
2,0,3,2,4,2
0,0,0,1,0,1
0,0,0,1,2,0
5,3,4,21,33,18
6,5,1,25,21,13
2,3,1,6,6,4
1,0,0,9,5,7
0,0,0,3,4,1
0,0,0,3,4,2
0,0,0,1,1,0
10,11,7,9,15,13
3,4,2,3,13,4
1,0,0,0,0,0
0,0,0,0,2,0
0,0,0,5,7,3
2,2,0,6,7,4
0,1,0,8,5,2
2,2,1,11,13,9
0,0,0,0,0,0
0,0,0,2,4,1
3,3,1,7,10,13
0,0,1,0,0,0
4,1,0,19,38,14
0,0,0,0,2,1
0,0,0,3,0,0
0,0,0,1,1,1
0,0,0,0,0,0
3,5,4,6,20,16
0,0,0,0,0,0
1,2,7,11,34,14
2,0,2,9,15,5
15,28,11,26,56,16
0,1,1,4,14,4
0,0,0,0,0,0
1,1,2,7,5,4
2,10,5,21,30,29
2,2,3,8,15,5
2,0,0,1,4,3
5,4,2,33,60,37
0,2,0,0,1,2
1,5,3,23,35,11
6,7,1,31,28,14
0,0,0,0,0,0
1,2,1,6,15,7
0,0,0,1,3,2
7,6,7,21,34,24
0,0,0,2,5,2
6,22,13,43,45,27
1,2,0,7,11,4
0,0,0,0,2,0
0,0,0,0,1,3
0,0,0,0,0,0
3,1,2,2,1,1
0,0,0,2,0,0
0,0,2,0,2,0
0,0,0,0,0,0
8,4,3,18,39,11
5,4,6,9,20,12
3,2,1,7,12,14
0,0,0,0,1,0
0,1,0,0,0,0
3,11,7,25,30,19
1,0,0,1,1,0
2,7,0,9,20,11
13,12,9,27,44,19
0,1,0,1,1,0
3,8,8,13,27,17
0,2,0,7,8,7
3,1,0,4,3,5
1,0,0,5,11,9
1,0,0,1,2,1
2,4,3,7,6,5
5,25,12,18,17,10
0,0,0,0,1,1
3,1,0,3,1,1
6,1,0,14,22,8
0,0,0,0,0,0
0,0,0,1,2,0
0,2,1,10,22,10
0,0,0,0,0,0
0,0,0,4,6,3
4,5,3,18,14,21
0,0,0,0,1,0
1,0,0,0,3,1
0,0,0,3,13,6
0,1,0,0,2,2
1,0,1,8,7,10
0,1,0,2,3,1
3,12,2,30,45,24
3,1,1,9,14,9
2,3,2,13,13,4
4,4,1,7,32,12
6,5,5,30,79,32
0,0,0,1,0,0
7,12,2,24,65,33
14,4,6,17,19,14
0,0,0,0,0,1
5,7,9,37,76,28
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,1,0,4,0,0
0,0,0,0,2,0
2,2,3,40,79,39
0,0,0,0,0,0
0,0,1,0,0,0
3,2,0,16,14,7
1,0,0,1,2,1
3,3,1,20,38,19
1,1,0,0,1,1
0,0,0,3,5,0
3,0,0,1,1,1
0,0,0,0,0,0
6,7,8,14,23,14
2,4,3,11,15,6
0,0,0,0,4,1
0,0,0,1,1,0
0,1,0,0,0,0
2,6,2,0,5,2
0,0,0,11,10,8
1,0,0,6,3,3
0,1,0,1,6,2
0,0,0,0,0,0
0,0,0,0,4,2
0,3,2,3,6,3
4,5,5,21,43,15
3,2,1,6,7,2
8,4,2,9,8,2
1,0,0,4,5,5
0,0,0,1,0,0
20,18,9,48,72,42
0,1,0,4,2,4
0,0,0,1,4,1
3,5,3,8,9,6
0,0,0,0,3,1
2,2,0,5,8,2
0,0,0,0,0,0
1,0,2,3,5,2
0,0,0,0,3,2
0,1,0,4,9,9
0,0,0,0,0,0
1,0,0,2,1,1
0,0,0,0,0,0
5,5,6,44,69,41
1,0,0,2,4,0
0,0,0,0,0,0
0,1,0,1,1,1
0,0,0,0,0,0
0,4,0,8,11,9
0,1,0,0,3,1
0,0,0,0,4,1
0,3,1,5,10,2
1,0,0,3,2,3
4,2,0,23,26,15
1,0,0,6,7,0
0,1,0,4,3,6
1,0,0,3,8,4
0,2,1,4,7,1
12,18,9,35,62,26
10,8,1,15,31,22
0,0,0,4,4,1
1,1,5,14,20,10
1,0,0,0,2,2
0,0,0,0,2,0
0,0,0,3,4,2
0,0,0,0,0,1
1,1,0,1,2,1
0,0,0,0,0,0
1,4,1,4,2,2
0,0,0,0,0,0
0,0,2,0,2,0
1,2,0,2,8,3
0,2,0,0,1,4
17,22,9,11,16,17
0,0,0,0,0,0
49,38,25,26,52,20
1,0,0,2,1,1
1,1,1,1,1,0
0,0,0,1,4,3
1,1,0,3,10,1
0,1,5,3,3,3
5,2,3,5,21,5
0,1,0,4,5,4
2,1,0,2,7,3
5,4,6,48,63,39
3,6,0,19,27,11
0,3,1,0,1,2
0,0,1,6,7,2
1,3,2,3,8,3
2,7,3,19,20,30
0,0,0,0,0,0
1,6,0,13,22,17
1,0,1,3,1,1
14,18,16,37,67,42
2,2,0,0,2,0
0,0,0,0,0,0
0,0,0,1,1,0
1,1,3,13,18,8
2,2,1,5,7,3
1,0,0,8,18,7
0,0,0,0,0,0
0,0,1,4,7,11
6,7,1,17,19,16
11,8,6,14,24,15
7,8,13,71,117,68
3,2,2,12,25,20
0,2,0,3,2,0
0,0,0,0,2,0
0,1,0,6,4,2
0,0,0,0,0,2
1,1,1,13,30,12
19,12,5,18,27,14
4,4,4,6,12,7
3,3,4,3,4,2
0,0,0,0,1,0
0,2,0,1,2,2
0,1,0,4,7,6
0,1,0,2,1,0
0,0,0,0,2,3
0,0,0,0,0,0
0,0,0,2,2,2
0,0,0,0,0,0
1,1,0,0,2,0
1,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,5,1
0,0,0,0,0,0
3,0,0,2,2,2
0,0,0,11,12,7
0,6,7,15,22,14
6,5,6,12,18,4
1,2,0,12,14,6
0,0,0,1,1,2
0,0,0,7,4,3
0,4,2,11,19,11
0,2,1,10,16,9
0,0,0,0,0,0
3,0,0,3,6,1
1,2,0,0,2,0
2,3,0,4,2,2
0,0,0,0,0,0
0,0,1,1,1,2
0,0,0,0,0,0
4,0,1,0,3,1
0,1,1,4,8,5
1,1,0,1,2,0
0,4,1,12,36,13
1,2,4,7,16,9
0,1,0,2,6,1
1,0,0,0,0,1
3,3,4,13,17,12
2,1,0,4,2,1
6,9,2,4,11,5
0,1,2,10,15,7
0,0,0,0,0,0
0,0,0,1,3,4
0,0,0,1,1,0
0,1,0,1,1,2
32,30,25,50,106,59
2,0,2,7,9,0
0,1,0,2,4,2
3,1,0,0,11,5
0,0,0,0,0,0
1,1,0,5,13,1
1,3,0,5,5,4
0,0,0,0,1,0
2,1,2,29,24,10
0,0,0,0,16,9
3,0,1,2,0,0
0,1,0,3,3,4
3,5,2,14,15,11
0,0,1,0,1,0
2,2,1,4,2,2
0,0,0,1,2,3
3,2,2,5,9,5
0,1,0,0,0,0
0,1,0,2,3,5
0,0,0,0,0,0
1,2,3,10,8,4
0,0,0,0,0,0
2,6,4,8,13,8
1,1,0,0,0,0
1,1,3,1,1,0
0,5,2,11,13,8
0,1,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,1,5,2
2,0,1,9,23,10
2,1,1,5,5,4
3,1,0,3,3,5
0,0,0,0,0,0
0,0,2,1,6,0
26,24,14,37,61,33
6,0,1,0,3,5
16,12,8,9,30,10
1,1,0,11,13,13
0,0,0,5,4,1
0,0,0,0,0,0
4,2,2,6,5,0
1,1,1,7,8,2
0,0,0,1,0,1
0,1,1,1,5,6
0,0,0,0,0,0
2,0,0,0,1,0
0,1,0,1,4,3
0,0,0,0,0,0
1,0,5,13,20,14
0,1,4,2,5,3
15,14,8,22,37,19
0,0,0,0,0,0
4,2,1,7,8,9
6,5,3,9,21,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,3,7,5
0,0,0,0,0,2
0,4,2,9,19,9
0,0,0,0,0,0
0,1,0,3,5,2
5,7,2,1,5,6
1,2,1,4,2,1
2,1,0,0,2,0
0,0,0,2,1,1
0,0,0,5,9,1
0,0,0,2,2,0
2,7,0,3,2,0
1,0,0,0,0,0
0,0,0,0,0,1
1,0,0,3,3,9
4,4,1,33,47,23
0,0,0,0,0,0
0,2,2,6,15,3
0,0,0,0,0,0
1,0,0,5,5,4
0,0,0,0,0,0
6,11,8,35,57,28
3,3,0,33,48,14
1,0,0,2,3,1
0,0,0,1,0,0
0,5,2,5,11,9
0,0,0,3,3,1
4,4,3,27,48,19
0,0,1,1,2,1
0,2,2,5,9,5
2,0,1,4,5,0
0,0,0,1,2,0
4,6,4,12,13,7
6,19,11,36,40,22
1,1,0,6,4,1
0,0,0,0,0,0
0,4,0,2,4,0
0,0,0,1,0,0
0,0,0,4,3,1
0,0,0,1,0,0
0,1,0,7,10,2
0,0,0,0,0,0
1,2,0,1,1,1
1,1,0,8,14,6
10,10,4,3,11,8
0,1,0,1,4,1
0,1,1,2,2,1
0,0,0,3,0,3
0,0,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,7,7,14,21,17
1,0,0,3,2,0
2,3,1,1,5,2
0,0,0,0,0,0
0,2,0,3,5,1
1,2,0,8,12,10
4,6,2,14,14,11
0,0,1,0,6,1
0,1,0,4,1,2
0,0,0,4,8,3
9,6,4,16,24,12
0,0,0,1,1,0
1,1,0,18,21,16
1,0,0,1,1,0
0,0,0,0,0,1
0,0,0,0,0,0
1,3,1,6,6,4
3,5,1,2,3,3
1,4,0,8,18,5
1,0,0,2,1,0
1,0,0,2,4,1
0,0,0,0,0,0
1,0,2,30,43,31
1,1,0,1,0,0
0,1,3,1,10,4
1,4,1,8,14,4
0,0,0,0,1,3
0,0,0,1,2,0
0,0,0,0,0,0
3,3,6,6,4,2
2,0,0,0,6,2
0,0,0,2,3,0
5,13,5,8,15,9
1,0,0,0,0,0
0,0,0,0,0,0
1,1,0,2,2,2
11,3,6,8,27,16
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
2,2,1,5,1,2
0,0,1,1,1,3
0,1,0,10,3,5
3,5,3,13,18,13
2,1,0,1,2,3
5,5,2,13,12,8
0,2,2,15,24,16
3,6,3,5,14,10
1,0,0,1,3,3
0,0,0,0,1,0
1,3,1,10,19,13
0,0,0,0,0,0
14,11,8,14,47,20
0,1,2,2,0,2
0,0,0,0,2,0
0,1,0,0,3,0
1,1,0,8,6,4
2,0,0,0,0,0
0,0,0,3,2,0
0,0,0,2,0,1
1,0,0,1,0,0
0,0,0,0,0,0
0,0,1,0,3,3
0,0,1,0,1,2
2,1,1,1,7,2
1,4,2,6,20,6
1,1,1,0,6,2
0,0,1,2,5,0
17,7,8,13,31,9
6,4,5,7,6,4
0,0,0,0,0,0
4,5,6,32,60,41
0,0,0,1,2,3
2,2,0,2,3,1
0,2,0,3,1,2
1,5,0,4,16,5
0,0,0,0,2,3
1,0,0,2,0,0
0,0,0,0,0,0
18,19,10,21,44,22
8,3,8,10,22,8
0,0,0,0,1,1
0,0,0,6,6,2
32,31,26,45,78,43
0,0,0,1,0,0
0,1,0,2,2,2
4,10,5,32,39,20
0,2,1,3,4,1
38,67,39,176,328,137
17,12,10,21,27,20
