task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
49	b5/d48cf2	8740201606049326128	FASTQC (mp101-NOMO1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:26.792	4m 29s	1m 26s	105.3%	1.1 GB	4.3 GB	743.4 MB	1.7 MB
57	fe/1a9393	3965488401074292015	FASTQC (mp117-MV411-POLII_R1_T1)	COMPLETED	0	2020-11-09 23:27:31.978	4m 25s	1m 49s	103.9%	993.5 MB	4.2 GB	927 MB	1.7 MB
63	89/0bdb40	11099960712912638350	FASTQC (mp121-UCSDAML1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:35.288	4m 23s	1m 39s	104.3%	994.4 MB	4.2 GB	729.1 MB	1.7 MB
69	48/fe6354	10409398380854351989	FASTQC (mp125-M6-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:27:38.290	4m 21s	1m 46s	104.8%	994.6 MB	4.2 GB	748.2 MB	1.7 MB
88	0f/878676	5829663072187849705	FASTQC (mp232-SKNO1-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:27:49.676	4m 12s	1m 27s	106.0%	1 GB	4.3 GB	580.6 MB	1.7 MB
122	06/44d47b	6216170468297315529	FASTQC (mp4-D9-IGG_R1_T1)	COMPLETED	0	2020-11-09 23:28:08.181	3m 57s	1m 30s	105.6%	993.6 MB	4.2 GB	625.5 MB	1.7 MB
135	c2/3ec274	8734884635528696998	FASTQC (mp5-D9-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:16.160	3m 51s	1m 6s	104.9%	1 GB	4.3 GB	455.5 MB	1.7 MB
43	ba/fa020a	16492686024477494477	FASTQC (db55-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:22.036	4m 58s	1m 44s	104.7%	990.4 MB	4.2 GB	1.1 GB	1.8 MB
45	7a/d4705b	4828921815378620692	FASTQC (db56-MV411-MLL_KTM2A_R1_T1)	COMPLETED	0	2020-11-09 23:27:24.582	4m 57s	2m 4s	102.8%	988.6 MB	4.2 GB	1.4 GB	1.8 MB
56	42/2189c6	11342600061587718151	FASTQC (mp116-MV411-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:30.832	4m 52s	2m 7s	102.8%	1.1 GB	4.3 GB	1.1 GB	1.7 MB
60	b8/53f80a	9697023177205147747	FASTQC (mp118-MV411-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:27:32.593	4m 51s	2m 5s	102.8%	992.5 MB	4.2 GB	1 GB	1.7 MB
61	3b/3ff041	7333933327036775924	FASTQC (mp120-HL60-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:35.912	4m 49s	2m 1s	104.4%	993.1 MB	4.2 GB	882.5 MB	1.7 MB
68	44/cc097e	9080062337108826508	FASTQC (mp124-M6-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:37.067	4m 49s	2m 5s	103.6%	992.8 MB	4.2 GB	1 GB	1.7 MB
71	ce/40d654	8189902851782710815	FASTQC (mp127-M6-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:27:39.533	4m 47s	2m 7s	103.0%	1 GB	4.3 GB	892.2 MB	1.7 MB
101	b6/04c1c9	8522850345750978606	FASTQC (mp313-TF1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:54.766	4m 35s	1m 57s	104.4%	1 GB	4.3 GB	996.7 MB	1.8 MB
157	47/9208ee	17559258446487515230	FASTQC (mp589-MV411-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:28:29.050	4m 5s	1m 29s	105.0%	993.7 MB	4.2 GB	747.4 MB	1.7 MB
161	90/b75d7b	15894681109768193921	FASTQC (mp6-D0-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:31.919	4m 3s	1m 8s	108.0%	992.8 MB	4.2 GB	503.1 MB	1.7 MB
18	9b/98c02e	10772012600431773963	TRIMGALORE (db36-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:07.423	5m 37s	2m 18s	526.5%	1.2 GB	3 GB	12.4 GB	11.8 GB
35	f2/9864b5	1407511104305477185	FASTQC (db48-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:18.527	5m 29s	2m 52s	103.0%	1.1 GB	4.3 GB	1.6 GB	1.8 MB
81	03/10c19f	924707926084265445	FASTQC (mp155-D9-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:44.826	5m 6s	2m 12s	103.0%	1 GB	4.3 GB	1.1 GB	1.7 MB
84	e5/48ad66	1726393363609815186	TRIMGALORE (mp156-D9-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:27:46.997	5m 5s	2m 29s	508.7%	1.6 GB	3.1 GB	11.1 GB	10.5 GB
85	9b/fc7c72	6558485903404725389	TRIMGALORE (mp230-SKNO1-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:47.446	5m 8s	2m 30s	470.2%	1.7 GB	3 GB	13.5 GB	12.9 GB
87	ad/7611af	14293538724376495222	TRIMGALORE (mp232-SKNO1-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:27:48.083	5m 9s	2m 42s	471.1%	1.7 GB	3 GB	14.4 GB	13.8 GB
91	bd/f63011	10834988721161106866	FASTQC (mp24-OCIAML2-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:50.141	5m 9s	2m 10s	103.2%	993.7 MB	4.2 GB	1020.5 MB	1.7 MB
96	ae/7fef58	16087332013087727235	FASTQC (mp310-Kasumi1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:52.085	5m 8s	2m 10s	103.7%	991.3 MB	4.2 GB	1.2 GB	1.8 MB
103	62/1452ee	11940398269176774588	FASTQC (mp314-OCIAML3-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:57.969	5m 3s	2m 18s	102.6%	1012.5 MB	4.3 GB	1.2 GB	1.8 MB
165	54/657804	15260632575509723609	FASTQC (mp604-MV411-IKZF1_R1_T1)	COMPLETED	0	2020-11-09 23:28:31.536	4m 34s	1m 46s	104.5%	992.6 MB	4.2 GB	897.5 MB	1.7 MB
179	9a/cff20b	1703760598899119246	FASTQC (mp623-MV411-MEF2D_R1_T1)	COMPLETED	0	2020-11-09 23:28:39.505	4m 28s	2m 5s	103.6%	996 MB	4.2 GB	862.1 MB	1.7 MB
258	32/85ace7	3354674697274577395	FASTQC (mp98-M6-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:29:19.300	3m 55s	1m 17s	106.9%	1 GB	4.3 GB	599.8 MB	1.7 MB
47	fc/847f88	12102258840177285958	TRIMGALORE (mp100-U937-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:25.195	5m 53s	3m 18s	518.3%	1.6 GB	3 GB	14.9 GB	14.2 GB
70	70/79b293	5820517571659836700	TRIMGALORE (mp125-M6-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:27:37.648	5m 43s	3m 19s	472.2%	1.8 GB	3 GB	18 GB	17.2 GB
76	54/a3810f	16362504664351218499	FASTQC (mp134-MV411-IGG_R1_T1)	COMPLETED	0	2020-11-09 23:27:41.393	5m 42s	2m 43s	102.5%	1 GB	4.3 GB	1.3 GB	1.7 MB
73	93/d30f38	16250930770493493574	FASTQC (mp129-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:42.060	5m 42s	2m 15s	103.1%	993.9 MB	4.2 GB	951.2 MB	1.7 MB
77	d3/cbb265	9381316165078876533	FASTQC (mp14-D9-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:44.134	5m 41s	2m 29s	103.1%	992.5 MB	4.2 GB	1.3 GB	1.7 MB
79	b4/67f7ea	11719638095811775418	FASTQC (mp14-D9-INPUT_R1_T2)	COMPLETED	0	2020-11-09 23:27:45.424	5m 40s	2m 39s	102.9%	992.9 MB	4.2 GB	1.3 GB	1.7 MB
94	91/5a73d4	4418139991315241807	FASTQC (mp309-KG1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:51.159	5m 35s	2m 42s	102.6%	1 GB	4.3 GB	1.3 GB	1.8 MB
99	11/d33d3a	607619309761399868	FASTQC (mp312-NB4-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:56.079	5m 32s	2m 19s	103.4%	993.2 MB	4.2 GB	1.1 GB	1.8 MB
106	db/a85f16	3845709056016560774	FASTQC (mp315-MONOMAC6-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:58.747	5m 30s	2m 38s	103.5%	1.1 GB	4.3 GB	1.3 GB	1.8 MB
107	a5/ece3c2	7223435634299483172	FASTQC (mp316-SKNO1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:59.798	5m 30s	2m 31s	103.4%	992.6 MB	4.2 GB	1.3 GB	1.8 MB
136	74/f6edb9	1644726710332017746	TRIMGALORE (mp5-D9-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:15.001	5m 17s	2m 27s	515.0%	1.7 GB	3 GB	11.4 GB	10.9 GB
132	c6/7c60fc	7323721919606666794	FASTQC (mp429-MV411-IRF8_R1_T1)	COMPLETED	0	2020-11-09 23:28:15.630	5m 18s	2m 35s	103.1%	993 MB	4.2 GB	1.2 GB	1.7 MB
153	cd/534778	10252085317591610573	FASTQC (mp585-MV411-MYC_R1_T1)	COMPLETED	0	2020-11-09 23:28:24.324	5m 11s	2m 24s	103.0%	992.8 MB	4.2 GB	1.2 GB	1.7 MB
160	ae/e3afce	11697709750335065560	FASTQC (mp590-MV411-GATA2_R1_T1)	COMPLETED	0	2020-11-09 23:28:28.603	5m 8s	2m 27s	103.2%	1 GB	4.3 GB	1 GB	1.7 MB
170	29/ba5750	2102831327954568222	FASTQC (mp609-MONOMAC1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:34.620	5m 3s	2m 8s	102.3%	1 GB	4.3 GB	960.2 MB	1.7 MB
174	51/cf72ba	9174121050418908606	FASTQC (mp611-P31FUJ-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:37.381	5m 1s	2m 12s	103.9%	1 GB	4.3 GB	1.1 GB	1.7 MB
51	75/39b95d	5682505591204263478	TRIMGALORE (mp102-UT7-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:29.130	6m 20s	3m 45s	521.0%	1.8 GB	3 GB	17.2 GB	16.4 GB
53	76/68569d	17425084645503608188	FASTQC (mp106-MV411-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:30.308	6m 21s	2m 52s	102.6%	1.1 GB	4.3 GB	1.3 GB	1.7 MB
64	a5/8ba46f	14794001992412104919	TRIMGALORE (mp121-UCSDAML1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:33.125	6m 19s	3m 39s	526.0%	1.8 GB	3 GB	17.3 GB	16.6 GB
62	89/8372b4	13142291896971654996	TRIMGALORE (mp120-HL60-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:33.564	6m 21s	3m 56s	472.8%	2.4 GB	3.1 GB	20.9 GB	20 GB
90	7b/e54f83	18437494288892652282	TRIMGALORE (mp233-SKNO1-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:51.612	6m 6s	3m 11s	522.5%	1.7 GB	3.1 GB	15.2 GB	14.6 GB
97	b0/041ced	1571008957650063730	FASTQC (mp311-MOLM13-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:55.525	6m 4s	2m 56s	103.2%	991.7 MB	4.2 GB	1.5 GB	1.8 MB
121	63/9a04ec	5999605002644308508	TRIMGALORE (mp4-D9-IGG_R1_T1)	COMPLETED	0	2020-11-09 23:28:08.628	5m 53s	2m 56s	475.5%	1.7 GB	3 GB	15.9 GB	15.2 GB
130	ed/a3c223	1691684292380830077	FASTQC (mp427-MV411-LMO2_R1_T1)	COMPLETED	0	2020-11-09 23:28:12.092	5m 51s	2m 40s	103.1%	992.6 MB	4.2 GB	1.4 GB	1.7 MB
133	e2/b6666d	3520764380915872876	FASTQC (mp433-MV411-GSE1_R1_T1)	COMPLETED	0	2020-11-09 23:28:14.525	5m 50s	2m 41s	102.8%	993.3 MB	4.2 GB	1.2 GB	1.7 MB
149	0e/c57228	10668253917881436116	FASTQC (mp583-MV411-ELF2_R1_T1)	COMPLETED	0	2020-11-09 23:28:23.491	5m 42s	2m 45s	103.1%	993.4 MB	4.2 GB	1.2 GB	1.7 MB
162	9a/ec4c2a	12371950167972470992	TRIMGALORE (mp6-D0-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:29.615	5m 37s	2m 42s	516.5%	1.7 GB	3 GB	12.7 GB	12.1 GB
168	ec/80e55d	12874170681775654600	FASTQC (mp607-MV411-ELF2_R1_T1)	COMPLETED	0	2020-11-09 23:28:33.356	5m 36s	2m 43s	102.2%	1013.1 MB	4.3 GB	1.4 GB	1.7 MB
171	01/4e58e3	5561587494419008394	FASTQC (mp610-HEL9217-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:35.271	5m 35s	2m 31s	102.6%	993 MB	4.2 GB	1.1 GB	1.7 MB
44	14/9eca9f	14221778500161766025	TRIMGALORE (db55-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:25.763	6m 55s	3m 59s	537.2%	2.4 GB	3.2 GB	23.6 GB	22.5 GB
50	b2/4cf86f	15891399161797644988	TRIMGALORE (mp101-NOMO1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:27.306	6m 56s	3m 44s	518.7%	1.7 GB	3 GB	16.5 GB	15.8 GB
58	10/5c9d6b	11516170843288102882	TRIMGALORE (mp117-MV411-POLII_R1_T1)	COMPLETED	0	2020-11-09 23:27:31.502	6m 54s	4m 5s	471.4%	2.7 GB	3.4 GB	21.9 GB	21 GB
147	d6/eb0c24	14431395550211842426	FASTQC (mp582-MV411-MEIS1_R1_T1)	COMPLETED	0	2020-11-09 23:28:22.345	6m 9s	3m 13s	102.7%	1.1 GB	4.3 GB	1.4 GB	1.7 MB
152	14/223ea2	13506590798643905015	FASTQC (mp584-MV411-MYC_R1_T1)	COMPLETED	0	2020-11-09 23:28:27.504	6m 6s	2m 59s	102.7%	1010.1 MB	4.3 GB	1.3 GB	1.7 MB
164	af/61e8f2	3660384061200176156	FASTQC (mp601-MV411-RUNX2_R1_T1)	COMPLETED	0	2020-11-09 23:28:30.406	6m 4s	3m 2s	102.6%	1.1 GB	4.3 GB	1.3 GB	1.7 MB
201	a9/56f31d	10270689883111108145	FASTQC (mp7-D0-EZH2_R1_T1)	COMPLETED	0	2020-11-09 23:28:51.832	5m 45s	2m 51s	102.9%	992.8 MB	4.2 GB	1.3 GB	1.8 MB
257	fe/0586cd	6202894421976284250	TRIMGALORE (mp98-M6-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:29:19.779	5m 22s	2m 41s	529.2%	1.7 GB	3 GB	13.3 GB	12.7 GB
14	76/6dc43b	10503207451401660521	FASTQC (db33-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:05.544	7m 41s	4m 31s	101.6%	1 GB	4.2 GB	2 GB	2.3 MB
66	5b/5902c0	6387381129458408666	FASTQC (mp123-M6-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:34.131	7m 15s	4m 10s	102.2%	991.9 MB	4.2 GB	1.8 GB	1.7 MB
74	b3/bda671	3971275930139512527	TRIMGALORE (mp129-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:27:43.137	7m 7s	4m 19s	473.9%	2.7 GB	3.5 GB	22.9 GB	21.9 GB
125	8b/a45b7a	14650355156430399575	FASTQC (mp425-MV411-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:28:10.278	6m 44s	3m 36s	102.2%	991.8 MB	4.2 GB	2 GB	1.8 MB
145	3e/0a54fd	6947408939160933053	FASTQC (mp581-MV411-MEF2C_R1_T1)	COMPLETED	0	2020-11-09 23:28:21.661	6m 34s	3m 17s	101.6%	1 GB	4.3 GB	1.6 GB	1.7 MB
156	6f/65c2ce	10635511117353700280	FASTQC (mp587-MV411-IKZF1_R1_T1)	COMPLETED	0	2020-11-09 23:28:25.870	6m 31s	3m 24s	102.7%	1022.9 MB	4.3 GB	1.3 GB	1.7 MB
255	c7/0bbdd8	8385005004098370126	FASTQC (mp8-D0-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:29:18.798	5m 44s	2m 52s	103.0%	1.1 GB	4.3 GB	1.4 GB	1.8 MB
42	1d/2fab62	12083949513083787316	FASTQC (db54-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:22.647	7m 45s	4m 24s	102.1%	1 GB	4.3 GB	2.6 GB	1.7 MB
55	d0/a8ee7b	18053339332072256441	TRIMGALORE (mp116-MV411-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:29.780	7m 39s	4m 51s	474.6%	3.4 GB	4.1 GB	26.2 GB	25 GB
59	01/37027f	13231786608183010325	TRIMGALORE (mp118-MV411-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:27:34.809	7m 37s	4m 45s	476.7%	3.2 GB	3.9 GB	25.1 GB	24.1 GB
67	1e/74a653	10884212816851675342	TRIMGALORE (mp124-M6-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:36.533	7m 37s	4m 46s	476.8%	3.4 GB	4.1 GB	25.8 GB	24.7 GB
118	d7/930f75	16028700834866413365	FASTQC (mp358-MV411-ZMYND8_R1_T1)	COMPLETED	0	2020-11-09 23:28:06.055	7m 12s	3m 52s	101.8%	991.5 MB	4.2 GB	1.7 GB	1.7 MB
127	2d/11e7e8	17281796359112761298	FASTQC (mp426-MV411-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:28:10.988	7m 8s	3m 36s	102.4%	992.6 MB	4.2 GB	1.6 GB	1.7 MB
137	b0/1b268b	5383903121936118633	FASTQC (mp565-MV411-CDK13_R1_T1)	COMPLETED	0	2020-11-09 23:28:17.472	7m 3s	3m 37s	103.3%	991.9 MB	4.2 GB	1.5 GB	1.7 MB
140	b5/df95b1	10856475111849733123	FASTQC (mp568-MV411-ZEB2_R1_T1)	COMPLETED	0	2020-11-09 23:28:19.422	7m 2s	3m 31s	101.8%	993.1 MB	4.2 GB	1.7 GB	1.8 MB
142	d3/fa2f1f	448392053959266987	FASTQC (mp569-MV411-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:28:20.465	7m 2s	3m 18s	103.0%	992.3 MB	4.2 GB	1.4 GB	1.7 MB
158	09/5aae99	12026237761252812684	TRIMGALORE (mp589-MV411-ETV6_R1_T1)	COMPLETED	0	2020-11-09 23:28:26.898	6m 56s	4m 4s	521.2%	2.2 GB	3 GB	19.5 GB	18.7 GB
176	c6/ef8f4b	8477467511665928919	FASTQC (mp612-PLB985-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:36.816	6m 48s	3m 29s	102.2%	1019.3 MB	4.3 GB	1.6 GB	1.7 MB
260	65/cb917c	9157166438140606749	FASTQC (mp99-MV411-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:29:21.305	6m 9s	3m 7s	102.4%	1.1 GB	4.3 GB	1.5 GB	1.7 MB
72	20/4da20a	1294544088440906732	TRIMGALORE (mp127-M6-SP1_R1_T1)	COMPLETED	0	2020-11-09 23:27:40.135	7m 55s	4m 37s	532.1%	2.5 GB	3.2 GB	21.4 GB	20.5 GB
92	1a/57f85e	6812956890644907119	TRIMGALORE (mp24-OCIAML2-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:50.554	7m 47s	4m 53s	523.6%	2.6 GB	3.4 GB	22.2 GB	21.2 GB
104	1c/3efe64	8297812798777931229	TRIMGALORE (mp314-OCIAML3-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:56.779	7m 43s	4m 56s	458.0%	3.1 GB	3.8 GB	24.6 GB	23.4 GB
102	36/68d448	17449588382101097876	TRIMGALORE (mp313-TF1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:57.434	7m 44s	4m 27s	515.3%	2.3 GB	3 GB	20.1 GB	19.1 GB
115	31/0c158a	5607078819816001712	FASTQC (mp357-MV411-ZMYND8_R1_T1)	COMPLETED	0	2020-11-09 23:28:04.855	7m 40s	4m 9s	102.2%	1 GB	4.3 GB	1.8 GB	1.7 MB
238	d0/bf7f36	14634478606199141895	FASTQC (mp764-MV411-RUNX2_R1_T1)	FAILED	14	2020-11-09 23:29:08.170	6m 43s	6m 2s	-	-	-	-	-
29	3d/6f4989	133948994015670214	FASTQC (db43-MV411-IGG_R1_T1)	COMPLETED	0	2020-11-09 23:27:16.700	8m 41s	4m 52s	101.9%	986.4 MB	4.2 GB	2.3 GB	1.6 MB
82	89/5f31d1	9142716157975694504	TRIMGALORE (mp155-D9-MYB_R1_T1)	COMPLETED	0	2020-11-09 23:27:46.416	8m 13s	5m 14s	527.2%	3.1 GB	3.8 GB	24.4 GB	23.3 GB
100	9d/51e93f	8702527486957453578	TRIMGALORE (mp312-NB4-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:54.153	8m 8s	4m 53s	536.5%	2.8 GB	3.6 GB	23.6 GB	22.4 GB
105	a5/ad3b0f	3469384627027756686	TRIMGALORE (mp315-MONOMAC6-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:59.217	8m 6s	5m 12s	458.2%	3.3 GB	4.1 GB	26.4 GB	25.1 GB
109	c1/b2831b	1491708245033006694	FASTQC (mp326-DFAM71927V3-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:03.369	8m 6s	4m 38s	101.8%	1 GB	4.3 GB	2.3 GB	1.8 MB
119	98/3efd01	7863935738526747337	FASTQC (mp359-MV411-LMO2_R1_T1)	COMPLETED	0	2020-11-09 23:28:07.241	8m 3s	4m 23s	102.2%	1.1 GB	4.3 GB	1.9 GB	1.7 MB
123	94/c050d2	16470310487244319347	FASTQC (mp424-MV411-RUNX1_R1_T1)	COMPLETED	0	2020-11-09 23:28:09.240	8m 2s	4m 51s	102.0%	991.7 MB	4.2 GB	2.1 GB	1.7 MB
134	13/6edc53	16899584772362762018	TRIMGALORE (mp433-MV411-GSE1_R1_T1)	COMPLETED	0	2020-11-09 23:28:13.844	7m 58s	5m 22s	478.4%	3.4 GB	4.1 GB	28.9 GB	27.7 GB
159	69/2ebd40	15004789350116637875	TRIMGALORE (mp590-MV411-GATA2_R1_T1)	COMPLETED	0	2020-11-09 23:28:28.152	7m 46s	4m 53s	491.7%	3.4 GB	4.1 GB	27.2 GB	26.2 GB
166	9c/45f16c	3916496864295035735	TRIMGALORE (mp604-MV411-IKZF1_R1_T1)	COMPLETED	0	2020-11-09 23:28:32.285	7m 44s	4m 42s	527.3%	2.6 GB	3.3 GB	21.7 GB	20.8 GB
169	e9/7edee6	14616778630370176951	TRIMGALORE (mp609-MONOMAC1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:33.992	7m 44s	4m 53s	519.9%	2.9 GB	3.6 GB	23.1 GB	22.1 GB
27	e1/5a9dba	14386447633801510961	FASTQC (db42-MV411-WDR5_D9E1_R1_T1)	COMPLETED	0	2020-11-09 23:27:14.460	9m 14s	5m 52s	101.5%	985.6 MB	4.2 GB	2.7 GB	1.7 MB
46	87/70efff	14978068816826433277	TRIMGALORE (db56-MV411-MLL_KTM2A_R1_T1)	COMPLETED	0	2020-11-09 23:27:23.225	9m 7s	5m 30s	532.4%	2.4 GB	3.1 GB	30.1 GB	28.6 GB
80	2b/695373	12493126406426768079	TRIMGALORE (mp14-D9-INPUT_R1_T2)	COMPLETED	0	2020-11-09 23:27:43.545	8m 49s	5m 47s	475.2%	3.4 GB	4.1 GB	30.8 GB	29.5 GB
95	06/3d2d17	4795020057883078890	TRIMGALORE (mp310-Kasumi1-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:27:52.603	8m 42s	5m 39s	519.6%	3.3 GB	4 GB	25.7 GB	24.4 GB
172	ae/239cb3	12088678209514477673	TRIMGALORE (mp610-HEL9217-INPUT_R1_T1)	COMPLETED	0	2020-11-09 23:28:36.399	8m 2s	5m 2s	478.5%	3.4 GB	4.1 GB	27.1 GB	26 GB
189	4a/bf12e2	17068794108661353677	FASTQC (mp637-SKNO1-ERG_R1_T1)	COMPLETED	0	2020-11-09 23:28:44.574	7m 59s	4m 45s	101.6%	1 GB	4.2 GB	2.3 GB	2.3 MB
197	ec/ac5033	1847937897605640611	FASTQC (mp650-MV411-LDB1_R1_T1)	COMPLETED	0	2020-11-09 23:28:49.399	7m 56s	4m 27s	102.6%	1 GB	4.2 GB	1.8 GB	2.3 MB
