id	score	fpkm
ENST00000338555	8.91978005025578	0.0637785121
ENST00000325425	7.87839296128212	0.0561274388
ENST00000400928	17.9748269451105	0.1326862298
ENST00000379116	17.3727138040915	0.1279687806
ENST00000354700	266.273607641147	5.3323283982
ENST00000353662	37.9011842966595	0.3004508218
ENST00000543032	202.928956063672	3.0820378530
ENST00000379037	267.915243672156	5.4047951871
ENST00000435064	277.733985675523	5.8558704905
ENST00000294579	316.751880961544	7.9850019050
ENST00000411962	3.49078155277791	0.0244913586
ENST00000462432	73.6888104155471	0.6665771491
ENST00000540437	94.7925042330182	0.9290961371
ENST00000419704	260.516278114929	5.0846015077
ENST00000450926	345.035678431985	9.9310250065
ENST00000545578	283.876451643443	6.1540713973
ENST00000379031	330.683025112497	8.8958954005
ENST00000493657	136.234570889742	1.5710286894
ENST00000444968	281.569324297203	6.0405749276
ENST00000464957	102.124230423337	1.0296659520
ENST00000343938	165.49883821993	2.1492065461
ENST00000339381	0	0.0000000000
ENST00000378891	401.268786896842	15.1413335419
ENST00000378888	151.882938144893	1.8655843859
ENST00000345100	20.7641212939588	0.1547985594
ENST00000263743	210.028096204064	3.2879288346
ENST00000474033	104.332841345274	1.0609770123
ENST00000309212	8.73616817662556	0.0624255018
ENST00000342753	41.6527881725015	0.3347114509
ENST00000445648	108.242264984026	1.1175890647
ENST00000378864	9.93559981248786	0.0712951424
ENST00000338370	219.976329634259	3.5940396119
ENST00000338338	232.627504322898	4.0150880943
ENST00000321751	531.526446495866	38.8156709723
ENST00000378853	353.92419454137	10.6256699019
ENST00000489799	154.090930800162	1.9097784444
ENST00000480479	322.37229539988	8.3419450168
ENST00000400809	404.378989621288	15.4930909900
ENST00000408952	523.676733871099	36.7071795787
ENST00000408918	525.324664885324	37.1403624563
ENST00000444362	314.709459708592	7.8586975190
ENST00000453521	301.583727193076	7.0883042791
ENST00000344843	530.767451188989	38.6067525731
ENST00000487659	53.4866473232855	0.4488080558
ENST00000514958	294.181742337136	6.6837864479
ENST00000520296	0	0.0000000000
ENST00000427211	0	0.0000000000
ENST00000537107	0	0.0000000000
ENST00000454272	0	0.0000000000
ENST00000442470	0	0.0000000000
ENST00000428932	0	0.0000000000
ENST00000439191	0	0.0000000000
ENST00000378821	0	0.0000000000
ENST00000366395	0	0.0000000000
ENST00000428781	0	0.0000000000
ENST00000417917	0	0.0000000000
ENST00000495558	0	0.0000000000
ENST00000338660	78.256416084258	0.7201855135
ENST00000404702	0.622076146321819	0.0043212129
ENST00000476993	18.8866184876581	0.1398675410
ENST00000378785	216.754321058745	3.4925769369
ENST00000475091	266.321289101377	5.3344215957
ENST00000378741	141.247112888068	1.6619272236
ENST00000360489	38.6564433544518	0.3072766069
ENST00000378737	141.589863256871	1.6682588541
ENST00000308647	359.63472107474	11.0950699744
ENST00000472194	104.930982842314	1.0695395628
ENST00000378736	304.035693307054	7.2269457667
ENST00000378756	367.86401592055	11.8050427047
ENST00000378759	104.889805781647	1.0689489640
ENST00000378755	220.166424592038	3.6000968821
ENST00000536055	201.226718560087	3.0341568720
ENST00000378733	0	0.0000000000
ENST00000425828	0	0.0000000000
ENST00000291386	582.333037739087	55.6235531792
ENST00000378726	8.70007715013444	0.0621597545
ENST00000378725	24.7191327022783	0.1868941905
ENST00000359060	241.871413232199	4.3469423887
ENST00000366221	0	0.0000000000
ENST00000422725	50.3966230771935	0.4181068416
ENST00000502203	0	0.0000000000
ENST00000520777	142.284187983529	1.6811313136
ENST00000360522	15.4660188537883	0.1131593945
ENST00000378710	20.3198115782699	0.1512475737
ENST00000357210	92.5983420953738	0.8999789316
ENST00000355826	168.471409237194	2.2147668100
ENST00000518681	2.68582399550407	0.0187910847
ENST00000505820	179.857077439527	2.4787542700
ENST00000378712	121.897121426818	1.3278066222
ENST00000504599	71.7218487080514	0.6440093306
ENST00000378708	31.5565157658268	0.2444990747
ENST00000473511	145.755620956262	1.7464275026
ENST00000356026	24.7653255043803	0.1872742760
ENST00000378675	30.2963792741985	0.2336762079
ENST00000412415	0.207322152140149	0.0014380807
ENST00000490017	0	0.0000000000
ENST00000341832	0	0.0000000000
ENST00000340677	452.150616737734	21.9672491650
ENST00000407249	0	0.0000000000
ENST00000317673	182.710566421992	2.5482450876
ENST00000401097	62.3635127975643	0.5407524957
ENST00000356200	257.141362802944	4.9439155893
ENST00000378633	156.127687954793	1.9511492393
ENST00000404249	0	0.0000000000
ENST00000358779	0.771055723703144	0.0053588586
ENST00000357760	267.864812336311	5.4025566965
ENST00000460465	345.671009083182	9.9792689473
ENST00000378638	0	0.0000000000
ENST00000341028	184.003613082796	2.5801899448
ENST00000378630	5.77078063987819e-08	0.0000000004
ENST00000378635	324.576503459206	8.4857709636
ENST00000378662	298.28987966489	6.9057306149
ENST00000234800	322.607246280582	8.3571712869
ENST00000480991	183.356090082971	2.5641570304
ENST00000399917	439.249520430572	20.0025879635
ENST00000417099	287.488741720991	6.3354598901
ENST00000355439	151.351242455853	1.8550429016
ENST00000400924	394.26993824302	14.3769703869
ENST00000246421	1.58696467541106e-07	0.0000000011
ENST00000475229	276.147471450826	5.7808903443
ENST00000424604	261.094010978294	5.1090163846
ENST00000341426	37.0594514214933	0.2928855007
ENST00000341991	302.793945407749	7.1564391536
ENST00000378625	38.8846981676992	0.3093465409
ENST00000344463	281.235254401845	6.0242906612
ENST00000342348	167.285936191488	2.1884590708
ENST00000492845	108.39245565553	1.1197947126
ENST00000378609	515.86047288409	34.7186272143
ENST00000455156	488.297087059679	28.5067039984
ENST00000378606	574.871993051332	52.7696408629
ENST00000461893	78.4542458611646	0.7225459385
ENST00000412228	0	0.0000000000
ENST00000307786	0	0.0000000000
ENST00000378604	0	0.0000000000
ENST00000482402	0	0.0000000000
ENST00000378602	112.172609353487	1.1760717006
ENST00000310991	68.589906797736	0.6087041918
ENST00000470931	112.134119933408	1.1754912275
ENST00000270720	19.6620810814378	0.1460109356
ENST00000468610	16.5443485409446	0.1215107782
ENST00000434971	0	0.0000000000
ENST00000443930	0	0.0000000000
ENST00000378585	0	0.0000000000
ENST00000449154	0	0.0000000000
ENST00000378567	11.1796176125126	0.0805727280
ENST00000400921	4.32808548012505e-08	0.0000000003
ENST00000461106	0.0989079314224709	0.0006858126
ENST00000400920	328.210874376089	8.7277674725
ENST00000479263	50.465308871417	0.4187821540
ENST00000400919	71.3266259795404	0.6395117711
ENST00000400918	86.3725664403343	0.8197315843
ENST00000378543	6.51142098706057	0.0461677556
ENST00000378546	263.986584915381	5.2327370513
ENST00000487186	7.46620896058838	0.0531143449
ENST00000378545	9.45605337857471	0.0677401091
ENST00000545087	0	0.0000000000
ENST00000420964	0	0.0000000000
ENST00000442483	0	0.0000000000
ENST00000536678	116.141399908032	1.2367654772
ENST00000378536	232.076526462066	3.9959715611
ENST00000478223	135.075725676064	1.5504596151
ENST00000378531	17.9928825088465	0.1328279962
ENST00000378529	69.9981263536802	0.6244836952
ENST00000469374	60.6872040411318	0.5229536556
ENST00000378527	35.8236834783417	0.2818583385
ENST00000378525	0.832281642494676	0.0057856091
ENST00000378518	447.560109210887	21.2479590943
ENST00000434662	469.870353756364	24.9687296741
ENST00000306256	233.973098910007	4.0620823910
ENST00000378513	175.981989539827	2.3865584485
ENST00000378512	237.21089944059	4.1769737192
ENST00000488353	250.923367431324	4.6931758979
ENST00000288774	244.714162714833	4.4533457494
ENST00000447513	89.2336112689092	0.8561793470
ENST00000507596	139.184134132355	1.6241339073
ENST00000502666	32.0553558577356	0.2488096222
ENST00000420406	0	0.0000000000
ENST00000449969	0	0.0000000000
ENST00000288766	0	0.0000000000
ENST00000378488	0	0.0000000000
ENST00000378486	0	0.0000000000
ENST00000378483	0	0.0000000000
ENST00000343889	0	0.0000000000
ENST00000278878	0	0.0000000000
ENST00000473964	0	0.0000000000
ENST00000424657	0	0.0000000000
ENST00000442305	0	0.0000000000
ENST00000378466	299.253731605595	6.9587249379
ENST00000435556	8.34019345348505	0.0595134738
ENST00000491212	63.7046280340533	0.5551419585
ENST00000378453	0	0.0000000000
ENST00000432521	0	0.0000000000
ENST00000409119	0	0.0000000000
ENST00000423768	0	0.0000000000
ENST00000355716	67.2264866614765	0.5935727322
ENST00000482602	0	0.0000000000
ENST00000456687	0	0.0000000000
ENST00000424215	0	0.0000000000
ENST00000419916	74.0595592809676	0.6708654857
ENST00000378424	4.35188353247121	0.0306245297
ENST00000537325	28.9704702700931	0.2223900478
ENST00000378425	6.86578406694855e-05	0.0000004759
ENST00000444521	17.3310658190506	0.1276432035
ENST00000484099	11.5798761860607	0.0835748110
ENST00000378411	131.371480146834	1.4858078834
ENST00000288709	17.5596528319132	0.1294313077
ENST00000378412	0.000445864213402967	0.0000030905
ENST00000502556	0	0.0000000000
ENST00000511099	0	0.0000000000
ENST00000427302	0	0.0000000000
ENST00000401094	0	0.0000000000
ENST00000401095	0	0.0000000000
ENST00000457440	0	0.0000000000
ENST00000429389	0	0.0000000000
ENST00000378404	0	0.0000000000
ENST00000543312	0	0.0000000000
ENST00000445317	0	0.0000000000
ENST00000511072	0	0.0000000000
ENST00000441472	0	0.0000000000
ENST00000442529	0	0.0000000000
ENST00000378398	0	0.0000000000
ENST00000378391	0	0.0000000000
ENST00000514189	0	0.0000000000
ENST00000270722	0	0.0000000000
ENST00000512462	0	0.0000000000
ENST00000408992	0	0.0000000000
ENST00000378389	0	0.0000000000
ENST00000440516	0	0.0000000000
ENST00000378378	41.2899446980653	0.3313588169
ENST00000378373	70.0231456162223	0.6247654381
ENST00000378371	9.27152216343133	0.0663752647
ENST00000413250	25.9732239059859	0.1972564759
ENST00000294599	12.308648550859	0.0890622996
ENST00000356575	111.955784633143	1.1728037074
ENST00000494257	94.2468590742763	0.9218138362
ENST00000385042	0	0.0000000000
ENST00000435049	0	0.0000000000
ENST00000378344	266.755057514119	5.3534956669
ENST00000456805	226.578707016981	3.8091671500
ENST00000344579	101.870387392347	1.0260978829
ENST00000378322	166.716532396005	2.1758996414
ENST00000270708	311.325786961657	7.6533446823
ENST00000471223	135.374044633848	1.5557388849
ENST00000378295	139.551459961377	1.6308237502
ENST00000354437	3.60673757579414e-07	0.0000000025
ENST00000357733	9.40636859997425e-05	0.0000006520
ENST00000346387	81.5244671883563	0.7595965429
ENST00000378285	217.984720424206	3.5310556319
ENST00000378280	3.31819854443502e-07	0.0000000023
ENST00000378288	1.58696467541106e-07	0.0000000011
ENST00000378290	1.97937746071405e-05	0.0000001372
ENST00000452079	291.276452210251	6.5305984654
ENST00000419973	9.40666764216658	0.0673746673
ENST00000443034	0	0.0000000000
ENST00000416554	0	0.0000000000
ENST00000294600	0	0.0000000000
ENST00000462521	0	0.0000000000
ENST00000444870	442.500021453326	20.4811632388
ENST00000378251	339.441902304482	9.5153066882
ENST00000462356	311.64682375856	7.6726220431
ENST00000378230	194.675312735828	2.8550595003
ENST00000494653	178.921059656152	2.4562572379
ENST00000378223	129.948970332884	1.4614180428
ENST00000341385	246.247497108309	4.5116144474
ENST00000378212	1.99091914724749e-06	0.0000000138
ENST00000338895	10.531486775747	0.0757291424
ENST00000378209	25.5875588888426	0.1940602126
ENST00000468793	16.2802907909086	0.1194599445
ENST00000339350	8.56128691744617	0.0611384263
ENST00000378206	18.3398755914283	0.1355559225
ENST00000448632	14.7563760095213	0.1076973534
ENST00000430539	36.0156579250816	0.2835651985
ENST00000361605	396.231654774806	14.5874880374
ENST00000474140	199.165898021432	2.9769405067
ENST00000442673	20.060269617111	0.1491783322
ENST00000412674	0	0.0000000000
ENST00000425194	0	0.0000000000
ENST00000423197	0	0.0000000000
ENST00000438791	0	0.0000000000
ENST00000420522	0	0.0000000000
ENST00000378190	0	0.0000000000
ENST00000378191	0	0.0000000000
ENST00000466761	0	0.0000000000
ENST00000443270	0	0.0000000000
ENST00000413887	0	0.0000000000
ENST00000401226	0	0.0000000000
ENST00000478423	33.4081724642342	0.2605747976
ENST00000378156	142.26760947426	1.6808232332
ENST00000470763	103.91749688165	1.0550520986
ENST00000378160	20.4518599912518	0.1523017813
ENST00000378111	12.9837810143437	0.0941706861
ENST00000378097	103.836565441029	1.0538995911
ENST00000378092	55.5024836943676	0.4691939262
ENST00000378087	86.22502407977	0.8178715221
ENST00000352527	0	0.0000000000
ENST00000341524	0	0.0000000000
ENST00000164247	0	0.0000000000
ENST00000378083	14.1286829894842	0.1028884124
ENST00000458166	51.5993284560206	0.4299783301
ENST00000481789	64.7811727030645	0.5667898931
ENST00000378001	8.69646398260559	0.0621331535
ENST00000378006	7.38725768820853	0.0525381873
ENST00000378021	6.27181102662734	0.0444316703
ENST00000262450	4.50582871956409	0.0317248618
ENST00000536802	3.62767079178393	0.0254639023
ENST00000462991	0.00304924801408012	0.0000211360
ENST00000377999	0	0.0000000000
ENST00000234875	835.798172773676	327.0977130805
ENST00000480661	466.988070707746	24.4550625763
ENST00000455744	0	0.0000000000
ENST00000377948	2.55789808095378e-05	0.0000001773
ENST00000377939	177.55127173057	2.4235965936
ENST00000492476	125.233472207924	1.3822663482
ENST00000343813	209.094222454845	3.2602621999
ENST00000489498	30.6915872025793	0.2370603398
ENST00000535068	231.793846920934	3.9861921120
ENST00000362035	134.118160015513	1.5335874043
ENST00000429480	0	0.0000000000
ENST00000377898	0	0.0000000000
ENST00000377893	46.3617012681756	0.3789947962
ENST00000377842	9.449652221392e-06	0.0000000655
ENST00000377845	335.589302588383	9.2382201308
ENST00000377855	1.64322955940813e-05	0.0000001139
ENST00000545482	233.338362032004	4.0398598673
ENST00000361521	38.486087572324	0.3057338644
ENST00000473466	218.10482954926	3.5348294560
ENST00000541130	7.36217326246524	0.0523551963
ENST00000377837	0	0.0000000000
ENST00000377836	0	0.0000000000
ENST00000377834	0	0.0000000000
ENST00000487437	0	0.0000000000
ENST00000377828	74.9467729683195	0.6811724615
ENST00000461727	42.948448907404	0.3467522627
ENST00000416731	4.38136459374785	0.0308351564
ENST00000419034	0	0.0000000000
ENST00000473343	0	0.0000000000
ENST00000377782	0	0.0000000000
ENST00000356876	0	0.0000000000
ENST00000351959	0	0.0000000000
ENST00000351748	0	0.0000000000
ENST00000348333	0	0.0000000000
ENST00000489097	0	0.0000000000
ENST00000400913	0	0.0000000000
ENST00000340850	0	0.0000000000
ENST00000377748	0	0.0000000000
ENST00000377725	0	0.0000000000
ENST00000377728	0	0.0000000000
ENST00000377732	0	0.0000000000
ENST00000400915	0	0.0000000000
ENST00000377740	0	0.0000000000
ENST00000535355	0	0.0000000000
ENST00000377737	0	0.0000000000
ENST00000535966	0	0.0000000000
ENST00000537245	0	0.0000000000
ENST00000544978	0	0.0000000000
ENST00000377705	216.965706623502	3.4991643442
ENST00000464383	201.558820142375	3.0434540072
ENST00000517213	0	0.0000000000
ENST00000333172	0	0.0000000000
ENST00000437392	0	0.0000000000
ENST00000328191	0	0.0000000000
ENST00000351136	0	0.0000000000
ENST00000377674	254.954616206726	4.8545008058
ENST00000482360	107.142615671669	1.1015097599
ENST00000545645	67.9228500378498	0.6012832195
ENST00000377658	326.047815734054	8.5830052388
ENST00000377663	209.056756492518	3.2591559779
ENST00000467612	255.265974165846	4.8671494515
ENST00000505933	8.90544750509288	0.0636728356
ENST00000377648	279.936444204477	5.9613371167
ENST00000495385	216.984152222349	3.4997396223
ENST00000054650	12.1342963400366	0.0877469438
ENST00000307896	257.240455318341	4.9479996116
ENST00000377627	139.0868208105	1.6223644614
ENST00000484669	318.977655251054	8.1246963663
ENST00000465508	90.8257622254445	0.8767774995
ENST00000349363	158.071628442215	1.9911832228
ENST00000377577	172.149556411501	2.2977809293
ENST00000294401	147.796564464293	1.7855566272
ENST00000542246	42.3668703130667	0.3413341689
ENST00000377573	253.496868664595	4.7956428238
ENST00000432429	0	0.0000000000
ENST00000459253	0	0.0000000000
ENST00000442889	0	0.0000000000
ENST00000303635	73.7976440976462	0.6678348519
ENST00000439411	65.5531813147916	0.5751965026
ENST00000414738	3.10849075301627	0.0217802162
ENST00000303646	24.5386386732082	0.1854102084
ENST00000495233	21.4117479552697	0.1599941097
ENST00000456701	0	0.0000000000
ENST00000540234	0	0.0000000000
ENST00000384328	0	0.0000000000
ENST00000427317	0	0.0000000000
ENST00000457311	0	0.0000000000
ENST00000440032	0	0.0000000000
ENST00000054666	409.7890268234	16.1233167213
ENST00000470357	207.427041230341	3.2113138947
ENST00000377541	6.62749415319993	0.0470097968
ENST00000377532	35.1669892932598	0.2760367619
ENST00000361923	205.977640892005	3.1692168417
ENST00000539773	6.59685389677909	0.0467874543
ENST00000463106	0	0.0000000000
ENST00000451646	68.0889575861076	0.6031279504
ENST00000377516	73.2186213295992	0.6611544449
ENST00000400910	0	0.0000000000
ENST00000361696	0	0.0000000000
ENST00000054668	0	0.0000000000
ENST00000377507	84.4876099682879	0.7961104871
ENST00000492571	63.134309278741	0.5490063870
ENST00000338639	619.801747348771	72.4157387344
ENST00000493678	83.952845821126	0.7894651634
ENST00000465354	82.6308607897152	0.7731426520
ENST00000377491	10.5877657059838	0.0761488617
ENST00000377488	664.870142996931	99.3364110541
ENST00000363474	0	0.0000000000
ENST00000423628	0	0.0000000000
ENST00000377482	164.921516857192	2.1366295893
ENST00000467067	64.2458443950203	0.5609869150
ENST00000445300	0	0.0000000000
ENST00000364105	0	0.0000000000
ENST00000452982	0	0.0000000000
ENST00000424689	0	0.0000000000
ENST00000516168	0	0.0000000000
ENST00000471889	0	0.0000000000
ENST00000377479	0	0.0000000000
ENST00000289877	0	0.0000000000
ENST00000481265	0	0.0000000000
ENST00000516445	0	0.0000000000
ENST00000337907	208.017495953484	3.2285849431
ENST00000377464	106.180588659748	1.0875429588
ENST00000400907	117.650823608303	1.2602905495
ENST00000476556	14.003291858485	0.1019302588
ENST00000400908	94.1305306332735	0.9202648498
ENST00000480342	41.6163101395539	0.3343740165
ENST00000449895	0	0.0000000000
ENST00000408156	0	0.0000000000
ENST00000410579	0	0.0000000000
ENST00000433876	0	0.0000000000
ENST00000234590	942.399977268229	685.9207109053
ENST00000464920	353.715242826671	10.6088441329
ENST00000414948	76.5447131293828	0.6998967619
ENST00000442636	0	0.0000000000
ENST00000364855	0	0.0000000000
ENST00000437767	0	0.0000000000
ENST00000319474	0	0.0000000000
ENST00000377442	0	0.0000000000
ENST00000476083	0	0.0000000000
ENST00000377443	0	0.0000000000
ENST00000377436	0	0.0000000000
ENST00000400906	0	0.0000000000
ENST00000377424	0	0.0000000000
ENST00000456780	0	0.0000000000
ENST00000536305	0	0.0000000000
ENST00000535586	0	0.0000000000
ENST00000377414	0	0.0000000000
ENST00000486632	0	0.0000000000
ENST00000516595	0	0.0000000000
ENST00000377411	19.7404999697971	0.1466340287
ENST00000377408	0	0.0000000000
ENST00000414642	0	0.0000000000
ENST00000466131	0	0.0000000000
ENST00000385130	0	0.0000000000
ENST00000437157	0	0.0000000000
ENST00000412639	0	0.0000000000
ENST00000377403	140.061273444248	1.6401368896
ENST00000495451	28.2888336864804	0.2166281892
ENST00000517032	0	0.0000000000
ENST00000328089	0	0.0000000000
ENST00000357898	0	0.0000000000
ENST00000377399	0	0.0000000000
ENST00000544846	0	0.0000000000
ENST00000517147	0	0.0000000000
ENST00000441033	0	0.0000000000
ENST00000302692	340.731809036285	9.6097450976
ENST00000377376	11.7664360541412	0.0849769253
ENST00000340305	82.3768839005073	0.7700238980
ENST00000340381	139.926766199563	1.6376765495
ENST00000510900	0	0.0000000000
ENST00000536656	93.3869279415704	0.9103927669
ENST00000377346	141.039298805347	1.6580955910
ENST00000469267	160.432831846521	2.0405415793
ENST00000360563	2.01977290260483e-07	0.0000000014
ENST00000361110	319.670234859457	8.1686056585
ENST00000543390	101.512744259689	1.0210814203
ENST00000377298	187.997643873887	2.6806904911
ENST00000477264	142.460156792631	1.6844035459
ENST00000361311	75.5411090308289	0.6881125448
ENST00000377288	1.29842564364799e-07	0.0000000009
ENST00000539822	249.870428136026	4.6517759753
ENST00000377320	0	0.0000000000
ENST00000415330	300.768492005205	7.0427279455
ENST00000535940	0	0.0000000000
ENST00000377263	226.301227832891	3.7999263800
ENST00000537447	173.437169023468	2.3273455272
ENST00000400904	153.278774580098	1.8934440471
ENST00000377258	32.09163761471	0.2491237198
ENST00000377256	293.667416303037	6.6564422400
ENST00000454104	255.809552330232	4.8892973762
ENST00000453140	0	0.0000000000
ENST00000488540	87.3191905852841	0.8317110090
ENST00000377223	248.855222777324	4.6121447809
ENST00000400903	185.422661238468	2.6155787821
ENST00000541052	89.4862445795897	0.8594325886
ENST00000377213	390.949900835934	14.0271447408
ENST00000445884	0	0.0000000000
ENST00000403197	136.776967273459	1.5807129354
ENST00000377205	130.274029395221	1.4669702092
ENST00000492735	36.7165768846526	0.2898164449
ENST00000413148	0	0.0000000000
ENST00000365545	0	0.0000000000
ENST00000315901	0	0.0000000000
ENST00000294435	0	0.0000000000
ENST00000253251	229.416426628117	3.9046978608
ENST00000377157	306.477124894512	7.3673527012
ENST00000377153	185.009226859798	2.6052324183
ENST00000343090	80.89989500629	0.7519953551
ENST00000466379	14.1327742687051	0.1029196892
ENST00000364876	0	0.0000000000
ENST00000355249	42.3087892877741	0.3407942739
ENST00000377093	158.129716801521	1.9923878288
ENST00000263934	1.16325887517663	0.0080956904
ENST00000377086	126.15369082477	1.3975101255
ENST00000377083	151.743086623323	1.8628079006
ENST00000377081	31.753570340093	0.2462000703
ENST00000483340	20.3428761866586	0.1514316403
ENST00000362692	0	0.0000000000
ENST00000491493	555.329353669758	45.9578202737
ENST00000535256	388.078232895634	13.7309884045
ENST00000541529	504.816747400405	32.0864241459
ENST00000377062	214.421729460175	3.4205236957
ENST00000543846	360.667371009161	11.1819544508
ENST00000270776	622.857972010335	73.9875779048
ENST00000538557	104.497150382259	1.0633256033
ENST00000336114	211.564595964566	3.3338402035
ENST00000400900	2.74112048154365e-07	0.0000000019
ENST00000470413	36.1412409606073	0.2846829967
ENST00000309048	150.797828471739	1.8441120116
ENST00000477755	63.4148535459532	0.5520214917
ENST00000465026	30.3363473697888	0.2340180301
ENST00000377049	2.88539032022763e-08	0.0000000002
ENST00000377038	243.503238952596	4.4077647389
ENST00000377036	199.710403165389	2.9919787242
ENST00000475098	62.6457421216623	0.5437695654
ENST00000424487	121.744727591857	1.3253490267
ENST00000472851	72.9556720072308	0.6581295394
ENST00000356607	293.506143450186	6.6478882050
ENST00000538836	268.233524428526	5.4189407501
ENST00000377022	7.1219707626716	0.0506045281
ENST00000344008	35.6295618276938	0.2801346955
ENST00000492173	0	0.0000000000
ENST00000377008	0	0.0000000000
ENST00000377004	0	0.0000000000
ENST00000468348	0	0.0000000000
ENST00000384484	0	0.0000000000
