GENE,mr492-MV411-DMSO-r1_tcount,mr493-MV411-DMSO-r2_tcount,mr494-MV411-DMSO-r3_tcount,mr495-MV411-DMSO-r4_tcount,mr496-MV411-DMSO-r5_tcount,mr497-MV411-Naphthol-r1_tcount,mr498-MV411-Naphthol-r2_tcount,mr499-MV411-Naphthol-r3_tcount,mr500-MV411-Naphthol-r4_tcount,mr501-MV411-Naphthol-r5_tcount,mr502-MV411-Plumbagin-r1_tcount,mr503-MV411-Plumbagin-r2_tcount,mr504-MV411-Plumbagin-r3_tcount,mr505-MV411-Plumbagin-r4_tcount,mr506-MV411-Plumbagin-r5_tcount,mr507-MV411-Celastrol-r1_tcount,mr508-MV411-Celastrol-r2_tcount,mr509-MV411-Celastrol-r3_tcount,mr510-MV411-Celastrol-r4_tcount,mr511-MV411-Celastrol-r5_tcount,mr512-MV411-TM1-001-r1_tcount,mr513-MV411-TM1-001-r2_tcount,mr514-MV411-TM1-001-r3_tcount,mr515-MV411-TM1-001-r4_tcount,mr516-MV411-TM1-001-r5_tcount,mr517-MV411-Tretinoin-r1_tcount,mr518-MV411-Tretinoin-r2_tcount,mr519-MV411-Tretinoin-r3_tcount,mr520-MV411-Tretinoin-r4_tcount,mr521-MV411-Tretinoin-r5_tcount
EIF1B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1,11,0
SMIM4,7,2,1,1,2,3,1,3,2,2,3,1,0,2,1,1,5,1,9,4,4,8,1,3,7,3,2,3,16,7
CPEB2-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTHFD2L,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,1,2,3,0,2,2,2,8,1,6,3
C4orf47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
441089,1,5,0,0,0,1,4,2,1,3,2,1,1,1,1,1,3,2,5,0,3,6,1,4,11,8,18,2,32,8
441108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0
441123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441124,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,2,4,6,3,6,3,11,0,0,11,1,8,1,7,3
C6orf226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,4,0,10,2,0,0,2,2
TMEM151B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
441155,0,1,0,1,0,3,1,1,2,3,0,0,1,0,1,0,3,2,4,2,0,6,0,5,10,3,2,2,10,0
RP9P,2,5,2,2,0,5,0,4,2,4,5,1,6,5,0,3,37,16,17,9,2,13,11,5,7,6,28,5,51,7
AC073107.1,0,1,0,0,1,0,1,4,1,0,0,0,2,0,0,0,1,0,2,0,1,4,0,2,3,1,2,1,12,0
TYW1B,1,1,1,1,0,1,3,3,1,0,2,1,3,1,3,0,6,10,9,6,6,10,7,7,13,9,29,8,51,3
SPDYE7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTX2P1-UPK3BP1-PMS2P11,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,6,4,2,2,5,4,0,1,3,9,5,1,17,4
SPDYE3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SPDYE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441307,0,5,0,4,0,1,2,2,1,1,3,0,1,1,3,0,3,3,3,2,6,6,1,2,35,4,20,0,31,5
441374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
LRRC24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LINC01239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441394,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,2,0,1,1,0,1,0,3,1
441425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUTM2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
441461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRARP,9,6,3,7,7,18,13,13,9,11,4,3,6,7,9,7,19,11,12,13,7,14,2,9,25,18,67,12,129,11
CT45A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGAM4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,1,0,0,2,0,0,0,0,3,0,2,0
CDNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0
441687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
441733,1,4,0,1,0,2,2,3,0,4,1,3,4,4,2,1,8,11,8,6,10,8,1,14,18,6,11,6,46,6
WBP11P1,0,1,4,3,3,2,0,0,0,2,1,0,0,4,2,2,2,4,2,2,0,4,0,1,6,1,3,1,17,3
ZFAS1,74,87,35,35,41,80,77,97,82,82,62,26,64,70,44,42,307,184,157,167,189,347,200,171,678,253,792,152,1492,225
442245,0,2,1,0,2,1,0,1,0,5,5,1,4,2,2,1,0,4,3,4,2,0,1,0,0,0,0,0,0,5
442454,4,3,2,5,5,8,5,12,10,4,5,0,4,3,3,2,19,13,8,11,7,12,4,4,28,14,38,8,106,14
442459,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
442578,3,13,4,5,4,10,13,11,5,7,6,6,10,9,5,11,49,20,29,20,24,43,13,9,72,71,199,37,340,63
442582,5,22,4,7,11,15,16,18,13,20,16,7,13,21,11,5,73,49,37,19,23,69,19,18,121,100,253,56,344,57
SPDYE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3IP1,1,1,1,2,5,5,0,2,1,2,0,3,1,0,8,5,0,0,1,4,4,1,8,1,0,0,2,1,4,0
MIR302B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR302C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR302D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
