task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	b1/5270cc	8412696251168026522	CHECK_DESIGN (IRF2BP2_degraded_v6_design.csv)	COMPLETED	0	2021-07-08 20:43:34.634	2m 57s	78ms	50.0%	3.2 MB	5.4 MB	578.3 KB	3.7 KB
3	17/c92be6	17159406275040204331	get_software_versions	COMPLETED	0	2021-07-08 20:43:35.403	3m 17s	4.7s	91.1%	70.9 MB	3.9 GB	47.6 MB	38.6 KB
4	a8/e07402	456926775610503784	output_documentation	COMPLETED	0	2021-07-08 20:43:35.683	3m 17s	321ms	81.2%	15 MB	21.1 MB	3.2 MB	1.2 MB
2	91/5d5174	240890733026669683	MAKE_GENOME_FILTER (genome.fa)	COMPLETED	0	2021-07-08 20:43:35.083	4m 57s	17.1s	79.3%	4.5 MB	11.6 MB	2.9 GB	18.7 KB
21	3e/46411a	12954664187455059579	FASTQC (MV411_IRF2BP2_VHL-FLAG_IRF2BP2_R2_T1)	COMPLETED	0	2021-07-08 20:46:38.666	10m 34s	7m 13s	102.5%	1.1 GB	4.3 GB	3.4 GB	4.7 MB
29	32/693611	15715376407666975247	FASTQC (MV411_IRF2BP2_VHL-MED1_R2_T1)	COMPLETED	0	2021-07-08 20:46:42.152	10m 32s	7m 2s	103.0%	1.1 GB	4.2 GB	3.4 GB	4.7 MB
9	f7/ac19fd	3151302907661540941	FASTQC (MV411_IRF2BP2_DMSO-FLAG_IRF2BP2_R2_T1)	COMPLETED	0	2021-07-08 20:46:34.916	12m 27s	8m 55s	102.1%	1.1 GB	4.2 GB	4.3 GB	4.7 MB
7	ca/e894a7	11568346036705194099	FASTQC (MV411_IRF2BP2_DMSO-FLAG_IRF2BP2_R1_T1)	COMPLETED	0	2021-07-08 20:46:33.641	12m 58s	9m 24s	102.0%	1.1 GB	4.3 GB	4.3 GB	4.7 MB
18	42/a2f28a	12899145293332529959	FASTQC (MV411_IRF2BP2_DMSO-MED1_R2_T1)	COMPLETED	0	2021-07-08 20:46:37.678	12m 56s	9m 32s	101.9%	1.1 GB	4.2 GB	4.4 GB	4.7 MB
27	9d/55e859	17049075778867806918	FASTQC (MV411_IRF2BP2_VHL-MED1_R1_T1)	COMPLETED	0	2021-07-08 20:46:41.737	13m 21s	9m 51s	102.0%	1.1 GB	4.3 GB	4.5 GB	4.7 MB
19	de/c2ec2d	15031731192549991952	FASTQC (MV411_IRF2BP2_VHL-FLAG_IRF2BP2_R1_T1)	COMPLETED	0	2021-07-08 20:46:38.371	14m 4s	10m 23s	101.9%	1.1 GB	4.3 GB	5 GB	4.7 MB
16	eb/2fda34	14342730802774662905	FASTQC (MV411_IRF2BP2_DMSO-MED1_R1_T1)	COMPLETED	0	2021-07-08 20:46:36.817	14m 26s	10m 45s	101.7%	1.1 GB	4.2 GB	4.8 GB	4.7 MB
5	2e/a7ec6b	1398939549161577512	FASTQC (INPUT_R1_T1)	COMPLETED	0	2021-07-08 20:46:32.825	15m 19s	11m 31s	101.5%	1 GB	4.2 GB	4.8 GB	4.2 MB
24	37/18780b	1476828188708869631	FASTQC (MV411_IRF2BP2_VHL-H3K27AC_R1_T1)	COMPLETED	0	2021-07-08 20:46:40.007	16m 33s	12m 34s	101.6%	1.1 GB	4.3 GB	6.1 GB	4.9 MB
14	3b/7577b3	5756444195454450664	FASTQC (MV411_IRF2BP2_DMSO-H3K27AC_R2_T1)	COMPLETED	0	2021-07-08 20:46:36.552	16m 46s	12m 43s	101.6%	1.1 GB	4.3 GB	5.8 GB	4.8 MB
11	24/b81a15	6967017091580689407	FASTQC (MV411_IRF2BP2_DMSO-H3K27AC_R1_T1)	COMPLETED	0	2021-07-08 20:46:35.621	17m 27s	13m 21s	101.4%	1.1 GB	4.2 GB	6.1 GB	4.9 MB
25	64/fd972c	2030527274979692239	FASTQC (MV411_IRF2BP2_VHL-H3K27AC_R2_T1)	COMPLETED	0	2021-07-08 20:46:40.796	17m 22s	12m 48s	101.5%	1.1 GB	4.2 GB	6.2 GB	4.8 MB
30	7c/357a48	11418931455226545301	TRIMGALORE (MV411_IRF2BP2_VHL-MED1_R2_T1)	COMPLETED	0	2021-07-08 20:46:42.578	24m 50s	21m 38s	525.1%	3.6 GB	4.6 GB	112.6 GB	109.2 GB
22	69/a5f737	7523077525487999270	TRIMGALORE (MV411_IRF2BP2_VHL-FLAG_IRF2BP2_R2_T1)	COMPLETED	0	2021-07-08 20:46:39.560	26m 43s	23m 8s	560.3%	3.6 GB	4.6 GB	115.1 GB	111.6 GB
10	9a/d68475	13440602007736813390	TRIMGALORE (MV411_IRF2BP2_DMSO-FLAG_IRF2BP2_R2_T1)	COMPLETED	0	2021-07-08 20:46:34.501	31m 8s	27m 20s	565.5%	3.7 GB	4.6 GB	142.9 GB	138.6 GB
17	bb/f539ae	15935095985642323388	TRIMGALORE (MV411_IRF2BP2_DMSO-MED1_R2_T1)	COMPLETED	0	2021-07-08 20:46:37.945	31m 54s	28m 11s	526.5%	3.7 GB	4.7 GB	147.2 GB	142.7 GB
8	91/d5f838	1089340312652615871	TRIMGALORE (MV411_IRF2BP2_DMSO-FLAG_IRF2BP2_R1_T1)	COMPLETED	0	2021-07-08 20:46:34.089	32m 8s	28m 6s	565.3%	3.7 GB	4.7 GB	145.1 GB	140.7 GB
28	49/4576c7	12831334670287008207	TRIMGALORE (MV411_IRF2BP2_VHL-MED1_R1_T1)	COMPLETED	0	2021-07-08 20:46:41.484	33m 1s	29m 6s	562.6%	3.8 GB	4.8 GB	150.3 GB	145.8 GB
6	18/bcaf49	16640805305473956284	TRIMGALORE (INPUT_R1_T1)	COMPLETED	0	2021-07-08 20:46:33.169	36m 59s	32m 55s	607.9%	4 GB	5 GB	186.9 GB	182.1 GB
20	d6/1edabf	3210443622480477237	TRIMGALORE (MV411_IRF2BP2_VHL-FLAG_IRF2BP2_R1_T1)	COMPLETED	0	2021-07-08 20:46:39.170	37m 13s	33m 11s	558.6%	4 GB	5 GB	168.8 GB	163.7 GB
15	7f/0e29fc	17062345213668080455	TRIMGALORE (MV411_IRF2BP2_DMSO-MED1_R1_T1)	COMPLETED	0	2021-07-08 20:46:37.255	37m 45s	33m 29s	566.6%	4 GB	4.9 GB	162.6 GB	157.7 GB
12	21/9d658a	5925223871456624482	TRIMGALORE (MV411_IRF2BP2_DMSO-H3K27AC_R1_T1)	COMPLETED	0	2021-07-08 20:46:35.367	40m 57s	36m 44s	524.6%	4 GB	5 GB	206 GB	199.8 GB
13	ea/3a24e9	12083899308848613103	TRIMGALORE (MV411_IRF2BP2_DMSO-H3K27AC_R2_T1)	COMPLETED	0	2021-07-08 20:46:36.099	42m 16s	38m 2s	555.9%	3.9 GB	4.9 GB	191.4 GB	185.6 GB
23	fb/c22ff6	8856382046745666793	TRIMGALORE (MV411_IRF2BP2_VHL-H3K27AC_R1_T1)	COMPLETED	0	2021-07-08 20:46:40.374	42m 52s	38m 36s	565.6%	4 GB	4.9 GB	202.9 GB	196.8 GB
