Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20220526_10_MP10028_S34_R1_001	74.20745487429951	44.0	150.0	27.27272727272727	70057206.0
20220526_10_MP10028_S34_R2_001	72.57817237197109	45.0	150.0	18.181818181818183	70057206.0
20220526_11_MP10028_S35_R1_001	73.95334051352643	44.0	150.0	27.27272727272727	66884689.0
20220526_11_MP10028_S35_R2_001	71.77883739984183	44.0	150.0	18.181818181818183	66884689.0
20220526_12_MP10028_S36_R1_001	73.00639770324256	44.0	150.0	27.27272727272727	67817222.0
20220526_12_MP10028_S36_R2_001	70.36883984383732	44.0	150.0	18.181818181818183	67817222.0
20220526_13_MP10028_S37_R1_001	71.63965672291229	43.0	150.0	27.27272727272727	78773586.0
20220526_13_MP10028_S37_R2_001	69.0682687450477	44.0	150.0	18.181818181818183	78773586.0
20220526_15_MP10028_S38_R1_001	76.37905047955373	45.0	150.0	27.27272727272727	67518672.0
20220526_15_MP10028_S38_R2_001	74.71639317940793	45.0	150.0	18.181818181818183	67518672.0
20220526_16_MP10028_S39_R1_001	69.86337667175262	44.0	150.0	27.27272727272727	77078853.0
20220526_16_MP10028_S39_R2_001	67.89720445907898	44.0	150.0	18.181818181818183	77078853.0
20220526_17_MP10028_S40_R1_001	71.45212737627435	44.0	150.0	27.27272727272727	59873662.0
20220526_17_MP10028_S40_R2_001	69.7036726000746	45.0	150.0	18.181818181818183	59873662.0
20220526_18_MP10028_S41_R1_001	73.92560751704883	44.0	150.0	27.27272727272727	45597882.0
20220526_18_MP10028_S41_R2_001	70.05066330855914	44.0	150.0	18.181818181818183	45597882.0
20220526_19_MP10028_S42_R1_001	76.23892649878135	43.0	150.0	27.27272727272727	63621293.0
20220526_19_MP10028_S42_R2_001	73.6621298210855	44.0	150.0	18.181818181818183	63621293.0
20220526_1_MP10028_S25_R1_001	76.31050863815271	43.0	150.0	27.27272727272727	68223640.0
20220526_1_MP10028_S25_R2_001	73.16819853581438	44.0	150.0	18.181818181818183	68223640.0
20220526_20_MP10028_S43_R1_001	70.23350498647902	44.0	150.0	27.27272727272727	71755899.0
20220526_20_MP10028_S43_R2_001	67.48892980375786	45.0	150.0	18.181818181818183	71755899.0
20220526_2_MP10028_S26_R1_001	75.10880537605786	44.0	150.0	27.27272727272727	72024989.0
20220526_2_MP10028_S26_R2_001	72.67364938012396	45.0	150.0	18.181818181818183	72024989.0
20220526_3_MP10028_S27_R1_001	74.55733970146558	43.0	150.0	45.45454545454545	58245972.0
20220526_3_MP10028_S27_R2_001	71.66189848700157	44.0	150.0	18.181818181818183	58245972.0
20220526_4_MP10028_S28_R1_001	72.53269551277722	44.0	150.0	27.27272727272727	62088143.0
20220526_4_MP10028_S28_R2_001	70.77598633818835	44.0	150.0	18.181818181818183	62088143.0
20220526_5_MP10028_S29_R1_001	75.79834191702392	44.0	150.0	27.27272727272727	56895080.0
20220526_5_MP10028_S29_R2_001	72.87359157031167	45.0	150.0	18.181818181818183	56895080.0
20220526_6_MP10028_S30_R1_001	73.3161350983426	44.0	150.0	27.27272727272727	71988771.0
20220526_6_MP10028_S30_R2_001	70.63260649240348	44.0	150.0	18.181818181818183	71988771.0
20220526_7_MP10028_S31_R1_001	73.92139636457304	45.0	150.0	27.27272727272727	90624856.0
20220526_7_MP10028_S31_R2_001	71.67997258849218	45.0	150.0	18.181818181818183	90624856.0
20220526_8_MP10028_S32_R1_001	76.02120797339987	45.0	150.0	27.27272727272727	65814108.0
20220526_8_MP10028_S32_R2_001	73.5092890230265	45.0	150.0	18.181818181818183	65814108.0
20220526_9_MP10028_S33_R1_001	73.94709111607516	44.0	150.0	27.27272727272727	61698628.0
20220526_9_MP10028_S33_R2_001	71.94927746701336	44.0	150.0	18.181818181818183	61698628.0
