"GENE","mr291.MV411.RNP_AAVS1.r8","mr292.MV411.RNP_AAVS1.r9","mr293.MV411.RNP_AAVS1.r10","mr294.MV411.RNP_AAVS1.r11","mr303.MV411.RNP_MEF2C.r11","mr304.MV411.RNP_MEF2C.r12","mr305.MV411.RNP_MEF2C.r13","mr306.MV411.RNP_MEF2C.r14"
"ABHD17AP3",1.16535966437076,0,0,0.945497252434851,1.22373270016948,0,0,0
"ABHD17AP4",0,0,0,0,0,0.710250601592695,0,1.11569700087244
"ABHD17AP5",0,0,0,0,0,0.710250601592695,0,0
"ABHD17B",1003.37467102323,1273.74709888322,1235.25034064814,1440.93781271071,1437.88592269914,1291.23559369552,966.058490688737,1122.39118287768
"ABHD17C",33.7954302667521,105.617504053335,80.1335624713082,88.876741728876,95.4511506132193,95.1735806134211,53.1775315975451,63.5947290497292
"ABHD18",353.103978304341,433.031766618675,416.865021792231,573.916832227955,491.94054546813,416.206852533319,287.552578268207,397.188132310589
"ABHD2",1382.11656194372,1335.00525123416,1401.48485854075,1456.06576874967,1300.82786028015,1112.25244209416,991.662487383851,1075.53190884103
"ABHD3",330.962144681296,304.178411673606,387.028057042276,460.457161935772,384.252067853216,437.5143705811,310.202267652347,330.246312258243
"ABHD4",62.9294218760211,49.6402269050676,39.2142965285125,35.9288955925243,39.1594464054233,59.6610505337864,89.6139884329001,70.2889110549639
"ABHD5",172.473230326873,303.122236633072,230.170870928226,333.760530109502,367.119810050843,318.192269513527,236.344584877978,190.784187149188
"ABHD6",60.5987025472796,53.864927067201,61.3788989141935,49.1658571266123,40.3831791055928,51.8482939162667,47.2689169755957,34.5866070270457
"ABHD8",115.370606772705,85.5501782832016,99.7407107355644,58.6208296509608,106.464744914745,93.0428288086431,114.233216024356,116.032488090734
"ABI1",1103.59560215911,1520.89205836803,1282.98948424807,1559.12496926507,1401.17394169405,1202.45426849643,997.571102005801,1046.52378681835
"ABI1P1",0,0,0,1.8909945048697,0,0,0,0
"ABI2",481.293541385125,505.907844415476,456.079318320743,548.388406412214,433.201375859995,414.786351330134,376.181797597449,367.064313287034
"ABI3",20.9764739586737,11.6179254458669,16.1972094356899,1.8909945048697,26.9221194037285,19.8870168445955,16.7410747621901,27.8924250218111
"ABI3BP",1.16535966437076,1.05617504053335,0,0,3.67119810050843,0.710250601592695,0,2.23139400174488
"ABITRAM",587.341270842864,928.377860628817,688.807643370394,937.933274415372,756.266808704737,703.148095576768,430.344098298652,510.989226399579
"ABL1",1937.99312184858,1665.5880389211,1761.2334049545,1701.89505438273,1661.82900683015,1599.48435478675,2018.7766624994,1833.09017243342
"ABL2",367.08829427679,464.717017834675,396.405388820833,499.222549285601,429.530177759487,454.560385019325,444.130865749868,410.576496321059
"ABLIM1",1.16535966437076,0,0,0,0,0,0.984769103658243,0
"ABLIM2",0,0,0,0.945497252434851,8.56612890118634,2.13075180477809,2.95430731097473,0
"ABO",13.9843159724491,34.8537763376006,24.7220565071057,23.6374313108713,14.6847924020337,19.8870168445955,16.7410747621901,27.8924250218111
"ABR",6044.72057909114,5225.95410055903,5202.71416768504,4516.64037488128,4929.19531628266,4659.95419704967,5629.92496561418,5424.51881824182
"ABRA",1.16535966437076,3.16852512160006,0,0,0,1.42050120318539,0,0
"ABRACL",1682.77935535138,1829.29517020377,1862.67908510434,1991.2172136278,1917.58914116557,1921.22787730824,1527.37687977394,1640.07459128249
"ABRAXAS1",330.962144681296,522.80664506401,371.683332313727,590.935782771782,493.1642781683,365.779059820238,258.00950515846,312.395160244284
"ABRAXAS2",726.019070902985,971.681037290685,843.95986007016,993.717612309028,982.657358236091,872.18773875583,602.678691438845,755.326869590643
"ABT1",1033.67402229687,868.175883318416,1045.99873566271,861.347996968149,857.836622818804,809.685685815672,978.860489036294,1100.07724286023
"ABT1P1",0,0,0,0,0,0,1.96953820731649,0
"ABTB1",236.568011867265,165.819481363736,185.841666156864,169.244008185838,170.098845323557,230.831445517626,256.039966951143,222.023703173616
"ABTB2",351.93861863997,280.942560781872,338.436428735206,273.248705953672,325.512898245081,320.323021318305,392.922872359639,418.386375327166
"ACAA1",1297.04530644466,1008.64716370935,1154.26429346969,883.094433774151,1048.73892404524,1066.08615299064,1332.3925972496,1208.29985194486
"ACAA2",1082.61912820044,1093.14116695202,1170.46150290538,1080.70335953303,1102.5831628527,1186.82875526139,1059.61155553627,1054.33366582446
"ACACA",2317.90037243345,2134.52975691791,2457.71341068916,2363.74313108713,1719.34444373812,1831.73630150756,1885.83283350554,1829.74308143081
"ACACB",205.103300929254,166.87565640427,213.973661492536,177.753483457752,182.336172325252,195.318915437991,283.613501853574,218.676612170999
"ACAD10",604.821665808425,469.997893037342,594.181840877679,485.040090499079,549.455982376096,519.19318976426,676.536374213213,614.749047480716
"ACAD11",81.5751765059533,101.392803891202,63.9363530356182,77.5307746996578,84.437556311694,73.8660625656403,117.187523335331,71.4046080558363
"ACAD8",294.835995085803,249.257309565871,273.647590992446,259.066247167149,314.499303943556,345.892042975642,379.136104908424,295.659705231197
"ACAD9",1461.36101912094,1252.62359807256,1422.79697621929,1235.76490893235,1168.66472866185,1342.37363701019,1488.97088473126,1444.82761612981
"ACADM",1528.95187965444,1968.71027555417,1875.46635571147,2339.16020252382,1824.58545595269,1544.79505846411,1338.30121187155,1515.11652718478
"ACADS",424.190917830957,207.010307944537,274.500075699588,225.973843331929,314.499303943556,296.884751465747,368.303644768183,401.650920314079
"ACADSB",579.183753192269,816.423306332282,711.824730463216,838.656062909713,744.029481703043,718.773608811807,551.470698048616,512.104923400451
"ACADVL",7742.64961007934,6277.90444093025,6799.41802416121,5656.91006131771,6576.33953071077,6540.69779006713,8555.67397258282,8083.22477132085
"ACAP1",536.06544561055,372.829789308274,406.635205306532,365.907436692287,454.004831762876,422.599107947654,614.495920682744,561.195591438839
"ACAP2",898.492301229858,1200.87102108642,1086.91800160551,1596.94485936246,1213.94283856812,986.538085612253,723.805291188809,855.739599669163
"ACAP3",870.523669284959,475.278768240009,609.526565606227,418.855282828639,576.378101779824,556.836471648673,891.21603881071,748.632687585409
"ACAT1",3451.7953258662,4148.65555921501,3689.55381250874,4323.75893538457,3862.10040173487,3981.66487252865,3347.23018333437,3617.08967682846
"ACAT2",2625.55532382733,2633.04437604965,2704.08149105308,2648.33780407002,2200.27139490472,2284.8761853237,1872.04606605432,2184.53472770824
"ACBD3",594.333428829089,840.715332264549,668.348010398996,1013.57305461016,844.37556311694,734.399122046847,656.840992140048,660.492624516486
"ACBD4",92.0634134852902,63.3705024320012,90.3633789570071,66.1848076704396,73.4239620101687,70.3148095576768,98.4769103658243,79.2144870619434
"ACBD5",433.513795145923,540.761620753077,564.344876127723,617.409705839958,581.273032580502,600.161758345827,487.46070631083,489.790983383002
"ACBD6",828.570721367612,918.872285264017,811.56544119878,902.949876075283,966.748833133887,1095.91667825753,1052.71817181066,1127.96966788204
"ACBD7",0,0,0,1.8909945048697,1.22373270016948,3.55125300796348,1.96953820731649,1.11569700087244
"ACCS",74.5830185197288,45.4155267429342,69.0512612784677,44.438370864438,59.9629023083044,70.3148095576768,98.4769103658243,71.4046080558363
"ACD",642.11317506829,412.964440848541,510.638339577804,436.819730624901,479.703218466435,514.221435553111,601.693922335187,657.145533513869
"ACE",17.4803949655614,2.11235008106671,15.3447247285484,6.61848076704396,1.22373270016948,2.13075180477809,8.86292193292419,5.57848500436221
"ACER1",0,0,0.852484707141576,0,0,0,0,0
"ACER2",16.3150353011907,20.0673257701337,17.9021788499731,13.2369615340879,17.1322578023727,26.9895228605224,10.8324601402407,14.5040610113418
"ACER3",787.783133114635,1116.37701784375,875.501794234399,1243.32888695183,1020.59307194134,1097.33717946071,643.054224688833,668.302503522593
"ACHE",1.16535966437076,0,0,0,0,0,3.93907641463297,0
"ACIN1",5779.01857561461,5315.72897900437,5002.38026150677,4649.9554874746,4699.13356865079,4586.08813448403,6106.55321178477,5726.87270547825
"ACKR2",5.82679832185381,11.6179254458669,14.4922400214068,24.5829285633061,9.78986160135582,23.4382698525589,18.7106129695066,22.3139400174488
"ACKR3",1.16535966437076,0,6.81987765713261,0,6.11866350084739,1.42050120318539,0,5.57848500436221
"ACKR4",0,0,1.70496941428315,1.8909945048697,3.67119810050843,0,0,1.11569700087244
"ACKR4P1",1.16535966437076,0,0,0,0,0,0,0
"ACLY",8556.07065581013,7365.7647326796,8548.71664321573,7631.10832440168,6561.65473830874,6770.81898498316,6421.6793249554,6551.37278912298
"ACMSD",0,3.16852512160006,0.852484707141576,0.945497252434851,0,0,0,2.23139400174488
"ACO1",765.641299491591,736.154003251747,831.172589463037,694.940480539615,811.334780212364,776.303907540816,646.008531999808,708.467595554001
"ACO2",4095.07386059886,3238.23267427526,3713.42338430871,3000.06278197578,3394.63451027013,3653.52909459282,3797.26966370619,3865.89010802301
"ACOT1",13.9843159724491,17.954975689067,30.6894494570967,2.83649175730455,22.0271886030506,29.8305252668932,24.6192275914561,24.5453340191937
"ACOT11",252.883047168455,174.268881688003,228.465901513942,156.952543904185,236.180411132709,281.259238230707,283.613501853574,312.395160244284
"ACOT13",792.444571772118,990.692188020285,828.615135341612,917.132334861805,966.748833133887,943.212798915099,888.261731499735,847.929720663056
"ACOT2",368.253653941161,257.706709890138,271.942621578163,209.900390040537,286.353451839658,314.641016505564,348.608262695018,352.560252275692
"ACOT4",34.9607899311229,14.7864505674669,30.6894494570967,18.909945048697,14.6847924020337,41.1945348923763,31.5126113170638,27.8924250218111
"ACOT7",1304.03746443088,1095.25351703309,1309.41651016946,1010.73656285286,1260.44468117456,1365.81190686275,1484.04703921297,1479.41422315686
"ACOT8",397.38764555043,332.695137768006,382.765633506568,281.758181225586,412.397919957114,397.030086290317,482.536860792539,512.104923400451
"ACOT9",121.197405094559,129.909529985602,119.347858999821,104.004697767834,89.3324871123719,102.276086629348,95.5226030548496,91.4871540715403
"ACOX1",772.633457477815,721.36755268428,819.237803563055,876.475953007107,991.223487137277,924.036032672096,791.754359341228,801.070446626414
"ACOX2",4.66143865748305,3.16852512160006,10.2298164856989,9.45497252434851,14.6847924020337,11.3640096254831,9.84769103658243,13.3883640104693
"ACOX3",626.96349943147,499.570794172276,666.643040984713,489.767576761253,513.967734071181,619.33852458883,600.709153231528,570.121167445818
"ACOXL",0,0,0.852484707141576,0,0,0,0,0
"ACP1",1837.77219071269,1937.02502433817,2060.45553716119,2200.1721064159,2042.40987658286,2323.9399684113,1794.24930686532,1926.80872050671
"ACP2",257.544485825938,186.942982174403,245.515595656774,156.952543904185,200.692162827794,257.110717776556,244.222737707244,276.692856216366
"ACP4",0,3.16852512160006,0,0,3.67119810050843,0,0,0
"ACP5",1.16535966437076,0,0,0,0,0,0,0
"ACP6",16.3150353011907,14.7864505674669,5.96739294999103,11.3459670292182,11.0135943015253,14.2050120318539,17.7258438658484,22.3139400174488
"ACPP",421.860198502216,490.065218807476,496.998584263539,555.006887179258,331.631561745928,361.517556210682,339.745340762094,324.667827253881
"ACRBP",257.544485825938,273.549335498138,265.12274392103,219.355362564885,258.20759973576,210.94442867303,268.8419652987,252.147522197172
"ACRV1",0,5.28087520266676,5.11490824284946,4.72748626217425,0,7.10250601592695,5.90861462194946,1.11569700087244
"ACSBG1",5.82679832185381,3.16852512160006,7.67236236427419,4.72748626217425,3.67119810050843,4.97175421114887,8.86292193292419,0
"ACSBG2",5.82679832185381,8.44940032426682,5.96739294999103,0.945497252434851,12.2373270016948,4.97175421114887,4.92384551829122,5.57848500436221
"ACSF2",238.898731196006,200.673257701337,190.956574399713,189.09945048697,195.797232027116,243.615956346294,254.070428743827,237.64346118583
"ACSF3",867.027590291847,678.064376022413,804.745563541648,591.881280024217,783.188928108466,786.957666564706,1081.27647581675,933.838389730234
"ACSL1",3149.96717279417,3294.20995142353,3515.64693225186,3659.07436692287,3009.15870971675,3032.05981819921,2550.55197847485,2733.45765213748
"ACSL3",1523.12508133259,2051.09192871577,1761.2334049545,2286.21235638747,1759.72762284371,1487.2647597351,1080.29170671309,1169.25045691432
"ACSL4",1745.7087772274,2518.97747167205,2197.70557501098,3203.34469124928,1993.46056857608,1755.02923653555,1195.50969184111,1297.55561201465
"ACSL5",423.025558166587,510.132544577609,497.851068970681,461.402659188207,473.584554965588,514.221435553111,488.445475414489,431.774739337635
"ACSL6",0,0,2.55745412142473,1.8909945048697,0,1.42050120318539,0.984769103658243,0
"ACSM1",9.3228773149661,9.50557536480018,7.67236236427419,14.1824587865228,2.44746540033896,20.5972674461882,27.5735349024308,17.8511520139591
"ACSM3",879.846546599925,887.187034048016,844.812344777302,946.442749687286,1588.40504481998,1678.32217156354,1334.36213545692,1425.86076711498
"ACSM5",0,0,1.70496941428315,0.945497252434851,0,0,0.984769103658243,1.11569700087244
"ACSM6",0,1.05617504053335,0,0,0,0,0,0
"ACSS1",50.1104655679428,34.8537763376006,40.0667812356541,16.0734532913925,50.1730407069486,51.8482939162667,53.1775315975451,53.5534560418772
"ACSS2",970.744600420845,780.513354954148,977.799959091388,757.343299200316,737.910818202195,762.809146110554,815.388817829025,840.119841656949
"ACTA1",0,1.05617504053335,0.852484707141576,0.945497252434851,0,2.13075180477809,0,2.23139400174488
"ACTA2",124.693484087672,105.617504053335,101.445680149848,93.6042279910503,144.400458619998,139.919368513761,152.639211067028,114.916791089862
"ACTA2-AS1",0,4.22470016213341,0.852484707141576,0,0,0,0,0
"ACTB",143793.728986708,139879.822368237,133823.049327085,132161.605945343,137780.064712082,141361.177234994,140605.332620324,143779.872502432
"ACTBP11",0,0,0,0,0,0,0.984769103658243,0
"ACTBP13",2.33071932874152,0,0,0,0,0,0,0
"ACTBP14",0,3.16852512160006,0,0,0,1.42050120318539,0,0
"ACTBP2",2.33071932874152,0,2.55745412142473,0.945497252434851,1.22373270016948,4.26150360955617,2.95430731097473,5.57848500436221
"ACTG1",83705.4539724231,62747.3591580865,78698.8307091889,59399.9193869671,62695.4974277829,72907.2242534901,72750.8023018564,74333.3126831265
"ACTG1P1",0,0,2.55745412142473,0,0,2.84100240637078,2.95430731097473,0
"ACTG1P10",8.15751765059533,2.11235008106671,2.55745412142473,3.7819890097394,0,0.710250601592695,0,4.46278800348977
"ACTG1P14",13.9843159724491,1.05617504053335,6.81987765713261,6.61848076704396,7.34239620101687,5.68200481274156,10.8324601402407,13.3883640104693
"ACTG1P16",0,1.05617504053335,1.70496941428315,0,0,0,0,0
"ACTG1P17",3.49607899311229,3.16852512160006,4.26242353570788,0,2.44746540033896,2.84100240637078,4.92384551829122,17.8511520139591
"ACTG1P20",4.66143865748305,1.05617504053335,1.70496941428315,3.7819890097394,2.44746540033896,4.26150360955617,0.984769103658243,4.46278800348977
"ACTG1P22",0,0,0,0,0,0,0.984769103658243,1.11569700087244
"ACTG1P24",0,1.05617504053335,0,0,0,0.710250601592695,0,0
"ACTG1P3",1.16535966437076,6.33705024320012,0,0.945497252434851,1.22373270016948,4.97175421114887,7.87815282926595,3.34709100261733
"ACTG1P4",2.33071932874152,0,0,2.83649175730455,0,0,4.92384551829122,0
"ACTL10",85.0712554990656,52.8087520266676,71.6087153998924,36.8743928449592,39.1594464054233,50.4277927130813,82.7206047072924,92.6028510724127
"ACTL6A",2421.61738256244,2641.49377637392,2790.18244647438,2605.79042771045,2431.55687523675,2871.54318223927,2270.87755303591,2419.94679489233
"ACTL6B",0,0,0.852484707141576,0,0,0,0,0
"ACTL7B",0,0,0.852484707141576,0,0,5.68200481274156,0,0
"ACTL8",4.66143865748305,4.22470016213341,5.11490824284946,12.2914642816531,12.2373270016948,9.23325782070503,14.7715365548737,7.8098790061071
"ACTN1",6263.80819599285,5171.0329984513,6172.84176441215,5170.9244735662,5303.65752253452,5093.20706402122,5823.92447903485,5849.59937557422
"ACTN1-AS1",3.49607899311229,1.05617504053335,0,0.945497252434851,0,0,0,0
"ACTN2",0,7.39322528373347,0,0.945497252434851,0,2.13075180477809,3.93907641463297,3.34709100261733
"ACTN3",0,0,0,0,0,0,1.96953820731649,0
"ACTN4",17070.1883637029,14315.3964993891,14371.1871929927,13423.2244928176,13573.6431102798,12808.6593491227,14498.7555131603,15522.6923731383
"ACTN4P1",0,1.05617504053335,0.852484707141576,0.945497252434851,0,0.710250601592695,0.984769103658243,1.11569700087244
"ACTR10",664.255008691334,628.424149117345,751.039026991729,712.904928335878,731.792154701348,756.41689069622,601.693922335187,533.303166417027
"ACTR1A",2489.20824309595,1980.32820100004,2242.88726448949,1879.64853784048,2214.95618730675,2297.66069615237,2544.6433638529,2609.61528504064
"ACTR1B",1280.73027114347,792.131280400015,1074.98321570553,683.594513510397,788.083858909144,1041.93763253648,1141.3473911399,1102.30863686197
"ACTR2",19850.7365228916,28455.4679420496,24094.6277626495,33639.8467443796,26827.8919858155,24253.6375431873,16085.2185391537,18865.3205877521
"ACTR3",9389.30281583523,11949.5644085944,11002.1676303692,13346.6392153704,11291.3816244638,11349.8046134513,7839.74683422328,8937.84867398914
"ACTR3B",134.016361402638,122.516304701869,176.464334378306,150.334063137141,163.98018182271,174.01139739021,127.035214371913,165.123156129121
"ACTR3BP4",0,1.05617504053335,0,0,0,0,0,0
"ACTR3C",1.16535966437076,0,2.55745412142473,0,0,0,0,0
"ACTR5",269.198082469646,203.841782822937,231.875840342509,180.589975215057,230.061747631862,232.251946720811,246.192275914561,189.668490148315
"ACTR6",356.600057297453,655.884700171212,454.37434890646,697.77697229692,529.876259173384,389.217329672797,284.598270957232,315.742251246901
