"GENE","mr220.MV411.RNP_AAVS1.r4","mr221.MV411.RNP_AAVS1.r5.new","mr222.MV411.RNP_AAVS1.r6","mr223.MV411.RNP_AAVS1.r7","mr228.MV411.RNP_RUNX2.r7","mr229.MV411.RNP_RUNX2.r8","mr230.MV411.RNP_RUNX2.r9","mr231.MV411.RNP_RUNX2.r10"
"ABHD14B",1427.76975826929,1781.62090371352,1857.72802370594,1425.6583340957,1719.47716986727,1970.00533129927,2030.77131030228,1888.20154603411
"ABHD15",6375.15799041172,7076.21844829162,7187.81556154018,6439.18581960815,7191.31935883732,7361.56534728643,7289.8340398344,7347.9665171119
"ABHD15-AS1",0,0,2.35254709629288,0,1.71262666321441,3.82154283472215,2.22794438870245,0
"ABHD16A",541.368715218386,681.372257846549,668.123375347178,502.708366618531,639.666058710583,740.105462324523,553.644180592558,601.3882531875
"ABHD17A",2487.40879019008,3115.5094904541,3089.67851979798,1801.84234776754,2615.18091472841,3229.840619146,2821.69156829165,2577.56581005909
"ABHD17AP1",8.66189944349418,5.58501850693893,4.70509419258576,3.38904516821482,4.28156665803603,6.36923805787025,3.34191658305367,5.25229915447598
"ABHD17AP3",0,1.86167283564631,0,3.38904516821482,0,4.45846664050917,0,0
"ABHD17AP4",0,0,0.78418236543096,0,0,0,0,0
"ABHD17AP5",0,0.930836417823154,0.78418236543096,0,0,0,0,0
"ABHD17B",1946.04007497169,1546.11929000426,1699.32318588889,2110.24545807509,1732.32186984138,1403.14314414882,1781.24153876761,1549.42825057041
"ABHD17C",102.499143414681,82.8444411862607,94.1018838517152,141.210215342284,90.7692131503639,78.9785519175911,102.485441880312,99.7936839350436
"ABHD18",831.542346575441,689.749785606957,657.144822231144,745.58993700726,766.40043178845,664.311529435867,696.232621469514,653.91124473226
"ABHD2",2367.58584788841,1796.51428639869,1769.89959877768,1660.63213242526,1692.93145658745,1682.11577108353,1439.25207510178,1867.19234941621
"ABHD3",576.016312992363,494.274137864095,534.028190858484,639.399855069862,583.149378824507,523.551368356934,568.125819119124,518.664541504503
"ABHD4",85.1753445276928,95.8761510357849,90.1809720245604,84.7261292053704,74.499259849827,71.9723900539338,49.0147765514538,70.9060385854257
"ABHD5",461.96797031969,363.02620295103,348.176970251346,373.924650226368,345.094272637704,304.449579166198,405.485878743845,355.843267715748
"ABHD6",72.1824953624515,58.6426943228587,51.7560361184434,50.8356775232223,61.6545598757189,63.6923805787025,60.154498494966,63.0275898537118
"ABHD8",148.69594044665,167.550555208168,156.836473086192,96.0229464327531,147.285893036439,168.784808533562,138.132552099552,115.550581398472
"ABI1",2312.72715141295,1866.32701773542,1955.75081938481,2375.72066291859,1964.38278270693,1761.73124680691,1910.46231331235,2002.43905264397
"ABI1P1",0,0,0,0,0.856313331607206,0,0,0
"ABI2",711.719404273772,608.767017256343,617.151521594165,678.938715365702,655.079698679513,613.357624972905,669.497288805085,716.938834585971
"ABI3",31.7602979594787,32.5792746238104,50.9718537530124,21.4639527320272,17.9825799637513,29.2984950662031,37.8750546079416,31.5137949268559
"ABI3BP",0,0.930836417823154,0.78418236543096,3.38904516821482,7.70681998446486,0,0,0
"ABITRAM",886.401043050904,758.631680525871,784.966547796391,1044.9555935329,785.239325083808,665.585377047441,843.276951123876,881.073183163346
"ABL1",2078.8558664386,2409.00464932632,2288.24414232754,1835.73279944969,2255.52931545338,2512.02749002403,2093.15375318595,2223.03561713196
"ABL2",664.078957334554,588.288616064234,588.920956438651,715.088530493326,617.401912088796,544.569853947906,587.063346423094,589.570580089929
"ABLIM1",0,0,1.56836473086192,0,0.856313331607206,0,0,0
"ABLIM2",0,0.930836417823154,0,0,1.71262666321441,0,1.11397219435122,1.313074788619
"ABLIM3",1.44364990724903,0.930836417823154,0,0,0,0,0,0
"ABO",21.6547486087354,9.30836417823154,9.41018838517152,12.426498950121,23.9767732850018,29.9354188719902,17.8235551096196,15.7568974634279
"ABR",5519.07359541304,6122.11112002289,5938.61305340866,4226.13932476388,5286.02219601128,5945.68372702188,4817.92974056904,5517.54026177702
"ABRA",0,2.79250925346946,2.35254709629288,0,4.28156665803603,2.5476952231481,0,3.93922436585698
"ABRACL",2734.27292432966,2386.66457529857,2676.41441321587,3064.82651378893,2597.19833476466,2248.3410344282,3017.75067449746,2733.82170990475
"ABRAXAS1",1126.04692765424,774.455899628864,839.859313376558,939.895193318243,876.008538234172,701.890033977301,898.975560841437,821.984817675491
"ABRAXAS2",1284.84841745164,1049.05264288669,1196.66228964764,1372.563293127,1162.87350432259,1012.07192739558,1308.91732836269,1247.42104918805
"ABT1",997.56208590908,1123.51955631255,1056.2936462355,901.486014745141,1060.11590452972,1035.00118440392,1090.57877826985,1046.52060652934
"ABT1P1",0,0,0.78418236543096,0,0,0,0,0
"ABTB1",226.653035438098,243.879141469666,268.974551342819,172.841303578956,268.026072793056,292.984950662031,256.213604700781,242.918835894514
"ABTB2",265.631582933822,305.314345045995,288.579110478593,210.120800429319,307.416486046987,335.658845649762,284.062909559562,279.684929975846
"ACAA1",1046.64618275555,1307.82516704153,1274.29634382531,896.967287854188,1441.17533709493,1516.51558157891,1451.50576923964,1370.85007931823
"ACAA2",1182.34927403696,1077.90857183921,1090.01348794903,1277.67002841699,1292.17681739527,1159.20132653239,1328.96882786101,1368.22392974099
"ACACA",4082.64193770026,3547.41758832404,3337.48014727417,3291.89254005933,2895.19537416396,2822.20938344231,2379.44460713421,3273.49544802715
"ACACB",251.195083861331,245.740814305313,240.743986187305,175.100667024432,274.020266114306,295.53264588518,238.390049591162,229.788088008324
"ACAD10",619.325810209834,711.15902321689,713.605952542173,543.376908637109,699.607991923088,765.582414556004,583.721429840041,668.355067407069
"ACAD11",72.1824953624515,124.732079988303,112.138078256627,144.599260510499,118.171239761794,136.301694438423,93.5736643255027,99.7936839350436
"ACAD8",399.891024307981,400.259659663956,390.522817984618,417.982237413161,406.748832513423,408.268159509483,364.26890755285,382.104763488128
"ACAD9",1378.68566142282,1405.56299091296,1315.85800919315,1153.40503891578,1340.13036396528,1458.55551525229,1285.52391228131,1407.61617339956
"ACADL",0,0,0,0,0.856313331607206,0,0,0
"ACADM",2561.03493545978,2200.49729173394,2209.82590578444,2768.84990243151,2132.22019570194,1832.42978924927,2173.35975117924,2229.60099107505
"ACADS",304.610130429545,395.605477574841,409.343194754961,241.75188866599,437.576112451282,442.662045021982,409.94176752125,317.764098845797
"ACADSB",1123.15962783975,888.948779021112,894.752078956725,1175.99867337054,953.933051410428,901.24718518864,953.560198364647,895.517005838155
"ACADVL",5914.63366999928,6769.9732668278,6796.50856119013,4932.1904014753,7063.72867242784,8048.16920992485,6986.83360297087,6873.94651842044
"ACAN",0,1.86167283564631,0,0,0,0,0,0
"ACAP1",535.59411558939,618.075381434575,621.856615786751,411.204147076731,555.747352213077,678.960776968969,589.291290811797,508.159943195551
"ACAP2",2651.98487961647,1898.90629235923,1904.7789656318,2175.76699799391,2159.62222231337,1773.19587531108,1891.52478600838,2010.31750137568
"ACAP2-IT1",0,0.930836417823154,0.78418236543096,0,3.42525332642883,0.636923805787025,0,1.313074788619
"ACAP3",593.340111879351,741.876625005054,702.62739942614,451.872689095309,853.744391612385,1075.76430797428,740.791509243563,674.920441350164
"ACAT1",3555.70972155436,3121.09450896104,3205.73750988176,3628.53769343533,3414.97756644954,3101.18201037702,3578.07868825613,3634.59101489738
"ACAT2",4085.52923751476,4428.91967600257,4287.12499181106,5083.56775232223,2580.92838146412,2245.15641539926,2811.66581854249,3621.46026701119
"ACBD3",1263.1936688429,1014.61169542724,1083.74002902559,1286.70748219889,1064.39747118776,915.896432721742,1088.35083388114,1036.01600822039
"ACBD3-AS1",0,0.930836417823154,0.78418236543096,0,0.856313331607206,0,0,0
"ACBD4",57.7459962899612,82.8444411862607,86.2600601974056,49.705995800484,84.7750198291134,107.640123178007,69.0662760497758,80.0975621057587
"ACBD5",934.041489990122,755.839171272401,770.851265218634,976.045008445867,899.985311519174,675.139234134246,854.416673067388,827.237116829967
"ACBD6",819.993147317449,890.810451856759,941.803020882583,829.186384489892,1002.74291131204,935.641070701139,949.104309587242,966.42304442358
"ACBD7",1.44364990724903,2.79250925346946,0,1.12968172273827,2.56893999482162,0,5.56986097175611,0
"ACCS",76.5134450841986,87.4986232753765,96.4544309480081,73.4293119779877,134.441193062331,191.077141736107,102.485441880312,107.672132666758
"ACD",428.764022452962,570.602724125594,574.805673860894,342.293561989697,605.413525446295,626.096101088645,601.54498494966,513.412242350027
"ACE",30.3166480522296,16.7550555208168,22.7412885974978,14.6858623955975,13.7010133057153,19.7446379793978,14.4816385265659,17.0699722520469
"ACER1",0,0,0,0,0.856313331607206,0,0,0
"ACER2",49.084096846467,43.7493116376883,39.993300636979,37.279496850363,40.2467265855387,45.8585140166658,40.102998996644,47.2706923902838
"ACER3",1694.84499111036,1371.12204345351,1429.56445218064,1690.00385721646,1388.94022386689,1108.88434587521,1473.78521312667,1309.13556425314
"ACHE",0,0.930836417823154,0,0,0,1.91077141736107,1.11397219435122,0
"ACIN1",5555.16484309427,6137.93533912588,5675.91196098929,5054.19602753103,5698.76522184596,6493.43819999872,5318.10325583274,5696.1184330292
"ACKR2",24.5420484232335,27.9250925346946,34.5040240789622,23.7233161775037,15.4136399689297,23.5661808141199,22.2794438870245,18.3830470406659
"ACKR3",4.33094972174709,0.930836417823154,1.56836473086192,6.77809033642963,4.28156665803603,7.00616186365727,2.22794438870245,5.25229915447598
"ACKR4",1.44364990724903,3.72334567129262,1.56836473086192,0,3.42525332642883,0,0,0
"ACKR4P1",0,0,0,0,0,1.27384761157405,0,0
"ACLY",13472.1409344479,12979.5830101261,12521.0398288361,12419.7208597846,9660.9270071925,9479.33700152829,9358.48040474462,10949.7306622938
"ACMSD",2.88729981449806,0,0,0,0.856313331607206,1.91077141736107,0,0
"ACO1",1089.95567997302,1041.60595154411,1029.63144581085,1083.364772106,989.898211337931,949.016470622667,906.773366201895,1045.20753174072
"ACO2",4078.31098797851,4308.84177810338,4075.3957531447,3183.44309467645,3991.27643862119,4306.87877473186,3881.07912511966,4242.54464202797
"ACOT1",14.4364990724903,20.4784011921094,21.1729238666359,21.4639527320272,23.1204599533946,15.2861713388886,23.3934160813757,14.4438226748089
"ACOT11",281.511731913561,288.559289525178,319.946405095832,223.676981102178,235.486166191982,279.609550740504,229.478272036352,253.423434203466
"ACOT13",900.837542123395,901.049652452813,929.256103035687,1072.06795487862,887.140611545066,936.277994506927,1000.3470305274,995.310689773198
"ACOT2",229.540335252596,264.357542661776,293.284204671179,207.861436983842,271.451326119484,310.181893418281,280.720992976508,265.241107301037
"ACOT4",34.6475977739767,48.403493726804,65.8713186962006,48.5763140777457,56.5166798860756,45.8585140166658,63.4964150780197,59.0883654878548
"ACOT6",2.88729981449806,0.930836417823154,0,0,0,0,0,0
"ACOT7",1176.57467440796,1286.4159294316,1321.34728575117,925.209330922645,1236.51645084081,1312.06303992127,1372.41374344071,1334.0839852369
"ACOT8",409.996573658725,481.242428014571,442.278854103061,333.25610820779,477.822839036821,522.914444551147,460.070516267055,485.837671789028
"ACOT9",254.082383675829,283.905107436062,254.075086399631,297.106293080166,256.893999482162,236.935655752773,230.592244230703,278.371855187227
"ACOX1",1409.00230947505,1290.13927510289,1224.10867243773,1355.61806728593,1397.50335718296,1170.02903123076,1300.00555080788,1330.14476087104
"ACOX2",14.4364990724903,7.44669134258524,7.05764128887864,5.64840861369136,5.99419332125044,6.36923805787025,6.68383316610734,9.19152352033297
"ACOX3",759.35985121299,751.184989183286,781.045635969236,663.123171247366,776.676191767736,758.576252692347,746.361370215319,810.16714457792
"ACOXL",0,0.930836417823154,0,0,0,0.636923805787025,0,0
"ACOXL-AS1",0,0,0,0,0,0,0,1.313074788619
"ACP1",2426.77549408562,2132.54623323285,2088.27763914265,2541.78387616111,2270.0866420907,2085.28854014672,2396.15419004948,2450.19755556304
"ACP2",204.998286829362,265.288379079599,259.564362957648,197.694301479198,286.864966088414,294.258798273605,271.809215421698,274.43263082137
"ACP4",0,0,0,0,0,2.5476952231481,0,0
"ACP5",0,0,0.78418236543096,1.12968172273827,0,0.636923805787025,0,0
"ACP6",11.5491992579922,13.9625462673473,13.3311002123263,11.2968172273827,30.8272799378594,20.3815617851848,26.7353326644293,18.3830470406659
"ACPP",518.270316702402,397.467150410487,425.02684206358,451.872689095309,402.467265855387,453.489749720362,433.335183602626,432.001605455649
"ACRBP",243.976834325086,262.49586982613,261.13272768851,180.749075638124,266.313446129841,294.895722079392,282.948937365211,263.928032512418
"ACRV1",2.88729981449806,4.65418208911577,8.62600601974056,4.51872689095309,3.42525332642883,7.00616186365727,5.56986097175611,6.56537394309498
"ACSBG1",5.77459962899612,9.30836417823154,11.7627354814644,4.51872689095309,5.13787998964324,3.82154283472215,15.5956107209171,13.13074788619
"ACSBG2",4.33094972174709,13.0317098495242,7.8418236543096,7.90777205916791,11.1320733108937,10.1907808925924,6.68383316610734,14.4438226748089
"ACSF2",171.794338962635,223.400740277557,232.902162532995,198.823983201936,176.400546311084,291.711103050457,241.731966174215,229.788088008324
"ACSF3",799.782048615963,862.885359322064,925.335191208533,680.06839708844,919.68051814614,998.696527474055,932.394726671973,874.507809220251
"ACSL1",4469.540112843,3967.22481276228,4099.70540647306,5063.23348131294,3217.16918684827,2842.59094522749,3096.8427002964,3424.49904871834
"ACSL3",3682.75091339228,2759.92997884565,2967.34607079075,3595.77692347592,2565.51474149519,2061.08543552681,2742.59954249271,2607.76653019732
"ACSL3-AS1",0,0,0,0,0,0,1.11397219435122,0
"ACSL4",5165.37936813703,3855.52444262351,4035.40245250772,4954.78403593006,3576.8207861233,2736.86159346685,3443.28805273963,3495.40508730376
"ACSL5",391.229124864487,369.542057875792,394.443729811773,404.426056740301,524.06375894361,453.489749720362,515.769125984616,527.856065024836
"ACSL6",2.88729981449806,0,2.35254709629288,1.12968172273827,0,0,0,1.313074788619
"ACSM1",11.5491992579922,10.2392005960547,9.41018838517152,5.64840861369136,9.41944664767927,16.5600189504626,11.1397219435122,15.7568974634279
"ACSM3",986.012886651088,934.559763494447,843.780225203713,1012.19482357349,1197.12603758687,1073.21661275114,1056.04564024496,1096.41744849686
"ACSM4",0,0,0,0,0,0,2.22794438870245,0
"ACSM5",1.44364990724903,0.930836417823154,0,1.12968172273827,1.71262666321441,0.636923805787025,0,0
"ACSM6",0,0,0,0,0.856313331607206,1.27384761157405,0,0
"ACSS1",177.568938591631,227.12408594885,194.477226626878,206.731755261104,180.682112969121,212.732551132866,208.312800343679,210.091966179039
"ACSS2",1417.66420891855,1790.92926789175,1708.73337427406,1665.15085931621,1046.41489122401,991.690365610398,1131.79574946084,1431.2515195947
"ACTA1",0,4.65418208911577,0,0,0.856313331607206,3.18461902893512,2.22794438870245,0
"ACTA2",207.88558664386,251.325832812252,243.096533283598,198.823983201936,190.957872948407,211.458703521292,210.540744732381,262.614957723799
"ACTA2-AS1",0,0.930836417823154,0,1.12968172273827,0,0,1.11397219435122,0
"ACTB",153416.675643354,169337.761130388,170394.986184493,152145.534418391,152132.626493336,165205.296745039,175060.730342295,165486.815609652
"ACTBP1",0,0,0,0,0,0,0,1.313074788619
"ACTBP11",0,0.930836417823154,0,0,0,0.636923805787025,0,0
"ACTBP13",0,0.930836417823154,0.78418236543096,0,0,0,0,0
"ACTBP14",0,0,0.78418236543096,0,0.856313331607206,1.27384761157405,1.11397219435122,0
"ACTBP2",12.9928491652413,10.2392005960547,8.62600601974056,2.25936344547654,7.70681998446486,4.45846664050917,2.22794438870245,5.25229915447598
"ACTBP9",0,0.930836417823154,0,0,0,0,0,0
"ACTG1",78489.8018072225,87992.8974132406,87326.5482143917,74823.3392238467,79671.3923727345,82188.6478987577,85677.8294119412,86511.9324481625
"ACTG1P1",5.77459962899612,4.65418208911577,3.13672946172384,0,1.71262666321441,3.18461902893512,3.34191658305367,3.93922436585698
"ACTG1P10",7.21824953624515,1.86167283564631,1.56836473086192,1.12968172273827,3.42525332642883,9.55385708680537,5.56986097175611,5.25229915447598
"ACTG1P11",0,0,0,0,0,0.636923805787025,0,0
"ACTG1P14",1.44364990724903,1.86167283564631,4.70509419258576,1.12968172273827,3.42525332642883,4.45846664050917,2.22794438870245,0
"ACTG1P15",0,0,0.78418236543096,1.12968172273827,0.856313331607206,0.636923805787025,0,0
"ACTG1P17",5.77459962899612,5.58501850693893,6.27345892344768,2.25936344547654,3.42525332642883,7.6430856694443,4.45588877740489,1.313074788619
"ACTG1P2",0,0,0,0,0,0.636923805787025,0,0
"ACTG1P20",0,2.79250925346946,4.70509419258576,2.25936344547654,5.13787998964324,4.45846664050917,2.22794438870245,0
"ACTG1P22",0,0,0,0,0.856313331607206,0,0,0
"ACTG1P24",2.88729981449806,0,0.78418236543096,0,0.856313331607206,0,1.11397219435122,2.62614957723799
"ACTG1P3",2.88729981449806,0.930836417823154,1.56836473086192,3.38904516821482,6.85050665285765,3.18461902893512,5.56986097175611,5.25229915447598
"ACTG1P4",0,0,0.78418236543096,0,0,0.636923805787025,3.34191658305367,0
"ACTL10",70.7388454552025,86.5677868575534,75.2815070813722,46.3169506322692,83.062393165899,88.5324090043965,84.6618867706929,61.7145150650928
"ACTL6A",3131.27664882315,2844.63609286756,3003.41845960058,3438.7511640153,2920.02846078057,2578.26756582588,3046.71395155059,3136.93567001078
"ACTL7A",0,0,0,0,0,0.636923805787025,0,0
"ACTL8",4.33094972174709,9.30836417823154,14.1152825777573,5.64840861369136,12.8446999741081,11.4646285041664,3.34191658305367,13.13074788619
