"GENE","mr221.MV411.RNP_AAVS1.r5.new","mr228.MV411.RNP_RUNX2.r7","mr231.MV411.RNP_RUNX2.r10","mr291.MV411.RNP_AAVS1.r8","mr294.MV411.RNP_AAVS1.r11","mr316.MV411.RNP_RUNX2.r12"
"A1BG",10.6651939817203,7.5244906502148,5.79421330397202,14.2326465334343,3.19136077722779,0.978817053628417
"A1BG-AS1",7.38359583349869,12.7916341053652,5.79421330397202,10.3510156606795,9.57408233168337,4.89408526814209
"A1CF",0,0,0,0,0,0
"A2M",6.56319629644328,3.00979626008592,4.63537064317762,1.29387695758494,0,4.89408526814209
"A2M-AS1",0.82039953705541,0,0,0,0,0
"A3GALT2",0,0,0,0,0,0
"A4GALT",9.84479444466492,8.27693971523628,9.27074128635524,25.8775391516988,23.4033123663371,23.491609287082
"A4GNT",0,0,0,0,0,0
"AAAS",1165.78774215574,1074.49726485067,1183.17835667109,1575.94213433846,1190.37756990597,1475.07729981802
"AACS",1206.80771900851,820.921929938435,1013.9873281951,961.350579485611,795.712620455463,784.032459956362
"AACSP1",0,0,0,0,0,0
"AADAC",0,0,0,0,0,0
"AADACL3",0,0,0,0,0,0
"AADACP1",0,0,0,0,0,0
"AAGAB",1159.22454585929,1156.51421293801,1221.4201644773,1227.88923274811,1272.28916318815,1192.19917131941
"AAK1",2326.65308708914,2230.25902872367,2171.67114632871,2277.22344534949,2598.83145958916,2137.73644512446
"AAMDC",96.8071453725384,76.749804632191,111.248895436263,139.738711419174,86.1667409851504,121.373314649924
"AAMP",2724.54686256102,2650.12560700565,2515.84741658465,3323.96990403571,2166.93396773767,2706.42915328257
"AANAT",0,0,0,0,0,0
"AAR2",1165.78774215574,1069.23012139552,1103.21821307627,1436.20342291928,1047.83012185646,1313.57248596934
"AARD",0,0,0,0,0,0
"AARS1",4808.36168668176,3921.76452689195,4445.32044680734,4955.54874755032,4347.69716550999,5505.84592665985
"AARS2",606.275257883948,615.503335187571,542.338365251782,725.864973205152,513.809085133674,593.163134498821
"AARSD1",542.284093993626,565.841696896153,596.803970309119,737.509865823416,551.041627534665,664.616779413695
"AARSD1P1",0,0,0,0,0,0
"AASDH",284.678639358227,310.00901478885,302.45793446734,174.673389273967,274.45702684159,325.946078858263
"AASDHPPT",1637.5174759626,1959.37736531593,1719.7225086189,941.942425121837,1536.10832077231,1530.86987187484
"AASS",0,0,0,0,0,0
"AATBC",57.4279675938787,79.0071518272554,85.754356898786,50.4612013458127,37.2325424009909,37.1950480378799
"AATF",2629.38051626259,2400.31251741852,2664.17927716634,3802.70437834214,3594.53602208424,3540.38128297398
"AATK",12.3059930558312,23.3259210156659,4.63537064317762,10.3510156606795,8.51029540594078,7.83053642902734
"ABALON",15.5875912040528,7.5244906502148,15.0649545903273,18.1142774061892,26.5946731435649,29.3645116088525
"ABAT",114.035535650702,145.975118614167,149.490703242478,168.204004486042,173.397268896043,229.04319054905
"ABCA1",135.365923614143,114.372257883265,105.454682132291,41.4040626427181,63.8272155445558,57.7502061640766
"ABCA10",9.02439490760951,7.5244906502148,12.7472692687385,6.4693847879247,2.12757385148519,2.93645116088525
"ABCA11P",52.5055703715463,63.9581705268258,47.5125490925706,12.9387695758494,10.637869257426,23.491609287082
"ABCA12",0,1.50489813004296,0,5.17550783033976,1.0637869257426,0
"ABCA13",0,0,0,0,0,0
"ABCA17P",22.9711870375515,17.306328495494,17.3826399119161,6.4693847879247,1.0637869257426,5.8729023217705
"ABCA2",2246.25393245771,1687.74325284318,1554.0080081253,2141.36636480308,1636.10429179211,2105.43548235473
"ABCA3",84.5011523167073,71.4826611770406,77.6424582732251,38.8163087275482,44.6790508811891,50.8984867886777
"ABCA4",0,0,0,0,0,0
"ABCA5",57.4279675938787,72.2351102420621,82.2778289164027,18.1142774061892,54.2531332128725,51.8773038423061
"ABCA6",60.7095657421004,60.9483742667399,84.5955142379916,31.0530469820386,48.9341985841595,43.0679503596504
"ABCA7",739.179982886925,699.777630469977,594.48628498753,930.297532503572,555.296775237636,717.47290030963
"ABCA8",0,0,0,0,0,0
"ABCA9",0,1.50489813004296,1.1588426607944,0,0,4.89408526814209
"ABCA9-AS1",0,0,0,0,0,0
"ABCB1",0,0,0,0,0,0
"ABCB10",5139.80309965215,6662.93647076521,6010.91688154058,4897.324284459,6959.29406820807,8686.02253389857
"ABCB10P1",0.82039953705541,0,0,0,0,0
"ABCB10P3",0,0,1.1588426607944,2.58775391516988,0,0.978817053628417
"ABCB10P4",1.64079907411082,1.50489813004296,0,0,0,0
"ABCB11",0,0,0,0,0,0
"ABCB4",4.10199768527705,0.75244906502148,1.1588426607944,3.88163087275482,1.0637869257426,5.8729023217705
"ABCB5",0,0,0,0,0,0
"ABCB6",17.2283902781636,21.8210228856229,18.5414825727105,21.995908278944,19.1481646633667,14.6822558044263
"ABCB7",662.882825940771,730.628042135857,724.276662996503,745.273127568926,874.432852960415,915.19394514257
"ABCB8",551.308488901236,589.167617911819,582.897858379586,719.395588417227,428.706131074267,609.803024410504
"ABCB9",73.0155587979315,62.4532723967829,60.2598183613091,63.3999709216621,30.8498208465353,76.3477301830165
"ABCC1",1673.61505559304,1480.81975996227,1505.33661637193,1671.68902919974,1625.46642253469,1950.78238788144
"ABCC10",425.787359731758,429.648416127265,424.136413850752,503.318136500542,345.730750866344,443.404125293673
"ABCC11",5.74279675938787,2.25734719506444,6.95305596476643,3.88163087275482,0,2.93645116088525
"ABCC13",26.2527851857731,34.6126569909881,54.465605057337,18.1142774061892,27.6584600693075,46.0044015205356
"ABCC2",32.8159814822164,30.0979626008592,41.7183357885986,43.991816557888,35.1049685495057,34.2585968769946
"ABCC3",1.64079907411082,1.50489813004296,0,0,0,0
"ABCC4",1397.14041160536,1635.07181829168,1629.33278107693,1170.95864661437,1716.95209814855,1896.94744993187
"ABCC5",414.301766212982,476.300258158597,436.883683119491,486.497736051938,467.002460401,543.243464763771
"ABCC5-AS1",0,0,0,0,0,0
"ABCC6",9.84479444466492,18.811226625537,17.3826399119161,9.05713870309458,7.44650848019818,7.83053642902734
"ABCC6P1",0,2.25734719506444,0,0,1.0637869257426,2.93645116088525
"ABCC6P2",0,0,0,0,0,0
"ABCC8",0.82039953705541,0,0,0,0,0
"ABCC9",0,0,0,0,0,0
"ABCD1",1589.93430281339,1305.49912781227,1368.59318239819,1600.52579653257,1055.27663033666,1133.47014810171
"ABCD1P2",0,0,0,0,0,0
"ABCD2",199.357087504465,181.340224670177,172.667556458366,129.387695758494,147.866382678221,178.144703760372
"ABCD3",946.741065761943,1085.03155176097,1004.71658690875,645.644601834885,1148.889879802,984.689955950188
"ABCD4",362.616595378491,356.660856820182,325.634787683228,406.277364681671,295.732765356442,384.675102075968
"ABCE1",5568.05165799507,6422.15276995833,6074.65322788427,4282.73272960615,7925.21259678235,6559.05307636402
"ABCF1",2909.95715793554,2839.74277139107,2949.25457172176,4012.3124454709,3376.459702307,3077.40081660774
"ABCF2",2049.35804356441,2078.26431758933,2199.48337018778,2744.31302703766,1928.64569637133,2443.12736585653
"ABCF2-H2BE1",0,0,0,0,0,0
"ABCF2P1",0,0.75244906502148,0,0,0,1.95763410725683
"ABCF3",869.623509278735,857.039485059466,835.525558432766,1020.86891953452,699.971797138629,821.227507994242
"ABCG1",0.82039953705541,0,3.47652798238321,0,0,1.95763410725683
"ABCG2",0.82039953705541,0,0,0,0,3.91526821451367
"ABCG4",0,1.50489813004296,1.1588426607944,1.29387695758494,0,0
"ABCG5",0,0,1.1588426607944,0,0,0
"ABCG8",0,3.00979626008592,4.63537064317762,0,1.0637869257426,0.978817053628417
"ABHD1",16.4079907411082,9.78183784527924,8.11189862556083,10.3510156606795,4.25514770297039,14.6822558044263
"ABHD10",797.428350017859,883.375202335218,832.049030450383,698.693557095868,1002.08728404953,873.104811836548
"ABHD11",389.68978010132,397.293106331342,376.623864758182,502.024259542957,343.603177014859,330.840164126405
"ABHD11-AS1",3.28159814822164,1.50489813004296,0,2.58775391516988,0,0
"ABHD12",897.517093538619,951.848067252172,950.250981851412,1240.82800232396,911.665395361406,1005.24511407638
"ABHD12B",26.2527851857731,35.3651060560096,27.8122238590657,25.8775391516988,22.3395254405945,24.4704263407104
"ABHD13",664.523625014882,811.892541158177,616.504295542623,419.216134257521,957.408233168337,643.08280423387
"ABHD14A",349.490202785605,334.839833934559,304.775619788928,429.5671499182,272.329452990105,304.412103678438
"ABHD14A-ACY1",25.4323856487177,44.3944948362673,18.5414825727105,32.3469239396235,19.1481646633667,12.7246216971694
"ABHD14B",1570.24471392406,1510.91772256313,1666.41574622235,1785.55020146722,1373.34892113369,1626.79394313043
"ABHD15",6236.67728069523,6319.06724805039,6484.88352980549,6888.60092218222,5831.67992692092,5994.27563642043
"ABHD15-AS1",0,1.50489813004296,0,0,1.0637869257426,0
"ABHD16A",600.53246112456,562.079451571046,530.749938643837,671.522140986584,478.704116584169,562.81980583634
"ABHD16B",0,0,0,0,0,0
"ABHD17A",2745.87725052446,2297.9794445756,2274.80814313942,2660.21102479464,1524.40666458914,1640.49738188123
"ABHD17AP1",4.92239722233246,3.7622453251074,4.63537064317762,0,2.12757385148519,0
"ABHD17AP3",1.64079907411082,0,0,1.29387695758494,1.0637869257426,0
"ABHD17AP4",0,0,0,0,0,0
"ABHD17AP5",0.82039953705541,0,0,0,0,0.978817053628417
"ABHD17AP6",0,0,0,0,0,0
"ABHD17B",1362.68363104904,1522.20445853845,1367.4343397374,1114.02806048063,1621.21127483172,1536.74277419661
"ABHD17C",73.0155587979315,79.7596008922769,88.0720422203748,37.5224317699633,99.9959710198041,88.0935348265575
"ABHD18",607.916056958059,673.441913194225,577.103645075614,392.044718148237,645.718663925756,581.41732985528
"ABHD2",1583.37110651694,1487.59180154747,1647.87426364964,1534.53807169574,1638.2318656436,2356.99146513723
"ABHD3",435.632154176423,512.417813279628,457.74285101379,367.461055954123,518.064232836645,410.124345470307
"ABHD4",84.5011523167073,65.4630686568688,62.5775036828979,69.8693557095868,40.4239031782187,62.6442914322187
"ABHD5",319.95581945161,303.236973203656,314.046361075284,191.493789722571,375.516784787137,313.221457161093
"ABHD6",51.6851708344908,54.1763326815466,55.6244477181314,67.2816017944169,55.3169201386151,42.0891333060219
"ABHD8",147.671916669974,129.421239183695,101.978154149908,128.093818800909,65.954789396041,96.9028883092133
"ABI1",1644.9010717961,1726.11815515928,1767.23505771147,1225.30147883294,1754.18464054954,1679.65006402636
"ABI1P1",0,0.75244906502148,0,0,2.12757385148519,0
"ABI2",536.541297234238,575.623534741432,632.728092793745,534.37118348258,616.996416930706,529.540026012974
"ABI3",28.7139837969394,15.8014303654511,27.8122238590657,23.2897852365289,2.12757385148519,15.6610728580547
"ABI3BP",0.82039953705541,6.77204158519332,0,1.29387695758494,0,1.95763410725683
"ABITRAM",668.625622700159,689.995792624697,777.583425393046,652.11398662281,1055.27663033666,773.26547236645
"ABITRAMP1",0,0,0,0,0,0
"ABL1",2123.1940018994,1981.95083726658,1961.92062472493,2151.71738046376,1914.81646633667,2159.27042030429
"ABL2",518.492507419019,542.515775880487,520.320354696688,407.571241639256,561.679496792091,525.62475779846
"ABLIM1",0,0.75244906502148,0,1.29387695758494,0,0
"ABLIM2",0.82039953705541,1.50489813004296,1.1588426607944,0,1.0637869257426,0.978817053628417
"ABLIM3",0.82039953705541,0,0,0,0,0
"ABO",8.2039953705541,21.0685738206014,13.9061119295329,15.5265234910193,26.5946731435649,27.4068775015957
"ABR",5395.76775521343,4644.8680783776,4869.45686065809,6711.33977899309,5081.71014427239,6274.21731375815
"ABRA",2.46119861116623,3.7622453251074,3.47652798238321,1.29387695758494,0,0
"ABRACL",2103.50441301007,2282.17801421015,2412.71041977395,1868.35832675265,2240.33526561391,1791.23520814
"ABRAXAS1",682.572414830101,769.755393516974,725.435505657297,367.461055954123,664.866828589123,701.811827451575
"ABRAXAS2",924.590278261447,1021.82583029917,1100.90052775468,806.085344575418,1118.04005895547,971.965334253018
"ABT1",990.22224122588,931.531942496592,923.597600653141,1147.66886137784,969.109889351506,941.622005590537
"ABT1P1",0,0,0,0,0,0
"ABTB1",214.944678708517,235.516557351723,214.385892246965,262.657022389743,190.417859707925,176.187069653115
"ABTB2",269.091048154175,270.129214342711,246.833486749208,390.750841190652,307.434421539611,394.463272612252
"ACAA1",1152.66134956285,1266.37177643115,1209.83173786936,1440.08505379204,993.576988643586,1186.32626899764
"ACAA2",950.022663910165,1135.44563911741,1207.51405254777,1202.01169359641,1215.90845612379,1467.246763389
"ACACA",3126.54263571817,2544.03028883762,2888.99475336045,2573.52126863645,2659.46731435649,3664.69104878479
"ACACB",216.585477782628,240.783700806874,202.797465639021,227.722344534949,199.991942039608,357.268224574372
"ACAD10",626.785246310333,614.750886122549,589.850914344352,671.522140986584,545.722692905952,710.621180934231
"ACAD11",109.933537965425,103.837970972964,88.0720422203748,90.5713870309458,87.230527910893,115.500412328153
"ACAD8",352.771800933826,357.413305885203,337.223214291172,327.35087026899,291.477617653472,389.56918734411
"ACAD9",1238.80330095367,1177.58278675862,1242.2793323716,1622.52170481152,1390.36951194557,1687.48060045539
"ACADL",0,0.75244906502148,0,0,0,0
"ACADM",1939.42450559899,1873.59817190349,1967.7148380289,1697.56656835144,2631.80885428719,2150.46106682163
"ACADS",348.669803248549,384.501472225976,280.439923912246,470.971212560918,254.245075252481,303.433286624809
"ACADSB",783.481557887917,838.228258433929,790.330694661784,643.056847919715,943.579003133684,1155.00412328153
"ACADVL",5966.765833004,6206.95233736219,6066.54132925871,8596.51850619434,6364.63717671796,6743.07068244617
"ACAN",1.64079907411082,0,0,0,0,0
"ACAP1",544.745292604792,488.339443198941,448.472109727435,595.183400489072,411.685540262385,405.230260202165
"ACAP2",1673.61505559304,1897.67654198417,1774.18811367623,997.579134297989,1796.73611757925,1933.16368091612
"ACAP2-IT1",0.82039953705541,3.00979626008592,1.1588426607944,0,0,0
"ACAP3",653.858431033162,750.191717826416,595.645127648324,966.52608731595,471.257608103971,506.048416725892
"ACAT1",2750.79964774679,3000.76687130566,3207.67648507891,3832.46354836659,4864.6976114209,4356.71470570008
"ACAT2",3903.46099730964,2267.88148197474,3196.08805847097,2915.10478543887,2979.66717900501,1884.2228282347
"ACBD3",894.235495390397,935.2941878217,914.326859366785,659.87724836832,1140.37958439606,795.778264599903
"ACBD3-AS1",0.82039953705541,0.75244906502148,0,0,0,0
"ACBD4",73.0155587979315,74.4924574371265,70.6894023084587,102.21627964921,74.4650848019818,70.474827861246
"ACBD5",666.164424088993,790.823967337576,730.070876300475,481.322228221598,694.652862509916,706.705912719717
"ACBD6",785.122356962028,881.117855140153,852.908198344682,919.946516842893,1015.91651408418,952.38899318045
"ACBD7",2.46119861116623,2.25734719506444,0,0,2.12757385148519,0.978817053628417
"ACCS",77.1175564832086,118.134503208372,95.0250981851412,82.8081252854362,49.9979855099021,91.0299859874428
"ACCSL",0,0,0,0,0,0
"ACD",502.904916214966,531.981488970186,453.107480370612,712.926203629302,491.46955969308,514.857770208547
"ACE",14.7671916669974,12.0391850403437,15.0649545903273,19.4081543637741,7.44650848019818,8.80935348265576
"ACE2",0,0,0,0,0,0
"ACE3P",0,0,0,0,0,0
"ACER1",0,0.75244906502148,0,0,0,0
"ACER2",38.5587782416043,35.3651060560096,41.7183357885986,18.1142774061892,14.8930169603964,26.4280604479673
"ACER3",1208.44851808262,1220.47238346484,1155.36613281202,874.66082332742,1398.87980735152,1046.35543032878
"ACHE",0.82039953705541,0,0,1.29387695758494,0,0
"ACIN1",5409.71454734337,5007.54852771795,5027.05946252613,6416.33583266372,5231.70410080209,6342.73450751214
"ACKR2",24.6119861116623,13.5440831703866,16.2237972511217,6.4693847879247,27.6584600693075,22.5127922334536
"ACKR3",0.82039953705541,3.7622453251074,4.63537064317762,1.29387695758494,0,2.93645116088525
"ACKR4",3.28159814822164,3.00979626008592,0,0,2.12757385148519,1.95763410725683
"ACKR4P1",0,0,0,1.29387695758494,0,0
"ACLY",11439.6511447006,8489.13035157234,9663.58894836454,9499.64462258863,8585.8242776685,10263.8756243476
"ACMSD",0,0.75244906502148,0,0,1.0637869257426,0
"ACO1",918.027081965004,869.831119164831,922.438757992346,850.077161133306,781.883390420809,1062.99532024046
"ACO2",3797.62945702949,3507.16509206512,3744.22063702672,4546.68362895348,3375.39591538126,4633.71993187693
"ACOD1",0,0,0,0,0,0
"ACOT1",18.048789815219,20.31612475558,12.7472692687385,15.5265234910193,3.19136077722779,34.2585968769946
"ACOT11",254.323856487177,206.923492880907,223.65663353332,280.771299795932,176.588629673271,184.017606082142
"ACOT12",0,0,0,0,0,0
"ACOT13",794.146751869637,779.537231362253,878.402736882159,879.836331157759,1031.87331797032,862.337824246635
"ACOT2",232.993468523737,238.526353611809,234.08621748047,408.865118596841,236.160697514857,260.365336265159
"ACOT4",42.6607759268813,49.6616382914177,52.1479197357482,38.8163087275482,21.2757385148519,35.237413930623
"ACOT6",0.82039953705541,0,0,0,0,0
"ACOT7",1133.79216021058,1086.53644989102,1177.38414336712,1447.84831553755,1137.18822361884,1193.17798837304
"ACOT8",424.146560657647,419.866578281986,428.77178449393,441.212042536465,317.008503871294,421.870150113848
"ACOT9",250.2218588019,225.734719506444,245.674644088414,134.563203588834,117.016561831686,162.483630902317
"ACOX1",1137.0737583588,1227.99687411506,1173.90761538473,857.840422878815,986.130480163388,1108.999721761
"ACOX2",6.56319629644328,5.26714345515036,8.11189862556083,5.17550783033976,10.637869257426,6.85171937539892
"ACOX3",662.062426403716,682.471301974482,715.005921710148,696.105803180698,551.041627534665,677.341401110865
"ACOXL",0.82039953705541,0,0,0,0,0
"ACOXL-AS1",0,0,1.1588426607944,0,0,0
"ACP1",1879.53533939394,1994.74247137194,2162.40040504236,2040.44396211145,2475.43217620302,2312.94469772395
"ACP2",233.813868060792,252.070436782196,242.198116106031,285.946807626272,176.588629673271,242.746629299847
"ACP3",0,0,0,0,0,0
"ACP4",0,0,0,0,0,0
"ACP5",0,0,0,1.29387695758494,0,0
"ACP6",12.3059930558312,27.0881663407733,16.2237972511217,18.1142774061892,12.7654431089112,15.6610728580547
"ACPP",350.31060232266,353.651060560096,381.259235401359,468.383458645748,624.442925410905,839.825032013182
"ACR",0,0,0,0,0,0
"ACRBP",231.352669449626,234.01165922168,232.927374819675,285.946807626272,246.798566772283,313.221457161093
"ACRV1",4.10199768527705,3.00979626008592,5.79421330397202,0,5.31893462871299,2.93645116088525
"ACSBG1",8.2039953705541,4.51469439012888,11.588426607944,6.4693847879247,5.31893462871299,1.95763410725683
"ACSBG2",11.4855935187757,9.78183784527924,12.7472692687385,6.4693847879247,1.0637869257426,5.8729023217705
"ACSF2",196.895888893298,155.004507394425,202.797465639021,265.244776304913,212.757385148519,211.424483583738
"ACSF3",760.510370850365,808.13029583307,771.789212089074,962.644456443196,665.930615514866,818.291056833357
"ACSL1",3496.54282693016,2826.9511372857,3022.26165935181,3497.34941635209,4116.85540262385,3644.1358906586
"ACSL3",2432.48462736929,2254.33739880435,2301.46152433769,1691.09718356352,2572.2367864456,2088.79559244304
"ACSL3-AS1",0,0,0,0,0,0
"ACSL4",3398.09488248351,3142.97974459472,3084.83916303471,1938.22768246224,3604.11010441592,3140.04510803996
"ACSL5",325.698616210998,460.498827793146,465.854749639351,469.677335603333,519.128019762387,1003.28747996913
"ACSL6",0,0,1.1588426607944,0,2.12757385148519,0.978817053628417
"ACSM1",9.02439490760951,8.27693971523628,13.9061119295329,10.3510156606795,15.956803886139,7.83053642902734
"ACSM2A",0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0
"ACSM3",823.681135203632,1051.92379290003,967.633621763328,976.87710297663,1064.85071266834,1393.83548436687
"ACSM4",0,0,0,0,0,0.978817053628417
"ACSM5",0.82039953705541,1.50489813004296,0,0,1.0637869257426,1.95763410725683
"ACSM5P1",0,0,0,0,0,0
"ACSM6",0,0.75244906502148,0,0,0,0
"ACSS1",200.17748704152,158.766752719532,185.414825727105,55.6367091761524,18.0843777376242,71.4536449148744
"ACSS2",1578.44870929461,919.492757456249,1263.1385002659,1077.79950566826,852.09332751982,1104.10563649285
"ACSS3",0,0,0,0,0,0
"ACTA1",4.10199768527705,0.75244906502148,0,0,1.0637869257426,0.978817053628417
"ACTA2",221.507875004961,167.79614149979,231.768532158881,138.444834461589,105.314905648517,94.9452542019565
"ACTA2-AS1",0.82039953705541,0,0,0,0,0
"ACTB",149247.08378112,133680.100891716,146048.940539919,159651.477796406,148696.1364803,130495.889589741
"ACTBL2",0,0,0,0,0,0
"ACTBP1",0,0,1.1588426607944,0,0,0
"ACTBP11",0.82039953705541,0,0,0,0,0
"ACTBP12",0,0,0,0,0,0
"ACTBP13",0.82039953705541,0,0,2.58775391516988,0,0
"ACTBP14",0,0.75244906502148,0,0,0,0
"ACTBP15",0,0,0,0,0,0
"ACTBP2",9.02439490760951,6.77204158519332,4.63537064317762,2.58775391516988,1.0637869257426,3.91526821451367
"ACTBP7",0,0,0,0,0,0
"ACTBP8",0,0,0,0,0,0
"ACTBP9",0.82039953705541,0,0,0,0,0
"ACTG1",77553.188637385,70007.8610095985,76350.3487064394,92936.5941094111,66831.3498228529,82407.5865620301
"ACTG1P1",4.10199768527705,1.50489813004296,3.47652798238321,0,0,7.83053642902734
"ACTG1P10",1.64079907411082,3.00979626008592,4.63537064317762,9.05713870309458,4.25514770297039,0
"ACTG1P11",0,0,0,0,0,0
"ACTG1P12",0,0,0,0,0,0
"ACTG1P13",0,0,0,0,0,0
"ACTG1P14",1.64079907411082,3.00979626008592,0,15.5265234910193,7.44650848019818,0.978817053628417
"ACTG1P15",0,0.75244906502148,0,0,0,2.93645116088525
"ACTG1P16",0,0,0,0,0,0
"ACTG1P17",4.92239722233246,3.00979626008592,1.1588426607944,3.88163087275482,0,4.89408526814209
"ACTG1P18",0,0,0,0,0,0
"ACTG1P19",0,0,0,0,0,0
"ACTG1P2",0,0,0,0,0,0
"ACTG1P20",2.46119861116623,4.51469439012888,0,5.17550783033976,4.25514770297039,5.8729023217705
"ACTG1P21",0,0,0,0,0,0
"ACTG1P22",0,0.75244906502148,0,0,0,0
"ACTG1P23",0,0,0,0,0,0
"ACTG1P24",0,0.75244906502148,2.31768532158881,0,0,0
"ACTG1P25",0,0,0,0,0,0
"ACTG1P3",0.82039953705541,6.01959252017184,4.63537064317762,1.29387695758494,1.0637869257426,2.93645116088525
"ACTG1P4",0,0,0,2.58775391516988,3.19136077722779,0
"ACTG1P9",0,0,0,0,0,0
"ACTG2",0,0,0,0,0,0
"ACTL10",76.2971569461532,72.9875593070836,54.465605057337,94.4530179037006,41.4876901039613,54.8137550031914
"ACTL6A",2507.14098524133,2565.85131172325,2768.47511663783,2688.67631786151,2931.7967673466,3320.14744590759
"ACTL6B",0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,0
"ACTL8",8.2039953705541,11.2867359753222,11.588426607944,5.17550783033976,13.8292300346538,19.5763410725683
"ACTN1",7503.37416590878,5641.11064046604,5995.85192695025,6954.58864701905,5817.85069688626,6480.74771207375
"ACTN1-AS1",0.82039953705541,0,0,3.88163087275482,1.0637869257426,0
"ACTN1-DT",0,0,0,0,0,0
"ACTN2",3.28159814822164,1.50489813004296,2.31768532158881,0,1.0637869257426,0
"ACTN3",0,0,0,0,0,0
"ACTN4",14842.6684244065,13844.3103473302,14150.6277309605,18952.7096747042,15102.5829847677,17736.1650117469
"ACTN4P1",1.64079907411082,0,1.1588426607944,0,1.0637869257426,0.978817053628417
"ACTN4P2",0,0,0,0,0,0
"ACTR10",748.204377794534,708.054570185213,762.518470802718,737.509865823416,802.095342009918,828.079227369641
"ACTR1A",2271.68631810643,2215.96249648826,2260.90203120988,2763.72118140143,2114.80840837628,2100.54139708658
"ACTR1B",1192.04052734151,1130.93094472728,1099.74168509389,1421.97077638585,769.117947311898,1192.19917131941
"ACTR2",29357.9974335279,33616.4144288996,32170.6311063135,22039.9000955019,37848.4750309959,32807.9900035173
"ACTR3",11447.0347405341,12009.8395268078,12361.3746626939,10424.7666472619,15016.4162437825,13410.7724517629
"ACTR3B",148.492316207029,173.815734019962,173.826399119161,148.795850122268,169.142121193073,236.873726978077
"ACTR3BP4",0,0,0,0,0,0
"ACTR3C",4.92239722233246,2.25734719506444,4.63537064317762,1.29387695758494,0,0.978817053628417
"ACTR3P2",0.82039953705541,0,0,0,0,0
"ACTR5",250.2218588019,245.298395197003,234.08621748047,298.885577202121,203.183302816836,307.348554839323
"ACTR6",478.292930103304,612.493538927485,543.497207912576,395.926349020992,785.074751198037,457.107564044471
"ACTR6P1",0,0.75244906502148,0,0,0,0
"ACTR8",764.612368535642,759.973555671695,830.890187789588,733.628234950661,715.928601024768,925.960932732483
"ACTRT3",55.7871685197679,64.7106195918473,63.7363463436923,41.4040626427181,60.635854767328,72.4324619685029
"ACVR1",132.904725002976,125.658993858587,141.378804616917,115.15504922506,159.56803886139,148.780192151519
"ACVR1B",360.155396767325,325.057996089279,304.775619788928,367.461055954123,352.1134724208,434.594771811017
"ACVR1C",0.82039953705541,0,0,0,0,0
"ACVR2A",31.1751824081056,39.127351381117,23.1768532158881,15.5265234910193,28.7222469950501,31.3221457161094
"ACVR2B",256.785055098343,258.090029302368,250.310014731591,157.852988825363,182.971351227727,199.678678940197
"ACVR2B-AS1",5.74279675938787,6.01959252017184,4.63537064317762,5.17550783033976,2.12757385148519,0.978817053628417
"ACVRL1",129.623126854755,101.5806237779,77.6424582732251,113.861172267475,91.4856756138634,111.58514411364
"ACY1",1430.77679262464,1395.04056654982,1513.44851499749,1788.13795538239,1068.04207344557,1324.33947355925
"ACY3",27.0731847228285,27.8406154057948,26.6533811982713,27.1714161092837,14.8930169603964,24.4704263407104
"ACYP1",135.365923614143,142.21287328906,135.584591312945,175.967266231552,146.802595752478,191.84814251117
"ACYP2",132.084325465921,156.509405524468,155.28491654645,84.1020022430211,99.9959710198041,97.8817053628417
"ADA",1340.53284354854,1419.11893663051,1481.00092049525,1311.99123499113,1021.23544871289,1297.91141311128
"ADA2",1242.08489910189,1445.45465390626,1556.32569344689,1085.56276741376,1181.86727450003,1411.45419133218
"ADAD2",0,3.00979626008592,6.95305596476643,2.58775391516988,0,0
"ADAL",228.891470838459,282.920848448077,272.328025286685,226.428467577365,297.860339207927,273.089957962328
"ADAM10",4800.15769131121,5213.71957153384,4867.1391753365,3277.39033356265,5563.60562163378,5167.17522610441
"ADAM11",13.1263925928866,13.5440831703866,11.588426607944,25.8775391516988,11.7016561831686,22.5127922334536
"ADAM12",2.46119861116623,6.77204158519332,2.31768532158881,3.88163087275482,5.31893462871299,2.93645116088525
"ADAM15",1818.82577365184,1626.79487857644,1599.20287189628,2163.36227308202,1078.67994270299,1586.66244393166
"ADAM17",966.430654651273,979.688682657967,912.009174045197,834.550637642286,1311.64927944062,1159.89820854967
"ADAM18",0,0,0,0,0,0
"ADAM19",0,0,0,0,0,0.978817053628417
"ADAM1A",0,6.01959252017184,2.31768532158881,5.17550783033976,6.38272155445558,2.93645116088525
"ADAM1B",6.56319629644328,6.01959252017184,20.8591678942993,6.4693847879247,11.7016561831686,2.93645116088525
"ADAM20",0,0,1.1588426607944,0,0,0.978817053628417
"ADAM20P1",0,0.75244906502148,1.1588426607944,0,1.0637869257426,0
"ADAM20P3",0,0,0,0,0,0
"ADAM21",2.46119861116623,5.26714345515036,3.47652798238321,3.88163087275482,0,0
"ADAM21P1",0.82039953705541,0,0,0,0,1.95763410725683
"ADAM22",41.8403763898259,48.1567401613747,46.3537064317762,11.6448926182645,8.51029540594078,18.5975240189399
"ADAM23",10.6651939817203,27.0881663407733,17.3826399119161,11.6448926182645,25.5308862178223,15.6610728580547
"ADAM28",4.10199768527705,3.7622453251074,2.31768532158881,0,0,0
