"GENE","mr220.MV411.RNP_AAVS1.r4","mr222.MV411.RNP_AAVS1.r6","mr228.MV411.RNP_RUNX2.r7","mr230.MV411.RNP_RUNX2.r9","mr292.MV411.RNP_AAVS1.r9","mr294.MV411.RNP_AAVS1.r11","mr316.MV411.RNP_RUNX2.r12","mr318.MV411.RNP_RUNX2.r14"
"ABCG5",0,0,0,0,0,0,0,0
"ABCG8",0,2.15161014165335,3.12455689452379,1.01506003201314,0,1.09981909634055,1.0102949928121,0.944506952239839
"ABHD1",7.90086919509835,7.17203380551116,10.1548099072023,11.1656603521446,11.2427765918948,4.3992763853622,15.1544248921815,6.61154866567888
"ABHD10",1140.35878715919,962.486936699598,917.057448542731,976.487750796642,844.457441791209,1036.0295887528,901.183133588394,854.778791777055
"ABHD11",309.450710141352,404.502706630829,412.44151007714,419.219793221428,374.759219729826,355.241568117998,341.47970757049,409.91601727209
"ABHD11-AS1",0,0.717203380551116,1.56227844726189,0,2.49839479819884,0,0,1.88901390447968
"ABHD12",825.640830887777,905.827869636059,988.141117893148,1021.15039220522,965.629589503853,942.544965563852,1037.57295761803,1070.12637688774
"ABHD12B",32.9202883129098,32.2741521248002,36.7135435106545,29.4367409283811,21.2363557846902,23.0962010231516,25.2573748203025,19.8346459970366
"ABHD13",949.421114944318,738.002278587098,842.849222297791,765.355264137909,806.981519818226,989.837186706495,663.76381027755,593.150366006619
"ABHD14A",279.164044893475,360.03609703666,347.606954515771,393.843292421099,358.519653541534,281.553688663181,314.201742764563,327.743912427224
"ABHD14A-ACY1",10.5344922601311,32.9913555053513,46.0872141942259,54.8132417287097,24.9839479819884,19.7967437341299,13.1338349065573,39.6692919940733
"ABHD14B",1302.32660565871,1699.05480852559,1568.52756105094,1850.45443835996,1527.76841909859,1419.86645337565,1679.11027805371,1677.44434717796
"ABHD15",5815.03972759238,6573.88618613153,6560.00720005269,6642.552849494,5826.2566693997,6029.2082861389,6187.04653598131,6200.68814145455
"ABHD15-AS1",0,2.15161014165335,1.56227844726189,2.03012006402628,2.49839479819884,1.09981909634055,0,0
"ABHD16A",493.804324693647,611.057280229551,583.511000052317,504.484835910531,498.429762240669,494.918593353248,580.919620866958,632.819658000692
"ABHD16B",0,0,0,0,0,0,0,0
"ABHD17A",2268.86627052574,2825.7813193714,2385.59918896891,2571.14706108929,2029.94577353656,1576.04076505601,1693.25440795308,1969.29699542007
"ABHD17AP1",7.90086919509835,4.3032202833067,3.90569611815473,3.04518009603943,1.24919739909942,2.1996381926811,0,2.83352085671952
"ABHD17AP3",0,0,0,0,0,1.09981909634055,0,2.83352085671952
"ABHD17AP4",0,0.717203380551116,0,0,0,0,0,0
"ABHD17AP5",0,0.717203380551116,0,0,0,0,1.0102949928121,0
"ABHD17AP6",0,0,0,0,0,0,0,0
"ABHD17B",1775.0619458321,1554.17972565427,1580.24464940541,1623.08099118901,1506.5320633139,1676.124302823,1586.163138715,1600.93928404653
"ABHD17C",93.4936188086638,86.0644056661339,82.8007577048804,93.385522945209,124.919739909942,103.382995056012,90.9265493530891,82.172104844866
"ABHD18",758.483442729441,601.016432901835,699.119605149697,634.412520008214,512.170933630763,667.590191478714,600.115225730388,661.154866567888
"ABHD2",2159.57091332688,1618.72802990387,1544.31224511838,1311.45756136098,1578.98551246167,1693.72140836445,2432.79034269154,2175.19951100835
"ABHD3",525.40780147404,488.41550215531,531.955811292675,517.680616326702,359.768850940633,535.611899917848,423.31360198827,444.862774504964
"ABHD4",77.6918804184671,82.4783887633783,67.9591124558924,44.6626414085782,58.7122777576728,41.7931256609409,64.6588795399745,76.505063131427
"ABHD5",421.379690405245,318.438300964695,314.799107123272,369.481851652784,358.519653541534,388.236141008214,323.294397699872,316.409829000346
"ABHD6",65.8405766258196,47.3354231163736,56.2420241014282,54.8132417287097,63.7090673540705,57.1905930097086,43.4426846909203,62.3374588478294
"ABHD8",135.631587849188,143.440676110223,134.355946464523,125.86744396963,101.184989327053,68.1887839731141,100.019204288398,152.065619310614
"ABI1",2109.53207509126,1788.70523109448,1791.93337900939,1740.82795490254,1798.84425470317,1813.60168986557,1733.66620766557,1677.44434717796
"ABI1P1",0,0,0.781139223630947,0,0,2.1996381926811,0,0
"ABI2",649.188085530581,564.439060493728,597.571506077674,610.051079239898,598.365554168623,637.895075877519,546.569591111347,513.811782018473
"ABI3",28.9698537153606,46.6182197358225,16.4039236962499,34.5120410884468,13.7411713900936,2.1996381926811,16.1647198849936,4.7225347611992
"ABI3BP",0,0.717203380551116,7.03025301267852,0,1.24919739909942,0,2.0205899856242,2.83352085671952
"ABITRAM",808.522280965064,717.920583931667,716.304668069578,768.400444233948,1098.04451380839,1091.02054356983,798.13304432156,769.773166075469
"ABITRAMP1",0,0,0,0,0,0,0,0
"ABL1",1896.2086068236,2092.79946444816,2057.52071504391,1907.29780015269,1969.98429837979,1979.67437341299,2228.71075414349,2258.31612280546
"ABL2",605.73330495754,538.619738793888,563.201380237913,534.936636870926,549.646855603745,580.70448286781,542.528411140098,516.645302875192
"ABLIM1",0,1.43440676110223,0.781139223630947,0,0,0,0,3.77802780895936
"ABLIM2",0,0,1.56227844726189,1.01506003201314,0,1.09981909634055,1.0102949928121,4.7225347611992
"ABLIM3",1.31681153251639,0,0,0,0,0,0,0
"ABO",19.7521729877459,8.60644056661339,21.8718982616665,16.2409605122103,41.2235141702809,27.4954774085138,28.2882597987388,26.4461946627155
"ABR",5034.17048881016,5431.3812009136,4821.97242747383,4390.13463845684,6181.02873074394,5253.83582321881,6475.99090392557,6373.53291371444
"ABRA",0,2.15161014165335,3.90569611815473,0,3.74759219729826,0,0,0
"ABRACL",2494.04104258605,2447.81513782096,2369.19526527266,2749.7976267236,2163.6098952402,2316.2190168932,1848.83983684614,1829.50996648857
"ABRAXAS1",1027.11299536279,768.124820570245,799.105425774458,819.153445834605,618.352712554214,687.386935212844,724.381509846276,643.209234475331
"ABRAXAS2",1171.96226393959,1094.452358721,1060.78706569083,1192.69553761544,1149.26160717147,1155.90987025392,1003.22292786242,1003.06638327871
"ABT1",909.916768968826,966.072953602353,967.050358855112,993.743771340866,1026.84026205972,1001.93519676624,971.903783085241,1103.18412021613
"ABT1P1",0,0.717203380551116,0,0,0,0,0,0
"ABTB1",206.739410605073,246.000759529033,244.496576996486,233.463807363023,196.123991658609,196.867618244958,181.853098706178,205.902515588285
"ABTB2",242.293321983016,263.930844042811,280.42898128351,258.840308163351,332.286508160446,317.847718842419,407.148882103277,393.859399084013
"ACAA1",954.688361074384,1165.45549339556,1314.65731337088,1322.62322171312,1192.98351613995,1027.23103598207,1224.47753128827,1376.14662941345
"ACAA2",1078.46864513092,996.912698966051,1178.7390884591,1210.96661819168,1292.9193080679,1257.09322711725,1514.43219422534,1537.65731824646
"ACACA",3723.94301395635,3052.41758762555,2641.03171509623,2168.16822838007,2524.62794357993,2749.54774085138,3782.54445308851,3317.10841626632
"ACACB",229.125206657852,220.181437829193,249.964551561903,217.222846850812,197.373189057709,206.765990112023,368.757672376417,322.076870713785
"ACAD10",564.912147449532,652.655076301515,638.190745706483,531.891456774886,555.892842599242,564.207196422702,733.474164781585,675.322470851485
"ACAD11",65.8405766258196,102.56008341881,107.797212861071,85.2650426891039,119.922950313544,90.1851658999251,119.214809151828,85.9501326538254
"ACAD8",364.75679450704,357.167283514456,371.0411312247,331.924630468297,294.810586187463,301.350432397311,402.097407139216,394.803906036253
"ACAD9",1257.55501355315,1203.46727256477,1222.48288498243,1171.37927694317,1481.54811533191,1437.4635589171,1741.74856760806,1737.8927921213
"ACADL",0,0,0.781139223630947,0,0,0,0,0
"ACADM",2336.02365868408,2021.07912639304,1945.03666684106,1980.38212245764,2328.50395192132,2720.95244434652,2219.61809920819,2294.20738699057
"ACADS",277.847233360959,374.380164647682,399.162143275414,373.542091780836,244.842690223487,262.856764025391,313.191447771751,381.580808704895
"ACADSB",1024.47937229775,818.329057208823,870.189095124875,868.891387403249,965.629589503853,975.539538454068,1192.14809151828,1132.46383573557
"ACADVL",5394.97684871966,6216.00169923652,6443.61745573168,6366.45652078643,7425.22934024696,6580.21765340551,6959.92220548256,7348.26408842595
"ACAN",0,0,0,0,0,0,0,0
"ACAP1",488.537078563581,568.742280777035,506.959356136484,536.966756934952,440.966681882096,425.629990283793,418.26212702421,449.585309266164
"ACAP2",2418.98278523261,1742.08701135866,1970.03312199725,1723.57193435831,1420.33744277604,1857.59445371919,1995.3326108039,1789.8406744945
"ACAP2-IT1",0,0.717203380551116,3.12455689452379,0,0,0,0,0
"ACAP3",541.209539864237,642.6142289738,778.795805960054,675.014921288739,562.13882959474,487.219859678864,522.322511283856,642.264727523091
"ACAT1",3243.30680458787,2931.92741969296,3115.18322384022,3260.37282282621,4906.84738366253,5029.47272756534,4496.82301300666,4663.97533016033
"ACAT2",3726.57663702139,3920.95088147295,2354.35362002367,2562.01152080117,3114.24911595486,3080.59328884988,1944.81786116329,2199.75669176659
"ACBD3",1152.21009095184,991.175071921642,970.956054973267,991.71365127684,994.361129683139,1179.00607127707,821.369829156238,816.998513687461
"ACBD3-AS1",0,0.717203380551116,0.781139223630947,0,0,0,0,0
"ACBD4",52.6724613006556,78.8923718606227,77.3327831394637,62.9337219848148,74.9518439459653,76.9873367438385,72.7412394824713,58.5594310388701
"ACBD5",851.977061538105,705.010923081747,820.977324036125,778.55104455408,639.589068338904,718.181869910379,729.432984810337,691.379089039562
"ACBD6",747.94895046931,861.36126004189,914.714030871839,864.831147275197,1086.8017372165,1050.32723700523,983.017028006174,913.338222815925
"ACBD7",1.31681153251639,0,2.34341767089284,5.07530016006571,0,2.1996381926811,1.0102949928121,8.50056257015856
"ACCS",69.7910112233687,88.2160158077873,122.638858110059,93.385522945209,53.7154881612751,51.6914975280059,93.9574343315254,90.6726674150246
"ACCSL",0,0,0,0,0,0,0,0
"ACD",391.093025157368,525.710077943968,552.265431107079,548.132417287097,488.436183047874,508.116422509334,531.415166219165,511.922768113993
"ACE",27.6530421828442,20.7988980359824,12.4982275780951,13.1957804161708,2.49839479819884,7.69873367438385,9.09265493530891,17.0011251403171
"ACE2",0,0,0,0,0,0,0,0
"ACE3P",0,0,0,0,0,0,0,0
"ACER1",0,0,0.781139223630947,0,0,0,0,0
"ACER2",44.7715921055573,36.5773724081069,36.7135435106545,36.5421611524731,23.734750582889,15.3974673487677,27.2779648059267,23.612673805996
"ACER3",1545.93673917424,1307.46176274468,1267.0078207294,1342.92442235339,1320.40165084809,1446.26211168782,1080.00534731614,964.341598236876
"ACHE",0,0,0,1.01506003201314,0,0,0,0
"ACIN1",5067.09077712307,5191.11806842898,5198.48153326395,4845.89659283074,6287.21050966739,5408.91031580283,6546.71155342241,6305.52841315317
"ACKR2",22.3857960527787,31.5569487442491,14.060506025357,20.3012006402628,13.7411713900936,28.5952965048543,23.2367848346783,19.8346459970366
"ACKR3",3.95043459754917,1.43440676110223,3.90569611815473,2.03012006402628,0,0,3.0308849784363,5.66704171343904
"ACKR4",1.31681153251639,1.43440676110223,3.12455689452379,0,0,2.1996381926811,2.0205899856242,3.77802780895936
"ACKR4P1",0,0,0,0,0,0,0,0
"ACLY",12288.485221443,11451.5863772597,8812.81272100434,8527.5193289424,8711.90266131937,8876.63992656458,10593.9532946277,10162.8948061007
"ACMSD",2.63362306503278,0,0.781139223630947,0,3.74759219729826,1.09981909634055,0,0
"ACO1",994.192707049875,941.688038663615,902.996942517374,826.258866058697,870.690587172297,808.367035810304,1097.18036219394,1026.67905708471
"ACO2",3719.99257935881,3727.30596872415,3640.88992134384,3536.46915153379,3830.03922563883,3489.72599268857,4782.73649597249,4957.71699230692
"ACOD1",0,0,0,0,0,0,0,0
"ACOT1",13.1681153251639,19.3644912748801,21.0907590380356,21.316260672276,21.2363557846902,3.29945728902165,35.3603247484235,23.612673805996
"ACOT11",256.778248840696,292.618979264855,214.81328649851,209.102366594707,206.117570851405,182.569969992531,189.935458648675,168.122237498691
"ACOT12",0,0,0,0,0,0,0,0
"ACOT13",821.690396290228,849.886005953072,809.260235681661,911.523908747801,1171.74716035526,1066.82452345033,890.069888667461,882.16949339201
"ACOT2",209.373033670106,268.234064326117,247.62113389101,255.795128067312,304.804165380259,244.159839387602,268.738468088019,359.857148803379
"ACOT4",31.6034767803934,60.2450839662937,51.5551887596425,57.8584218247491,17.4887635873919,21.996381926811,36.3706197412356,32.1132363761545
"ACOT6",2.63362306503278,0,0,0,0,0,0,0
"ACOT7",1073.20139900086,1208.48769622863,1127.96503892309,1250.55395944019,1295.4177028661,1175.70661398805,1231.54959623795,1309.08663580442
"ACOT8",373.974475234655,404.502706630829,435.875686786068,419.219793221428,393.497180716318,327.746090709484,435.437141902016,489.254601260237
"ACOT9",231.758829722885,232.373895298562,234.341767089284,210.11742662672,153.651280089229,120.980100597461,167.708968806809,141.676042835976
"ACOX1",1285.208055736,1119.55447704029,1274.8192129657,1184.57505735934,853.201823584905,1019.53230230769,1144.66422685611,1042.73567527278
"ACOX2",13.1681153251639,6.45483042496004,5.46797456541663,6.09036019207885,3.74759219729826,10.9981909634055,7.07206494968471,4.7225347611992
"ACOX3",692.642866103622,714.334567028911,708.493275833269,680.090221448805,590.870369774026,569.706291904405,699.124135025974,668.710922185806
"ACOXL",0,0,0,0,0,0,0,0
"ACOXL-AS1",0,0,0,0,0,0,0,2.83352085671952
"ACP1",2213.56018616005,1909.91260240762,2070.80008184564,2183.39412886027,2291.02802994834,2559.27903718446,2387.32706801499,2248.87105328306
"ACP2",186.987237617328,237.394318962419,261.681639916367,247.674647811207,221.107939640598,182.569969992531,250.553158217401,243.682793677879
"ACP3",0,0,0,0,0,0,0,0
"ACP4",0,0,0,0,3.74759219729826,0,0,0
"ACP5",0,0.717203380551116,0,0,0,0,0,0
"ACP6",10.5344922601311,12.192457469369,28.1210120507141,24.3614407683154,17.4887635873919,13.1978291560866,16.1647198849936,30.2242224716749
"ACPP",472.735340173384,388.724232258705,367.135435106545,394.858352453112,579.627593182131,645.593809551903,866.833103832783,843.444708350177
"ACR",0,0,0,0,0,0,0,0
"ACRBP",222.54114899527,238.828725723522,242.934298549224,257.825248131338,323.54212636675,255.158030351008,323.294397699872,353.2456001377
"ACRV1",2.63362306503278,7.88923718606227,3.12455689452379,5.07530016006571,6.24598699549711,5.49909548170275,3.0308849784363,4.7225347611992
"ACSBG1",5.26724613006556,10.7580507082667,4.68683534178568,14.210840448184,3.74759219729826,5.49909548170275,2.0205899856242,8.50056257015856
"ACSBG2",3.95043459754917,7.17203380551116,10.1548099072023,6.09036019207885,9.99357919279537,1.09981909634055,6.06176995687261,1.88901390447968
"ACSF2",156.700572369451,213.009404023681,160.914680067975,220.268026946852,237.34750582889,219.96381926811,218.223718447414,204.958008636045
"ACSF3",729.513589014081,846.299989050317,838.943526179637,849.605246795,801.984730221828,688.486754309184,844.606613990916,919.005264529364
"ACSL1",4076.84850467075,3749.53927352123,2934.74006318147,2821.86688899653,3896.2466877911,4256.29990283793,3761.32825823945,3870.58949027886
"ACSL3",3359.18621944931,2713.89759200542,2340.29311399832,2499.07779881635,2425.94134905108,2659.36257495145,2155.96951466102,2003.2992457007
"ACSL3-AS1",0,0,0,1.01506003201314,0,0,0,0
"ACSL4",4711.55166334365,3690.72859631604,3262.81853710646,3137.55055895262,2979.33579685212,3726.18709840178,3241.02633694122,2791.96255082097
"ACSL5",356.855925311942,360.753300417211,478.057204862139,469.972794822085,603.362343765021,536.711719014188,1035.5523676324,932.228361860722
"ACSL6",2.63362306503278,2.15161014165335,0,0,0,2.1996381926811,1.0102949928121,0.944506952239839
"ACSM1",10.5344922601311,8.60644056661339,8.59253145994041,10.1506003201314,11.2427765918948,16.4972864451083,8.08235994249681,17.0011251403171
"ACSM2A",0,0,0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0,0,0
"ACSM3",899.382276708695,771.710837473001,1092.03263463606,962.276910348458,1049.32581524351,1100.91891543689,1438.66006976443,1528.21224872406
"ACSM4",0,0,0,2.03012006402628,0,0,1.0102949928121,0
"ACSM5",1.31681153251639,0,1.56227844726189,0,0,1.09981909634055,2.0205899856242,0
"ACSM5P1",0,0,0,0,0,0,0,0
"ACSM6",0,0,0.781139223630947,0,1.24919739909942,0,0,0
"ACSS1",161.967818499516,177.866438376677,164.82037618613,189.816225986458,41.2235141702809,18.6969246377894,73.7515344752834,36.8357711373537
"ACSS2",1293.1089249311,1562.78616622088,954.552131277017,1031.30099252535,923.156877934472,880.955096168781,1139.61275189205,1026.67905708471
"ACSS3",0,0,0,0,0,0,0,1.88901390447968
"ACTA1",0,0,0.781139223630947,2.03012006402628,1.24919739909942,1.09981909634055,1.0102949928121,2.83352085671952
"ACTA2",189.62086068236,222.333047970846,174.194046869701,191.846346050484,124.919739909942,108.882090537714,97.9986143027738,93.5061882717441
"ACTA2-AS1",0,0,0,1.01506003201314,4.99678959639769,0,0,0
"ACTB",139937.561560517,155841.122559952,138777.194470274,159516.684030865,165443.703536727,153732.713286482,134692.528441709,134006.646383788
"ACTBL2",0,0,0,0,0,0,0,0
"ACTBP1",0,0,0,0,0,0,0,0
"ACTBP11",0,0,0,0,0,0,0,0
"ACTBP12",0,0,0,0,0,0,0,0
"ACTBP13",0,0.717203380551116,0,0,0,0,0,0.944506952239839
"ACTBP14",0,0.717203380551116,0.781139223630947,1.01506003201314,3.74759219729826,0,0,0
"ACTBP15",0,0,0,0,0,0,0,0
"ACTBP2",11.8513037926475,7.88923718606227,7.03025301267852,2.03012006402628,0,1.09981909634055,4.0411799712484,3.77802780895936
"ACTBP7",0,0,0,0,0,0,0,0
"ACTBP8",0,0,0,0,0,0,0,0
"ACTBP9",0,0,0,0,0,0,0,0
"ACTG1",71593.7262113837,79867.7684581723,72677.1933666233,78070.2971821948,74214.8174804966,69095.0349084987,85057.7457398436,86261.8199480645
"ACTG1P1",5.26724613006556,2.86881352220446,1.56227844726189,3.04518009603943,0,0,8.08235994249681,6.61154866567888
"ACTG1P10",6.58405766258196,1.43440676110223,3.12455689452379,5.07530016006571,2.49839479819884,4.3992763853622,0,2.83352085671952
"ACTG1P11",0,0,0,0,0,0,0,0
"ACTG1P12",0,0,0,0,0,0,0,0
