"GENE","mr220.MV411.RNP_AAVS1.r4","mr222.MV411.RNP_AAVS1.r6","mr228.MV411.RNP_RUNX2.r7","mr230.MV411.RNP_RUNX2.r9","mr292.MV411.RNP_AAVS1.r9","mr294.MV411.RNP_AAVS1.r11","mr316.MV411.RNP_RUNX2.r12","mr318.MV411.RNP_RUNX2.r14"
"DDX52",1738.191,1405.001,1503.693,1535.786,1426.583,1538.647,1543.731,1409.204
"DDX54",2316.271,2731.828,2748.048,2651.337,3076.773,2463.595,2611.613,2838.243
"DDX55",1048.182,1207.053,1252.166,1258.674,1577.736,1615.634,1440.681,1311.92
"DDX55P1",0,0.7172034,0.7811392,1.01506,1.249197,4.399276,3.030885,1.889014
"DDX56",1369.484,1518.32,1548.218,1469.807,1522.772,1397.87,1682.141,1642.498
"DDX58",196.2049,196.5137,198.4094,176.6204,157.3989,181.4702,155.5854,169.0667
"DDX59",476.6858,451.1209,406.1924,401.9638,454.7079,437.728,417.2518,373.0802
"DDX59-AS1",0,0,0,0,0,0,0,0
"DDX6",7213.494,5503.819,5107.088,5020.487,4730.711,5643.172,6606.319,5992.897
"DDX60",13.16812,15.77847,13.27937,21.31626,26.23315,13.19783,23.23678,28.33521
"DDX60L",248.8774,215.161,276.5233,229.4036,212.3636,254.0582,245.5017,289.0191
"DDX6P1",0,0,0,0,0,0,0,0
"DDX6P2",0,0,0.7811392,0,0,0,0,0
"DEAF1",875.6797,1036.359,1072.504,1093.22,966.8788,853.4596,1007.264,1004.955
"DEC1",0,0,0,0,0,0,0,0
"DECR1",1509.066,1407.87,1343.559,1380.482,1646.442,1760.81,1445.732,1408.26
"DECR2",377.9249,464.7478,515.5519,574.524,438.4683,375.0383,556.6725,507.2002
"DEDD",738.7313,814.743,737.3954,760.28,846.9558,863.358,815.3081,820.7765
"DEDD2",530.675,654.0895,707.7121,704.4517,403.4908,338.7443,340.4694,383.4698
"DEF6",755.8498,937.3848,850.6606,859.7558,838.2115,714.8824,869.864,952.063
"DEF8",275.2136,362.1877,386.6639,358.3162,303.555,251.8586,399.0665,413.694
"DEFA1",0,0,0,0,0,0,0,0
"DEFA1B",0,0,0,0,0,0,0,0
"DEFA3",0,0,0,0,0,0,0,0
"DEFA4",1.316812,0,0.7811392,0,2.498395,0,2.02059,0.944507
"DEFA5",0,0,0,0,0,0,0,0
"DEFA6",0,0,0,0,0,0,0,0
"DEFA7P",0,0,0,0,0,0,0,0
"DEFA8P",0,0,0,0,0,0,0,0
"DEFA9P",0,0,0,0,0,0,0,0
"DEFB1",13.16812,12.90966,10.93595,15.2259,6.245987,17.59711,18.18531,26.44619
"DEFB104A",0,0,0,0,0,0,0,0
"DEFB104B",0,0,0,0,0,0,0,0
"DEFB108B",0,0,0,0,0,0,0,0
"DEFB109A",0,0,0,0,0,0,0,0
"DEFB109B",0,0,0,0,0,0,0,0
"DEFB109C",0,0,0,0,0,0,0,0
"DEFB109D",0,0,0,0,0,0,0,0
"DEFB109F",0,0,0,0,0,0,0,0
"DEFB125",0,0,0,0,0,0,0,0
"DEFB130C",0,0,0,0,0,0,0,0
"DEFB131B",0,0,0,0,0,0,0,0
"DEFB131E",0,0,0,0,0,0,0,0
"DEFB136",0,0,0,0,0,0,0,0
"DEFT1P",0,0,0,0,0,0,0,0
"DEFT1P2",0,0,0,0,0,0,0,0
"DEGS1",2279.401,2097.103,2041.117,2018.954,2327.255,2255.729,1799.335,1827.621
"DEGS2",6.584058,15.77847,17.18506,29.43674,18.73796,15.39747,22.22649,14.1676
"DEK",9070.198,7357.072,7327.086,8076.833,8013.601,9407.853,6575,6385.812
"DELE1",957.322,1115.968,1139.682,1076.979,946.8916,932.6466,1269.941,1301.531
"DENND10",4865.619,4322.585,4979.763,5166.656,5337.82,5486.997,4021.984,4013.21
"DENND10P1",40.82116,33.70856,51.55519,44.66264,31.22993,28.5953,16.16472,22.66817
"DENND11",1323.396,1116.686,1055.319,882.0872,1098.045,1214.2,1087.077,983.2317
"DENND1A",1219.367,1394.961,1274.038,1210.967,1444.072,1404.469,1538.679,1485.709
"DENND1B",2326.806,1542.704,2149.695,1939.78,1953.745,2328.317,2157.99,2082.638
"DENND1C",1063.984,1481.025,1549.78,1433.265,1687.666,1566.142,1501.298,1567.882
"DENND2A",0,0,0,0,0,0,0,0.944507
"DENND2B",39.50435,46.61822,35.9324,43.64758,52.46629,52.79132,35.36032,25.50169
"DENND2C",6.584058,11.47525,3.905696,5.0753,2.498395,6.598915,9.092655,2.833521
"DENND2D",466.1513,533.5993,477.2761,476.0632,475.9442,482.8206,514.2402,609.207
"DENND3",4924.875,5272.879,5150.051,4422.617,4834.394,4908.493,5117.144,4969.051
"DENND4A",3805.585,2791.356,2778.512,2526.484,2554.609,2879.326,3096.554,2947.806
"DENND4B",1223.318,1402.85,1441.202,1244.464,1384.111,1222.999,1423.506,1444.151
"DENND4C",437.1814,314.1351,335.8899,264.9307,248.5903,311.2488,324.3047,253.1279
"DENND5A",909.9168,924.4752,831.1321,755.2047,901.9205,955.7428,1009.285,992.6768
"DENND5B",1.316812,7.172034,10.15481,7.10542,6.245987,8.798553,3.030885,3.778028
"DENND5B-AS1",0,0,0,2.03012,0,0,0,0
"DENND6A",1269.406,1041.379,1142.807,1144.988,1154.258,1275.79,968.8729,939.7844
"DENND6A-AS1",0,0,0,0,0,0,0,0
"DENND6A-DT",1.316812,1.434407,0,0,0,4.399276,0,0
"DENND6B",88.22637,129.8138,123.42,144.1385,77.45024,96.78408,130.3281,125.6194
"DENR",3108.992,2733.262,2673.84,3047.21,2961.847,3240.067,2231.742,2243.204
"DEPDC1",1286.525,1011.257,953.771,987.6534,805.7323,1047.028,628.4035,606.3735
"DEPDC1-AS1",9.217681,9.323644,3.124557,12.18072,2.498395,4.399276,0,5.667042
"DEPDC1B",776.9188,677.7572,714.7424,711.5571,775.7516,867.7573,779.9477,817.943
"DEPDC1P1",0,0,0,0,0,0,0,0
"DEPDC1P2",0,0,0,0,0,0,0,0
"DEPDC4",44.77159,35.86017,39.05696,32.48192,41.22351,25.29584,34.35003,41.55831
"DEPDC5",807.2055,682.7776,796.762,696.3312,853.2018,898.5522,1211.344,1105.073
"DEPDC7",109.2954,119.773,99.20468,123.8373,138.6609,120.9801,74.76183,93.50619
"DEPP1",11.8513,17.93008,14.06051,7.10542,13.74117,10.99819,11.11324,6.611549
"DEPTOR",288.3817,232.3739,321.8294,322.7891,203.6192,229.8622,380.8812,348.5231
"DERA",874.3629,729.3958,710.8367,788.7016,752.0168,866.6574,799.1433,805.6644
"DERL1",3876.693,3895.849,3554.965,3866.364,3857.522,3783.378,3339.025,3193.378
"DERL2",801.9382,766.6904,717.8669,837.4245,839.4607,816.0658,554.652,665.8774
"DERL3",135.6316,180.7353,153.8844,172.5602,108.6802,86.88571,91.93684,119.9524
"DES",1.316812,0.7172034,1.562278,2.03012,2.498395,0,3.030885,0
"DESI1",1136.408,1207.77,1263.102,1311.458,1315.405,1376.974,1480.082,1518.767
"DESI2",1923.862,1576.413,1673.981,1793.611,1688.915,1991.772,1558.885,1552.769
"DET1",169.8687,178.5836,219.5001,198.9518,111.1786,191.3685,166.6987,199.291
"DEUP1",0,0,0,0,0,0,0,0
"DEXI",462.2008,607.4713,506.1782,600.9155,382.2544,343.1436,493.024,573.3157
"DFFA",1503.799,1670.367,1741.159,1814.927,1883.79,1867.493,1750.841,1663.277
"DFFB",346.3214,347.1264,339.0144,333.9548,308.5518,357.4412,431.396,336.2445
"DFFBP1",0,0.7172034,6.249114,0,12.49197,7.698734,5.051475,2.833521
"DGAT1",680.7916,814.0258,742.8634,717.6474,805.7323,710.4831,742.5668,848.1672
"DGAT2",380.5585,392.3102,463.2156,441.5511,333.5357,259.5573,384.9224,397.6374
"DGAT2L6",0,0,0,0,0,0,0,0
"DGAT2L7P",0,0,0,0,0,0,0,0
"DGCR10",0,0.7172034,0,0,0,0,0,0
"DGCR11",43.45478,26.53653,35.15127,30.4518,17.48876,18.69692,20.2059,32.11324
"DGCR2",1485.363,1595.06,1487.289,1364.241,1247.948,1169.108,1482.103,1482.876
"DGCR5",2.633623,2.868814,0,1.01506,0,1.099819,0,2.833521
"DGCR6",18.43536,26.53653,24.21532,30.4518,29.98074,19.79674,42.43239,32.11324
"DGCR6L",462.2008,530.0133,557.7334,621.2167,407.2384,326.6463,393.0048,464.6974
"DGCR8",1091.637,1074.371,1201.392,1095.25,1247.948,1213.1,1237.611,1203.302
"DGCR9",2.633623,2.15161,9.373671,6.09036,16.23957,8.798553,6.06177,8.500563
"DGKA",168.5519,190.7761,213.251,210.1174,302.3058,309.0492,244.4914,221.0146
"DGKB",0,0,0,0,0,0,0,0
"DGKD",1146.943,1223.549,1065.474,1004.909,1219.217,1157.01,1356.826,1391.259
"DGKE",607.0501,471.2026,592.1035,525.8011,723.2853,785.2708,665.7844,651.7098
"DGKG",350.2719,294.7706,314.7991,284.2168,352.2737,342.0437,551.6211,476.0315
"DGKH",470.1017,411.6747,487.4309,369.4819,343.5293,384.9367,306.1194,327.7439
"DGKI",1.316812,0,0,2.03012,1.249197,3.299457,0,0
"DGKQ",276.5304,320.5899,378.0714,325.8343,296.0598,223.2633,314.2017,317.3543
"DGKZ",3639.667,4188.468,4419.686,4142.46,3762.583,3534.819,4253.342,4283.339
"DGKZP1",38.18753,28.68814,43.7438,25.3765,21.23636,38.49367,34.35003,17.00113
"DGLUCY",1336.564,1384.203,1498.225,1420.069,1415.341,1447.362,1854.902,1802.119
"DGUOK",678.1579,811.157,825.6642,830.3191,899.4221,824.8643,894.1111,979.4537
"DGUOK-AS1",13.16812,13.62686,10.93595,16.24096,24.98395,10.99819,26.26767,28.33521
"DHCR24",8805.519,10091.05,6774.82,7136.887,5863.733,6316.261,5412.15,5499.864
"DHCR24-DT",3.950435,0.7172034,0,0,0,0,0,0
"DHCR7",2250.431,2683.058,1277.163,1427.174,1214.22,1352.777,885.0184,951.1185
"DHDDS",526.7246,557.267,518.6764,485.1987,592.1196,494.9186,641.5373,700.8242
"DHDDS-AS1",0,0,0.7811392,0,0,0,0,0
"DHDH",2.633623,0,0,1.01506,0,0,0,0
"DHFR",5813.723,5173.188,5128.96,5299.628,6136.058,6582.417,5564.705,5436.582
"DHFR2",294.9658,299.0738,314.7991,345.1204,327.2897,437.728,354.6135,334.3555
"DHFRP1",7.900869,6.45483,5.467975,7.10542,2.498395,6.598915,6.06177,4.722535
"DHH",0,0,0.7811392,1.01506,0,0,0,0.944507
"DHODH",447.7159,577.3487,610.8509,630.3523,582.126,553.209,592.0329,623.3746
"DHPS",1361.583,1465.247,1420.111,1511.424,1342.887,1351.678,1627.585,1632.108
"DHRS1",148.7997,142.0063,152.3221,143.1235,133.6641,157.2741,135.3795,151.1211
"DHRS11",98.76086,142.7235,131.2314,152.259,146.1561,157.2741,145.4825,149.2321
"DHRS12",89.54318,84.63,75.7705,73.08432,63.70907,81.38661,66.67947,72.72704
"DHRS13",34.2371,36.57737,25.77759,25.3765,3.747592,19.79674,15.15442,40.6138
"DHRS2",13.16812,5.737627,9.373671,3.04518,14.99037,8.798553,0,8.500563
"DHRS3",1.316812,1.434407,0,0,0,5.499095,3.030885,0
"DHRS4",292.3322,312.7007,304.6443,329.8945,223.6063,211.1653,253.584,272.9625
"DHRS4-AS1",435.8646,438.9285,422.5963,429.3704,469.6982,519.1146,464.7357,452.4188
"DHRS4L1",0,0,0,0,0,0,0,0
"DHRS4L2",113.2458,158.5019,144.5108,185.756,162.3957,126.4792,164.6781,214.4031
"DHRS7",530.675,476.223,453.0607,501.4397,598.3656,471.8224,529.3946,476.976
"DHRS7B",370.024,403.0683,332.7653,348.1656,443.4651,371.7389,303.0885,384.4143
"DHRS9",46.0884,61.67949,60.92886,115.7168,92.44061,82.48643,153.5648,121.8414
"DHTKD1",2242.53,2186.036,2148.133,2043.316,2101.15,2355.813,2360.049,2156.309
"DHX15",7533.479,6147.867,6625.623,6075.134,6735.672,7171.92,7463.049,7215.089
"DHX16",1067.934,1039.228,950.6464,867.8763,1033.086,1010.734,1113.345,1173.078
"DHX29",1548.57,1194.861,1202.954,1171.379,1350.382,1559.543,1460.887,1369.535
"DHX30",1892.258,1887.679,1921.602,1674.849,1787.601,1774.008,2314.586,2224.314
"DHX32",1053.449,999.7815,1104.531,1098.295,1153.009,1258.193,1090.108,1018.178
"DHX33",1128.507,942.4052,1082.659,981.5631,1098.045,1117.416,1549.793,1414.871
"DHX33-DT",0,0,0,0,0,0,0,0
"DHX34",836.1753,855.6236,975.6429,862.801,795.7387,809.4669,1004.233,1055.014
"DHX35",313.4011,289.7502,360.1052,338.015,372.2608,358.541,463.7254,471.309
"DHX35-DT",0,0,0,0,0,0,0,0
"DHX36",1418.206,1297.421,1336.529,1239.388,1451.567,1656.328,1353.795,1454.541
"DHX37",1634.163,1749.259,1663.827,1588.569,1382.862,1226.298,2095.352,1946.629
"DHX38",1817.2,1833.172,1781.779,1477.927,1949.997,1876.291,2296.401,2255.483
"DHX40",1171.962,981.8514,1005.326,999.8341,938.1472,932.6466,979.9861,987.0098
"DHX40P1",0,1.434407,0,1.01506,0,2.199638,0,0
"DHX57",542.5264,395.8963,464.7778,396.8885,394.7464,410.2325,545.5593,538.369
"DHX58",21.06898,26.53653,35.9324,31.46686,22.48555,24.19602,25.25737,45.33633
"DHX8",0,0,0,0,0,0,0,0
"DHX9",12682.21,10421.68,10270.42,9605.513,11291.5,12007.82,15548.44,14802.31
"DHX9P1",0,2.868814,1.562278,1.01506,0,2.199638,1.010295,0
"DIABLO",1181.18,1399.981,1241.23,1393.677,1282.926,1497.954,1201.241,1205.191
"DIAPH1",15198.64,13915.9,12164.68,11595.03,12919.2,13625.66,16180.88,15007.27
"DIAPH1-AS1",0,3.586017,2.343418,3.04518,6.245987,0,0,0
"DIAPH2",1643.381,1274.47,1308.408,1370.331,1310.408,1392.371,1125.469,1168.355
"DIAPH2-AS1",0,0.7172034,0,0,0,0,0,0
"DIAPH3",842.7594,759.5184,704.5876,678.0601,849.4542,997.5359,761.7624,764.1061
"DIAPH3-AS1",0,0,0,0,0,0,0,0
"DIAPH3-AS2",0,0,0,0,0,0,0,0
"DICER1",2278.084,1734.198,1842.707,1664.698,1391.606,1713.518,1890.262,1715.225
"DICER1-AS1",5.267246,12.90966,14.06051,17.25602,14.99037,6.598915,14.14413,19.83465
"DIDO1",3432.928,3144.22,3172.206,2844.198,3412.807,3378.644,3904.79,3608.961
"DIMT1",1549.887,1348.342,1436.515,1483.003,1727.64,1849.896,1308.332,1334.588
"DINOL",0,1.434407,4.686835,3.04518,1.249197,1.099819,3.030885,1.889014
"DIO1",1.316812,2.868814,1.562278,8.12048,0,5.499095,5.051475,2.833521
"DIO2",1.316812,0,0,3.04518,0,1.099819,0,8.500563
"DIO2-AS1",0,0,0,0,0,0,0,0
"DIO3",0,0,0,0,0,0,0,0
"DIO3OS",0,0,0,0,0,0,0,0
"DIP2A",571.4962,547.9434,642.8776,518.6957,505.9249,511.4159,659.7226,657.3768
"DIP2A-IT1",0,0,0.7811392,0,0,0,0,0
"DIP2B",3899.079,2938.382,3062.847,2754.873,2945.607,3453.432,5093.907,4668.698
"DIP2C",2.633623,0,3.124557,3.04518,0,0,1.010295,5.667042
"DIPK1A",5.267246,8.606441,10.93595,16.24096,12.49197,20.89656,4.04118,21.72366
"DIPK1B",39.50435,25.10212,39.8381,19.28614,43.72191,19.79674,42.43239,44.39183
"DIPK1C",23.70261,37.29458,3.124557,4.06024,4.99679,15.39747,0,1.889014
"DIPK2A",696.5933,589.5412,598.3526,691.2559,509.6725,677.4886,343.5003,374.0248
"DIPK2B",0,0,0,1.01506,0,0,0,0.944507
"DIRAS1",618.9014,663.4131,687.4025,704.4517,489.6854,530.1128,399.0665,387.2479
"DIRAS2",0,0,0,0,0,0,0,1.889014
"DIRAS3",0,0,0,0,0,0,0,0
"DIRC3",2.633623,0,1.562278,2.03012,3.747592,0,0,5.667042
"DIRC3-AS1",0,0,0,0,0,0,0,0
"DIS3",3365.77,2531.728,2655.873,2516.334,3069.278,3334.652,3091.503,3007.31
"DIS3L",1103.488,995.4783,1049.07,1033.331,1105.54,1198.803,1512.412,1318.532
"DIS3L-AS1",0,0,0,0,0,0,0,0
"DIS3L2",422.6965,443.2317,478.0572,410.0843,432.2223,458.6246,530.4049,551.5921
"DISC1",430.5974,344.9748,356.9806,296.3975,216.1112,256.2578,308.14,302.2422
"DISC1-IT1",0,0,0.7811392,0,0,0,0,0
"DISC1FP1",1.316812,1.434407,0,0,0,0,0,0
"DISP1",6.584058,7.172034,11.71709,11.16566,16.23957,3.299457,5.051475,14.1676
"DISP2",46.0884,45.18381,50.77405,51.76806,34.97753,25.29584,47.48386,33.05774
"DISP3",5.267246,6.45483,3.124557,5.0753,6.245987,3.299457,6.06177,3.778028
"DIXDC1",356.8559,268.9513,314.018,283.2017,324.7913,401.434,370.7783,335.3
"DKC1",5142.149,4925.036,5053.971,5180.866,6404.635,6188.682,6422.445,6177.075
"DKK2",76.37507,44.46661,38.27582,44.66264,18.73796,45.09258,21.21619,23.61267
"DKK3",0,0,0,1.01506,1.249197,0,0,0
"DKK4",0,0,0,0,0,0,0,0
"DKKL1",6.584058,5.737627,4.686835,9.13554,6.245987,0,14.14413,9.44507
"DLAT",2906.203,2239.109,2348.886,2523.439,2282.284,2827.635,2466.13,2303.652
"DLC1",17.11855,22.2333,21.8719,17.25602,8.744382,16.49729,20.2059,15.11211
"DLD",3975.454,2919.735,3169.082,3308.081,3396.568,3819.672,3688.587,3564.569
"DLEC1",6.584058,2.15161,4.686835,3.04518,17.48876,7.698734,4.04118,6.611549
"DLEU1",252.8278,225.2019,230.4361,252.7499,259.8331,262.8568,280.862,283.3521
"DLEU2",518.8237,461.1618,428.8454,461.8523,366.0148,449.826,276.8208,286.1856
"DLEU2L",6.584058,7.889237,3.905696,4.06024,1.249197,1.099819,6.06177,0.944507
"DLEU7",21.06898,15.77847,25.77759,20.3012,21.23636,25.29584,13.13383,29.27972
"DLEU7-AS1",2.633623,2.868814,1.562278,3.04518,2.498395,1.099819,1.010295,0
"DLG1",1401.087,1115.251,1271.695,1204.876,1342.887,1525.449,1301.26,1235.415
"DLG1-AS1",0,0,0,0,0,0,0,0
"DLG2",2.633623,2.15161,0,2.03012,0,0,0,3.778028
"DLG3",11.8513,2.868814,1.562278,7.10542,9.993579,9.898372,9.092655,4.722535
"DLG4",414.7956,472.637,484.3063,432.4156,575.88,540.0112,406.1386,560.0926
"DLG5",115.8794,108.2977,114.8275,79.17468,92.44061,94.58444,152.5545,135.0645
"DLG5-AS1",0,0,0,0,1.249197,0,1.010295,0
"DLGAP1",0,1.434407,0.7811392,0,0,0,2.02059,0.944507
"DLGAP1-AS1",0,2.868814,2.343418,0,2.498395,4.399276,0,0
"DLGAP1-AS2",0,0,2.343418,0,0,0,0,0
"DLGAP1-AS3",3.950435,9.323644,8.592531,9.13554,1.249197,4.399276,9.092655,5.667042
"DLGAP1-AS5",0,0,0,1.01506,0,0,0,0
"DLGAP2",0,0,0,0,0,0,0,0.944507
"DLGAP3",60.57333,79.60958,74.98937,95.41564,66.20746,49.49186,47.48386,55.72591
"DLGAP4",1096.904,1239.327,1167.022,1180.515,1165.501,1154.81,850.6684,835.8887
"DLGAP4-AS1",1.316812,0.7172034,1.562278,0,0,0,2.02059,0
"DLGAP5",2694.196,2135.114,1859.892,1847.409,2360.983,2604.372,2036.755,2048.636
"DLK2",5.267246,15.06127,14.84165,12.18072,8.744382,16.49729,10.10295,15.11211
"DLL1",18.43536,17.21288,10.15481,13.19578,4.99679,7.698734,7.072065,2.833521
"DLL3",11.8513,10.04085,14.06051,9.13554,2.498395,1.099819,6.06177,0
"DLL4",2.633623,5.020424,4.686835,3.04518,4.99679,0,0,1.889014
"DLST",2613.871,2661.542,2695.711,2677.728,2589.586,2618.669,3211.728,3217.935
"DLSTP1",1.316812,9.323644,20.30962,7.10542,7.495184,1.099819,5.051475,7.556056
"DLX1",641.2872,786.0549,614.7566,566.4035,1015.597,894.1529,462.7151,517.5898
"DLX2",117.1962,113.3181,55.46088,53.79818,104.9326,78.08716,34.35003,46.28084
"DLX2-DT",0,0,0,0,0,0,0,0.944507
"DLX3",0,0,0,0,0,0,0,0
"DLX4",46.0884,55.22466,42.96266,47.70782,34.97753,38.49367,38.39121,34.00225
"DLX5",0,0,0,1.01506,0,0,0,0
"DLX6",0,0,0,0,0,0,0,0
"DLX6-AS1",0,0,0,0,0,0,0,0.944507
"DM1-AS",0,1.434407,0,2.03012,0,1.099819,1.010295,0
"DMAC1",667.6234,788.9237,740.52,882.0872,679.5634,697.2853,712.258,795.2749
"DMAC2",1738.191,1864.012,1791.933,1812.897,2238.562,1902.687,2075.146,2113.807
"DMAC2L",870.4124,850.6032,902.2158,891.2227,869.4414,948.0441,845.6169,840.6112
"DMAP1",281.7977,329.9136,357.7618,365.4216,415.9827,329.9457,397.0459,368.3577
"DMBT1",0,0,0,0,0,0,0,3.778028
"DMBT1L1",0,0,0,0,0,0,0,0
"DMBT1P1",0,0,0,0,0,0,0,2.833521
"DMBX1",1.316812,0,0,0,0,0,0,0
"DMC1",6.584058,10.04085,5.467975,1.01506,17.48876,14.29765,2.02059,6.611549
"DMD",1.316812,1.434407,0,3.04518,0,0,0,0
"DMGDH",0,0,0,2.03012,0,3.299457,0,0
"DMKN",0,0,0,0,0,0,0,1.889014
"DMP1",0,0,0,0,0,0,0,0
"DMPK",109.2954,140.5719,136.6994,109.6265,98.68659,86.88571,62.63829,76.50506
"DMRT1",2.633623,2.15161,1.562278,2.03012,1.249197,2.199638,5.051475,0
"DMRT2",0,0,0,0,0,0,0,0
"DMRT3",1.316812,1.434407,0.7811392,1.01506,1.249197,10.99819,0,2.833521
"DMRTA1",0,0,0,0,0,0,0,0
"DMRTA2",0,0,0,0,2.498395,0,0,1.889014
"DMTF1",475.369,576.6315,872.5325,698.3613,858.1986,883.1547,653.6609,559.1481
"DMTN",1.316812,2.15161,0.7811392,1.01506,1.249197,5.499095,1.010295,0.944507
"DMWD",263.3623,349.9952,289.0215,230.4186,236.0983,207.8658,206.1002,218.1811
"DMXL1",891.4814,591.6928,689.7459,532.9065,542.1517,508.1164,749.6389,653.5988
"DMXL2",1946.247,1461.66,1755.22,1349.015,1292.919,1635.431,2017.559,1776.618
"DNA2",574.1298,438.2113,514.7707,397.9035,457.2062,512.5157,510.199,545.925
"DNAAF1",1.316812,10.75805,3.124557,4.06024,1.249197,2.199638,4.04118,2.833521
"DNAAF10",0,0,0,0,0,0,0,0
"DNAAF11",0,0,0,0,0,0,0,0
"DNAAF2",823.0072,758.8012,781.9204,857.7257,999.3579,1051.427,628.4035,718.7698
"DNAAF3",125.0971,117.6214,125.7634,117.747,126.1689,126.4792,108.1016,114.2853
"DNAAF3-AS1",0,0,0,0,0,0,0,0
"DNAAF4",14.48493,25.10212,21.09076,27.40662,12.49197,20.89656,20.2059,18.89014
"DNAAF4-CCPG1",0,0,0,0,28.73154,16.49729,0,0
"DNAAF5",1387.919,1426.518,1406.832,1302.322,1187.987,1148.211,1266.91,1319.476
"DNAAF8",0,0,0,0,0,0,0,0
"DNAAF9",0,0,0,0,0,0,0,0
"DNAH1",126.4139,160.6536,232.7795,140.0783,156.1497,147.3758,255.6046,220.0701
"DNAH10",1.316812,4.30322,0,2.03012,0,0,5.051475,0
"DNAH10OS",1.316812,0.7172034,0,3.04518,2.498395,2.199638,3.030885,0
"DNAH11",2.633623,0.7172034,2.343418,0,3.747592,2.199638,1.010295,0
"DNAH12",0,0.7172034,0,1.01506,0,0,0,0
"DNAH14",1.316812,0,1.562278,0,1.249197,1.099819,1.010295,0
"DNAH17",3.950435,9.323644,12.49823,5.0753,6.245987,6.598915,11.11324,21.72366
"DNAH17-AS1",0,1.434407,1.562278,1.01506,0,0,3.030885,1.889014
"DNAH2",0,3.586017,0.7811392,0,1.249197,0,0,0
"DNAH3",0,2.15161,2.343418,0,6.245987,0,4.04118,5.667042
"DNAH5",0,0,0,0,0,1.099819,2.02059,0
"DNAH6",2.633623,2.15161,0.7811392,5.0753,8.744382,5.499095,1.010295,0.944507
"DNAH7",5.267246,6.45483,3.124557,5.0753,4.99679,4.399276,5.051475,2.833521
"DNAH8",0,0.7172034,0,0,0,0,0,0
"DNAH9",0,0,0,0,0,0,0,0
"DNAI1",0,0,0,0,0,0,0,0
"DNAI2",0,0,0,0,0,0,0,0
"DNAI3",0,0,0,0,0,0,0,0
"DNAI4",0,0,0,0,0,0,0,0
"DNAI7",0,0,0,0,0,0,0,0
"DNAJA1",9811.563,8553.368,8205.868,8515.339,9683.778,10134.83,8815.834,8656.406
"DNAJA1P3",1.316812,0,3.124557,2.03012,0,1.099819,1.010295,0
"DNAJA1P6",0,0,0,0,0,0,0,0
"DNAJA2",3144.546,2604.883,2716.021,2791.415,2950.604,3348.949,2875.3,2797.63
"DNAJA2-DT",0,0,0,0,0,0,0,0
"DNAJA3",1856.704,1807.353,1816.93,1749.963,1822.579,1694.821,2074.136,2265.872
"DNAJA4",1048.182,1048.551,1116.248,1035.361,904.4189,921.6484,844.6066,896.3371
"DNAJB1",3610.697,3800.461,3223.762,3379.135,2350.99,2182.041,2152.939,2298.93
"DNAJB11",2378.162,2416.975,2424.656,2405.692,3094.262,3006.905,2364.09,2409.437
"DNAJB12",1175.913,1301.007,1281.068,1178.485,1325.398,1261.493,1475.031,1389.37
"DNAJB13",3.950435,1.434407,0.7811392,1.01506,2.498395,0,0,1.889014
"DNAJB14",1372.118,977.5482,1134.995,1022.165,669.5698,830.3634,671.8462,697.0461
"DNAJB1P1",0,0,0,0,0,0,0,0
"DNAJB2",123.7803,158.5019,149.9787,156.3192,112.4278,92.3848,114.1633,103.8958
"DNAJB4",258.0951,184.3213,222.6247,205.0421,111.1786,157.2741,123.256,105.7848
"DNAJB5",56.6229,57.37627,64.05342,68.00902,203.6192,230.962,166.6987,186.0679
"DNAJB5-DT",0,0,0,1.01506,0,2.199638,0,0
"DNAJB6",3637.033,3673.516,3507.315,3484.701,3936.221,4159.516,3095.544,3375.668
"DNAJB6P1",0,0,0,0,0,0,0,0
"DNAJB6P2",0,0,0,0,0,0,0,0
"DNAJB6P8",0,0,0,0,0,0,0,0
"DNAJB7",1.316812,2.868814,6.249114,4.06024,19.98716,5.499095,5.051475,0
"DNAJB8",0,0,0,0,0,0,0,0
"DNAJB8-AS1",1.316812,0,0,0,0,0,0,0
"DNAJB9",521.4574,443.2317,316.3614,327.8644,286.0662,326.6463,207.1105,220.0701
"DNAJC1",217.2739,225.9191,171.8506,200.9819,267.3282,251.8586,156.5957,202.1245
"DNAJC10",1805.349,1260.126,1426.36,1480.973,996.8595,1047.028,1062.83,889.7255
"DNAJC11",1909.377,1871.184,1885.67,1724.587,2212.329,2191.939,2746.992,2612.506
"DNAJC12",77.69188,74.58915,81.23848,85.26504,66.20746,82.48643,55.56622,87.83915
"DNAJC13",2363.677,1657.457,1624.77,1541.876,1336.641,1497.954,2271.143,2110.029
"DNAJC14",1150.893,1322.523,1324.031,1247.509,1332.894,1228.498,1498.267,1338.366
"DNAJC15",743.9985,628.2702,693.6516,679.0752,744.5216,792.9696,586.9814,627.1526
"DNAJC16",704.4942,579.5003,538.2049,512.6053,530.9089,508.1164,620.3211,556.3146
"DNAJC17",192.2545,228.0707,203.8773,244.6295,299.8074,258.4575,252.5737,221.0146
"DNAJC18",136.9484,112.6009,121.8577,116.7319,137.4117,138.5772,135.3795,136.009
"DNAJC19",637.3368,586.6724,675.6854,679.0752,781.9976,799.5685,862.7919,857.6123
"DNAJC19P1",0,0,0,0,0,0,0,0
"DNAJC19P5",0,1.434407,1.562278,1.01506,2.498395,4.399276,0,0
