"GENE","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",4.00316056298222,-0.913466405229858,0.865720561663569,-1.0551515646972,0.291356012002438,NA
"A1BG-AS1",7.79067390273528,0.153073102291084,0.546663145739473,0.280013575972862,0.779467089250978,NA
"A2M",15.4705460634377,-0.622159122749565,0.472971745411769,-1.31542555931732,0.188366920201486,0.376877347122614
"A4GALT",13.0517303047622,-0.431619328222808,0.452918296245879,-0.952973928852923,0.340603280328481,0.547943293795431
"A4GNT",0.0820428816929822,1.03151430859219,3.53297589455242,0.291967547863178,0.77031143647323,NA
"AAAS",923.695373970365,-0.0380106570572037,0.06851782171857,-0.554755771619954,0.57906172289283,0.749867799142579
"AACS",1138.1021904436,-0.222783462325579,0.0793028136896434,-2.80927563550842,0.00496531150667044,0.0265903366207543
"AACSP1",0.168247985481125,1.04878357409667,3.53254462374602,0.296891811938247,0.766549107612704,NA
"AAGAB",775.885016306166,0.183625904044264,0.072059182211634,2.54826516771956,0.0108260146758321,0.0487705601069941
"AAK1",1885.04592141082,0.0874466150847389,0.0820948048354485,1.06519060810264,0.286789682850698,0.494507377291838
"AAMDC",83.1626364287881,-0.032477623176037,0.166804938594562,-0.194704206300376,0.845624518783742,0.920856436922243
"AAMP",1943.85094958629,0.021376180919581,0.0737725392852513,0.289757965859452,0.772001407269597,0.879045306872795
"AANAT",0.173200659436088,1.04878357409667,3.53254462374602,0.296891811938247,0.766549107612704,NA
"AAR2",726.240307776298,-0.0831082921306439,0.0840460985930861,-0.98884176091287,0.322740568508407,0.530866391717887
"AARD",0.127863573350772,-0.404392178374691,3.5338115409304,-0.11443512866796,0.908892868242022,NA
"AARS1",4670.30033419376,-0.326361737848338,0.0526831378107577,-6.19480447464342,5.83574277586686e-10,2.56284743778956e-08
"AARS2",440.279925853389,-0.0675681965056056,0.0924434155630543,-0.730914106689603,0.464831618945094,0.661003247603209
"AARSD1",407.865558085903,0.143547384448978,0.0866191466570121,1.65722464361587,0.0974740659607338,0.239284344761712
"AARSD1P1",1.42825755226053,-0.173481818531003,1.26954128897155,-0.1366492134112,0.891308074656567,NA
"AASDH",274.799684279222,0.179339328753613,0.104641251086079,1.71384924102337,0.0865564172764991,0.21976512819565
"AASDHPPT",1323.94191083089,0.342368447193077,0.0769608346146351,4.44860621519262,8.6429306284163e-06,0.000146628323103016
"AATBC",43.5067481287209,-0.160249608093286,0.232945489514295,-0.687927499379427,0.491498438357696,0.683599829898835
"AATF",2256.18217504184,-0.0551253137201985,0.0758647910048658,-0.726625790304528,0.467455224857639,0.663010861698602
"AATK",3.846394270195,0.232179802219589,0.845451736936335,0.274622183710851,0.783606521259164,NA
"ABALON",7.28406399404279,-1.1075802336391,0.59801172192055,-1.85210455420847,0.0640108106738972,NA
"ABAT",113.226847657251,0.390602877785487,0.160911941872465,2.42743250277266,0.0152061160611556,0.0627109013816062
"ABCA1",104.147717787186,0.766079259810528,0.158648492877418,4.82878372127019,1.37369506472547e-06,2.89070350879971e-05
"ABCA10",4.60606313460892,-0.611381174432366,0.728136523377134,-0.839651843855805,0.401103621904433,NA
"ABCA11P",19.0036770193734,0.249775506723592,0.358925175443599,0.695898543240642,0.486492369685553,0.679299373281688
"ABCA12",0.428927806137631,-0.572720940613827,2.66494004447859,-0.214909503048832,0.829837875640187,NA
"ABCA13",0.0820428816929822,1.03151430859219,3.53297589455242,0.291967547863178,0.77031143647323,NA
"ABCA17P",10.1836406545648,0.378649735445731,0.468734911779071,0.807812104305558,0.419198755980159,0.621907000878484
"ABCA2",1549.17350998247,-0.254321332458841,0.0826221832048989,-3.07812408960602,0.00208308154723887,0.013408305782742
"ABCA3",24.1062751169323,-0.456189684013425,0.316748316863076,-1.44022764992506,0.149803002923863,0.321888926753926
"ABCA5",60.838807965314,0.160812122480384,0.223155466399775,0.720628201830802,0.471138297592422,0.666148054881672
"ABCA6",30.2236414353212,0.29251270300058,0.279190672726762,1.04771660221921,0.294769196096951,0.501960097775783
"ABCA7",535.719882281051,0.0776199140380703,0.093605809335011,0.829221119816101,0.406979296245811,0.609721569791475
"ABCA9",1.91877622087575,-2.1120840302717,1.32952962929007,-1.58859493142661,0.112151873254849,NA
"ABCB1",0.809446191514686,-2.13335534667333,1.68769520430987,-1.26406435310438,0.206206929895856,NA
"ABCB10",3884.354916677,0.276066953013841,0.0640564056463751,4.30974779537077,1.63440832094477e-05,0.000248683843132396
"ABCB10P3",0.57485765976863,0.902244612280916,2.19798027000436,0.410488039676137,0.681447975367001,NA
"ABCB10P4",0.367234049465531,-1.8049678900579,2.43568442324778,-0.741051620985911,0.458662141592315,NA
"ABCB4",4.90036713742538,-0.964835280343433,0.712825117836219,-1.35353715266402,0.175884089245925,NA
"ABCB6",19.2536220790206,0.0412585322679779,0.377706683021917,0.109234318910857,0.913016640609857,0.958568922031505
"ABCB7",604.27377450845,-0.00536041898821755,0.0784155081286185,-0.0683591692019045,0.94549972402003,0.975896626010613
"ABCB8",384.218269608316,-0.0640546597538598,0.119876205328668,-0.534340068391715,0.593106275175699,0.760628821108712
"ABCB9",45.5233364584241,-0.134141546400037,0.253835626617095,-0.528458310552233,0.597181275120641,0.763522666431997
"ABCC1",1190.34746126717,-0.0467365948265351,0.0673962531615553,-0.693459838405303,0.488021021260497,0.680395800257618
"ABCC10",296.973478156429,-0.312401895462608,0.121025250799729,-2.58129517103472,0.00984303824195395,0.0454583236966793
"ABCC11",2.7349140849898,0.755932807690785,0.909422189603181,0.831223183613575,0.405847560251377,NA
"ABCC13",7.55159019529497,0.765168553546809,0.566577960832552,1.35050885569647,0.176852814993302,NA
"ABCC2",45.370638955255,0.0630968194931494,0.223797375099293,0.281937263406932,0.777991615987617,0.881970727994006
"ABCC3",0.484844534169093,0.432523970624035,2.32200533610821,0.186271738440087,0.852231669040347,NA
"ABCC4",1113.51301246525,0.21399496830303,0.0683599086516399,3.13041624138999,0.0017455877039678,0.011760550097897
"ABCC5",480.338013350404,0.259954839063347,0.0924146124204595,2.81291921542264,0.00490939833017487,0.026398357306896
"ABCC6",6.86370917362941,0.420548835010311,0.606490390966278,0.693413846739237,0.488049875055521,NA
"ABCC6P1",0.0820428816929822,1.03151430859219,3.53297589455242,0.291967547863178,0.77031143647323,NA
"ABCC9",0.670553502672632,2.05734703485501,1.80209613977673,1.14164110862027,0.253603229179056,NA
"ABCD1",862.966841593537,-0.285718496367146,0.0932509082302526,-3.06397548066403,0.00218416810628255,0.0139089774023259
"ABCD2",203.246673214632,-0.482958467197986,0.144552918502073,-3.34104957687907,0.000834623182938726,0.00654107686382305
"ABCD3",783.588157284806,0.266464165382041,0.0764548438312948,3.48524896565116,0.000491679332989767,0.0042955697415094
"ABCD4",361.919061618729,-0.199779579813515,0.102586129877007,-1.94743266027322,0.0514828856635626,0.153188708735155
"ABCE1",4547.11403944459,0.206336293647437,0.08591384150892,2.40166531985436,0.016320632629001,0.0663281420771935
"ABCF1",2410.29326410699,0.0185541485902291,0.0622800591288065,0.297914755537656,0.76576822574324,0.875308202085146
"ABCF2",1248.51013749392,0.0437414224485523,0.106554686204101,0.410506792397356,0.681434221865358,0.821554666447078
"ABCF2-H2BE1",454.722079407859,0.372139455086224,0.166082913520867,2.24068477122101,0.02504650124149,0.0907771481650579
"ABCF2P1",0.509497421381889,-2.33644010511334,2.17367550207951,-1.07487989945055,0.282428502326212,NA
"ABCF3",710.781588621035,0.0337671079254755,0.0708682494309311,0.476477240465565,0.633734418056302,0.791215646063306
"ABCG1",0.238715889090146,-1.13382097202091,3.15962095494264,-0.358847149132639,0.719709438631736,NA
"ABCG4",0.299948770132797,-0.415642801030036,2.62668680358619,-0.158238431952589,0.874268920914384,NA
"ABCG5",0.271436119316355,-1.4752682039639,3.00116025043636,-0.491565954783453,0.623026215966293,NA
"ABCG8",3.05053405879032,-0.0278280712639833,0.86467063670037,-0.0321834350362315,0.974325766262596,NA
"ABHD1",5.87671464595516,-0.381832205187326,0.594267005321539,-0.642526342146034,0.520531491214206,NA
