"GENE","mr351.MV411.DMSO.r1","mr352.MV411.DMSO.r2","mr353.MV411.DMSO.r3","mr354.MV411.DMSO.r4","mr355.MV411.72h_MEIS1.r1","mr356.MV411.72h_MEIS1.r2","mr357.MV411.72h_MEIS1.r3","mr358.MV411.72h_MEIS1.r4"
"ABCD1",1008.60152602348,1043.77051651219,847.471853350001,889.93047052137,861.88428760568,734.907200581552,805.036665058938,712.132213095086
"ABCD2",267.612433201986,198.093093195895,233.635219844778,246.520969420287,148.859550399239,179.015856551917,207.840791323306,144.395471779649
"ABCD3",717.201320981322,646.863991599687,705.259110835788,779.456343146303,834.364034590694,878.927476153395,850.761639150065,855.871341821191
"ABCD4",359.195354786665,424.999727220284,400.517519733905,362.109639729385,367.770653927532,293.424486679081,339.473292494733,347.861818378245
"ABCE1",4654.07756053053,3609.61632728957,4122.71838247834,4507.9581420548,4442.01902073696,5312.59838955199,4881.48738554671,4846.43710736785
"ABCF1",2445.38294517014,2408.81201326208,2302.25016325304,2432.47661942508,2476.82277134869,2304.32440914948,2298.71915203576,2613.55803921164
"ABCF2",1283.35029077752,1352.07540337707,1293.70061174919,989.152603441569,1434.80591855401,1103.70678475618,1217.94703715457,1313.34245014126
"ABCF2-H2BE1",429.369281715186,363.050614439022,278.620883293151,516.568836337117,395.290906942518,596.270860545105,559.784531297437,498.820720693332
"ABCF2P1",1.18938859200883,2.16101556213704,0.725575216909247,0,0,0,0,0
"ABCF3",691.034771957127,729.702921481606,705.984686052698,682.280027399717,733.039466671884,675.683909692196,741.298822386458,727.228103326595
"ABCG1",1.18938859200883,0.720338520712346,0,0,0,0,0,0
"ABCG4",0,0.720338520712346,0,1.02290858680617,0,0,0,0.656343053543858
"ABCG5",0,0.720338520712346,1.45115043381849,0,0,0,0,0
"ABCG8",2.37877718401765,2.16101556213704,2.90230086763699,5.11454293403086,3.75276177477074,0,4.15681582646612,3.93805832126315
"ABHD1",7.13633155205295,6.48304668641111,5.80460173527398,7.16036010764321,6.25460295795123,4.03795165154699,5.54242110195482,4.59440137480701
"ABHD10",725.527041125383,595.71995662911,665.35247390578,742.631634021281,728.035784305523,811.628281960945,778.710164824653,775.141146235296
"ABHD11",206.953615009536,270.847283787842,241.616547230779,228.108614857776,280.206212516215,273.234728421346,277.121055097741,246.128645078947
"ABHD11-AS1",0,0.720338520712346,1.45115043381849,0,1.25092059159025,1.345983883849,1.38560527548871,0.656343053543858
"ABHD12",474.566048211521,494.872563729382,477.428492726285,477.698310038482,611.70016928763,621.844554338236,548.699689093527,584.145317654034
"ABHD12B",23.7877718401765,10.8050778106852,21.0416812903682,26.5956232569605,20.0147294654439,14.805822722339,30.4833160607515,24.2846929811227
"ABHD13",555.444472468121,374.57603077042,422.284776241182,500.202298948218,515.379283735181,605.692747732048,545.92847854255,506.696837335858
"ABHD14A",211.711169377571,178.643953136662,179.942653793493,158.550830954957,171.376121047864,148.05822722339,169.043843609622,147.677187047368
"ABHD14A-ACY1",38.0604349442824,46.8220038463025,44.2600882314641,49.0996121666963,65.0478707626928,45.7634520508659,47.110579366616,33.4734957307368
"ABHD14B",1040.71501800772,1232.49920893882,1089.08840058078,1150.77216015694,1088.30091468351,975.838315790522,1058.60243047337,915.598559693682
"ABHD15",3635.96092577098,3895.59072001237,3625.69935889551,3992.41221430449,4298.16315270409,3935.65687637447,3888.00840302131,3865.20424231978
"ABHD15-AS1",1.18938859200883,0.720338520712346,0,0,0,0,1.38560527548871,1.96902916063157
"ABHD16A",361.574131970683,498.474256332943,436.796280579367,352.903462448129,444.076810014537,324.382116007608,401.825529891725,356.394278074315
"ABHD17A",1605.67459921191,2050.80376846805,1782.73830794602,1661.20354497322,1613.68756315142,1380.97946482907,1474.28401311998,1387.50921519172
"ABHD17AP1",1.18938859200883,0.720338520712346,1.45115043381849,0,1.25092059159025,1.345983883849,1.38560527548871,2.62537221417543
"ABHD17AP3",0,0,0,0,1.25092059159025,0,0,0
"ABHD17AP5",0,0.720338520712346,0,0,0,1.345983883849,0,0
"ABHD17B",729.09520690141,768.601201600073,798.132738600172,814.235235097713,1001.98739386379,1148.12425292319,1107.09861511548,934.632508246454
"ABHD17C",65.4163725604854,74.1948676333716,74.0086721247432,83.8785041181061,82.5607590449562,74.0291136116948,99.7635798351868,73.5104219969121
"ABHD18",673.193943076995,534.491182368561,563.046368321576,584.080803066324,524.135727876313,636.650377060575,590.267847358189,580.20725933277
"ABHD2",1499.81901452313,1329.74490923499,1214.61291310608,1267.38373905285,1093.30459704988,1173.69794671632,1181.92129999187,1106.59438827494
"ABHD3",267.612433201986,318.389626154857,319.253095440069,296.64349017379,442.825889422947,507.435924211072,493.275478073979,441.062531981472
"ABHD4",118.938859200883,146.228719704606,148.017344249486,159.573739541763,85.0626002281367,91.5269041017318,101.149185110676,68.2596775685612
"ABHD5",273.55937616203,214.660879172279,229.281768543322,251.635512354318,297.719100798479,284.002599492138,250.794554863456,267.13162279235
"ABHD6",32.1134919842383,28.8135408284938,39.1810617130994,34.7788919514099,36.2766971561171,30.9576293285269,38.7969477136838,33.4734957307368
"ABHD8",44.0073779043265,66.9914824262482,58.0460173527398,68.5348753160135,40.0294589308879,51.1473875862619,34.6401318872176,47.9130429087016
"ABI1",1536.6900608754,1276.43985870228,1499.76397335141,1584.48540096276,1275.93900342205,1477.8903044662,1482.59764477292,1361.25549304996
"ABI2",693.413549141145,634.618236747577,638.506190880138,680.234210226105,669.242516500782,717.409410091515,724.671559080593,656.343053543858
"ABI3",26.1665490241942,23.7711711835074,14.5115043381849,28.6414404305728,22.5165706486244,20.1897582577349,19.3984738568419,24.9410360346666
"ABI3BP",2.37877718401765,1.44067704142469,0.725575216909247,0,0,1.345983883849,6.92802637744353,0.656343053543858
"ABITRAM",487.649322723618,489.830194084395,566.674244406122,570.782991437844,589.183598639006,716.063426207666,624.907979245406,620.244185598946
"ABL1",1856.63559212578,1939.15129775764,1757.3431753542,1699.05116268505,1586.16731013643,1335.2160127782,1414.70298627397,1403.26144847677
"ABL2",642.269839684766,564.025061717767,556.516191369393,527.820830791985,507.87376018564,503.397972559525,522.373188859242,484.381173515367
"ABLIM1",0,1.44067704142469,0.725575216909247,0,0,0,0,0
"ABLIM2",2.37877718401765,0.720338520712346,1.45115043381849,1.02290858680617,1.25092059159025,1.345983883849,0,1.31268610708772
"ABLIM3",0,0,0,0,0,0,0,0.656343053543858
"ABO",14.2726631041059,7.92372372783581,7.25575216909247,14.3207202152864,6.25460295795123,8.07590330309398,9.69923692842094,12.4705180173333
"ABR",4842.00095806793,4772.96303824,4390.45563751786,4450.67526119366,4191.83490241891,4048.71952261778,4188.68474780236,4238.66343978623
"ABRA",1.18938859200883,1.44067704142469,0,1.02290858680617,0,0,0,0
"ABRACL",1102.56322479218,1125.8891078734,1210.98503702153,1204.98631525767,1248.41875040707,1347.32986773285,1253.97277431728,1237.86299898372
"ABRAXAS1",691.034771957127,528.728474202862,660.999022604324,663.867672837206,636.718581119435,714.717442323817,642.92084782676,617.61881338477
"ABRAXAS2",775.481361989754,723.940213315908,796.681588166354,789.685429014365,788.079972701855,881.619443921093,933.897955679388,861.778429303085
"ABT1",626.807787988651,683.601256156016,706.710261269607,693.532021854585,637.969501711025,584.157005590464,629.064795071872,662.250141025753
"ABT1P1",0,0,0,0,0,0,0,0.656343053543858
"ABTB1",186.734008945386,225.465956982964,207.514512036045,183.100637038305,243.929515360098,185.745775971161,198.141554394885,181.807025831649
"ABTB2",179.597677393333,186.567676864498,147.291769032577,143.207202152864,76.306156087005,78.0670652632418,56.8098162950369,77.4484803181752
"ACAA1",658.921279972889,696.567349528839,695.101057799059,598.401523281611,711.77381661485,639.342344828273,694.188243019842,692.44192148877
"ACAA2",707.686212245251,710.974119943085,823.527871191996,696.600747615003,779.323528560723,697.21965183378,795.337428130517,742.323993558103
"ACACA",3305.31089719253,3160.84542888577,2787.65998336533,2817.0902480642,2513.0994685048,2420.0790231605,2622.95078650012,2465.22450911073
"ACACB",242.6352727698,220.423587337978,219.123715506593,204.581717361234,218.911103528293,222.087340835084,235.55289683308,220.531265990736
"ACAD10",435.31622467523,543.135244617109,572.478846141396,454.17141254194,482.855348353835,489.938133721035,462.792162013228,524.418099781542
"ACAD11",223.605055297659,245.63543556291,308.36946718643,255.727146701543,271.449768375083,223.433324718933,256.336975965411,232.345440954526
"ACAD8",278.316930530065,329.915042486254,336.666900645891,285.391495718922,345.254083278908,347.263842033041,286.820292026162,345.892789217613
"ACAD9",975.298645447237,909.067213138981,877.946012460189,887.884653347757,954.452411383358,899.11723441113,918.656297649012,1019.30076215361
"ACADM",1797.16616252534,1680.5497688219,1871.98405962586,1889.312159831,1707.50660752069,2005.515986935,2038.22536024389,2015.62951743319
"ACADS",225.983832481677,280.211684557103,214.044688988228,169.802825409825,220.162024119883,162.864049945729,189.827922741953,195.59022995607
"ACADSB",880.147558086531,671.355501303906,761.128402537801,763.089805757404,706.770134248489,811.628281960945,787.023796477585,748.887424093542
"ACADVL",4572.00974768192,5184.99667208747,4880.2189089316,4696.17332202714,4923.62344849921,4859.00182069488,4805.27909539483,5338.69439752574
"ACAP1",462.672162291433,568.347092842041,573.929996575215,496.110664600994,471.597063029523,481.862230417941,480.805030594581,493.569976264981
"ACAP2",1868.52947804586,1409.70248503406,1530.2381324616,1668.36390508087,1646.21149853276,1728.24330686211,1777.73156845201,1648.07740744863
"ACAP2-IT1",2.37877718401765,0,1.45115043381849,1.02290858680617,0,0,0,3.93805832126315
"ACAP3",490.028099907636,574.830139528452,496.293448365925,426.552880698174,544.150457341757,457.634520508659,509.902741379844,496.8516915327
"ACAT1",1897.07480425408,1800.12596326015,2067.88936819136,1979.32811546994,1868.87536383583,1887.06940515629,1809.60048978825,2102.92314355452
"ACAT2",4291.31403996784,4603.6834858726,5593.45934715339,5431.64459594077,4343.19629400133,4599.22693111202,4719.37156831453,4413.90703508244
"ACBD3",901.55655274269,685.762271718153,777.816632526713,923.686453885973,773.068925602772,889.695347224187,827.206349466757,784.32994898491
"ACBD3-AS1",0,0,2.17672565072774,1.02290858680617,0,0,1.38560527548871,0.656343053543858
"ACBD4",90.3935329926707,92.2033306511803,76.185397775471,97.1763157465864,72.5533943122343,67.2991941924498,59.5810268460144,58.4145317654034
"ACBD5",563.770192612183,468.220038463025,516.609554439384,545.21027676769,455.33509533885,617.806602686689,609.666321215031,545.421077494946
"ACBD6",560.202026836157,592.118264025548,562.320793104667,577.943351545487,562.914266215611,576.08110228737,597.195873735632,567.736741315437
"ACBD7",0,0.720338520712346,3.62787608454624,1.02290858680617,1.25092059159025,0,1.38560527548871,2.62537221417543
"ACCS",129.643356528962,169.279552367401,149.468494683305,161.619556715375,142.604947441288,164.210033829578,138.560527548871,145.708157886736
"ACD",426.990504531168,422.838711658147,401.968670167723,395.865623093989,391.538145167747,324.382116007608,338.087687219244,347.861818378245
"ACE",2.37877718401765,8.64406224854815,12.3347786874572,3.06872576041852,6.25460295795123,5.38393553539599,8.31363165293224,9.84514580315787
"ACER2",32.1134919842383,34.5762489941926,32.6508847609161,27.6185318437667,37.5276177477074,48.4554198185639,38.7969477136838,42.6622984803508
"ACER3",1066.88156703192,802.457112073553,1013.62857802222,1004.49623224366,841.869558140236,1125.24252689776,942.21158733232,960.886230388208
"ACHE",1.18938859200883,1.44067704142469,1.45115043381849,0,0,0,0,1.96902916063157
"ACIN1",6372.74407598329,5919.02162469335,5787.18793006816,6133.35988648981,5366.44933792216,5476.80842338157,5082.40015049257,5730.53120049142
"ACKR2",14.2726631041059,17.2881244970963,15.2370795550942,19.4352631493173,23.7674912402147,41.7255003993189,30.4833160607515,16.4085763385964
"ACKR3",5.94694296004413,9.3644007692605,8.70690260291097,12.2749030416741,1.25092059159025,4.03795165154699,2.77121055097741,7.21977358898244
"ACKR4",1.18938859200883,2.16101556213704,0.725575216909247,2.04581717361234,1.25092059159025,1.345983883849,1.38560527548871,1.31268610708772
"ACKR4P1",0,0,2.17672565072774,0,0,0,0,0
"ACLY",11638.1673728064,11544.8654714568,11851.5455929956,11368.6060337638,10012.3684150883,9722.0415930413,10393.4251714408,9683.02906893254
"ACMSD",2.37877718401765,0,0,2.04581717361234,8.75644414113172,0,1.38560527548871,3.93805832126315
"ACO1",624.429010804633,695.126672487414,699.454509100515,640.340775340664,647.976866443748,655.494151434461,660.933716408113,619.587842545402
"ACO2",2265.78526777681,2383.60016503715,2203.57193375338,2217.66581619578,2252.90798545403,2016.2838580058,2248.83736211817,2066.82427560961
"ACOT1",9.5151087360706,14.4067704142469,24.6695573749144,19.4352631493173,8.75644414113172,8.07590330309398,5.54242110195482,16.4085763385964
"ACOT11",133.211522304988,183.686322781648,156.724246852397,146.275927913283,196.394532879669,184.399792087313,174.586264711577,215.936864615929
"ACOT12",0,0,0,1.02290858680617,1.25092059159025,0,0,0
"ACOT13",627.99717658066,596.440295149822,597.87397873322,673.073850118461,592.936360413777,631.266441525179,652.62008475518,664.219170186384
"ACOT2",115.370693424856,184.406661302361,193.728582914769,147.298836500089,175.128882822634,189.783727622708,151.030975028269,171.961880028491
"ACOT4",7.13633155205295,12.9660933728222,13.0603539043665,5.11454293403086,11.2582853243122,5.38393553539599,4.15681582646612,6.56343053543858
"ACOT7",656.542502788872,741.228337813004,671.882650857963,632.157506646214,780.574449152314,619.152586570538,699.730664121796,678.002374310805
"ACOT8",242.6352727698,296.779470533487,265.560529388785,268.002049743217,302.72278316484,275.926696189044,234.167291557591,233.658127061613
"ACOT9",92.7723101766884,115.254163313975,99.4038047165669,107.405401614648,130.095741525386,113.062646243316,98.3779745596981,122.079807959158
"ACOX1",749.31481296556,751.313077102977,816.997694239813,743.654542608087,908.168349494519,919.306992668864,938.054771505854,899.189983355085
"ACOX2",4.7575543680353,8.64406224854815,6.53017695218323,4.09163434722469,11.2582853243122,12.113854954641,6.92802637744353,7.21977358898244
"ACOX3",333.028805762471,429.321758344558,412.852298421362,340.628559406455,434.069445281815,371.491551942323,382.427056034883,385.273372430245
"ACOXL",1.18938859200883,0,0.725575216909247,0,0,0,0,0
"ACOXL-AS1",0,0,0,0,0,0,1.38560527548871,0
"ACP1",1439.16019633068,1452.20245775609,1584.6562737298,1498.56107967104,1488.59550399239,1503.46399825933,1508.9241450072,1586.3811604155
"ACP2",156.999294145165,224.02527994154,195.179733348588,165.7111910626,205.1509770208,139.982323920296,174.586264711577,156.209646743438
"ACP3",585.179187268342,567.626754321329,498.470174016653,485.881578732932,736.792228446655,713.371458439968,677.560979713977,674.720659043086
"ACP4",0,0,0,1.02290858680617,0,0,0,0.656343053543858
"ACP5",0,0.720338520712346,0,0,0,0,1.38560527548871,0
"ACP6",7.13633155205295,17.2881244970963,17.4138052058219,17.3894459757049,6.25460295795123,8.07590330309398,15.2416580303758,11.1578319102456
"ACR",0,0.720338520712346,0,0,0,0,0,0
"ACRBP",165.325014289227,147.669396746031,134.95699034512,147.298836500089,92.5681237776782,121.13854954641,130.246895895938,126.674209333965
"ACRV1",0,2.16101556213704,1.45115043381849,2.04581717361234,2.50184118318049,2.69196776769799,6.92802637744353,2.62537221417543
"ACSBG1",5.94694296004413,11.5254163313975,12.3347786874572,8.18326869444938,8.75644414113172,12.113854954641,9.69923692842094,11.1578319102456
"ACSBG2",10.7044973280794,10.0847392899728,7.25575216909247,10.2290858680617,6.25460295795123,4.03795165154699,15.2416580303758,9.18880274961401
"ACSF2",118.938859200883,160.635490118853,143.663892948031,144.23011073967,125.092059159025,79.4130491470908,117.77644841654,114.203691316631
"ACSF3",663.678834340924,723.219874795195,637.055040446319,656.707312729563,660.48607235965,654.148167550612,648.463268928714,636.652761937542
"ACSL1",3769.17244807597,3721.26879799998,3984.13351604868,3980.13731126282,2045.25516725005,2243.75513437628,2268.23583597501,1999.87728414814
"ACSL3",2854.53262082118,2288.51548030312,2591.75467479983,2851.86914001561,2641.9442894386,3090.3789973173,3134.23913315545,2845.24713711262
"ACSL4",3688.29402381937,2717.83723864768,3233.88874176452,3587.34041392925,3078.5155759036,3955.8466346322,3687.09563807545,3261.36863305943
"ACSL5",517.384037523839,481.906470356559,510.80495270411,499.179390361412,341.501321504137,363.415648639229,356.100555800597,350.48719059242
"ACSL6",0,0,0,5.11454293403086,0,0,2.77121055097741,0
"ACSM1",7.13633155205295,5.04236964498642,5.80460173527398,7.16036010764321,10.007364732722,8.07590330309398,4.15681582646612,9.18880274961401
"ACSM3",591.126130228386,507.118318581492,583.362474395035,612.722243496897,906.917428902928,849.315830708717,911.728271271568,904.440727783436
"ACSM5",0,0.720338520712346,0.725575216909247,2.04581717361234,0,0,1.38560527548871,1.31268610708772
"ACSM6",0,0,0,0,0,1.345983883849,0,0.656343053543858
"ACSS1",11.8938859200883,16.567785976384,10.1580530367295,16.3665373888988,12.5092059159025,13.45983883849,12.4704474793984,10.5014888567017
"ACSS2",1815.00699140547,2088.26137154509,2593.93140045056,2335.30030367849,1720.01581343659,1699.97764530128,1928.76254348028,1567.34721186273
"ACSS3",0,0,0,0,0,0,0,0.656343053543858
"ACTA1",1.18938859200883,0.720338520712346,0.725575216909247,1.02290858680617,2.50184118318049,0,0,1.31268610708772
"ACTA2",40.4392121283001,33.8559104734803,28.2974334594606,21.4810803229296,36.2766971561171,17.497790490037,40.1825529891725,28.2227513023859
"ACTB",101517.884493729,109851.624408633,103488.793187766,106362.034856106,104320.522735669,104595.061630022,103206.808944776,102645.490143724
"ACTBP11",0,0,0,0,0,0,0,0.656343053543858
"ACTBP14",2.37877718401765,0,1.45115043381849,0,0,0,0,0
"ACTBP15",0,0,0,1.02290858680617,0,0,2.77121055097741,1.31268610708772
"ACTBP2",9.5151087360706,5.04236964498642,1.45115043381849,3.06872576041852,2.50184118318049,0,4.15681582646612,3.93805832126315
"ACTG1",59536.0353615938,73820.2916026012,71235.5236457161,61154.589862207,60612.1063449138,55652.3956455045,59542.2298983007,57315.8134937709
"ACTG1P1",0,2.16101556213704,4.35345130145548,5.11454293403086,3.75276177477074,1.345983883849,0,1.31268610708772
"ACTG1P10",1.18938859200883,6.48304668641111,5.07902651836473,6.13745152083703,2.50184118318049,0,1.38560527548871,7.87611664252629
"ACTG1P11",0,0,0,0,0,0,0,0
"ACTG1P14",0,4.32203112427408,0.725575216909247,1.02290858680617,1.25092059159025,4.03795165154699,0,1.31268610708772
"ACTG1P15",0,0,0,1.02290858680617,1.25092059159025,1.345983883849,0,0
"ACTG1P16",1.18938859200883,0,1.45115043381849,1.02290858680617,0,0,0,0
"ACTG1P17",2.37877718401765,6.48304668641111,0.725575216909247,6.13745152083703,6.25460295795123,2.69196776769799,6.92802637744353,7.21977358898244
"ACTG1P2",0,0,0,0,0,0,0,0
"ACTG1P20",1.18938859200883,2.88135408284938,3.62787608454624,5.11454293403086,1.25092059159025,6.72991941924498,1.38560527548871,2.62537221417543
"ACTG1P24",0,0.720338520712346,1.45115043381849,0,0,5.38393553539599,1.38560527548871,1.31268610708772
"ACTG1P25",2.37877718401765,8.64406224854815,5.07902651836473,8.18326869444938,7.50552354954148,5.38393553539599,2.77121055097741,4.59440137480701
"ACTG1P3",0,2.16101556213704,1.45115043381849,3.06872576041852,3.75276177477074,1.345983883849,0,1.31268610708772
"ACTG1P4",1.18938859200883,0,0,1.02290858680617,2.50184118318049,4.03795165154699,0,0
"ACTL10",35.6816577602648,34.5762489941926,29.0230086763699,25.5727146701543,32.5239353813464,16.151806606188,24.9408949587967,31.5044665701052
"ACTL6A",1977.95322851068,1852.71067527215,2020.72697909225,1919.99941743519,2154.0852587184,2167.03405299688,2207.26920385351,2296.54434434996
"ACTL6B",0,0,0.725575216909247,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0.656343053543858
"ACTL7B",0,0,0,1.02290858680617,0,0,0,0.656343053543858
"ACTL8",4.7575543680353,6.48304668641111,4.35345130145548,4.09163434722469,3.75276177477074,2.69196776769799,2.77121055097741,3.28171526771929
"ACTN1",6237.15377649428,6058.76729771154,5440.36297638554,5433.69041311439,5002.43144576939,4391.94541299928,4791.42304263994,4467.0708224195
"ACTN1-DT",1.18938859200883,0.720338520712346,2.17672565072774,1.02290858680617,0,1.345983883849,0,0.656343053543858
"ACTN2",1.18938859200883,1.44067704142469,0,0,0,0,1.38560527548871,0
"ACTN3",0,0.720338520712346,0.725575216909247,0,0,0,0,0
"ACTN4",12455.2773355164,11742.238226132,10651.4441842278,11033.0920172914,9634.59039642808,9311.51650846736,9399.94618891538,9618.05110663169
