"GENE","mr351.MV411.DMSO.r1","mr352.MV411.DMSO.r2","mr353.MV411.DMSO.r3","mr354.MV411.DMSO.r4","mr355.MV411.72h_MEIS1.r1","mr356.MV411.72h_MEIS1.r2","mr357.MV411.72h_MEIS1.r3","mr358.MV411.72h_MEIS1.r4"
"FZD1",171.271957249271,159.194813077428,137.859291212757,156.505013781344,140.103106258108,192.475695390406,162.115817232179,162.773077278877
"FZD2",147.484185409094,190.889707988772,158.175397286216,141.161384979252,210.154659387161,148.05822722339,178.743080538043,152.927931475719
"FZD3",291.400205042162,231.228665148663,274.267431991696,353.926371034936,301.471862573249,347.263842033041,361.642976902552,355.737935020771
"FZD4",0,0,0,1.02290858680617,0,1.345983883849,0,0
"FZD5",112.991916240838,91.4829921304679,84.8923003783819,110.474127375067,82.5607590449562,75.3750974955438,88.6787376312772,95.1697427638594
"FZD6",54.711875232406,54.0253890534259,48.6135395329196,67.5119667292074,57.5423472131513,68.6451780762988,72.0514743254127,51.1947581764209
"FZD7",101.09803032075,141.906688580332,129.152388609846,126.840664763965,111.331932651532,110.370678475618,99.7635798351868,91.8880274961401
"FZD8",14.2726631041059,16.567785976384,13.7859291212757,13.2978116284802,16.2619676906732,8.07590330309398,8.31363165293224,10.5014888567017
"FZD9",5.94694296004413,1.44067704142469,3.62787608454624,1.02290858680617,0,1.345983883849,2.77121055097741,1.96902916063157
"FZR1",1035.95746363969,1142.45689384978,1035.3958345295,923.686453885973,968.212537890851,868.159605082603,896.486613241193,886.063122284208
"G0S2",1.18938859200883,2.16101556213704,0,1.02290858680617,0,0,1.38560527548871,0.656343053543858
"G2E3",830.19323722216,603.643680356946,700.905659534333,758.99817141018,694.260928332587,860.083701779509,814.735901987359,740.354964397472
"G3BP1",7717.94257354527,6472.24160860043,6792.10960548747,7333.23165881345,8037.16480096733,8645.2544859621,7857.76751729645,8009.3542823957
"G3BP1P1",1.18938859200883,1.44067704142469,0.725575216909247,1.02290858680617,1.25092059159025,0,1.38560527548871,1.31268610708772
"G3BP2",5268.9914625991,4186.60748238015,4634.97448561627,4940.64847427381,4734.73443916908,5317.98232508738,4949.38204404566,5043.99636648455
"G6PC3",461.482773699424,557.542015031356,433.89397971173,423.484154937755,506.62283959405,422.638939528585,440.622477605408,446.969619463367
"G6PD",1887.55969551801,2059.4478307166,1893.75131613314,1855.5561764664,1913.90850513308,1612.4886928511,1820.68533199216,1855.48181236849
"GAA",636.322896724722,756.355446747963,624.720261758862,556.462271222558,693.010007740996,561.275279565031,640.149637275782,617.61881338477
"GAB1",21.4089946561589,15.1271089349593,18.1393804227312,13.2978116284802,17.5128882822634,12.113854954641,16.6272633058645,22.3156638204912
"GAB2",3143.55404867933,2878.47272876653,2789.11113379915,2913.24365522398,1906.40298158354,1975.90434149033,1988.34357032629,1944.08812459691
"GAB3",379.414960850815,419.957357575298,388.908316263357,414.2779776565,516.630204326772,446.866649437867,468.334583115183,496.8516915327
"GABARAP",2345.4743034414,2706.31182231628,2531.53193179636,2434.52243659869,2867.10999592484,2970.58643165473,2974.89452647425,2573.52111294547
"GABARAPL1",74.931481296556,74.1948676333716,84.1667251614727,79.7868697708814,55.0405060299708,68.6451780762988,73.4370796009014,69.5723636756489
"GABARAPL2",560.202026836157,661.270762013934,738.635570813614,647.501135448307,686.755404783045,683.75981299529,659.548111132624,701.630724238384
"GABBR1",0,0,2.17672565072774,0,1.25092059159025,0,0,1.96902916063157
"GABBR2",0,0,0.725575216909247,1.02290858680617,3.75276177477074,0,1.38560527548871,1.31268610708772
"GABPA",1178.68409468075,842.796069233445,962.112737621662,1114.97035961873,1190.87640319391,1275.99272188885,1316.32501171427,1189.94995607501
"GABPAP",4.7575543680353,0.720338520712346,2.90230086763699,0,0,2.69196776769799,8.31363165293224,3.28171526771929
"GABPB1",608.966959108518,502.796287457217,569.576545273759,628.06587229899,622.958454611943,701.257603485327,656.776900581647,680.627746524981
"GABPB1-AS1",1288.10784514556,1265.63478089159,1428.65760209431,1548.68360042454,1549.89061298031,1682.47985481125,1664.11193586194,1703.21022394631
"GABPB1-IT1",315.187976882339,305.423532782035,301.113715017338,321.193296257138,344.003162687318,359.377696987682,350.558134698643,324.233468450666
"GABPB2",908.692884294742,852.160470002705,923.657251125472,887.884653347757,801.840099209348,927.382895971959,825.820744191269,830.27396273298
"GABRA4",34.4922691682559,20.1694785799457,23.2184069410959,21.4810803229296,8.75644414113172,12.113854954641,19.3984738568419,10.5014888567017
"GABRB1",0,0,0,1.02290858680617,0,0,1.38560527548871,0
"GABRB2",0,1.44067704142469,0,0,0,0,0,0
"GABRB3",1.18938859200883,1.44067704142469,0,0,0,1.345983883849,0,1.31268610708772
"GABRD",16.6514402881236,15.1271089349593,12.3347786874572,2.04581717361234,12.5092059159025,6.72991941924498,12.4704474793984,13.783204124421
"GABRE",3.56816577602648,1.44067704142469,2.90230086763699,1.02290858680617,22.5165706486244,8.07590330309398,6.92802637744353,8.53245969607015
"GABRG1",0,0.720338520712346,1.45115043381849,2.04581717361234,1.25092059159025,2.69196776769799,2.77121055097741,0.656343053543858
"GABRR1",1.18938859200883,1.44067704142469,0,2.04581717361234,3.75276177477074,1.345983883849,1.38560527548871,3.28171526771929
"GABRR2",1.18938859200883,4.32203112427408,0,4.09163434722469,2.50184118318049,2.69196776769799,2.77121055097741,0.656343053543858
"GAD1",22.5983832481677,28.0932023077815,23.9439821580052,27.6185318437667,30.0220941981659,36.3415648639229,26.3265002342854,28.2227513023859
"GADD45A",173.650734433288,184.406661302361,203.161060734589,183.100637038305,146.357709216059,139.982323920296,184.285501639998,176.556281403298
"GADD45B",481.702379763574,544.575921658534,608.032031769949,515.545927750311,402.796430492059,465.710423811753,410.139161544657,414.808809839718
"GADD45G",0,1.44067704142469,2.17672565072774,2.04581717361234,0,2.69196776769799,2.77121055097741,0
"GADD45GIP1",913.450438662778,918.431613908241,725.575216909247,841.85376694148,795.585496251397,738.945152233099,737.142006559992,807.301955858945
"GAK",1506.95534607518,1648.85487391056,1520.80565464178,1396.27022099043,1448.56604506151,1327.14010947511,1395.30451241713,1432.1405428327
"GAL",63.0375953764677,69.1524979883852,60.9483182203768,45.0079778194716,56.2914266215611,43.0714842831679,54.0386057440595,64.9779623008419
"GAL3ST1",0,0,0.725575216909247,0,0,0,0,0
"GAL3ST4",2.37877718401765,3.60169260356173,2.90230086763699,10.2290858680617,2.50184118318049,5.38393553539599,4.15681582646612,2.62537221417543
"GALC",393.687623954921,345.762489941926,393.987342781721,370.292908423834,502.870077819279,473.786327114847,487.733056972024,463.378195801964
"GALE",191.491563313421,267.965929704993,234.360795061687,236.291883552226,240.176753585327,204.589550345047,211.997607149772,219.874922937192
"GALK1",576.85346712428,742.669014854429,616.013359155951,541.118642420465,730.537625488704,636.650377060575,652.62008475518,635.996418883998
"GALK2",454.346442147371,394.025170829653,438.973006230095,412.232160482887,381.530780435025,391.681310200058,418.452793197589,390.524116858595
"GALM",236.688329809756,265.804914142856,291.681237197517,269.024958330023,166.372438681503,135.944372268749,141.331738099848,143.739128726105
"GALNS",457.914607923398,509.999672664341,411.401147987543,421.438337764143,457.83693652203,390.335326316209,383.812661310371,419.403211214525
"GALNT1",2726.07865288423,2209.27824302476,2587.40122349838,2748.55537274818,2614.42403642361,2954.43462504855,2897.30063104688,2573.52111294547
"GALNT10",400.823955506974,370.253999646146,347.55052889953,349.834736687711,386.534462801386,305.538341633722,393.511898238792,359.675993342034
"GALNT11",360.384743378674,373.855692249708,393.987342781721,408.140526135663,405.29827167524,391.681310200058,401.825529891725,397.087547394034
"GALNT12",0,0.720338520712346,1.45115043381849,1.02290858680617,2.50184118318049,0,1.38560527548871,2.62537221417543
"GALNT13",0,0,0,0,1.25092059159025,1.345983883849,0,0
"GALNT16",0,0,1.45115043381849,0,0,1.345983883849,1.38560527548871,1.96902916063157
"GALNT16-AS1",0,0,0,0,0,0,0,1.31268610708772
"GALNT18",7.13633155205295,4.32203112427408,7.25575216909247,4.09163434722469,3.75276177477074,2.69196776769799,4.15681582646612,7.87611664252629
"GALNT2",987.192531367325,950.126508819584,854.727605519093,890.953379108176,1169.61075313688,1082.17104261459,1050.28879882044,1030.45859406386
"GALNT3",107.044973280794,95.805023254742,103.757256018022,121.726121829934,126.342979750615,164.210033829578,134.403711722404,139.144727351298
"GALNT4",76.1208698885648,87.1609610061939,102.306105584204,96.1534071597802,105.077329693581,110.370678475618,103.920395661653,59.0708748189472
"GALNT6",511.437094563795,560.423369114205,562.320793104667,517.591744923923,505.371919002459,475.132310998696,512.673951930821,493.569976264981
"GALNT7",900.367164150681,728.982582960894,742.26344689816,802.983240642845,973.216220257211,1099.66883310463,972.694903393072,954.322799852769
"GALNT8",11.8938859200883,19.4491400592333,21.0416812903682,0,15.011047099083,10.767871070792,16.6272633058645,21.0029777134035
"GALNT9",0,0,0.725575216909247,0,0,0,0,0
"GALNTL6",0,0,0,0,0,0,0,1.31268610708772
"GALR1",0,0,0.725575216909247,0,0,0,0,0
"GALR2",0,2.16101556213704,0,0,0,0,1.38560527548871,0
"GALR3",0,0.720338520712346,0.725575216909247,1.02290858680617,0,0,1.38560527548871,0
"GALT",284.263873490109,322.711657279131,271.365131124059,237.314792139032,303.97370375643,261.120873466705,248.023344312478,318.326380968771
"GAMT",798.079745237922,1089.87218183778,851.825304651456,746.723268368506,974.467140848802,808.936314193247,889.558586863749,815.178072501472
"GAN",492.406877091654,432.203112427408,449.131059266824,473.606675691258,439.073127648176,479.170262650243,537.614846889618,478.474086033472
"GANAB",9368.81393925352,10321.0103247665,9363.54817421384,8981.13739215819,9413.1774517166,8804.08058425629,8770.88139384351,8626.31675272693
"GANC",635.133508132713,626.694513019741,595.697253082492,575.897534371875,754.305116728918,681.067845227592,731.599585458037,733.791533862033
"GAPDH",59354.0589070164,65666.0595481375,64708.9745696174,58228.0483953545,55645.9515963005,50778.5880020872,54526.3388010316,50811.4538331513
"GAPDHP1",57.0906524164236,65.5508053848235,51.5158404005566,55.2370636875333,41.2803795224781,36.3415648639229,42.9537635401499,41.349612373263
"GAPDHP14",0,0,0.725575216909247,0,0,0,0,0
"GAPDHP2",0,0,5.07902651836473,0,0,1.345983883849,0,0
"GAPDHP22",0,1.44067704142469,0,0,0,1.345983883849,1.38560527548871,0
"GAPDHP35",0,0.720338520712346,0,0,0,0,0,0.656343053543858
"GAPDHP38",1.18938859200883,0,1.45115043381849,2.04581717361234,0,1.345983883849,1.38560527548871,2.62537221417543
"GAPDHP39",0,2.16101556213704,0.725575216909247,0,0,0,2.77121055097741,2.62537221417543
"GAPDHP40",0,1.44067704142469,0.725575216909247,1.02290858680617,1.25092059159025,0,4.15681582646612,0.656343053543858
"GAPDHP42",0,0,0.725575216909247,0,1.25092059159025,1.345983883849,1.38560527548871,0
"GAPDHP43",1.18938859200883,4.32203112427408,1.45115043381849,0,3.75276177477074,9.42188718694297,4.15681582646612,3.28171526771929
"GAPDHP52",0,0.720338520712346,0,0,3.75276177477074,0,0,0
"GAPDHP60",2.37877718401765,1.44067704142469,2.17672565072774,3.06872576041852,3.75276177477074,2.69196776769799,1.38560527548871,3.28171526771929
"GAPDHP61",0,0,1.45115043381849,1.02290858680617,0,1.345983883849,1.38560527548871,0
"GAPDHP62",8.32572014406178,3.60169260356173,11.609203470548,8.18326869444938,12.5092059159025,0,4.15681582646612,13.1268610708772
"GAPDHP63",0,2.88135408284938,5.80460173527398,5.11454293403086,3.75276177477074,2.69196776769799,1.38560527548871,2.62537221417543
"GAPDHP65",16.6514402881236,11.5254163313975,14.5115043381849,13.2978116284802,7.50552354954148,9.42188718694297,8.31363165293224,11.8141749637894
"GAPDHP70",2.37877718401765,0,0.725575216909247,2.04581717361234,0,0,1.38560527548871,1.31268610708772
"GAPDHP71",0,0,0,0,1.25092059159025,0,0,0
"GAPDHP72",0,2.16101556213704,1.45115043381849,0,0,0,1.38560527548871,1.31268610708772
"GAPDHS",0,0.720338520712346,0,0,0,4.03795165154699,0,0
"GAPT",39.2498235362912,27.3728637870691,26.1207078087329,38.8705262986345,15.011047099083,28.2656615608289,20.7840791323306,22.3156638204912
"GAPVD1",2038.61204670313,1741.05820456174,1716.71096320728,1820.77728451499,1850.11155496197,1821.11619484769,1834.54138474705,1804.28705419207
"GAR1",647.027394052801,498.474256332943,676.961677376328,698.646564788616,572.921630948333,707.987522904572,568.098162950369,894.595581980278
"GAREM1",22.5983832481677,14.4067704142469,15.2370795550942,21.4810803229296,7.50552354954148,14.805822722339,18.0128685813532,13.1268610708772
"GAREM2",233.12016403373,283.093038639952,233.635219844778,219.925346163327,247.682277134869,192.475695390406,264.650607618343,238.25252843642
"GARNL3",48.7649322723618,25.9321867456445,31.1997343270976,37.8476177118284,36.2766971561171,68.6451780762988,27.7121055097741,32.8171526771929
"GARRE1",191.491563313421,200.974447278745,201.709910300771,190.260997145948,143.855868032878,146.712243339541,152.416580303758,162.116734225333
"GARS1",3565.78699884246,3709.74338166858,3873.84608307847,3920.80861322806,3656.44088921829,3674.53600290776,3505.58134698643,3556.72300715417
"GARS1-DT",317.566754066356,264.364237101431,290.230086763699,320.170387670332,283.958974290986,351.301793684588,311.761186984959,329.484212879017
"GART",3634.77153717897,3333.00633533602,3254.20484783797,3251.82639745682,3346.21258250391,3172.48401423208,3371.17763526402,3402.48238957136
"GAS1",4.7575543680353,2.16101556213704,3.62787608454624,2.04581717361234,8.75644414113172,2.69196776769799,2.77121055097741,3.93805832126315
"GAS1RR",0,0,0,0,0,0,0,0.656343053543858
"GAS2",5.94694296004413,5.04236964498642,1.45115043381849,1.02290858680617,0,4.03795165154699,0,0
"GAS2L1",88.0147558086531,74.1948676333716,61.673893437286,68.5348753160135,68.8006325374635,63.2612425409028,77.5938954273675,70.2287067291928
"GAS2L2",1.18938859200883,0,0,0,0,1.345983883849,0,0
"GAS2L3",353.248411826621,251.398143728609,319.978670656978,355.972188208548,295.217259615298,388.98934243236,396.28310878977,321.60809623649
"GAS5",2275.30037651288,2672.4559118428,2923.34254892736,2503.0573119147,2877.11736065757,2872.32960813376,2713.01512940689,3098.59555578055
"GAS5-AS1",2.37877718401765,3.60169260356173,5.80460173527398,4.09163434722469,3.75276177477074,9.42188718694297,8.31363165293224,5.90708748189472
"GAS6",1057.36645829585,1336.94829444211,1209.53388658772,1175.32196624029,1845.10787259561,1492.69612718854,1762.48991042163,1662.51695462659
"GAS6-AS1",247.392827137836,226.906634024389,198.082034216225,221.971163336939,186.387168146947,196.513647041953,171.8150541606,232.345440954526
"GAS6-DT",17.8408288801324,24.4915097042198,13.0603539043665,23.526897496542,47.5349824804294,40.3795165154699,40.1825529891725,34.1298387842806
"GAS7",388.930069586886,418.516680533873,388.182741046447,367.224182663416,216.409262345113,222.087340835084,274.349844546764,208.717091026947
"GAS8",142.726631041059,128.94059520751,118.994335573117,114.565761722291,131.346662116976,149.404211107239,130.246895895938,134.550325976491
"GAS8-AS1",0,0,2.17672565072774,1.02290858680617,0,1.345983883849,0,0.656343053543858
"GASAL1",11.8938859200883,20.1694785799457,12.3347786874572,10.2290858680617,12.5092059159025,20.1897582577349,12.4704474793984,15.7522332850526
"GASK1A",0,0,0,0,1.25092059159025,0,0,0
"GASK1B",9.5151087360706,7.92372372783581,16.6882299889127,7.16036010764321,27.5202530149854,26.9196776769799,15.2416580303758,22.3156638204912
"GATA1",0,0,1.45115043381849,0,0,1.345983883849,0,1.31268610708772
"GATA2",525.709757667901,491.27087112582,458.563537086644,563.622631330201,300.220941981659,263.812841234403,243.866528486012,283.540199130947
"GATA2-AS1",61.8482067844589,49.7033579291519,42.8089377976456,58.3057894479518,46.2840618888391,39.0335326316209,40.1825529891725,25.5973790882105
"GATA3",1.18938859200883,1.44067704142469,2.17672565072774,5.11454293403086,3.75276177477074,0,2.77121055097741,0.656343053543858
"GATA4",0,1.44067704142469,0,0,0,1.345983883849,2.77121055097741,0.656343053543858
"GATAD1",493.596265683662,470.381054025162,535.474510079025,512.477201989892,520.382966101542,530.317650236505,537.614846889618,558.547938565823
"GATAD2A",3206.59164405579,3012.45569361903,2580.87104654619,3011.44287955737,2553.12892743569,2364.89368392269,2455.29254816599,2658.18936685262
"GATAD2B",1643.7350341562,1494.70243047812,1510.64760160505,1627.44756160862,1133.33405598076,1328.48609335896,1276.1424587251,1183.38652553958
"GATB",437.695001859248,485.508162960121,459.289112303554,415.300886243306,507.87376018564,442.82869778632,412.910372095634,445.65693335628
"GATC",953.889650791078,812.541851363526,804.662915552355,908.342825083881,794.334575659806,782.016636516267,816.121507262848,894.595581980278
"GATD1",858.738563430372,1039.44848538792,932.364153728383,775.364708799078,1073.28986758443,882.965427804942,781.48137537563,1006.83024413628
"GATD3A",70.1739269285207,61.2287742605494,80.5388490769265,139.115567805639,85.0626002281367,76.7210813793928,41.5681582646612,82.6992247465261
"GATD3B",1251.23679879328,1470.2109207739,1479.44786727796,1304.20844817787,1458.57340979423,1293.49051237889,1364.82119635638,1441.32934558231
"GATM",180.787065985341,201.694785799457,203.161060734589,206.627534534847,280.206212516215,261.120873466705,270.193028720298,280.258483863227
"GAU1",0,1.44067704142469,0.725575216909247,1.02290858680617,3.75276177477074,2.69196776769799,0,3.28171526771929
"GBA",996.707640103396,1089.87218183778,924.382826342381,888.907561934564,1035.76224983672,977.184299674371,967.152482291117,861.778429303085
"GBA2",424.611727347151,499.914933374368,443.32645753155,422.461246350949,502.870077819279,492.630101488733,487.733056972024,503.415122068139
"GBAP1",73.7420927045472,67.7118209469605,97.9526542827484,88.993047052137,88.8153620029075,74.0291136116948,83.1363165293223,76.7921372646314
"GBE1",3810.80104879628,3918.64155267516,5085.55669531692,4500.79778194716,3304.93220298143,3764.71692312564,4019.64090419274,3199.67238602631
"GBF1",1875.66580959792,1643.09216574486,1506.2941503036,1566.07304640025,1527.37404233169,1354.05978715209,1342.65151194856,1390.13458740589
"GBGT1",537.603643587989,585.635217339137,532.572209211388,471.560858517645,634.216739936255,574.735118403521,613.823137041497,601.210237046174
"GBP1",0,1.44067704142469,0.725575216909247,1.02290858680617,1.25092059159025,0,0,0
"GBP2",216.468723745606,215.381217692991,259.030352436601,208.673351708459,177.630724005815,174.97790490037,213.383212425261,182.463368885192
"GBP3",29.7347148002206,46.1016653255901,53.6925660512843,39.8934348854407,40.0294589308879,34.9955809800739,41.5681582646612,31.5044665701052
"GBP4",212.90055796958,210.338848048005,212.593538554409,221.971163336939,118.837456201073,125.176501197957,138.560527548871,119.454435744982
"GBP5",10.7044973280794,19.4491400592333,28.2974334594606,25.5727146701543,7.50552354954148,5.38393553539599,2.77121055097741,10.5014888567017
"GBP6",0,0.720338520712346,0,0,0,0,0,0.656343053543858
"GCA",359.195354786665,349.364182545488,450.582209700643,482.812852972513,617.954772245582,714.717442323817,730.213980182548,546.733763602034
"GCAT",201.006672049491,216.821894734416,186.472830745677,185.146454211917,202.64913583762,173.631921016521,171.8150541606,164.085763385964
"GCATP1",8.32572014406178,3.60169260356173,2.17672565072774,2.04581717361234,8.75644414113172,0,8.31363165293224,5.90708748189472
"GCAWKR",13.0832745120971,8.64406224854815,18.8649556396404,12.2749030416741,3.75276177477074,6.72991941924498,2.77121055097741,5.25074442835086
"GCC1",524.520369075892,550.338629824232,525.316457042295,458.263046889165,492.862713086557,467.056407695602,454.478530360296,477.161399926385
"GCC2",928.912490358893,667.753808700345,814.095393372176,821.395595205356,706.770134248489,891.041331108036,854.918454976532,779.079204556559
"GCC2-AS1",1.18938859200883,3.60169260356173,7.98132738600172,3.06872576041852,1.25092059159025,8.07590330309398,4.15681582646612,3.93805832126315
"GCDH",490.028099907636,684.321594676729,574.655571792124,514.523019163505,635.467660527845,506.089940327223,580.568610429768,575.612857957963
"GCFC2",249.771604321853,177.203276095237,216.946989855865,255.727146701543,211.405579978752,289.386535027534,263.265002342854,246.128645078947
"GCGR",0,0,0,0,0,0,0,0.656343053543858
"GCH1",121.3176363849,101.567731420441,100.854955150385,115.588670309097,86.313520819727,94.2188718694297,80.3651059783449,92.544370549684
"GCHFR",196.249117681456,232.669342190088,199.533184650043,174.917368343855,170.125200456273,172.285937132672,151.030975028269,172.618223082035
"GCK",0,0,0,0,0,0,0,1.31268610708772
"GCLC",185.544620353377,186.567676864498,177.040352925856,210.719168882071,227.667547669425,270.542760653648,227.239265180148,238.25252843642
"GCLM",579.232244308298,431.482773906695,519.511855307021,550.324819701721,544.150457341757,643.38029647982,609.666321215031,558.547938565823
"GCM1",0,1.44067704142469,0.725575216909247,2.04581717361234,0,0,0,0
"GCN1",3104.30422514303,3414.40458817652,2816.6829920417,2642.17287972034,2820.82593403601,2393.15934548352,2614.63715484719,2638.49907524631
"GCNA",41.6286007203089,43.2203112427408,44.2600882314641,58.3057894479518,48.7859030720196,43.0714842831679,60.9666321215031,63.6652761937542
"GCNT1",1206.04003229695,1014.9569756837,1040.47486104786,1063.82493027842,1267.18255928092,1397.13127143526,1386.99088076419,1389.47824435235
"GCNT1P3",0,0.720338520712346,0,1.02290858680617,2.50184118318049,0,4.15681582646612,0
"GCNT2",4.7575543680353,4.32203112427408,5.07902651836473,6.13745152083703,6.25460295795123,4.03795165154699,9.69923692842094,5.25074442835086
"GCNT3",0,0.720338520712346,0,0,0,0,0,0
"GCNT7",0,0.720338520712346,0,1.02290858680617,0,5.38393553539599,1.38560527548871,0.656343053543858
"GCOM1",1.18938859200883,0,1.45115043381849,0,0,0,2.77121055097741,0
"GCSAM",33.3028805762471,35.2965875149049,44.2600882314641,61.3745152083703,18.7638088738537,25.5736937931309,29.0977107852628,28.8790943559297
"GCSH",409.149675651036,337.118427693378,380.926988877355,466.446315583615,401.545509900469,479.170262650243,450.321714533829,452.876706945262
"GCSHP3",2.37877718401765,0,4.35345130145548,5.11454293403086,0,0,0,0
"GCSHP5",1.18938859200883,2.16101556213704,3.62787608454624,4.09163434722469,0,0,0,1.96902916063157
"GCSIR",1.18938859200883,0,0,0,0,0,0,0
"GDAP1",249.771604321853,218.982910296553,232.184069410959,228.108614857776,221.412944711474,242.277099092819,198.141554394885,242.190586757684
"GDAP1L1",4.7575543680353,4.32203112427408,2.90230086763699,4.09163434722469,0,1.345983883849,2.77121055097741,1.31268610708772
"GDAP2",417.475395795098,359.448921835461,332.313449344435,394.842714507182,385.283542209796,444.174681670169,461.406556737739,420.059554268069
"GDE1",896.798998374654,850.719792961281,867.062384206551,895.045013455401,1184.62180023596,1234.26722148953,1161.13722085954,1209.64024768133
"GDF1",0,0,0,0,0,0,0,0.656343053543858
"GDF11",1353.52421770604,1075.46541142353,1036.12140974641,1296.02517948342,836.865875773875,889.695347224187,863.232086629464,989.765324744138
"GDF15",4.7575543680353,7.20338520712346,5.80460173527398,3.06872576041852,0,1.345983883849,1.38560527548871,0
"GDF5",0,0,0,0,0,1.345983883849,0,0
"GDF5-AS1",0,0.720338520712346,0,0,0,0,0,0
"GDF6",0,0,0,0,0,0,0,0.656343053543858
"GDF7",4.7575543680353,2.88135408284938,2.90230086763699,5.11454293403086,5.00368236636098,8.07590330309398,9.69923692842094,1.96902916063157
"GDF9",3.56816577602648,0.720338520712346,2.90230086763699,3.06872576041852,6.25460295795123,4.03795165154699,8.31363165293224,4.59440137480701
"GDI1",1076.39667576799,1022.16036089082,1072.40017059187,1060.756204518,1059.52974107694,1117.16662359467,1180.53569471638,1066.55746200877
"GDI2",9353.3518875574,9156.22293677463,10303.8936553282,10110.4284719922,10198.7555832353,11279.3449466546,11202.6186523262,10844.7562737052
"GDI2P1",0,0,0,1.02290858680617,0,0,1.38560527548871,0
"GDI2P2",2.37877718401765,1.44067704142469,5.07902651836473,6.13745152083703,1.25092059159025,2.69196776769799,2.77121055097741,2.62537221417543
"GDNF",0,0.720338520712346,0,1.02290858680617,0,0,0,0
"GDNF-AS1",1.18938859200883,2.16101556213704,0,0,0,0,1.38560527548871,2.62537221417543
"GDPD1",4.7575543680353,3.60169260356173,3.62787608454624,1.02290858680617,6.25460295795123,4.03795165154699,1.38560527548871,3.28171526771929
"GDPD2",1.18938859200883,1.44067704142469,1.45115043381849,1.02290858680617,3.75276177477074,0,1.38560527548871,0
"GDPD3",3.56816577602648,10.0847392899728,11.609203470548,11.2519944548679,10.007364732722,9.42188718694297,2.77121055097741,4.59440137480701
"GDPD4",3.56816577602648,2.16101556213704,9.43247781982022,3.06872576041852,3.75276177477074,5.38393553539599,6.92802637744353,3.93805832126315
"GDPD5",108.234361872803,137.584657456058,116.09203470548,121.726121829934,115.084694426303,98.2568235209767,131.632501171427,118.798092691438
"GDPGP1",36.8710463522736,28.0932023077815,36.2787608454624,30.6872576041852,45.0331412972489,29.6116454446779,19.3984738568419,23.6283499275789
"GEM",1.18938859200883,0.720338520712346,3.62787608454624,5.11454293403086,0,6.72991941924498,0,0.656343053543858
"GEMIN2",177.218900209315,161.355828639565,174.138052058219,153.436288020926,197.645453471259,211.319469764292,210.612001874283,199.528288277333
"GEMIN4",1246.47924442525,1450.76178071466,1165.99937357316,1044.3896671291,1347.2414771427,1105.05276864003,1183.30690526735,1099.37461468596
"GEMIN5",1028.82113208763,916.990936866816,917.127074173289,794.799971948396,945.695967242226,889.695347224187,849.376033874577,863.747458463717
"GEMIN6",275.938153346047,257.160851894307,268.462830256422,310.964210389076,300.220941981659,273.234728421346,257.722581240899,318.982724022315
"GEMIN7",236.688329809756,310.465902427021,297.485838932791,235.26897496542,295.217259615298,310.922277169118,289.59150257714,302.574147683718
"GEMIN7-AS1",11.8938859200883,8.64406224854815,5.07902651836473,4.09163434722469,5.00368236636098,2.69196776769799,4.15681582646612,8.53245969607015
"GEMIN8",127.264579344944,159.194813077428,132.054689477483,127.863573350772,143.855868032878,148.05822722339,141.331738099848,144.395471779649
"GEMIN8P4",4.7575543680353,4.32203112427408,9.43247781982022,8.18326869444938,3.75276177477074,5.38393553539599,6.92802637744353,2.62537221417543
"GEN1",1314.27439416975,936.44007692605,1105.05105535278,1399.33894675084,1392.27461843994,1686.51780646279,1535.25064524149,1472.17746909887
"GET1",202.1960606415,213.940540651567,246.695573749144,207.650443121653,250.184118318049,293.424486679081,282.663476199696,255.317447828561
"GET1-SH3BGR",0,5.04236964498642,4.35345130145548,0,0,4.03795165154699,0,0
"GET3",989.571308551343,1043.05017799148,1034.67025931259,823.441412378969,983.223584989933,827.780088567133,983.779745596981,1035.05299543866
"GET4",328.271251394436,406.991264202475,356.25743150244,347.788919514099,376.527098068664,331.112035426853,379.655845483905,349.174504485332
"GFAP",0,2.88135408284938,1.45115043381849,0,1.25092059159025,0,0,0.656343053543858
"GFER",255.718547281897,304.703194261322,261.207078087329,262.887506809186,270.198847783493,214.01143753199,177.357475262554,225.782010419087
"GFI1",2712.99537837213,2972.83707497985,2777.5019303286,2670.81432015092,3027.2278316484,2880.40551143685,2887.60139411846,2658.18936685262
"GFI1B",14.2726631041059,12.9660933728222,12.3347786874572,7.16036010764321,3.75276177477074,1.345983883849,2.77121055097741,1.96902916063157
"GFM1",1435.59203055465,1250.50767195663,1323.44919564247,1233.62775568824,1559.89797771304,1590.95295070951,1597.60288263848,1472.83381215242
"GFM2",768.345030437701,707.372427339524,803.211765118537,740.585816847669,796.836416842987,795.476475354757,852.147244425554,829.617619679436
"GFOD1",334.21819435448,260.762544497869,263.383803738057,252.658420941125,237.674912402147,222.087340835084,217.540028251727,220.531265990736
"GFOD2",201.006672049491,185.847338343785,221.30044115732,195.375540079979,276.453450741444,216.703405299688,206.455186047817,208.717091026947
"GFPT1",1454.62224802679,1169.10941911614,1386.57423951357,1346.14770023692,978.219902623572,1187.15778555481,1219.33264243006,1023.89516352842
"GFPT2",0,0,0.725575216909247,0,0,0,0,0
