"GENE","mr291.MV411.RNP_AAVS1.r8","mr292.MV411.RNP_AAVS1.r9","mr293.MV411.RNP_AAVS1.r10","mr294.MV411.RNP_AAVS1.r11","mr315.MV411.RNP_RUNX2.r11","mr316.MV411.RNP_RUNX2.r12","mr317.MV411.RNP_RUNX2.r13","mr318.MV411.RNP_RUNX2.r14"
"ABCB8",699.323121122844,517.24560664355,677.733791037222,415.294379566502,716.461094025664,587.153269263766,520.252952873528,603.929906230354
"ABCB9",61.6309944874449,37.0287682608358,52.1333685413248,29.884707214463,44.8827135468513,73.511966296266,31.6503697565645,53.7806193869366
"ABCC1",1625.04581383222,1455.69345225411,1536.07246594975,1574.6149180586,1796.97086459801,1878.32498498023,1518.2286742602,1731.55961435973
"ABCC10",489.27462970645,351.77329847794,460.821739784924,334.91482223105,497.865655825258,426.93488118216,407.498510615767,407.322068143684
"ABCC11",3.77332619310887,1.15714900815112,0.930953009666514,0,5.8181295338511,2.82738331908715,1.97814810978528,2.6449484944395
"ABCC13",17.6088555678414,33.5573212363824,13.0333421353312,26.793185778484,48.2073589947662,44.2956719990321,37.5848140859203,49.3723718962041
"ABCC2",42.7643635219006,32.4001722282313,23.2738252416629,34.0067357957682,28.2594863072768,32.9861387226835,34.6175919212424,29.9760829369811
"ABCC3",0,0,0,0,2.49348408593618,0,0,3.52659799258601
"ABCC4",1138.28673492118,1412.87893895252,1327.53899178445,1663.23853255666,1659.82923987152,1826.4896241303,1887.15329673516,1821.48786317067
"ABCC5",472.923549536312,418.887940950705,495.267001142586,452.39263679825,496.203333101301,523.065914031123,524.209249093099,485.788873478722
"ABCC5-AS1",0,0,0,0,0,0,0,0
"ABCC6",8.8044277839207,8.10004305705783,7.44762407733211,7.21355001728416,9.14277498176601,7.53968885089908,5.93444432935584,2.6449484944395
"ABCC6P1",0,1.15714900815112,0,1.03050714532631,0,2.82738331908715,0,0
"ABCC6P2",0,0,0,0,0,0,0,0
"ABCC8",0,0,0,0,0,0,0,0
"ABCC9",0,1.15714900815112,0,0,0.831161361978728,0,0.989074054892639,3.52659799258601
"ABCD1",1555.86816695856,1123.59168691474,1203.7222414988,1022.2630881637,1217.65139529884,1091.36996116764,1079.07979388787,1092.36372820352
"ABCD1P2",0,0,0,0,0,0,0,0
"ABCD2",125.777539770296,148.115073043343,136.850092420978,143.240493200357,167.894595119703,171.527921357954,162.208145002393,156.933610670077
"ABCD3",627.629923453776,1057.63419345012,801.550541322869,1112.94771695241,851.940396028197,948.115873000559,1013.80090626496,1028.88496433697
"ABCD4",394.941474878729,340.201808396429,358.416908721608,286.480986400714,421.398810523215,370.387214800417,362.990178145599,396.742274165926
"ABCE1",4163.23656639679,6601.53509150213,5541.03231353509,7677.278232681,5277.04348720295,6315.43187373434,6554.59376177352,6214.74731243469
"ABCF1",3900.36150827687,3424.00391511916,3307.67604334512,3270.8296792657,3227.3995685634,2963.09771840334,2967.22216467792,3023.17612914435
"ABCF2",2667.74161852797,2108.32549285134,2491.23025386759,1868.3094544766,2502.62686091795,2352.38292148051,2528.07328430559,2359.29405704004
"ABCF2-H2BE1",0,0,0,0,0,0,0,0
"ABCF2P1",0,1.15714900815112,0.930953009666514,0,0,1.88492221272477,0,0
"ABCF3",992.384788787633,727.846726127053,889.991077241187,678.073701624711,791.265616603749,790.724868238041,751.696281718406,811.117538294781
"ABCG1",0,1.15714900815112,0,0,2.49348408593618,1.88492221272477,0.989074054892639,0
"ABCG2",0,0,0,0,0,3.76984442544954,0,0
"ABCG4",1.25777539770296,2.31429801630224,0,0,0,0,1.97814810978528,0
"ABCG5",0,0,0,0,0,0,0,0
"ABCG8",0,0,0.930953009666514,1.03050714532631,2.49348408593618,0.942461106362385,0,0.881649498146502
"ABHD1",10.0622031816237,10.4143410733601,9.30953009666514,4.12202858130524,6.64929089582983,14.1369165954358,7.91259243914112,6.17154648702551
"ABHD10",679.198714759597,782.232729510156,720.557629481882,970.737730897383,710.642964491813,840.675306875247,730.925726565661,797.892795822584
"ABHD11",488.016854308747,347.144702445335,485.026518036254,332.853807940398,374.022612890428,318.551853950486,392.662399792378,382.635882195582
"ABHD11-AS1",2.51555079540592,2.31429801630224,0.930953009666514,0,0,0,0,1.763298996293
"ABHD12",1206.20660639714,894.476183300814,1035.21974674916,883.144623544647,957.497888999495,967.907556234169,952.478314861612,998.908881399986
"ABHD12B",25.1555079540591,19.671533138569,40.9619324253266,21.6406500518525,14.1297431536384,23.5615276590596,15.8251848782822,18.5146394610765
"ABHD13",407.519228855758,747.518259265622,471.993175900923,927.456430793678,453.814103640386,619.196946880087,581.575544276872,553.675884836003
"ABHD14A",417.581432037382,332.101765339371,361.209767750607,263.809829203535,322.490608447747,293.105404078702,292.765920248221,305.932375856836
"ABHD14A-ACY1",31.4443849425739,23.1429801630224,36.3071673769941,18.5491286158736,7.48045225780856,12.251994382711,26.7049994821013,37.0292789221531
"ABHD14B",1735.73004883008,1415.19323696882,1590.99869352007,1330.38472461626,1486.94767657994,1566.37035877428,1481.63293422917,1565.80950870819
"ABHD15",6696.39621737055,5396.94297401682,6198.28513835965,5649.24017067883,5849.71366560629,5771.63181536324,5915.65192231288,5788.02895533178
"ABHD15-AS1",0,2.31429801630224,0,1.03050714532631,0,0,0,0
"ABHD16A",652.785431407835,461.702454252296,556.709899780575,463.728215396839,609.241278330408,541.915136158371,572.673877782838,590.705163758156
"ABHD16B",0,0,0,0,0,0,0,0
"ABHD17A",2585.98621767728,1880.36713824557,2317.14204105995,1476.7167392526,2018.89094824633,1579.56481426336,1784.28959502632,1838.23920363546
"ABHD17AP1",0,1.15714900815112,0.930953009666514,2.06101429065262,1.66232272395746,0,0,2.6449484944395
"ABHD17AP3",1.25777539770296,0,0,1.03050714532631,0,0,0,2.6449484944395
"ABHD17AP4",0,0,0,0,0,0,0,0
"ABHD17AP5",0,0,0,0,0,0.942461106362385,0,0
"ABHD17AP6",0,0,0,0,0,0,0,0
"ABHD17B",1082.94461742225,1395.52170383025,1348.95091100678,1570.49288947729,1235.93694526237,1479.66393698894,1473.72034179003,1494.39589935832
"ABHD17C",36.4754865333858,115.714900815112,87.5095829086523,96.867671660673,59.8436180624684,84.8214995726146,77.1477762816259,76.7035063387456
"ABHD18",381.105945503996,474.431093341959,455.236021726925,625.517837213069,555.21578980179,559.821897179257,625.094802692148,617.154648702551
"ABHD2",1491.72162167571,1462.63634630301,1530.48674789175,1586.98100380252,2103.66940716816,2269.44634412062,2305.53162195474,2030.43879423139
"ABHD3",357.20821294764,333.258914347522,422.652666388597,501.856979773912,334.126867515449,394.891203565839,435.192584152761,415.256913627002
"ABHD4",67.9198714759597,54.3860033831026,42.8238384446596,39.1592715223997,62.3371021484046,60.3175108071926,67.2570357326995,71.4136093498666
"ABHD5",186.150758860038,332.101765339371,251.357312609959,363.769022300187,270.958604005065,301.587554035963,325.405364059678,295.352581879078
"ABHD6",65.4043206805538,59.014599415707,67.028616695989,53.5863715569681,47.3761976327875,40.5258275735825,41.5411103054909,58.1888668776691
"ABHD8",124.519764372593,93.7290696602406,108.921502130982,63.8914430102311,85.609620283809,93.3036495298761,86.0494427756596,141.945569201587
"ABI1",1191.1133016247,1666.29457173761,1401.0842795481,1699.30628264308,1671.46549893922,1617.26325851785,1560.75885862059,1565.80950870819
"ABI1P1",0,0,0,2.06101429065262,0,0,0,0
"ABI2",519.461239251321,554.274374904386,498.059860171585,597.694144289259,472.930814965896,509.87145854205,509.373138269709,479.617326991697
"ABI3",22.6399571586532,12.7286390896623,17.6881071836638,2.06101429065262,10.8050977057235,15.0793777017982,20.7705551527454,4.40824749073251
"ABI3BP",1.25777539770296,1.15714900815112,0,0,1.66232272395746,1.88492221272477,0,2.6449484944395
"ABITRAM",633.918800442291,1017.13397816483,752.210031810543,1022.2630881637,611.734762416344,744.544274026284,777.412207145615,718.544340989399
"ABITRAMP1",0,0,0,0,0,0,0,0
"ABL1",2091.68048638002,1824.82398585431,1923.34891797102,1854.91286158736,2225.85012737903,2079.06920063542,2085.95718176858,2108.02395006829
"ABL2",396.199250276432,509.145563586492,432.893149494929,544.107772732291,486.229396757556,506.101614116601,484.646286897393,482.262275486136
"ABLIM1",1.25777539770296,0,0,0,0,0,2.96722216467792,3.52659799258601
"ABLIM2",0,0,0,1.03050714532631,0.831161361978728,0.942461106362385,4.9453702744632,4.40824749073251
"ABLIM3",0,0,0,0,0,0,0,0
"ABO",15.0933047724355,38.1859172689869,26.9976372803289,25.7626786331577,16.6232272395746,26.3889109781468,22.7487032625307,24.686185948102
"ABR",6524.08098788524,5725.57329233173,5681.60621799474,4922.73263322378,6212.93118079099,6041.17569178289,5681.24137130332,5949.37081349259
"ABRA",1.25777539770296,3.47144702445335,0,0,2.49348408593618,0,0,0
"ABRACL",1816.22767428307,2004.18208211774,2034.13232612133,2170.24804805721,1556.76523098616,1724.70382464316,1839.67774210031,1707.75507790977
"ABRAXAS1",357.20821294764,572.788759034804,405.8955122146,644.066965828943,467.112685432045,675.74461326183,680.482949766136,600.403308237768
"ABRAXAS2",783.594072768943,1064.57708749903,921.643479569849,1083.06300973795,921.75795043441,935.863878617848,1052.37479440577,936.311767031585
"ABT1",1115.64677776252,951.176484700219,1142.27934286081,938.792009392267,1022.32847523384,906.647584320614,968.303499739894,1029.76661383511
"ABT1P1",0,0,0,0,0,0,0,0
"ABTB1",255.3284057337,181.672394279726,202.9477561073,184.460779013409,216.101954114469,169.642999145229,159.240922837715,192.199590595937
"ABTB2",379.848170106293,307.801636168197,369.588344837606,297.816564999303,428.048101419045,379.811825864041,369.913696529847,367.647840727091
"ACAA1",1399.90401764339,1105.07730278432,1260.51037508846,962.493673734773,1299.10520877275,1142.26286091121,1174.03090315756,1284.56331879945
"ACAA2",1168.47334446605,1197.64922343641,1278.19848227212,1177.86966710797,1365.59811773105,1412.74919843721,1303.5996043485,1435.3253829825
"ACACA",2501.71526603118,2338.59814547341,2683.93752686856,2576.26786331577,3590.61708374811,3528.57438222077,3218.44697462065,3096.35303749051
"ACACB",221.368469995721,182.829543287877,233.669205426295,193.735343321346,292.568799416512,343.99830382227,283.864253754188,300.642478867957
"ACAD10",652.785431407835,514.931308627248,648.87424773756,528.650165552396,667.422573668919,684.226763219091,614.214988088329,630.379391174749
"ACAD11",88.044277839207,111.086304782507,69.8214757249886,84.5015859167573,98.07704071349,111.210410550761,95.940183324586,80.2301043313316
"ACAD8",318.217175618848,273.087165923664,298.835916102951,282.358957819409,335.789190239406,375.099520332229,351.121289486887,368.529490225238
"ACAD9",1577.25034871951,1372.37872366723,1553.76057313341,1346.87283894149,1536.81735829867,1624.80294736875,1536.03200724827,1622.23507658956
"ACADL",0,0,0,0,0,0,0,0
"ACADM",1650.20132178628,2156.92575119368,2048.09662126633,2549.47467753729,2008.91701190259,2070.58705067816,2039.47070118862,2141.52663099785
"ACADS",457.830244763877,226.801205597619,299.766869112618,246.291207732988,400.619776473747,292.162942972339,308.591105126504,356.186397251187
"ACADSB",625.11437265837,894.476183300814,777.345763071539,914.059837904436,1005.70524799426,1112.10410550761,1122.59905230315,1057.09774827766
"ACADVL",8356.65974233845,6878.09370445025,7425.28120510012,6165.52425048731,6960.97640657185,6492.61456173047,6367.65876539881,6859.23309557978
"ACAN",0,0,0,0,0,0,0,0
"ACAP1",578.57668294336,408.473599877345,444.064585610927,398.806265241282,438.853199124769,390.178898034027,354.088511651565,419.665161117735
"ACAP2",969.74483162898,1315.67842226782,1186.96508732481,1740.52656845614,1516.86948561118,1861.36068506571,1764.50811392847,1670.72579898762
"ACAP2-IT1",0,0,0,0,0,0,0,0
"ACAP3",939.558222084109,520.717053668003,665.631401911558,456.514665379555,591.786889728855,487.252391989353,636.96369135086,599.521658739621
"ACAT1",3725.53072799616,4545.28130401759,4029.16462583667,4712.50917557721,3827.49807191204,4194.89438441897,4054.21455100493,4353.58522184742
"ACAT2",2833.76797102476,2884.77247732074,2952.98294666218,2886.45051405899,1855.9833212985,1814.23762974759,1889.13144484494,2053.3616811832
"ACBD3",641.465452828508,921.09061048829,729.867159578547,1104.7036597898,745.551741694919,766.220879472619,837.745724494066,762.626815896724
"ACBD3-AS1",0,0,0,0,0,0,0,0
"ACBD4",99.3642564185336,69.4289404890671,98.6810190246505,72.1355001728416,79.7914907499579,67.8571996580917,87.0385168305523,54.6622688850831
"ACBD5",467.8924479455,592.460292173373,616.290892399232,672.92116589808,669.084896392876,680.456918793642,794.226466078789,645.367432643239
"ACBD6",894.278307766803,1006.71963709147,886.267265202521,984.134323786625,940.043500397942,917.0146564906,907.969982391443,852.555064707667
"ACBD7",0,0,0,2.06101429065262,1.66232272395746,0.942461106362385,1.97814810978528,7.93484548331851
"ACCS",80.4976254529893,49.7574073504981,75.4071937829876,48.4338358303365,102.232847523384,87.6488828917018,62.3116654582363,84.6383518220642
"ACCSL",0,0,0,0,0,0,0,0
"ACD",693.03424413433,452.445262187087,557.640852790242,476.094301140755,508.670753530982,495.734541946614,428.269065768513,477.854027995404
"ACE",18.8666309655444,2.31429801630224,16.7571541739973,7.21355001728416,10.8050977057235,8.48214995726146,9.8907405489264,15.869690966637
"ACE2",0,0,0,0,0,0,0,0
"ACE3P",0,0,0,0,0,0,0,0
"ACER1",0,0,0.930953009666514,0,0,0,0,0
"ACER2",17.6088555678414,21.9858311548712,19.5500132029968,14.4271000345683,41.5580680989364,25.4464498717844,29.6722216467792,22.0412374536625
"ACER3",850.256168847199,1223.10650161573,956.08874092751,1355.1168961041,787.940971155835,1007.49092270139,964.347203520324,900.164137607578
"ACHE",1.25777539770296,0,0,0,0,0,0,0
"ACIN1",6237.30819720897,5823.93095802458,5462.8322607231,5068.03414071479,6464.77307347055,6107.14796922825,5628.82044639401,5885.89204962604
"ACKR2",6.28887698851479,12.7286390896623,15.8262011643307,26.793185778484,21.6101954114469,21.6766054463348,20.7705551527454,18.5146394610765
"ACKR3",1.25777539770296,0,7.44762407733211,0,1.66232272395746,2.82738331908715,2.96722216467792,5.28989698887901
"ACKR4",0,0,1.86190601933303,2.06101429065262,4.15580680989364,1.88492221272477,0,3.52659799258601
"ACKR4P1",1.25777539770296,0,0,0,0,0,0,0
"ACLY",9234.58696993511,8069.9571828459,9335.5967809358,8317.22316992864,10029.6241549973,9882.64716131597,9155.85852614116,9486.54860005636
"ACMSD",0,3.47144702445335,0.930953009666514,1.03050714532631,0.831161361978728,0,1.97814810978528,0
"ACO1",826.358436290843,806.532858681329,907.679184424851,757.422751814837,980.770407134899,1023.51276150955,960.390907300753,958.353004485247
"ACO2",4419.82274752819,3547.81885899133,4055.23131010734,3269.79917212038,4745.93137689854,4461.61087751953,4396.43417399778,4627.77821577099
"ACOD1",0,0,0,0,0,0,0,0
"ACOT1",15.0933047724355,19.671533138569,33.5143083479945,3.09152143597893,22.4413567734257,32.9861387226835,22.7487032625307,22.0412374536625
"ACOT11",272.937261301542,190.929586344935,249.495406590626,171.064186124167,220.257760924363,177.182687996128,181.989626100246,156.933610670077
"ACOT12",0,0,0,0,0,0,0,0
"ACOT13",855.287270438011,1085.40576964575,904.886325395852,999.59193096652,797.0837461376,830.308234705261,820.931465560891,823.460631268832
"ACOT2",397.457025674135,282.344357988873,296.974010083618,228.772586262441,306.698542570151,250.694654292394,298.700364577577,335.908458793817
"ACOT4",37.7332619310887,16.2000861141157,33.5143083479945,20.6101429065262,34.9087772031066,33.9285998290459,18.7924070429601,29.9760829369811
"ACOT6",0,0,0,0,0,0,0,0
"ACOT7",1407.45067002961,1199.96352145271,1429.94382284777,1101.61213835382,1364.76695636907,1148.86008865575,1169.0855328831,1221.96620443105
"ACOT8",428.901410616709,364.501937567602,417.997901340265,307.09112930724,450.489458192471,406.200736842188,394.640547902163,456.694440039888
"ACOT9",130.808641361108,142.329328002588,130.333421353312,113.355785985894,128.830011106703,156.448543656156,159.240922837715,132.247424721975
"ACOX1",833.905088677061,790.332772567214,894.64584228952,955.280123717488,918.433304986495,1067.80843350858,990.063128947532,973.341045953738
"ACOX2",5.03110159081183,3.47144702445335,11.1714361159982,10.3050714532631,12.4674204296809,6.59722774453669,13.847036768497,4.40824749073251
"ACOX3",676.683163964191,547.331480855479,728.005253559214,533.802701279028,604.254310158536,652.18308560277,636.96369135086,624.207844687723
"ACOXL",0,0,0.930953009666514,0,0,0,0,0
"ACOXL-AS1",0,0,0,0,0,0,0,2.6449484944395
"ACP1",1983.51180217756,2122.21128094915,2250.11342436396,2397.99012717432,1934.1124893245,2227.03559433432,2202.66792024591,2099.20745508682
"ACP2",277.968362892354,204.815374442748,268.114466783956,171.064186124167,241.86795633581,233.730354377871,236.388699119341,227.465570521797
"ACP3",0,0,0,0,0,0,0,0
"ACP4",0,3.47144702445335,0,0,0,0,0,0
"ACP5",1.25777539770296,0,0,0,0,0,0,0
"ACP6",17.6088555678414,16.2000861141157,6.5166710676656,12.3660857439157,9.14277498176601,15.0793777017982,15.8251848782822,28.2127839406881
"ACPP",455.314693968471,536.917139782119,542.745604635578,604.907694306543,719.785739473579,808.631629258926,776.423133090722,787.313001844826
"ACR",0,0,0,0,0,0,0,0
"ACRBP",277.968362892354,299.70159311114,289.526386006286,239.077657715704,361.555192460747,301.587554035963,317.492771620537,329.736912306792
"ACRV1",0,5.78574504075559,5.58571805799908,5.15253572663154,1.66232272395746,2.82738331908715,2.96722216467792,4.40824749073251
"ACSBG1",6.28887698851479,3.47144702445335,8.37857708699863,5.15253572663154,4.15580680989364,1.88492221272477,11.8688886587117,7.93484548331851
"ACSBG2",6.28887698851479,9.25719206520895,6.5166710676656,1.03050714532631,3.32464544791491,5.65476663817431,1.97814810978528,1.763298996293
"ACSF2",257.843956529106,219.858311548712,208.533474165299,206.101429065262,206.959179132703,203.571598974275,218.585366131273,191.317941097791
"ACSF3",935.784895891,742.889663233018,878.819641125189,645.097472974269,834.486007426643,787.897484918954,785.324799584756,857.844961696546
"ACSL1",3399.76689999109,3609.14775642334,3839.2502118647,3988.06265241282,3336.28170698262,3508.78269898716,3497.36585810037,3612.99964340436
"ACSL3",1643.91244479777,2247.18337382947,1923.34891797102,2491.76627739902,1749.59466696522,2011.21200097733,1830.77607560628,1869.97858556873
"ACSL3-AS1",0,0,0,0,0,0,0,0
"ACSL4",1884.14754575903,2759.80038444042,2399.99685892027,3491.35820836553,2448.60137238933,3023.41522921053,2802.04679751085,2606.15591652106
"ACSL5",456.572469366174,558.90297093699,543.676557645244,502.887486919239,840.304136960494,966.022634021444,864.450723976167,870.188054670597
"ACSL6",0,0,2.79285902899954,2.06101429065262,0,0.942461106362385,0,0.881649498146502
"ACSM1",10.0622031816237,10.4143410733601,8.37857708699863,15.4576071798946,16.6232272395746,7.53968885089908,27.6940735369939,15.869690966637
"ACSM2A",0,0,0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0,0,0
"ACSM3",949.620425265733,972.005166846939,922.574432579515,1031.53765247164,1170.27519766605,1342.06461546004,1273.92738270172,1426.50888800104
"ACSM4",0,0,0,0,0,0.942461106362385,0,0
"ACSM5",0,0,1.86190601933303,1.03050714532631,0,1.88492221272477,0,0
"ACSM5P1",0,0,0,0,0,0,0,0
"ACSM6",0,1.15714900815112,0,0,0.831161361978728,0,0,0
"ACSS1",54.0843421012272,38.1859172689869,43.7547914543262,17.5186214705473,40.7269067369577,68.7996607644541,40.5520362505982,34.3843304277136
"ACSS2",1047.72690628656,855.133117023677,1067.80310208749,825.436223406373,954.17324355158,1063.09612797677,934.674981873544,958.353004485247
"ACSS3",0,0,0,0,0,0,0,1.763298996293
"ACTA1",0,1.15714900815112,0.930953009666514,1.03050714532631,0.831161361978728,0.942461106362385,0,2.6449484944395
"ACTA2",134.581967554216,115.714900815112,110.783408150315,102.020207387305,83.1161361978728,91.4187273171513,84.0712946658744,87.2833003165037
"ACTA2-AS1",0,4.62859603260447,0.930953009666514,0,0,0,0,0
"ACTB",155196.906322568,153252.814639534,146141.003457449,144044.288773711,126635.745111079,125648.914700233,126502.571620769,125088.430797026
"ACTBL2",0,0,0,0,0,0,0,0
"ACTBP1",0,0,0,0,0,0,0,0
"ACTBP11",0,0,0,0,0,0,0,0
"ACTBP12",0,0,0,0,0,0,0,0
"ACTBP13",2.51555079540592,0,0,0,0,0,0,0.881649498146502
"ACTBP14",0,3.47144702445335,0,0,0,0,0,0
"ACTBP15",0,0,0,0,0,0,0,0
"ACTBP2",2.51555079540592,0,2.79285902899954,1.03050714532631,2.49348408593618,3.76984442544954,3.95629621957056,3.52659799258601
"ACTBP7",0,0,0,0,0,0,0,0
"ACTBP8",0,0,0,0,0,0,0,0
"ACTBP9",0,0,0,0,0,0,0.989074054892639,0
"ACTG1",90343.491266208,68746.2225742579,85942.7889933836,64740.58089798,78789.9413087736,79346.7430057555,79196.1486493085,80521.04866572
"ACTG1P1",0,0,2.79285902899954,0,5.8181295338511,7.53968885089908,2.96722216467792,6.17154648702551
"ACTG1P10",8.8044277839207,2.31429801630224,2.79285902899954,4.12202858130524,0,0,0,2.6449484944395
"ACTG1P11",0,0,0,0,0,0,0,0
"ACTG1P12",0,0,0,0,0,0,0,0
"ACTG1P13",0,0,0,0,0,0,0,0
"ACTG1P14",15.0933047724355,1.15714900815112,7.44762407733211,7.21355001728416,3.32464544791491,0.942461106362385,1.97814810978528,0.881649498146502
"ACTG1P15",0,0,0,0,0,2.82738331908715,0.989074054892639,0.881649498146502
"ACTG1P16",0,1.15714900815112,1.86190601933303,0,0,0,0,0
