GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MV411-MYB-dTAG-DMSO_2h,MV411-MYB-dTAG-VHL_2h,MV411-MYB-dTAG-DMSO_4h,MV411-MYB-dTAG-VHL_4h,MV411-MYB-dTAG-DMSO_8h,MV411-MYB-dTAG-VHL_8h,MV411-MYB-dTAG-DMSO_12h,MV411-MYB-dTAG-VHL_12h,MV411-MYB-dTAG-DMSO_24h,MV411-MYB-dTAG-VHL_24h,MV411-MYB-dTAG-DMSO_48h,MV411-MYB-dTAG-VHL_48h
A1BG,1.0,2.0,1.0,1.6,0.4,0.0,0.2,0.8,0.6,1.2,1.4,3.2,1.0,2.6
A2MP1,4.0,4.0,2.0,3.2,0.4,0.4,1.0,0.2,1.8,0.6,0.2,2.2,1.0,2.2
NAT1,194.0,235.6,324.4,301.6,260.4,293.2,208.2,205.2,170.4,252.0,228.0,240.6,210.6,132.0
AAMP,1160.2,934.6,1253.2,1040.6,1020.8,555.2,721.4,694.8,698.0,682.8,728.4,772.4,768.2,619.2
AARS1,715.0,608.0,651.2,646.0,564.2,442.4,453.6,611.8,462.6,660.4,665.4,695.0,974.4,517.0
ABAT,172.4,192.8,185.4,188.6,155.8,128.8,130.8,210.8,88.2,229.2,143.6,364.2,152.4,319.8
ABCA1,23.0,24.0,31.6,11.2,18.6,5.4,18.6,9.6,11.6,22.4,27.2,29.4,32.0,15.2
ABCA2,231.0,147.8,174.0,117.4,153.4,47.0,112.0,61.0,87.6,56.8,117.8,70.8,149.4,54.2
ABCA3,0.6,0.4,0.4,0.8,0.2,0.4,0.2,0.6,0.6,1.6,0.4,2.0,0.2,2.4
ABCB7,95.6,116.6,111.4,108.2,87.4,83.2,64.8,76.4,54.8,86.6,87.4,99.4,115.2,73.2
ABCF1,974.6,761.4,964.2,775.2,898.0,402.0,558.2,538.0,464.0,579.8,548.2,610.4,575.4,514.8
ABL1,643.4,655.0,661.2,575.4,555.6,309.6,363.4,469.8,299.4,498.0,476.2,609.2,410.2,318.2
AOC1,0.8,1.6,1.6,1.4,0.2,0.4,0.2,0.6,1.0,1.2,0.6,2.4,1.4,9.0
ABL2,575.6,660.8,650.4,692.8,683.0,523.6,378.2,524.8,275.6,532.6,382.4,575.0,413.4,485.4
ABO,2.6,3.6,4.2,2.2,1.8,0.2,1.6,0.0,1.2,0.4,2.0,0.2,2.2,0.2
ABR,1840.8,1766.4,1549.6,1479.8,1390.2,995.4,975.8,1612.4,764.0,1822.6,1297.2,2266.4,1157.4,1296.0
ACAA1,1812.8,1512.2,1876.4,1766.8,1658.4,993.4,1085.0,1379.8,973.8,1585.6,1341.8,2469.0,1561.8,2480.2
ACACA,961.0,966.6,933.0,861.0,849.6,548.4,631.4,678.0,503.0,585.4,796.4,958.6,993.6,554.2
ACACB,33.4,41.4,31.4,29.0,29.6,25.0,23.0,40.0,22.8,49.2,33.0,62.8,37.0,46.8
ACADM,1155.8,1469.2,1794.8,1609.0,1098.8,1204.6,792.6,1085.0,797.8,1295.0,1396.6,1391.4,1759.8,728.0
ACADS,112.4,82.2,87.0,86.8,71.8,51.6,52.8,73.2,57.6,91.4,85.4,99.4,93.4,118.0
ACADSB,1289.8,1634.6,1876.6,1715.0,1564.2,1073.4,1032.8,1094.2,712.8,1125.4,1179.0,1440.0,1395.0,1086.4
ACADVL,712.8,572.8,581.0,536.4,487.4,309.2,367.4,357.0,366.2,399.2,570.2,539.2,651.6,520.2
ACAT1,1118.2,909.0,1013.6,990.8,948.0,624.6,645.0,566.2,591.8,621.6,769.6,586.0,1069.2,611.6
ACAT2,4875.2,5279.6,5643.6,5467.6,5203.8,3993.0,3385.8,3712.4,2870.2,3788.8,4206.4,3496.4,6255.8,2865.0
ASIC1,171.2,182.4,163.6,153.8,115.0,65.2,91.4,85.0,75.6,98.2,146.0,191.8,146.4,123.4
ACHE,1.2,0.8,0.4,0.4,0.2,0.6,0.4,1.0,0.8,0.2,0.8,1.6,0.6,0.6
ACLY,2603.6,2534.6,2591.8,2442.6,2151.0,1680.8,1466.8,1751.0,1418.0,1662.2,2350.0,2180.2,2760.4,1504.2
ACO1,279.4,256.6,303.8,290.8,270.4,189.6,183.8,270.8,183.4,291.4,239.4,304.8,284.8,266.2
ACO2,800.2,700.4,776.4,704.4,671.0,396.8,425.4,462.4,403.4,572.6,560.0,621.0,603.2,585.4
ACOX1,658.8,724.4,795.6,721.8,735.8,568.0,523.2,664.8,408.4,704.0,540.4,773.4,586.6,674.0
ACP1,3771.4,3794.6,4994.2,4514.8,4483.2,2907.8,2542.0,2819.8,2015.2,2990.8,2628.4,2962.2,3422.8,2137.2
ACP2,129.2,105.6,109.6,116.0,108.4,74.6,75.2,108.6,59.4,121.4,93.6,195.0,93.4,185.2
ACP3,1218.4,1348.0,1562.6,1312.4,1395.2,701.0,806.8,541.6,615.2,659.0,936.2,1388.8,732.0,1974.2
ACRV1,5.6,5.0,4.4,3.8,3.4,5.2,2.6,4.4,3.2,4.6,4.4,4.0,3.8,11.6
ACTA1,2.2,0.8,1.2,0.6,1.4,1.0,0.4,0.2,0.2,2.0,1.2,1.4,1.2,1.4
ACTB,49918.0,48992.8,49895.0,44652.4,36275.8,29165.2,27924.6,37047.8,26753.2,47528.6,45787.4,57817.2,40080.2,50748.0
ACTG1,62538.0,55552.6,58967.4,52743.8,51237.2,30700.0,33630.4,44016.2,27489.4,48148.4,53696.6,62013.2,60391.2,47412.8
ACTN4,4140.4,4061.6,3956.8,3367.0,3061.8,1942.8,2443.4,2754.8,2244.8,3235.4,3614.0,3625.6,3352.8,2744.8
ACTL6A,1480.4,1559.6,1897.0,1701.4,1604.4,1051.8,1105.8,1076.4,1021.2,1242.2,1287.0,1209.6,1707.0,714.8
ACTN1,1064.4,1025.2,999.2,771.8,736.8,386.2,577.8,424.8,515.6,505.0,962.2,582.6,979.4,326.4
ACVR1,57.8,53.4,46.2,51.2,68.6,67.6,43.6,72.8,42.8,86.8,48.2,87.4,60.2,65.2
ACVR1B,240.4,307.0,269.8,260.2,219.0,137.8,164.0,193.8,119.6,211.8,186.4,268.6,154.8,157.8
ACVR2A,81.0,102.6,104.0,116.0,100.6,90.2,57.2,74.0,40.8,93.2,73.6,142.2,88.2,142.8
ACVR2B,141.8,172.4,136.8,129.8,154.8,92.6,114.8,137.8,85.4,142.6,123.8,175.6,129.2,101.2
ACVRL1,96.4,104.0,91.0,68.6,56.0,58.8,61.2,140.2,62.8,162.6,109.6,237.2,91.0,97.0
ACY1,150.2,136.4,136.4,136.8,110.0,75.0,82.2,58.2,85.0,68.8,148.2,110.4,169.6,106.4
ACYP1,835.4,790.6,745.8,692.2,853.0,571.2,653.2,757.0,562.4,807.8,661.4,614.0,883.4,351.6
ACYP2,99.2,110.4,118.2,108.2,101.6,84.0,68.8,96.6,73.8,136.6,105.6,167.8,132.6,221.0
ADA,1645.0,1422.2,1696.6,1325.4,1337.0,604.6,818.8,601.2,742.2,672.4,1451.6,1296.8,1731.4,1364.0
ADAM8,24.0,29.6,22.8,33.8,18.8,20.6,14.6,40.6,14.8,43.6,17.4,81.8,25.8,97.8
ADAM10,3995.4,4785.8,5534.8,4916.6,4571.8,3762.4,3162.0,4318.2,2576.6,5052.2,4421.0,7393.0,5403.2,5095.4
ADAR,4195.4,4422.8,5078.6,4236.8,4396.4,2442.2,2927.2,3429.4,2194.2,3508.0,2955.0,3844.6,2986.2,2561.4
ADARB1,265.0,248.4,250.6,248.0,235.0,173.4,164.2,178.0,118.4,194.0,151.8,235.8,196.4,240.2
ADCY1,2.0,4.0,3.0,7.0,1.4,3.6,1.4,0.6,1.4,2.2,3.2,1.4,2.2,2.8
ADCY2,0.8,1.8,2.4,1.4,2.0,1.0,1.6,0.6,0.6,2.2,1.0,2.4,0.8,3.0
ADCY3,630.2,594.6,633.2,547.8,600.6,369.8,370.6,484.2,285.8,544.8,406.4,513.4,394.4,340.0
ADCY5,5.6,6.2,8.6,8.8,8.0,8.6,5.8,10.0,5.2,10.2,8.2,11.8,9.2,7.6
ADCY6,5.2,4.6,3.2,6.8,3.2,6.4,3.2,15.0,2.2,15.2,6.2,41.2,6.4,28.0
ADCY7,1793.2,1986.6,1572.2,1460.8,1482.4,1223.2,1167.4,2009.8,820.4,2305.6,1538.4,3404.0,1433.6,2517.6
ADCY8,0.2,2.2,0.6,0.4,0.2,0.4,0.0,0.2,0.4,0.2,0.2,0.2,0.4,0.8
ADCY9,760.4,741.0,814.6,472.0,670.0,238.4,496.2,385.0,320.0,399.0,620.0,415.4,605.8,160.8
ADCYAP1R1,1.8,1.6,2.2,2.8,1.6,1.2,1.6,2.0,0.6,1.4,2.0,0.8,0.8,0.6
ADD1,1708.2,1670.8,1670.4,1467.8,1405.8,868.4,1022.8,1597.0,790.8,1848.2,1413.4,2550.0,1348.4,1762.0
ADD2,1277.0,1541.0,1522.0,1208.4,1310.6,547.2,850.2,529.6,586.4,544.4,1218.6,636.8,1076.0,331.8
ADD3,939.2,1126.8,1167.0,1016.2,784.2,672.0,615.0,982.4,606.4,1246.4,1275.8,2246.8,1430.0,1839.0
PLIN2,146.4,151.0,156.8,147.6,119.2,72.8,64.2,103.0,65.2,118.4,180.0,154.8,258.8,57.4
ADH5,1650.4,1620.6,1948.2,1777.4,1810.4,1215.8,1209.4,1366.2,1015.2,1524.4,1540.2,1815.6,1955.4,1316.6
ADH6,4.8,8.0,6.2,5.0,2.0,1.6,0.8,1.4,2.0,3.4,2.2,5.0,3.4,7.4
ADK,1452.0,1509.2,1788.0,1780.6,1480.8,1316.4,1079.6,1204.2,927.0,1390.2,1424.2,1714.2,1920.6,1191.0
ADM,0.8,2.0,1.2,2.4,1.2,0.8,0.2,1.0,0.4,1.6,1.8,1.8,0.6,0.2
ADORA1,7.2,6.2,4.4,6.8,3.6,4.4,3.8,18.2,3.6,23.8,4.6,55.6,4.0,52.0
ADORA2A,19.4,22.6,17.4,25.0,10.8,13.8,7.4,33.2,8.2,29.4,18.6,53.8,21.2,30.0
ADORA2B,258.8,276.6,322.4,265.0,241.2,169.0,171.4,222.4,144.8,253.6,234.0,409.2,262.2,381.0
ADORA3,7.8,9.2,5.2,13.0,9.2,13.2,4.2,26.0,4.2,30.2,8.2,72.2,8.8,60.2
ADPRH,58.4,72.8,71.8,63.4,60.4,45.6,64.6,82.4,39.6,99.0,63.4,142.8,66.0,98.6
PARP1,2868.8,2480.8,3006.4,2414.2,2384.0,1340.0,1579.0,1627.2,1571.8,1713.0,1859.0,1614.2,2137.6,1474.2
PARP4,175.4,232.8,252.0,258.2,216.6,229.8,171.4,149.4,123.2,187.6,178.8,195.8,219.8,196.6
ADRA1A,1.8,5.6,3.0,3.8,1.0,0.0,0.2,0.4,1.0,1.2,2.8,1.0,3.2,3.4
ADRA2B,3.6,3.4,2.8,4.8,0.6,0.6,1.0,0.0,1.0,0.8,0.6,0.4,2.2,0.6
ADRB1,7.2,10.8,6.6,12.6,3.6,5.2,1.8,7.8,2.8,13.2,3.0,25.6,8.6,27.4
ADRB2,102.0,54.8,133.0,45.0,105.4,42.4,69.0,51.6,50.2,74.6,73.2,176.8,62.4,177.6
GRK2,2423.2,1842.0,2073.4,1266.0,1767.0,552.4,1300.0,968.8,1146.0,1102.6,1830.6,1485.6,1602.4,943.4
GRK3,511.2,573.8,599.4,516.6,580.0,286.6,406.4,393.8,298.6,448.6,441.8,579.8,452.8,405.2
ADSL,514.0,493.8,624.4,545.4,454.8,349.6,371.0,276.8,348.8,332.0,443.8,400.8,552.0,374.0
ADSS2,1421.8,1561.0,1793.0,1565.6,1849.4,1031.8,1171.4,1071.0,1072.4,1199.0,1266.2,1209.8,1429.8,735.4
AP2A1,385.8,365.0,297.0,283.0,265.6,161.6,201.2,270.0,231.8,314.4,317.4,397.0,307.4,377.4
AP2A2,237.4,190.4,168.8,158.4,175.8,116.2,138.6,173.0,114.0,203.6,161.6,252.0,193.2,248.0
AP1B1,705.0,574.8,583.4,473.4,498.4,281.4,349.6,512.2,351.0,582.8,481.2,713.8,473.4,524.4
AP2B1,3928.4,4310.6,5044.2,4125.8,4431.8,2533.0,2925.2,3121.6,2159.0,3165.8,3082.2,3453.0,3711.4,2491.8
AP1G1,3473.4,4179.6,5442.8,4848.2,5103.2,3571.8,2928.0,3818.4,2092.0,3766.2,2798.8,3993.4,2819.8,2574.0
TLE5,66.6,73.6,71.0,61.4,49.8,33.0,38.4,44.0,38.6,50.8,68.0,74.8,51.0,59.8
CRISP1,2.0,0.6,0.6,1.2,0.8,0.2,0.6,0.0,0.6,0.4,0.6,1.4,0.6,1.2
AFG3L1P,625.0,631.0,694.0,690.6,716.6,529.6,463.8,612.4,332.6,659.0,432.8,801.8,544.4,611.4
AGA,923.6,1008.4,1238.8,1141.6,1050.4,803.2,671.6,899.2,555.0,1049.8,870.6,863.8,1425.0,601.6
AGER,138.8,130.0,133.0,144.4,121.4,78.4,86.4,133.6,69.8,132.4,109.2,196.0,121.4,142.8
AGL,343.6,433.4,505.2,418.0,336.4,357.6,273.8,388.0,271.0,467.8,390.0,512.0,467.8,358.4
AGRP,1.0,0.8,1.2,2.2,2.2,2.2,1.4,1.2,0.4,1.0,1.4,3.4,1.4,1.4
JAG1,14.4,23.6,16.6,25.6,9.6,16.8,5.6,37.4,3.2,44.4,8.2,83.8,10.2,102.0
AGT,77.4,59.6,71.4,62.8,53.0,47.6,38.2,74.2,29.8,112.2,38.6,108.0,37.2,60.0
APLNR,0.2,0.8,0.4,2.2,0.4,0.8,0.6,0.0,0.2,1.0,0.6,0.8,1.8,0.4
AHCY,4134.8,3556.2,3784.8,3587.4,3310.0,2164.2,2266.0,2262.8,2114.4,2676.0,3348.0,2938.8,4304.0,2458.4
AHR,741.8,855.6,1007.8,627.4,771.2,598.0,540.2,730.4,394.2,906.0,768.2,1059.8,746.8,479.4
AIF1,2188.4,1987.0,2397.2,2388.4,1870.8,1611.6,1272.0,1734.4,1274.8,2331.8,2103.8,4174.6,2765.0,3842.0
CRYBG1,873.0,937.8,1181.8,634.8,940.8,226.4,725.2,532.0,542.8,650.2,786.4,675.2,798.4,392.6
AK1,14.0,15.8,12.0,13.6,7.4,8.2,7.8,8.0,6.2,9.8,13.0,42.0,19.6,44.6
AK2,31088.4,31976.2,39182.0,32285.6,32978.6,17304.2,21182.2,17144.0,17172.8,18415.0,25563.4,22787.0,29919.2,17091.0
AK4,106.6,138.8,111.6,98.6,40.6,20.2,13.4,23.6,22.8,55.6,137.4,175.2,115.8,36.6
AKT1,2045.4,1825.4,1908.8,1696.0,1650.4,983.0,1278.2,1574.2,1092.8,1742.4,1605.0,1958.2,1631.0,1276.8
AKT2,2189.0,1942.4,2135.6,1806.4,1802.6,961.2,1280.0,1479.4,1088.6,1483.4,1404.0,1792.6,1449.8,1118.6
ALAD,906.6,1000.4,1023.0,930.2,826.2,665.2,624.8,836.2,501.2,1003.4,923.2,1592.2,943.2,1152.0
ALAS1,48.0,61.4,55.8,81.6,44.0,56.8,31.6,63.6,34.6,70.6,43.0,77.4,46.4,55.8
ALCAM,855.0,1039.6,1197.8,1070.0,897.6,601.4,702.8,512.4,598.2,543.6,762.2,413.6,830.4,252.8
ABCD1,201.8,187.0,163.0,132.4,118.0,56.6,94.8,114.2,87.8,180.0,166.2,233.6,127.8,158.2
ALDH2,11.4,7.8,8.4,6.6,5.2,6.2,6.4,8.0,4.8,10.6,10.6,32.6,10.6,46.0
ALDH1B1,1020.2,1093.8,1128.2,1034.2,989.4,656.2,748.2,884.2,607.8,1022.4,890.4,1136.6,844.2,671.8
ALDH1A3,42.8,45.8,61.2,47.2,62.4,39.6,45.8,59.4,28.6,61.2,37.4,99.4,33.8,105.0
ALDH3B1,394.2,368.8,389.4,362.2,280.8,178.6,186.2,292.6,167.2,371.0,377.2,718.2,350.2,539.0
ALDH9A1,1674.4,1793.4,2343.4,1756.4,1920.6,1201.0,1256.8,1333.8,1131.6,1492.8,1530.2,1497.2,1880.2,1064.2
ALDH3A2,221.6,238.0,287.2,242.0,259.6,160.4,170.4,209.8,145.8,229.6,200.2,288.4,203.4,212.6
ABCD2,122.4,166.0,218.0,201.2,132.2,266.6,117.0,340.2,94.8,430.8,187.8,752.0,188.4,529.8
ALDOA,7133.4,5893.6,6629.4,6284.4,5159.0,3629.6,3693.4,4396.8,3792.0,5248.0,6609.8,7929.6,6425.0,5309.6
ALDOB,3.6,4.0,5.6,5.0,5.0,3.2,3.4,2.4,3.4,2.0,3.4,6.0,6.2,4.2
ALDOC,489.6,453.8,555.8,496.0,409.6,269.6,224.4,315.6,181.6,339.2,757.0,1398.6,953.6,1278.4
AKR1B1,1427.0,1022.2,1314.0,1167.2,1134.2,696.0,727.8,867.6,701.2,1045.6,1072.4,1194.2,1242.6,892.0
ALOX12,9.2,9.4,9.2,12.8,11.2,8.8,7.6,11.6,6.0,11.2,8.8,16.0,8.8,14.0
ALOX5AP,2246.2,1935.2,2377.4,2591.6,1892.6,2075.0,1138.0,3855.6,903.2,6373.8,1676.6,12710.0,2409.6,16421.0
ALOX12B,5.6,3.8,3.6,4.8,1.2,2.4,2.0,0.8,1.8,2.0,1.0,2.8,3.4,6.4
ALOX15,2.2,3.8,4.4,3.4,3.2,5.6,2.4,7.4,2.2,11.4,1.8,16.6,0.4,8.2
ALOX15B,3.2,2.6,1.4,4.4,0.4,0.6,0.6,0.4,0.6,0.2,0.4,1.2,0.6,2.2
ALX3,19.4,23.2,19.2,16.8,15.2,5.0,13.0,11.2,7.0,10.2,11.4,16.0,17.2,7.4
AMD1,6283.8,8002.8,9900.4,8316.8,8349.8,5299.8,4952.4,4986.6,3735.2,5214.0,5050.8,5377.6,4944.6,2829.8
AMFR,531.6,470.8,526.6,462.2,465.8,306.6,320.8,511.0,318.2,562.2,406.2,527.8,440.4,409.6
AMH,3.8,8.8,7.0,3.8,2.4,2.2,2.6,3.0,1.8,2.8,4.4,4.6,5.8,8.0
AMPD2,236.6,201.4,175.4,167.0,140.0,74.0,122.2,133.0,97.6,131.4,148.4,219.0,138.2,166.2
AMPD3,81.0,80.4,86.2,66.0,57.0,46.8,47.2,133.4,41.0,150.8,68.6,238.2,62.4,153.2
AMPH,2.2,3.2,4.2,7.4,5.0,2.8,3.8,6.0,1.8,4.0,5.4,7.8,6.0,7.2
BIN1,7.4,5.2,4.6,8.2,4.2,9.8,4.4,26.2,4.2,38.2,5.4,51.8,6.8,27.2
AMT,101.0,107.0,92.0,76.2,69.0,43.6,53.8,68.0,35.0,73.4,82.4,156.8,101.0,144.6
AMY1A,3.2,5.4,7.8,8.0,7.2,9.2,5.6,2.8,3.6,3.4,9.8,3.6,6.2,1.8
AMY1B,3.2,5.4,7.8,8.0,7.2,9.2,5.6,2.8,3.6,3.4,9.8,3.6,6.2,1.8
AMY1C,3.2,5.4,7.8,8.0,7.2,9.2,5.6,2.8,3.6,3.4,9.8,3.6,6.2,1.8
AMY2B,3.2,3.6,5.0,5.0,1.4,1.8,2.4,1.0,1.6,1.4,4.2,6.0,3.0,5.4
ANG,3.0,2.4,3.4,3.4,3.8,3.6,2.2,2.6,1.2,4.2,3.0,4.4,2.6,2.6
ANGPT1,19.6,25.8,24.8,20.2,16.0,8.8,5.2,5.8,8.8,8.8,56.0,9.0,149.2,3.4
ANGPT2,30.8,35.2,36.8,35.2,38.4,28.0,19.0,30.0,18.6,30.6,24.8,29.4,32.0,29.6
ANK1,6.2,6.0,4.4,9.8,5.2,4.0,2.0,2.2,1.8,4.2,2.4,5.4,3.6,5.8
ANK2,55.8,66.4,70.0,80.4,41.0,42.4,35.8,44.2,24.6,49.8,42.4,66.6,77.8,53.6
ANK3,4.0,5.2,2.8,7.4,2.6,2.4,2.0,6.2,2.0,8.4,4.6,12.0,3.4,17.0
SLC25A4,47.8,49.6,43.4,51.2,33.8,18.6,21.0,21.0,15.8,18.6,21.4,26.4,26.2,21.6
SLC25A5,5080.6,4927.6,6463.4,6091.2,5032.4,4286.0,3743.8,4004.0,3296.2,4912.0,4476.6,5064.4,5909.2,3310.0
SLC25A6,7009.2,5864.2,6442.6,6206.4,5256.4,3808.4,3932.6,5004.4,3828.4,5984.4,6902.0,8581.6,8938.4,5927.0
ANXA1,465.0,548.8,731.0,811.2,624.4,863.4,478.0,916.6,341.2,1306.0,617.6,1785.4,586.8,1225.8
ANXA2,1769.0,1330.6,1798.8,1683.4,1665.6,1229.4,1125.6,1611.6,1070.8,2085.8,1373.0,3044.0,1763.0,3728.2
303,18.2,12.6,15.8,18.4,13.6,10.4,14.2,17.0,10.0,24.0,15.8,38.8,19.0,23.0
ANXA4,674.0,757.4,924.6,845.8,683.2,571.2,512.2,566.0,467.6,686.4,821.6,1119.2,900.2,874.0
ANXA5,930.6,984.0,1254.0,1198.2,1000.8,923.2,723.4,1062.2,624.8,1346.2,955.6,1795.4,1110.0,1609.4
ANXA6,387.2,274.2,356.2,301.6,229.6,156.4,185.2,174.0,174.6,177.6,230.8,245.4,216.0,198.6
ANXA7,676.6,746.6,943.8,870.0,848.2,667.6,580.4,677.2,505.2,725.2,607.8,635.6,719.0,520.0
ANXA11,652.0,580.0,556.4,485.8,440.0,307.2,337.2,394.8,317.6,412.0,527.0,558.0,521.4,456.2
AOAH,3.8,3.2,4.8,5.8,4.2,3.0,1.2,3.6,1.2,5.6,6.8,23.0,4.4,53.2
AOC2,4.0,6.0,5.6,5.8,2.4,2.0,1.0,2.2,2.6,3.4,2.6,3.4,3.4,2.6
AOX1,7.2,5.2,6.6,7.8,6.4,2.6,4.0,2.0,2.8,2.0,5.2,1.0,6.0,0.8
APAF1,997.8,1150.2,986.0,815.0,1166.8,828.0,946.0,1236.8,748.2,1502.0,1291.0,2060.0,1316.4,1388.2
NUDT2,200.4,158.6,203.4,198.4,180.8,134.0,118.2,149.8,131.0,173.4,170.6,208.0,220.0,225.8
APOF,3.6,3.0,2.8,3.8,2.2,1.4,1.8,1.6,1.2,1.8,1.8,1.2,2.8,3.0
APBA1,449.2,489.2,389.8,330.8,347.8,132.4,264.4,177.2,212.8,194.2,332.0,244.6,318.0,107.6
APBA2,32.6,21.6,27.0,24.0,22.2,9.2,12.0,24.4,12.6,21.6,25.2,34.4,23.6,32.8
APBB1,22.0,19.2,18.6,16.0,12.6,7.6,6.4,8.2,6.0,11.8,19.0,10.6,29.8,2.4
APBB2,37.2,46.0,44.6,43.8,46.4,41.8,34.2,59.0,25.2,58.4,39.4,52.8,40.4,23.4
APC,253.2,270.4,302.4,294.0,285.6,262.2,184.0,228.8,169.8,251.0,203.2,271.4,180.6,157.6
AIRE,1.6,3.6,3.6,4.6,1.0,1.6,0.2,0.4,2.2,2.0,1.4,1.6,2.4,2.8
APEH,320.0,241.2,258.0,227.8,228.2,140.8,152.2,163.6,180.2,178.2,237.8,223.8,277.8,299.4
APEX1,4324.2,3710.4,4873.4,4316.0,3997.8,2567.4,3006.8,2399.6,2553.0,2878.0,3349.4,3871.6,3978.8,3306.8
BIRC2,208.6,219.0,251.0,230.0,223.6,207.8,154.6,228.4,166.0,256.6,213.8,293.4,267.4,286.4
BIRC3,1.4,1.8,3.0,2.6,0.8,1.2,1.4,2.6,0.6,5.6,0.6,5.6,1.4,2.6
XIAP,1472.4,1577.4,1777.8,1708.2,1585.2,1309.8,978.2,1349.8,751.8,1436.6,1125.6,1583.4,1288.0,1273.0
BIRC5,4327.8,3813.8,4635.0,4131.4,4207.2,2867.4,2644.0,3791.6,2162.0,4422.2,3001.6,3651.6,2992.0,2184.8
APLP1,18.6,20.0,17.4,17.8,8.8,11.4,12.4,18.4,9.2,18.6,23.8,27.2,24.0,20.4
APLP2,5070.2,5501.8,6644.0,5828.0,4852.8,3172.0,3282.2,3035.2,2488.0,3018.6,4027.0,3458.2,3949.8,2103.2
APOA1,11.4,10.6,10.8,13.0,7.8,10.8,9.6,7.8,3.2,10.0,17.8,16.0,16.8,21.8
APOC1,53.4,38.0,41.6,48.2,50.4,34.2,21.8,31.8,25.8,35.6,34.2,45.0,42.8,36.2
APOC2,9238.2,8302.2,10037.6,9709.0,8709.0,6595.8,6042.0,7031.8,5743.6,9000.2,7366.4,12807.0,9066.4,13960.2
APOC4,12.6,12.8,10.6,14.8,7.8,4.4,4.8,3.8,5.2,6.8,5.8,9.8,8.0,16.2
APOD,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.2,0.0,1.0,1.2,1.6,0.8,0.6
APOE,2.2,1.8,1.6,2.6,1.0,1.2,2.4,0.6,0.8,1.0,0.6,1.8,0.6,1.2
APP,1135.4,1240.8,1339.4,1164.8,974.6,696.0,739.2,775.4,620.2,880.2,948.8,1169.2,1113.6,1216.2
APRT,1849.2,1538.0,1842.4,1808.6,1518.4,1126.2,1108.0,1090.2,1051.4,1242.0,1342.2,1218.8,1639.6,1179.4
FAS,15.2,23.2,17.8,21.4,12.0,16.6,10.8,22.6,10.8,30.2,21.8,37.2,15.8,17.8
SHROOM2,2.6,2.8,2.2,2.2,1.0,5.8,0.4,6.2,0.4,6.0,0.8,4.2,1.2,5.6
AQP1,16.6,24.8,15.8,24.8,19.2,29.8,10.4,43.4,6.4,51.2,13.4,79.2,12.4,136.4
AQP3,354.4,245.2,306.2,219.6,253.8,110.0,229.6,180.0,190.0,179.2,208.6,178.0,295.2,93.6
AQP6,1.0,3.2,0.8,1.8,3.6,2.6,1.4,0.6,0.8,2.0,1.6,1.4,1.6,0.6
AR,39.2,35.6,63.8,52.0,41.2,50.0,18.0,89.4,17.6,103.8,23.4,95.8,39.2,41.6
ABCC6,1.2,2.0,2.2,1.0,0.6,0.4,1.4,1.0,0.8,1.6,2.0,3.4,2.4,5.6
ARAF,387.8,328.6,343.6,286.0,290.0,166.2,195.6,236.2,179.8,270.0,226.2,347.0,247.2,314.2
ARCN1,5720.4,6919.4,8183.0,7614.0,7425.2,4947.6,4504.0,5513.4,3187.8,5583.4,5026.4,5681.4,5279.8,3410.0
TRIM23,99.0,143.2,160.0,167.8,197.6,202.8,112.2,171.2,100.8,177.0,140.6,239.8,126.0,145.8
AREG,0.4,1.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.0
ARF1,8257.4,7808.8,9247.4,8193.2,8223.6,4873.2,5452.6,5939.2,4271.6,6829.8,6814.0,7576.6,6854.8,4668.8
ARF3,9466.4,9912.4,11538.8,9754.6,9893.8,5571.0,6935.6,8817.8,5196.2,9496.8,7707.6,11276.2,7811.6,6191.2
ARF4,3983.8,4899.0,6203.2,5707.6,5081.8,4043.6,3246.4,3641.6,2505.0,3883.2,3697.4,4106.6,4062.2,3130.6
ARL4D,5.2,4.8,3.0,6.2,5.6,5.6,2.8,6.0,2.0,5.8,4.0,8.0,3.0,5.4
ARF5,947.0,735.8,915.6,825.2,710.4,513.6,572.4,762.2,564.8,894.6,673.8,1150.0,732.6,1047.8
ARF6,4615.4,4999.2,5250.4,4625.6,4480.0,3931.4,3439.0,4723.0,3116.8,5954.8,4988.8,7518.8,5559.8,4738.8
ARG2,1149.2,1092.0,1195.6,1142.0,1175.4,720.0,677.4,785.0,577.0,863.8,765.8,796.4,996.4,668.6
RHOA,22639.8,24124.6,29754.6,26693.4,24951.4,17904.2,16136.8,19451.4,13138.2,23055.8,20481.4,27484.2,26123.4,23773.2
RHOB,20.8,43.4,19.4,32.6,13.2,28.2,9.8,28.6,13.2,36.4,29.0,50.6,25.4,36.8
RHOC,100.8,70.2,87.8,87.8,68.4,53.0,41.8,117.8,43.8,162.0,108.4,452.6,143.4,582.4
RND3,1.8,0.6,1.0,3.4,0.4,0.2,0.2,0.2,0.6,0.6,0.4,1.4,0.8,0.8
