GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MV411-MYB-dTAG-DMSO_2h,MV411-MYB-dTAG-VHL_2h,MV411-MYB-dTAG-DMSO_4h,MV411-MYB-dTAG-VHL_4h,MV411-MYB-dTAG-DMSO_8h,MV411-MYB-dTAG-VHL_8h,MV411-MYB-dTAG-DMSO_12h,MV411-MYB-dTAG-VHL_12h,MV411-MYB-dTAG-DMSO_24h,MV411-MYB-dTAG-VHL_24h,MV411-MYB-dTAG-DMSO_48h,MV411-MYB-dTAG-VHL_48h
GINS2,1711.4,1392.0,1782.8,1584.0,1721.0,1179.0,1034.8,1414.0,1034.6,1540.4,1154.4,1205.6,1439.6,746.0
MPC1,2111.0,2168.8,2651.0,2676.4,2350.0,1934.0,1656.6,1897.6,1413.0,2129.0,1809.8,1792.2,2360.2,1271.4
FKBP7,225.2,312.0,349.6,312.0,295.0,164.2,227.2,132.0,157.2,122.0,257.6,171.2,304.2,94.2
ZFR,15594.2,17443.4,24656.0,14895.4,19403.6,6531.4,12784.0,5469.2,10346.6,5656.6,16663.8,5745.6,19408.6,2772.2
ASB1,772.2,796.2,717.6,639.8,615.2,333.2,430.6,552.2,317.2,557.8,479.4,757.2,468.6,487.4
NUB1,652.6,601.6,715.0,586.2,513.2,281.6,432.4,471.8,426.4,504.8,515.2,688.0,599.2,555.8
HSPB11,4415.0,4301.8,4828.2,4903.4,4668.4,3612.8,3052.8,3464.0,2551.4,4341.0,3583.0,3701.8,4751.4,2809.6
SARAF,5244.0,5848.6,6705.2,6238.4,4723.4,4533.4,3638.0,4948.0,3131.8,5809.4,5510.6,7504.4,7006.2,6631.2
TPPP3,2.0,3.8,3.2,4.0,2.8,5.8,3.2,3.4,0.6,3.2,0.6,1.8,0.8,1.4
ASB2,31.4,26.6,26.6,30.4,19.6,13.8,18.2,40.6,18.0,46.2,26.0,57.8,27.8,39.2
MPP6,436.0,567.8,570.6,503.6,532.0,219.4,335.6,201.0,237.8,190.0,321.4,172.8,363.8,72.0
SUFU,123.4,128.4,94.4,93.4,155.0,101.2,99.8,152.6,84.6,175.0,136.4,225.4,97.8,131.6
OAZ3,6.6,2.4,3.8,3.2,5.6,4.2,2.0,8.6,3.6,7.4,4.0,13.2,5.6,14.2
LSM7,1671.8,1248.8,1566.2,1565.6,1441.4,919.8,958.8,914.6,973.6,959.6,1136.6,1023.6,1545.0,1114.2
LSM8,2283.8,2815.4,3103.8,2935.8,2701.6,2080.4,1942.4,2160.0,1536.6,2437.2,2615.8,2963.6,3467.4,1874.2
CPSF3,516.8,380.6,470.8,435.2,410.6,336.2,278.8,325.0,304.6,374.4,353.6,418.6,523.0,482.8
TRAPPC2L,562.2,444.2,541.6,509.6,514.6,298.8,333.4,361.4,322.8,389.0,334.4,434.2,402.2,502.2
HECA,770.0,979.2,854.6,809.6,647.6,623.2,441.6,760.0,371.2,945.4,688.4,1170.6,714.0,727.0
VPS29,5602.4,5591.2,6254.4,5988.8,6077.4,4498.6,3971.4,5327.8,3350.8,6694.4,4871.2,6546.2,6809.6,5157.8
NLK,252.8,313.4,282.0,293.0,427.6,372.0,262.2,324.2,255.6,374.4,341.4,403.0,352.6,297.8
ACSL5,685.4,814.4,939.6,873.8,706.4,530.8,512.8,470.8,455.2,481.2,637.2,466.6,815.8,284.8
GPRC5B,0.6,2.2,1.4,1.8,1.4,0.8,1.0,2.4,0.4,2.0,2.2,1.2,1.4,0.8
EMCN,3.6,6.8,3.2,9.2,1.4,1.0,0.2,0.6,1.6,2.2,2.2,2.4,1.8,3.4
CYB5R1,260.0,213.4,247.6,246.2,246.4,192.2,169.8,253.2,158.8,299.8,209.6,391.4,246.2,455.4
ZNF44,28.4,29.2,32.4,34.2,24.0,23.4,17.4,20.4,17.8,22.8,21.2,24.2,26.0,43.4
SELENOT,3519.8,4013.0,4543.0,4273.0,4119.4,3207.6,2846.2,3271.0,2468.0,3842.0,3591.0,4098.2,4134.4,2864.0
RAB23,382.4,507.0,502.0,453.8,606.4,525.6,361.4,445.0,275.6,499.0,444.4,487.4,403.8,224.2
CES1P1,10.0,13.2,11.2,11.4,8.4,11.0,5.4,12.8,3.2,25.8,5.2,89.6,2.6,204.4
CAB39,4127.2,4862.0,5721.4,5159.0,5607.2,4181.8,3479.4,4252.4,2774.2,4928.6,4076.4,5496.6,4632.6,3684.8
UIMC1,235.2,196.0,230.2,223.6,213.4,135.6,147.4,148.4,137.6,179.8,167.2,205.8,205.2,187.0
FBXO40,5.6,8.8,9.6,8.0,6.4,5.8,1.8,4.0,2.2,6.4,2.2,7.2,5.4,6.4
DNAJB11,990.6,985.0,1162.8,1115.8,1058.2,882.6,812.4,845.0,644.8,834.8,778.0,839.4,937.2,844.0
CMPK1,10730.0,12839.6,15184.8,13997.2,11706.4,9775.8,8733.2,10097.0,7605.6,11550.0,11364.6,11638.8,13625.6,7299.6
POLR3K,1280.6,978.6,1312.0,1148.0,1251.8,686.0,851.2,772.4,785.6,797.6,702.2,687.8,825.6,509.0
WBP11,908.4,964.8,1025.2,888.6,832.6,624.6,588.2,656.0,519.6,735.0,695.0,660.8,692.8,374.8
UPB1,93.4,72.8,106.6,100.6,74.8,77.0,36.0,121.6,33.4,160.0,87.4,240.4,172.0,186.4
MSRB1,868.4,736.8,802.4,856.4,776.2,613.2,574.2,789.4,452.4,856.8,570.0,1180.6,555.8,1032.6
RAPGEF6,1057.6,1301.2,1374.4,1185.0,1351.0,973.2,801.0,954.2,620.6,1003.4,896.8,1145.2,873.6,606.0
GHRL,43.2,41.4,38.8,39.2,38.2,20.4,25.0,34.0,16.6,25.4,31.4,53.6,46.0,61.0
WWOX,193.6,192.2,209.8,207.6,176.6,119.6,108.4,144.8,110.6,169.8,203.8,241.2,225.8,186.8
ARID4B,2732.4,3090.6,3527.4,3297.2,3722.4,2898.4,2222.2,2888.2,1874.4,3286.6,2974.0,4363.0,3290.0,4525.6
CD244,379.6,350.2,437.4,325.6,347.4,180.0,234.4,241.0,209.2,266.2,311.6,428.0,293.2,365.8
LUC7L3,6254.4,7135.2,7733.6,7011.2,7081.4,5283.0,4619.4,5845.2,4178.8,7075.4,6766.6,10620.0,8514.0,9319.0
RTEL1,48.4,44.4,35.6,35.2,31.6,17.8,24.2,35.0,22.4,34.6,28.0,39.0,32.0,29.4
HIGD1B,11.6,14.2,10.8,13.4,8.4,6.0,8.2,8.4,5.4,9.2,8.8,7.8,6.8,4.0
ERAP1,739.2,985.6,1085.4,1039.0,977.0,785.2,648.8,810.8,474.2,838.4,768.0,966.0,886.0,652.6
TMEM8B,6.6,4.6,3.6,4.8,1.4,3.0,2.6,8.6,2.6,7.8,5.2,20.4,3.4,23.8
CDK12,1406.0,1617.0,2023.2,1581.2,1587.6,939.8,938.8,880.0,751.4,996.2,924.2,927.8,872.6,633.4
C9orf78,3987.4,3159.6,4340.8,3213.4,3427.4,1461.4,2231.2,1672.2,2079.8,1857.2,2193.4,2103.0,2655.2,2681.2
SYT17,5.0,3.2,4.8,5.4,1.8,2.0,1.0,3.4,0.8,5.6,1.4,7.6,6.4,12.4
ATP8A2,9.2,12.8,10.2,12.0,5.4,4.2,1.6,1.2,4.0,5.6,3.2,7.4,6.8,11.0
RAB8B,947.0,1289.2,1223.4,1285.6,1325.6,1399.8,912.4,1416.0,700.2,1575.2,1557.4,2225.6,1433.6,1076.6
INPP5K,230.4,175.0,181.0,172.2,164.4,91.6,126.8,178.4,117.2,188.6,141.2,243.6,155.6,200.8
GNG13,14.4,11.8,11.0,12.6,11.2,6.2,6.2,9.0,5.6,9.6,5.4,8.0,4.8,7.0
STK26,4759.4,5727.6,7431.0,5402.6,5317.4,2858.6,3797.0,2423.8,3499.2,2689.4,5316.4,2801.6,6237.6,1336.6
TM7SF3,1256.8,1268.2,1449.0,1207.6,1316.0,791.2,956.2,1082.8,835.6,1160.6,1084.0,1140.2,1333.4,803.8
RSF1,281.8,390.0,347.0,343.6,386.0,309.6,242.8,262.6,169.0,291.0,316.6,375.0,314.6,207.4
MAP3K20,6087.2,7054.8,8248.6,6786.6,6900.2,3891.8,4341.2,4824.2,3229.6,5077.0,5030.2,5346.0,5988.4,4002.8
KDM3B,1165.8,1182.6,1212.2,1029.4,1150.4,699.6,760.0,904.0,619.8,1015.8,914.6,1218.2,924.0,910.0
COQ3,134.8,115.0,155.2,150.0,126.6,115.0,83.8,89.0,80.6,103.2,103.2,88.0,132.2,88.4
TUBA8,15.0,22.8,19.4,22.6,12.2,12.2,8.8,11.2,11.2,19.2,22.6,25.4,25.8,12.2
PHAX,1162.4,1134.2,1477.4,1312.6,1290.4,977.4,854.4,995.6,712.6,1033.2,931.0,1136.4,1035.8,964.0
GALNT7,1249.8,1587.6,1748.4,1413.0,1402.2,887.8,1183.8,1010.2,928.6,1008.6,1302.0,1050.6,1559.6,709.2
ADA2,166.6,192.0,187.8,188.6,125.6,94.4,84.4,200.6,60.6,340.6,194.0,1258.0,171.8,1542.8
BCL11A,671.6,653.0,757.4,411.4,712.8,343.4,577.6,439.4,520.4,511.0,707.4,726.8,726.8,724.8
BTBD1,4054.4,4875.2,5543.6,5080.8,4783.2,3568.0,3312.2,3464.2,2869.2,4100.0,4182.0,4450.4,5097.2,2887.0
SPA17,88.4,91.2,118.6,109.6,99.2,76.4,73.0,82.6,59.0,106.4,93.0,121.6,122.4,64.6
IL17D,97.8,106.0,113.6,113.4,104.8,71.6,73.6,67.4,62.4,78.6,84.2,83.6,113.2,79.0
NUDT9,159.0,174.6,204.8,187.0,191.2,154.4,155.2,156.6,112.8,171.6,116.4,156.4,155.6,134.2
ZFYVE1,70.6,68.2,77.2,56.2,96.4,46.2,56.6,67.2,49.8,69.6,84.6,112.0,64.0,78.6
PANK1,243.8,305.6,395.4,489.8,394.4,412.2,241.8,290.8,179.6,303.8,214.2,369.0,220.0,260.6
SHC3,10.2,12.4,7.2,7.6,6.8,3.6,6.8,8.4,4.2,6.6,9.0,9.6,11.0,5.8
NUP54,3613.2,4527.6,5352.4,5113.0,4908.4,3605.8,3080.2,3388.8,2366.6,3654.2,3819.8,3746.2,4846.0,2002.0
TPCN1,292.6,272.2,212.2,209.8,170.8,98.6,122.6,218.4,112.8,266.4,194.6,457.8,154.8,339.4
CLIC5,0.6,1.6,1.4,2.2,0.0,0.2,0.4,0.0,0.8,0.2,0.8,1.2,0.4,2.2
STX18,626.2,537.0,688.6,712.0,593.2,448.6,377.4,445.2,341.4,504.8,375.0,584.8,475.0,463.8
MBD3,3312.2,2514.8,2793.6,2567.8,2508.0,1385.0,1723.6,2205.0,1653.0,2349.2,2047.6,2720.0,2218.0,1863.0
ADAM22,9.8,11.0,10.0,8.0,10.8,6.2,8.0,6.8,5.6,6.0,8.6,9.8,8.4,9.4
PTOV1,192.0,179.0,187.0,178.2,143.0,112.2,116.8,129.6,103.8,143.2,169.6,181.8,174.2,157.0
S1PR5,2.6,4.6,2.0,5.4,0.8,0.2,0.6,0.4,1.0,1.0,0.8,2.0,1.4,2.0
RIPPLY3,3.4,7.2,3.2,3.8,1.0,1.2,0.2,0.0,1.2,1.8,0.6,3.0,0.8,1.6
FXYD6,0.8,2.4,3.4,2.8,1.2,2.0,2.2,8.0,0.8,10.2,3.8,20.0,3.2,8.6
FXYD5,310.0,253.6,284.4,248.0,192.6,142.8,127.0,193.8,127.0,217.0,208.2,278.0,289.8,262.8
GPR84,8.2,6.4,5.0,8.8,4.2,4.2,3.4,3.0,2.4,1.6,10.8,9.4,22.6,2.4
IL20RB,37.8,36.0,37.6,47.4,45.8,29.8,22.0,29.0,18.2,26.0,24.0,31.8,31.2,25.6
FGFRL1,390.8,464.8,363.2,404.8,267.8,172.8,190.6,177.8,148.6,183.4,274.2,244.2,280.0,195.0
C11orf24,204.4,192.0,237.4,236.8,200.4,137.6,144.6,187.6,132.6,202.0,177.8,249.4,202.6,227.0
TRIM34,212.8,248.4,275.4,237.0,194.8,191.8,137.0,259.8,137.0,291.8,230.6,396.4,304.8,272.6
CDHR5,3.6,2.2,2.8,1.6,2.4,1.0,1.0,1.2,1.0,0.8,1.0,0.6,0.6,0.2
CLDN22,6.4,7.2,11.0,9.6,7.8,9.6,6.2,8.4,5.0,7.4,4.8,9.2,7.8,5.8
DUOX1,2.4,1.8,1.4,1.4,2.0,0.8,1.4,4.0,1.6,2.8,1.4,2.6,2.6,0.4
RAB4B,334.0,275.0,290.8,269.0,243.0,180.4,202.2,287.6,201.0,313.8,312.6,540.8,371.4,527.6
RAB24,894.4,783.4,871.0,783.4,691.8,425.2,483.2,669.6,401.0,804.6,619.8,1343.6,840.0,1428.2
PELO,48.6,60.4,71.8,58.8,69.0,55.4,48.4,44.0,32.6,57.8,35.6,41.4,26.4,23.6
PPIL3,665.6,674.0,762.4,749.4,705.4,588.2,461.8,566.6,420.6,657.2,729.2,810.4,975.2,562.4
CSNK1G1,1009.8,1273.6,1370.2,970.8,1488.8,846.2,889.0,927.0,600.6,904.4,894.6,911.8,826.0,578.4
CPSF2,2581.8,3079.0,3802.2,3269.4,3175.0,2353.6,2221.4,2714.2,1783.4,2891.4,2586.4,3033.8,2958.4,1933.8
BRWD1,1646.8,2187.4,2062.8,1999.4,2466.4,1662.0,1512.4,1626.6,1031.6,1843.4,1634.0,2323.0,1687.6,1380.2
SLC37A1,188.2,171.2,182.2,139.8,174.8,98.8,124.0,116.0,94.4,120.2,147.0,108.6,165.2,75.0
PCBP3,3.6,2.4,2.2,2.6,1.0,0.8,0.4,2.2,1.0,0.8,1.8,3.4,3.4,3.4
CYP4F29P,0.8,1.2,0.0,0.6,0.2,0.0,0.8,0.0,0.0,0.2,0.4,0.0,0.4,0.0
C21orf58,210.8,181.8,171.2,165.6,157.8,139.8,122.8,223.0,102.8,246.2,184.6,297.4,238.0,167.8
YBEY,89.6,91.0,118.4,104.0,94.0,67.8,69.2,101.2,56.8,94.0,82.8,120.2,98.6,89.0
SMIM11A,95.8,101.2,121.0,115.0,93.2,71.4,67.6,66.6,73.2,79.4,108.4,110.2,123.8,120.6
MIS18A,1736.2,1731.0,1985.8,1713.0,1583.4,1090.4,1107.4,1260.8,1070.8,1386.0,1446.2,1171.4,1687.4,818.0
LINC00158,26.2,24.4,28.2,25.4,20.4,19.6,13.0,31.2,11.4,42.8,15.8,52.2,30.8,53.4
54082,1.6,0.6,0.4,0.8,1.6,0.2,0.2,0.8,0.6,0.6,0.8,2.0,0.2,1.2
SETD4,586.6,616.8,724.8,673.0,921.0,506.6,495.8,512.6,386.6,483.6,470.2,522.2,540.2,337.2
GSAP,260.2,309.2,258.2,198.4,249.8,166.4,214.0,181.8,184.4,228.4,355.2,279.6,444.4,172.8
TLR9,8.2,10.0,5.6,9.4,2.2,7.8,1.4,9.8,2.8,9.4,4.8,17.4,6.8,17.0
POLE3,10589.4,10910.4,14371.4,11703.4,12610.2,6383.0,8095.6,6624.8,5954.0,7425.4,7768.2,7613.4,8437.4,4811.4
CHRAC1,4585.8,5574.8,6852.6,6284.0,4943.8,3949.8,3170.6,3727.4,2389.0,4161.8,4120.8,4643.4,5120.2,3022.6
GPR88,2.4,2.8,0.6,0.8,1.0,6.0,0.4,16.6,0.2,35.0,0.2,169.6,0.6,147.8
LINC00308,0.4,2.2,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
MRPL39,88.2,103.4,135.2,156.2,86.2,131.2,95.6,89.8,97.2,112.4,125.6,126.2,136.0,83.4
C21orf91,1257.6,1492.8,1758.8,1511.2,1609.8,1357.0,991.4,1244.0,851.4,1343.4,1197.2,1372.2,1213.8,593.8
DCUN1D1,1972.6,2672.0,3073.8,2964.4,2824.6,2459.0,1782.6,2206.4,1468.2,2416.4,2161.0,2400.2,2251.8,1261.0
NANS,155.4,164.4,197.0,189.6,140.8,138.4,118.0,117.6,99.4,133.8,143.4,156.0,158.4,197.8
CYCS,12402.0,14671.4,18178.4,16661.0,13240.4,11178.0,10321.2,9945.4,9241.6,10316.0,11768.6,9165.8,14555.4,5475.8
ERRFI1,69.4,104.2,86.4,108.2,115.0,106.0,60.8,121.4,56.4,131.6,67.2,122.4,75.6,73.0
KCNK10,25.8,24.0,29.8,21.4,27.8,15.2,21.8,25.6,15.4,38.2,17.8,121.4,13.6,206.2
TREM2,33.0,27.6,26.2,37.4,26.4,27.4,14.2,46.6,13.0,66.6,17.2,72.4,16.0,23.4
TREM1,267.4,434.2,346.4,591.4,249.2,312.0,118.0,360.2,84.6,345.4,144.2,361.2,196.2,137.2
GPR173,0.6,1.2,1.4,1.8,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.6,1.2,0.0
GPR85,518.6,532.6,713.6,401.0,690.0,217.8,515.6,219.8,415.2,237.2,710.4,272.2,850.0,172.6
GNG2,115.4,163.0,192.8,170.6,131.4,102.6,77.8,186.4,68.8,265.2,152.2,427.0,191.8,233.0
GDAP1,539.8,601.0,763.6,696.0,714.6,521.4,436.0,551.4,320.8,489.8,404.6,483.0,493.6,393.2
DPM3,159.6,153.8,190.6,192.4,145.2,110.6,102.4,104.0,102.0,129.4,149.0,179.6,178.2,174.0
SOX18,0.2,1.0,0.8,1.8,0.6,1.0,0.4,0.8,0.2,1.6,1.2,1.8,0.2,1.6
WNT4,4.0,2.6,2.8,3.4,2.6,1.8,2.6,3.8,2.8,3.4,2.2,4.4,5.0,4.4
TERF2IP,1391.6,1391.4,1509.0,1343.6,1473.6,962.6,972.4,1039.6,888.6,1246.2,1239.6,1354.2,1360.8,1372.0
SLC38A2,3285.2,4321.6,4103.6,3258.0,5164.8,3499.8,3157.4,3816.4,2507.2,4111.8,3498.8,3673.4,4596.6,1546.8
NLGN3,15.8,11.0,15.0,11.2,13.2,5.0,10.0,8.4,5.0,9.8,11.6,16.8,12.2,18.6
SIAE,334.2,413.0,496.2,458.0,365.6,320.0,241.4,365.2,215.4,542.4,480.8,1109.4,423.8,1325.6
TAS2R5,0.2,0.6,1.6,1.2,0.4,0.8,1.6,0.2,0.4,1.2,1.4,1.6,1.4,1.2
DNAJC10,865.4,1130.2,1298.8,1227.6,1040.6,847.0,815.2,885.0,638.6,929.6,872.6,1002.6,1167.8,820.0
YIPF1,1384.6,1311.6,1596.8,1490.4,1655.8,1143.8,1085.6,1338.4,879.6,1393.6,1149.2,1578.2,1475.4,1276.6
GAR1,693.6,566.0,770.0,668.4,547.6,358.0,454.4,278.6,393.2,320.2,363.6,285.8,431.6,272.8
SSH1,284.2,394.8,301.2,394.4,324.4,323.4,202.8,445.2,128.4,433.2,239.6,548.0,263.8,283.4
54435,6.8,5.4,5.4,3.8,4.2,2.4,2.8,2.4,2.2,3.6,3.8,5.4,4.2,2.8
SH3TC1,3.6,1.0,1.6,2.0,0.8,2.2,0.8,10.2,1.2,10.4,2.6,18.6,3.2,25.4
GFOD1,81.0,74.0,77.2,63.4,55.6,33.6,38.2,42.6,29.6,42.2,40.4,37.8,47.4,36.0
RBM27,1488.2,1860.4,2147.8,1893.2,2081.8,1564.8,1311.4,1397.2,1047.8,1563.2,1447.8,1528.2,1371.6,953.8
SASH3,951.6,892.8,866.4,779.0,710.0,468.8,567.6,874.8,496.0,1124.4,806.6,1628.6,859.6,1211.2
KCTD5,1225.8,1010.2,1078.4,865.8,957.6,514.8,688.0,1022.6,585.2,1043.4,781.2,1311.8,664.2,765.4
ANLN,1520.0,1838.4,2016.4,1771.8,2307.2,2161.4,1334.6,1898.4,1091.8,2252.4,1499.4,1876.2,1333.0,883.0
RIN2,14.2,19.0,8.4,15.8,4.2,28.6,1.4,51.0,3.0,66.6,7.6,182.4,4.8,175.2
ATAD2B,1655.6,2165.4,2443.2,2456.4,2933.6,2037.8,1584.4,1918.0,997.8,1991.2,1564.2,2156.8,1769.2,1383.2
FBXO42,276.8,322.4,316.6,293.8,403.4,255.8,229.0,271.2,182.4,312.8,254.0,374.4,215.8,230.6
MOV10L1,1.6,1.8,1.2,0.8,1.0,0.6,1.2,1.6,1.8,0.2,1.6,1.4,1.2,4.8
TAF7L,5.6,3.4,3.2,4.4,7.0,2.8,2.0,2.6,1.6,1.8,2.4,2.4,2.2,1.6
PRR13,4556.2,3969.6,4722.0,4158.2,3951.6,2547.6,2641.8,2679.2,2471.2,3005.8,3239.0,3388.4,3313.0,3073.2
MRPS21,1840.4,1689.4,2141.2,1954.8,1846.6,1351.6,1280.0,1242.2,1173.6,1329.4,1543.4,1648.8,1949.2,1576.6
FBXW5,457.4,321.2,378.8,332.6,336.8,189.0,216.6,262.4,213.6,296.0,313.2,349.2,386.0,429.6
CCSER2,428.6,591.6,560.8,570.2,628.2,696.2,392.4,680.2,285.2,631.8,501.8,666.4,548.8,318.0
RETREG1,65.0,73.6,69.2,64.4,35.2,38.8,34.6,64.4,37.4,73.4,65.6,101.4,123.0,79.2
XRN1,764.4,1067.2,989.0,921.6,1153.0,887.2,773.0,1157.2,568.4,1222.4,1084.0,1536.8,1183.4,737.6
ETAA1,31.0,44.8,35.4,34.8,40.0,49.0,21.4,36.2,25.4,51.4,29.0,50.6,28.2,35.8
SPIN2A,1.8,0.6,0.8,0.6,1.2,1.2,0.6,0.8,1.6,0.0,0.6,0.8,1.0,0.4
ANKIB1,489.2,634.8,636.8,603.8,728.2,578.6,433.0,473.0,367.6,546.2,551.2,625.4,548.6,433.6
MIOS,76.4,90.4,81.6,96.0,86.2,70.0,65.0,85.6,56.2,96.8,91.8,127.6,103.4,91.8
ZFAND6,906.0,1033.8,1243.4,1224.6,913.2,1009.4,742.8,847.6,684.4,1036.4,1031.4,1254.2,937.6,929.6
ARMCX6,285.4,272.8,321.8,303.0,328.6,226.6,204.8,253.2,171.6,253.4,235.8,302.2,314.0,205.2
MIEF1,2723.4,2945.8,3165.2,2542.0,2702.0,1205.0,1696.4,1529.0,1299.8,1638.6,1944.2,1920.8,1816.0,1226.4
TOLLIP,808.0,776.6,895.8,806.4,774.2,435.4,455.2,629.4,389.4,713.8,564.6,935.0,531.4,696.0
NLE1,350.0,303.0,340.4,261.4,320.2,122.4,219.8,160.6,196.4,183.2,275.2,220.8,329.8,131.0
RNF216,683.6,612.2,771.4,619.6,743.2,356.8,421.8,475.6,316.4,450.6,406.0,530.8,372.6,439.2
PLEKHA5,7.8,11.6,8.0,10.8,2.0,2.4,1.8,0.4,2.4,3.2,5.0,6.6,4.2,5.0
PIMREG,177.0,150.2,148.2,141.8,147.6,100.6,110.2,164.6,98.0,205.4,167.0,292.0,138.8,196.4
CHPF2,40.6,33.2,41.0,31.2,36.0,27.6,26.6,31.8,23.0,38.2,30.0,49.2,38.0,57.6
TRMT13,557.0,732.0,902.8,804.0,779.2,605.2,620.0,597.4,498.2,671.8,780.0,774.4,855.6,450.8
DGCR8,672.4,606.8,700.4,605.8,656.8,418.0,412.2,610.0,337.0,584.8,416.8,567.2,465.8,401.0
OTULINL,1154.2,1204.2,1438.8,1117.0,1267.4,883.8,808.0,1295.6,662.4,1497.0,847.8,2595.2,1029.2,2543.0
NEURL1B,2.6,1.8,1.2,3.0,0.8,0.2,0.6,1.4,1.4,1.0,1.6,1.4,2.0,3.2
C11orf71,136.2,141.0,185.8,142.6,153.0,145.8,110.2,172.6,81.8,184.2,147.4,246.6,164.0,169.0
TMX3,3245.8,4146.6,4275.4,4014.6,4498.6,3498.2,3073.8,3637.4,2535.8,3832.0,3840.2,4645.8,4887.2,2963.2
PRMT7,121.0,138.2,131.0,171.0,89.4,124.0,67.6,131.2,59.8,208.0,105.2,323.2,114.0,575.2
HEATR5B,187.0,224.6,223.2,184.4,230.6,188.6,160.4,146.8,140.0,180.8,194.0,231.8,210.4,185.8
SMOX,41.8,32.4,40.2,25.8,22.0,8.0,20.2,14.6,21.0,20.8,30.2,41.6,28.6,28.6
TMCO1,9124.8,9022.8,11246.4,10241.0,10113.6,6748.8,6774.8,7778.2,5633.6,8709.4,7693.4,9005.6,9631.0,7033.8
RBM47,67.6,80.6,104.6,92.6,44.8,43.2,38.6,115.4,36.0,146.6,50.2,275.2,40.4,238.0
ZDHHC13,178.8,191.8,181.4,190.2,240.8,229.6,156.2,235.4,149.0,273.8,216.6,243.0,262.8,145.8
DHX29,98.2,106.6,129.4,118.8,84.4,91.6,81.4,92.2,67.4,101.8,91.4,108.6,96.6,68.2
ADAMTSL4,34.4,29.2,24.8,24.2,15.4,19.2,13.6,35.4,11.4,42.8,27.8,116.8,30.8,151.0
RHOF,405.4,379.6,362.6,354.6,352.6,199.4,237.4,295.6,190.0,297.4,343.6,465.4,329.0,399.0
EXOSC4,175.8,171.0,197.2,161.4,152.6,95.0,125.8,94.0,125.8,114.8,189.2,156.4,224.2,178.0
MTRF1L,755.8,927.2,1084.2,998.0,903.4,678.0,596.0,675.6,429.6,724.4,726.6,827.2,831.4,613.2
PUS7,1059.2,1148.6,1595.6,1382.6,1267.6,658.4,841.2,569.6,638.8,578.4,821.4,612.0,920.8,405.0
APBB1IP,273.6,252.6,237.2,219.8,183.8,151.4,149.6,189.8,136.8,225.0,222.4,319.4,223.2,246.4
CCDC93,1006.2,1176.0,1499.4,1394.8,1550.2,1041.2,854.2,1062.2,605.8,966.6,838.6,950.0,968.2,523.6
WDR44,142.4,167.6,192.2,183.6,175.4,186.4,135.2,165.8,111.2,164.8,154.0,204.0,160.4,139.6
ANKRD16,80.2,75.4,74.8,74.0,69.2,35.8,52.8,41.0,42.0,54.6,61.8,107.0,55.2,107.8
ASNSD1,50.4,58.8,61.4,75.8,53.8,49.8,42.2,35.4,30.2,38.8,54.6,42.2,52.8,25.8
MIER2,62.0,61.8,50.2,52.8,50.0,38.8,39.4,67.2,29.6,63.4,53.8,88.6,42.6,58.6
USP53,29.2,33.2,54.6,54.2,44.4,42.6,31.4,36.2,25.2,39.2,43.8,42.6,42.4,17.4
MRPL50,1124.4,1136.8,1412.6,1251.6,1407.4,819.6,846.2,730.4,693.6,879.8,913.6,818.4,1014.6,517.0
CCHCR1,41.8,35.4,30.6,36.8,27.4,29.2,22.0,36.8,24.2,38.6,37.4,40.4,39.4,46.4
EXOC6,638.8,645.8,834.6,804.4,894.4,752.8,541.4,695.8,444.0,712.8,555.6,651.0,705.2,445.8
SHLD2,1069.2,1028.2,1336.0,1242.0,1312.4,745.6,748.6,655.2,665.8,721.4,768.6,848.2,969.0,835.4
NDUFB11,977.8,796.6,972.2,974.0,893.4,690.6,595.6,708.6,623.8,840.2,841.6,1054.0,1119.4,1397.8
FAM193B,430.4,381.8,395.2,368.4,436.0,257.2,310.8,408.0,237.6,446.6,373.0,633.2,411.6,404.0
DDIT4,103.4,92.6,142.2,148.8,110.8,95.2,83.0,144.0,58.2,147.6,136.4,309.0,459.8,186.4
RC3H2,38.4,65.4,63.0,71.4,66.8,63.8,37.6,53.2,29.6,59.6,46.2,61.8,48.8,38.6
TOMM7,2164.6,1754.8,1962.4,2080.6,1811.4,1484.0,1265.6,1367.8,1252.0,1619.2,1822.8,2083.4,2384.8,2071.2
MTMR12,805.0,913.2,1067.6,977.4,994.4,698.6,634.4,993.4,502.8,1019.4,736.2,1250.2,789.4,884.0
SDK2,36.0,37.6,27.0,22.4,20.0,9.4,18.2,5.0,10.8,6.2,24.4,8.4,26.0,4.0
NECAB2,11.4,14.2,11.2,9.2,6.2,5.2,6.0,8.0,4.6,8.4,8.2,8.0,17.2,3.2
GNL3L,3594.4,3425.6,4807.8,3784.0,3907.0,2161.6,2501.4,2367.8,1854.8,2363.4,2419.4,2591.8,2593.4,2347.8
MIR4453HG,170.0,195.6,250.4,202.0,225.6,172.6,165.2,244.0,99.0,220.0,170.6,267.0,182.4,119.6
WDR5B,173.4,193.6,277.8,240.2,256.0,203.8,176.0,235.8,137.6,262.2,225.8,369.6,237.0,226.2
