ImageDocumentName::Image Name,ParentID::ID of the parent!!I,ID::ID!!I,Area::Area!!R,CenterX1::Center X Unscaled!!R,CenterY1::Center Y Unscaled!!R,ImageIndexZ::Image Index Z!!I,Classes 5 RegionsCount ::Classes 5 Count!!I,Classes 9 RegionsCount ::Classes 9 Count!!I,IntensityMaximum_TV1-T1-SR::Intensity Maximum of channel 'TV1-T1-SR'!!R,IntensityMaximum_TV2-T2-SR::Intensity Maximum of channel 'TV2-T2-SR'!!R,IntensityMaximum_TV2-T3-SR::Intensity Maximum of channel 'TV2-T3-SR'!!R,IntensityMean_TV1-T1-SR::Intensity Mean Value of channel 'TV1-T1-SR'!!R,IntensityMean_TV2-T2-SR::Intensity Mean Value of channel 'TV2-T2-SR'!!R,IntensityMean_TV2-T3-SR::Intensity Mean Value of channel 'TV2-T3-SR'!!R,IntensityMinimum_TV1-T1-SR::Intensity Minimum of channel 'TV1-T1-SR'!!R,IntensityMinimum_TV2-T2-SR::Intensity Minimum of channel 'TV2-T2-SR'!!R,IntensityMinimum_TV2-T3-SR::Intensity Minimum of channel 'TV2-T3-SR'!!R,IntensitySum0_TV1-T1-SR::Intensity Pixel Count of channel 'TV1-T1-SR'!!R,IntensitySum0_TV2-T2-SR::Intensity Pixel Count of channel 'TV2-T2-SR'!!R,IntensitySum0_TV2-T3-SR::Intensity Pixel Count of channel 'TV2-T3-SR'!!R,IntensityRange_TV1-T1-SR::Intensity Range of channel 'TV1-T1-SR'!!R,IntensityRange_TV2-T2-SR::Intensity Range of channel 'TV2-T2-SR'!!R,IntensityRange_TV2-T3-SR::Intensity Range of channel 'TV2-T3-SR'!!R,IntensityStd_TV1-T1-SR::Intensity Standard Deviation of channel 'TV1-T1-SR'!!R,IntensityStd_TV2-T2-SR::Intensity Standard Deviation of channel 'TV2-T2-SR'!!R,IntensityStd_TV2-T3-SR::Intensity Standard Deviation of channel 'TV2-T3-SR'!!R,IntensitySum1_TV1-T1-SR::Intensity Sum of channel 'TV1-T1-SR'!!R,IntensitySum1_TV2-T2-SR::Intensity Sum of channel 'TV2-T2-SR'!!R,IntensitySum1_TV2-T3-SR::Intensity Sum of channel 'TV2-T3-SR'!!R,IntensitySum2_TV1-T1-SR::Intensity Sum Squares of channel 'TV1-T1-SR'!!R,IntensitySum2_TV2-T2-SR::Intensity Sum Squares of channel 'TV2-T2-SR'!!R,IntensitySum2_TV2-T3-SR::Intensity Sum Squares of channel 'TV2-T3-SR'!!R
,,,"nm²","pixel","pixel",,"#","#","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","pixel²","pixel²","pixel²","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown²","Unknown²","Unknown²"
"Image 8_Out_Channel Alignment_P2-2.czi",1,2,36141697.649263,127.96019954452,224.82461229802,9,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",1,3,70409874.912847,458.26135604542,398.37508350033,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",6,7,31355.98971848,212,215.125, , , ,267,2890,1085,36.4375,1935.96875,420.15625,0,733,0,32,32,32,267,2157,1085,74.375220249064,576.00075517284,346.66132113719,1166,61951,13445,213968,130220283,9374397
"Image 8_Out_Channel Alignment_P2-2.czi",1,2,36149536.646693,128.23295023311,224.72655318226,10,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",1,3,69960112.435322,458.63461349917,397.77296665126,10,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",6,7,34295.613754588,212.87142857143,214.72857142857, , , ,266,2796,921,43.628571428571,1755.6571428571,511.2,0,640,17,35,35,35,266,2156,904,83.163936511775,651.99002802087,245.85753885485,1527,61448,17892,301773,122334714,11201552
"Image 8_Out_Channel Alignment_P2-2.czi",1,2,35742888.655031,128.22632069523,225.5374756696,11,0,2, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",1,3,69931696.06964,458.75284441206,397.59672402197,11,2,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",5,6,27436.49100367,511.57142857143,432.96428571429,11, , ,10198,158,1603,7016.6071428571,41.321428571429,743.17857142857,3308,0,280,28,28,28,6890,158,1323,2089.7752553145,46.244962545628,337.07808234574,196465,1157,20809,1496431059,105551,18532587
"Image 8_Out_Channel Alignment_P2-2.czi",5,7,40174.861826803,456.79268292683,518.01219512195,11, , ,8856,329,2318,5528.3170731707,105,1636.7073170732,2074,0,970,41,41,41,6782,329,1348,2010.7896637767,107.25087412231,338.11065081586,226661,4305,67105,1414784879,912135,114403997
"Image 8_Out_Channel Alignment_P2-2.czi",8,9,48013.859256423,29.357142857143,215.05102040816, , , ,294,3203,1818,109.95918367347,1828.7551020408,530.20408163265,0,713,0,49,49,49,294,2490,1818,85.0649161875,724.7867080106,600.7037532342,5388,89609,25980,939790,189088073,31095262
"Image 8_Out_Channel Alignment_P2-2.czi",8,10,37235.237790695,212.84210526316,214.92105263158, , , ,238,2597,833,32.078947368421,1632.6315789474,495.21052631579,0,611,81,38,38,38,238,1986,752,65.941981697651,544.27424630606,207.10137978252,1219,62040,18818,199993,112249138,10905838
"Image 8_Out_Channel Alignment_P2-2.czi",1,2,35633142.691016,129.37732710023,225.28264815069,12,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",1,3,69828809.228376,458.34356538456,397.23759173765,12,2,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-2.czi",5,6,48993.733935125,512.6,432.58,12, , ,11919,368,2022,7923.36,76.54,953.64,3996,0,260,50,50,50,7923,368,1762,2233.696586196,87.972215001357,545.23167740037,396168,3827,47682,3383462306,672135,60038064
"Image 8_Out_Channel Alignment_P2-2.czi",5,7,30376.115039778,456.3064516129,518.56451612903,12, , ,9507,268,2432,6416.7419354839,57.354838709677,1534.2258064516,2194,0,979,31,31,31,7313,268,1453,2114.3681320549,83.090933475359,377.77574561967,198919,1778,47561,1410528467,309100,77250749
"Image 8_Out_Channel Alignment_P2-2.czi",8,9,40174.861826803,212.62195121951,215.10975609756, , , ,150,2313,815,14.024390243902,1416.9512195122,435.75609756098,0,498,66,41,41,41,150,1815,749,35.630385771753,494.46693272753,222.31709116573,575,58095,17866,58845,92097683,9762214
