ImageDocumentName::Image Name,ParentID::ID of the parent!!I,ID::ID!!I,Area::Area!!R,CenterX1::Center X Unscaled!!R,CenterY1::Center Y Unscaled!!R,ImageIndexZ::Image Index Z!!I,Classes 5 RegionsCount ::Classes 5 Count!!I,Classes 9 RegionsCount ::Classes 9 Count!!I,IntensityMaximum_TV1-T1-SR::Intensity Maximum of channel 'TV1-T1-SR'!!R,IntensityMaximum_TV2-T2-SR::Intensity Maximum of channel 'TV2-T2-SR'!!R,IntensityMaximum_TV2-T3-SR::Intensity Maximum of channel 'TV2-T3-SR'!!R,IntensityMean_TV1-T1-SR::Intensity Mean Value of channel 'TV1-T1-SR'!!R,IntensityMean_TV2-T2-SR::Intensity Mean Value of channel 'TV2-T2-SR'!!R,IntensityMean_TV2-T3-SR::Intensity Mean Value of channel 'TV2-T3-SR'!!R,IntensityMinimum_TV1-T1-SR::Intensity Minimum of channel 'TV1-T1-SR'!!R,IntensityMinimum_TV2-T2-SR::Intensity Minimum of channel 'TV2-T2-SR'!!R,IntensityMinimum_TV2-T3-SR::Intensity Minimum of channel 'TV2-T3-SR'!!R,IntensitySum0_TV1-T1-SR::Intensity Pixel Count of channel 'TV1-T1-SR'!!R,IntensitySum0_TV2-T2-SR::Intensity Pixel Count of channel 'TV2-T2-SR'!!R,IntensitySum0_TV2-T3-SR::Intensity Pixel Count of channel 'TV2-T3-SR'!!R,IntensityRange_TV1-T1-SR::Intensity Range of channel 'TV1-T1-SR'!!R,IntensityRange_TV2-T2-SR::Intensity Range of channel 'TV2-T2-SR'!!R,IntensityRange_TV2-T3-SR::Intensity Range of channel 'TV2-T3-SR'!!R,IntensityStd_TV1-T1-SR::Intensity Standard Deviation of channel 'TV1-T1-SR'!!R,IntensityStd_TV2-T2-SR::Intensity Standard Deviation of channel 'TV2-T2-SR'!!R,IntensityStd_TV2-T3-SR::Intensity Standard Deviation of channel 'TV2-T3-SR'!!R,IntensitySum1_TV1-T1-SR::Intensity Sum of channel 'TV1-T1-SR'!!R,IntensitySum1_TV2-T2-SR::Intensity Sum of channel 'TV2-T2-SR'!!R,IntensitySum1_TV2-T3-SR::Intensity Sum of channel 'TV2-T3-SR'!!R,IntensitySum2_TV1-T1-SR::Intensity Sum Squares of channel 'TV1-T1-SR'!!R,IntensitySum2_TV2-T2-SR::Intensity Sum Squares of channel 'TV2-T2-SR'!!R,IntensitySum2_TV2-T3-SR::Intensity Sum Squares of channel 'TV2-T3-SR'!!R
,,,"nm²","pixel","pixel",,"#","#","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","pixel²","pixel²","pixel²","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown²","Unknown²","Unknown²"
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,51375809.279051,494.32210905762,265.50793423738,9,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,59346109.915617,165.03387269875,429.62683893338,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,26456.616324968,577.64814814815,347.46296296296, , , ,357,2499,1020,111.81481481482,1802.7777777778,635.44444444444,0,875,0,27,27,27,357,1624,1020,123.60608555999,485.78820435163,292.94556245846,3019,48675,17157,734809,93885953,13133565
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,51121041.862588,494.33690172701,265.03913093481,10,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,59259880.943891,165.46304380178,429.12132711609,10,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,36255.363111993,576.63513513514,346.98648648649, , , ,317,2895,1040,70.72972972973,1891.1621621622,475.24324324324,0,899,0,37,37,37,317,1996,1040,105.02212694069,558.09927997293,381.97974098442,2617,69973,17584,582167,143543383,13609384
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,50518418.935186,493.91960198619,265.40602451703,11,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,58664117.13924,165.46570846348,429.78255023468,11,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,44094.360541613,576.45555555556,347.41111111111, , , ,331,3200,1173,44.866666666667,1893.0222222222,465.8,0,787,0,45,45,45,331,2413,1173,85.412262266343,674.78388758883,402.60676731882,2019,85186,20961,411577,181293656,16895691
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,50356739.6132,493.94188671168,265.51239516647,12,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,58706251.750424,165.54785351849,430.16230471358,12,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,47033.98457772,576.25,347.39583333333, , , ,263,3370,1302,31.645833333333,1923.1458333333,434.64583333333,0,726,0,48,48,48,263,2644,1302,64.171807153401,727.54925225056,407.86238238037,1519,92311,20863,241617,202405927,16886547
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,50040240.091979,494.02432051383,264.90763295998,13,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,58351537.116734,165.62804366079,430.39778337532,13,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,48993.733935125,576.14,347.42, , , ,342,3392,1345,36.62,1891.94,416.44,0,781,0,50,50,50,342,2611,1345,75.443962174394,745.65200643053,366.58774933048,1831,94597,20822,345949,206215697,15256056
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,49669847.46343,494.0822647465,264.80986387848,14,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",1,3,58049735.715694,165.84534620708,430.50523277405,14,0,0, , , , , , , , , , , , , , , , , , , , , , , , 
"Image 8_Out_Channel Alignment_P2-4.czi",6,7,45074.235220315,576.08695652174,347.41304347826, , , ,310,3270,1294,49.54347826087,1902.2391304348,424.19565217391,0,854,0,46,46,46,310,2416,1294,89.544453645907,691.16173327659,332.62375271403,2279,87503,19513,473729,187948335,13256065
"Image 8_Out_Channel Alignment_P2-4.czi",1,2,49793311.672946,495.03227329975,264.97697575567,15,0,1, , , , , , , , , , , , , , , , , , , , , , , , 
